id,workcla,education,relationship,race,sex,native_country,age,fnlwgt,education_num,hours_per_week,class
456, Self_emp_not_inc, 9th, Wife, Amer_Indian_Eskimo, Female, China,35<x<53,527198<x<780210,4<x<8,50<x<74,1
457, State_gov, 7th_8th, Own_child, Other, Female, Dominican_Republic,17<x<35,21174<x<274186,1<x<4,50<x<74,1
458, Local_gov, Masters, Unmarried, Other, Female, El_Salvador,x>71,21174<x<274186,1<x<4,1<x<25,1
459, Local_gov, 9th, Unmarried, Black, Male, Cambodia,x>71,21174<x<274186,8<x<12,1<x<25,1
460, Local_gov, Doctorate, Unmarried, Other, Male, Cambodia,17<x<35,21174<x<274186,x>12,1<x<25,1
461, Self_emp_not_inc, HS_grad, Not_in_family, Amer_Indian_Eskimo, Female, Puerto_Rico,17<x<35,21174<x<274186,x>12,50<x<74,1
462, Self_emp_not_inc, Masters, Unmarried, Other, Male, Yugoslavia,53<x<71,274186<x<527198,1<x<4,x>74,1
463, State_gov, 12th, Wife, Amer_Indian_Eskimo, Female, Ecuador,53<x<71,21174<x<274186,x>12,1<x<25,1
464, Private, 9th, Husband, Asian_Pac_Islander, Female, France,x>71,274186<x<527198,8<x<12,25<x<50,1
465, Federal_gov, 10th, Own_child, Amer_Indian_Eskimo, Female, Canada,17<x<35,274186<x<527198,8<x<12,25<x<50,1
466, Federal_gov, 11th, Own_child, Amer_Indian_Eskimo, Male, Honduras,17<x<35,21174<x<274186,1<x<4,1<x<25,1
467, Self_emp_not_inc, 5th_6th, Own_child, White, Male, Iran,x<17,21174<x<274186,8<x<12,25<x<50,1
468, Private, Assoc_acdm, Own_child, Other, Female, Cambodia,35<x<53,21174<x<274186,1<x<4,1<x<25,1
469, Self_emp_inc, HS_grad, Wife, White, Female, Cambodia,17<x<35,21174<x<274186,4<x<8,25<x<50,1
470, Self_emp_inc, 9th, Not_in_family, Other, Female, Ecuador,35<x<53,21174<x<274186,x>12,25<x<50,1
471, Local_gov, 11th, Unmarried, Asian_Pac_Islander, Female, Iran,53<x<71,21174<x<274186,x>12,50<x<74,1
472, Self_emp_not_inc, Masters, Wife, Amer_Indian_Eskimo, Female, Cambodia,x>71,21174<x<274186,8<x<12,x<1,1
473, Federal_gov, Preschool, Unmarried, Asian_Pac_Islander, Male, Yugoslavia,17<x<35,21174<x<274186,1<x<4,50<x<74,1
474, Self_emp_inc, Assoc_acdm, Other_relative, Amer_Indian_Eskimo, Male, Mexico,53<x<71,21174<x<274186,4<x<8,50<x<74,1
475, State_gov, 7th_8th, Unmarried, Black, Female, Haiti,53<x<71,21174<x<274186,4<x<8,25<x<50,1
476, Private, Preschool, Not_in_family, Black, Female, United_States,35<x<53,21174<x<274186,x<1,25<x<50,1
477, Private, 12th, Wife, Amer_Indian_Eskimo, Male, Guatemala,x>71,21174<x<274186,4<x<8,1<x<25,1
478, Self_emp_inc, Doctorate, Own_child, Asian_Pac_Islander, Male, Iran,53<x<71,21174<x<274186,x<1,50<x<74,1
479, Federal_gov, 1st_4th, Other_relative, White, Female, Iran,53<x<71,21174<x<274186,x>12,25<x<50,1
480, State_gov, 7th_8th, Wife, Black, Female, Thailand,x<17,21174<x<274186,4<x<8,50<x<74,1
481, Private, Doctorate, Own_child, Asian_Pac_Islander, Male, Honduras,x>71,21174<x<274186,x>12,x>74,1
482, Private, Doctorate, Own_child, Amer_Indian_Eskimo, Female, Philippines,x>71,21174<x<274186,8<x<12,50<x<74,1
483, Federal_gov, 11th, Other_relative, Black, Female, Germany,35<x<53,21174<x<274186,x>12,1<x<25,1
484, Federal_gov, 5th_6th, Unmarried, Black, Male, Jamaica,53<x<71,21174<x<274186,x>12,25<x<50,1
485, Self_emp_inc, Assoc_voc, Not_in_family, Asian_Pac_Islander, Male, Italy,17<x<35,274186<x<527198,8<x<12,1<x<25,1
486, Self_emp_inc, Prof_school, Husband, Black, Male, Iran,17<x<35,21174<x<274186,x>12,50<x<74,1
487, Federal_gov, 9th, Not_in_family, Black, Male, Haiti,53<x<71,21174<x<274186,1<x<4,25<x<50,1
488, Federal_gov, Assoc_voc, Wife, Other, Female, Laos,17<x<35,21174<x<274186,4<x<8,x>74,1
489, Private, 11th, Not_in_family, Asian_Pac_Islander, Male, Laos,x>71,274186<x<527198,4<x<8,x>74,1
490, Private, Assoc_voc, Not_in_family, White, Male, Puerto_Rico,53<x<71,21174<x<274186,4<x<8,50<x<74,1
491, Private, Assoc_acdm, Other_relative, Black, Male, Germany,53<x<71,21174<x<274186,4<x<8,25<x<50,1
492, Private, 12th, Wife, White, Male, Haiti,35<x<53,274186<x<527198,8<x<12,25<x<50,1
493, Self_emp_inc, 9th, Husband, Other, Male, France,53<x<71,21174<x<274186,1<x<4,50<x<74,1
494, Local_gov, Preschool, Other_relative, Black, Female, Laos,53<x<71,21174<x<274186,1<x<4,25<x<50,1
495, Self_emp_not_inc, Bachelors, Other_relative, Amer_Indian_Eskimo, Male, Dominican_Republic,53<x<71,274186<x<527198,4<x<8,x>74,1
496, Self_emp_not_inc, Doctorate, Wife, Asian_Pac_Islander, Male, Guatemala,53<x<71,21174<x<274186,x>12,x<1,1
497, Private, Bachelors, Wife, Other, Female, Yugoslavia,x>71,21174<x<274186,x>12,1<x<25,1
498, State_gov, 1st_4th, Unmarried, Asian_Pac_Islander, Male, El_Salvador,53<x<71,21174<x<274186,4<x<8,x>74,1
499, Self_emp_not_inc, Preschool, Own_child, Other, Female, Italy,53<x<71,21174<x<274186,x>12,25<x<50,1
500, Self_emp_not_inc, 7th_8th, Other_relative, Asian_Pac_Islander, Female, India,17<x<35,21174<x<274186,4<x<8,50<x<74,1
501, Private, 1st_4th, Not_in_family, Asian_Pac_Islander, Male, China,17<x<35,21174<x<274186,4<x<8,25<x<50,1
502, Self_emp_inc, Masters, Other_relative, White, Female, Haiti,17<x<35,21174<x<274186,1<x<4,25<x<50,1
503, State_gov, Some_college, Husband, White, Male, Japan,53<x<71,21174<x<274186,1<x<4,50<x<74,1
504, Federal_gov, HS_grad, Other_relative, Asian_Pac_Islander, Female, United_States,x>71,274186<x<527198,x<1,1<x<25,1
505, Self_emp_not_inc, 7th_8th, Unmarried, White, Female, Columbia,35<x<53,21174<x<274186,1<x<4,25<x<50,1
506, Federal_gov, 11th, Husband, Black, Male, Laos,17<x<35,21174<x<274186,4<x<8,25<x<50,1
507, Self_emp_not_inc, Assoc_voc, Other_relative, Asian_Pac_Islander, Female, Honduras,53<x<71,21174<x<274186,x>12,1<x<25,1
508, Private, Bachelors, Unmarried, Amer_Indian_Eskimo, Female, United_States,35<x<53,21174<x<274186,8<x<12,25<x<50,1
509, Self_emp_inc, 9th, Husband, White, Male, Japan,17<x<35,21174<x<274186,8<x<12,1<x<25,1
510, Self_emp_inc, Assoc_acdm, Own_child, Asian_Pac_Islander, Male, Dominican_Republic,x>71,21174<x<274186,1<x<4,1<x<25,1
511, State_gov, Assoc_acdm, Own_child, Amer_Indian_Eskimo, Female, France,35<x<53,21174<x<274186,x>12,50<x<74,1
512, State_gov, Assoc_acdm, Wife, Black, Male, Taiwan,35<x<53,274186<x<527198,x<1,25<x<50,1
513, Local_gov, Prof_school, Husband, Asian_Pac_Islander, Female, Puerto_Rico,x>71,21174<x<274186,x<1,1<x<25,1
514, State_gov, 1st_4th, Husband, Black, Female, Portugal,35<x<53,21174<x<274186,x<1,25<x<50,1
515, Self_emp_not_inc, 7th_8th, Other_relative, White, Female, Honduras,35<x<53,21174<x<274186,x>12,50<x<74,1
516, State_gov, Assoc_acdm, Unmarried, White, Female, Germany,53<x<71,21174<x<274186,4<x<8,1<x<25,1
517, Self_emp_not_inc, 10th, Other_relative, White, Female, Canada,17<x<35,21174<x<274186,x>12,50<x<74,1
518, State_gov, 1st_4th, Other_relative, Asian_Pac_Islander, Female, El_Salvador,17<x<35,21174<x<274186,8<x<12,25<x<50,1
519, Private, Masters, Other_relative, Asian_Pac_Islander, Male, Thailand,53<x<71,21174<x<274186,4<x<8,1<x<25,1
520, Private, Assoc_voc, Other_relative, Asian_Pac_Islander, Male, Germany,x>71,21174<x<274186,8<x<12,25<x<50,1
521, Federal_gov, Preschool, Husband, White, Female, United_States,17<x<35,21174<x<274186,x<1,25<x<50,1
522, Local_gov, Doctorate, Husband, White, Male, United_States,x>71,21174<x<274186,4<x<8,25<x<50,0
523, Self_emp_not_inc, 12th, Own_child, Other, Male, Philippines,53<x<71,21174<x<274186,8<x<12,1<x<25,1
524, Self_emp_not_inc, 10th, Other_relative, Amer_Indian_Eskimo, Female, Cambodia,35<x<53,274186<x<527198,4<x<8,50<x<74,1
525, State_gov, 10th, Not_in_family, Amer_Indian_Eskimo, Male, Cambodia,53<x<71,274186<x<527198,4<x<8,50<x<74,1
526, Self_emp_inc, 10th, Husband, Asian_Pac_Islander, Female, Cambodia,x>71,21174<x<274186,8<x<12,25<x<50,1
527, Self_emp_inc, HS_grad, Own_child, Black, Female, Taiwan,53<x<71,21174<x<274186,x<1,1<x<25,1
528, State_gov, Some_college, Other_relative, Amer_Indian_Eskimo, Female, China,35<x<53,21174<x<274186,1<x<4,x<1,1
529, Local_gov, 5th_6th, Not_in_family, Asian_Pac_Islander, Female, Thailand,53<x<71,21174<x<274186,4<x<8,50<x<74,1
530, State_gov, Some_college, Not_in_family, Amer_Indian_Eskimo, Female, Canada,17<x<35,21174<x<274186,1<x<4,25<x<50,1
531, Federal_gov, Prof_school, Husband, Asian_Pac_Islander, Male, England,53<x<71,527198<x<780210,4<x<8,1<x<25,1
532, Private, Prof_school, Unmarried, White, Female, Cuba,53<x<71,21174<x<274186,x>12,x>74,1
533, Private, Masters, Wife, Other, Female, Guatemala,17<x<35,21174<x<274186,x>12,1<x<25,1
534, Private, HS_grad, Not_in_family, Asian_Pac_Islander, Male, Jamaica,35<x<53,21174<x<274186,4<x<8,25<x<50,1
535, Self_emp_inc, Bachelors, Husband, Amer_Indian_Eskimo, Male, El_Salvador,17<x<35,21174<x<274186,x>12,1<x<25,1
536, Federal_gov, Some_college, Not_in_family, Asian_Pac_Islander, Female, Iran,53<x<71,21174<x<274186,4<x<8,25<x<50,1
537, Self_emp_inc, Bachelors, Wife, White, Female, Taiwan,17<x<35,274186<x<527198,4<x<8,1<x<25,0
538, Private, Preschool, Other_relative, Asian_Pac_Islander, Female, El_Salvador,35<x<53,21174<x<274186,x>12,1<x<25,1
539, Federal_gov, 11th, Not_in_family, Amer_Indian_Eskimo, Female, Columbia,35<x<53,21174<x<274186,4<x<8,25<x<50,1
540, Private, Assoc_voc, Not_in_family, White, Female, Portugal,53<x<71,21174<x<274186,8<x<12,25<x<50,1
541, Self_emp_inc, 10th, Own_child, Black, Male, Honduras,35<x<53,21174<x<274186,1<x<4,50<x<74,1
542, Federal_gov, 10th, Husband, Amer_Indian_Eskimo, Female, Iran,x>71,274186<x<527198,x>12,25<x<50,1
543, State_gov, Assoc_acdm, Other_relative, White, Male, Puerto_Rico,53<x<71,21174<x<274186,1<x<4,50<x<74,1
544, Local_gov, Doctorate, Other_relative, White, Male, Columbia,53<x<71,21174<x<274186,x>12,1<x<25,1
545, Self_emp_inc, Some_college, Other_relative, Other, Male, Japan,17<x<35,527198<x<780210,x>12,1<x<25,1
546, Self_emp_not_inc, HS_grad, Wife, White, Male, England,53<x<71,21174<x<274186,8<x<12,1<x<25,1
547, State_gov, 10th, Other_relative, Other, Female, Germany,53<x<71,274186<x<527198,4<x<8,1<x<25,1
548, Local_gov, 1st_4th, Husband, Black, Male, Canada,35<x<53,21174<x<274186,8<x<12,25<x<50,1
549, Federal_gov, 5th_6th, Not_in_family, White, Female, Jamaica,17<x<35,274186<x<527198,x>12,25<x<50,1
550, Private, Doctorate, Unmarried, Asian_Pac_Islander, Female, Dominican_Republic,x<17,21174<x<274186,8<x<12,25<x<50,1
551, Local_gov, 7th_8th, Not_in_family, Amer_Indian_Eskimo, Male, Laos,x>71,21174<x<274186,x>12,25<x<50,1
552, State_gov, Preschool, Husband, Black, Male, China,35<x<53,274186<x<527198,x>12,1<x<25,1
553, Federal_gov, 7th_8th, Husband, Other, Male, Puerto_Rico,35<x<53,274186<x<527198,8<x<12,1<x<25,1
554, Private, Prof_school, Unmarried, White, Female, United_States,35<x<53,21174<x<274186,4<x<8,1<x<25,1
555, Local_gov, Doctorate, Not_in_family, Amer_Indian_Eskimo, Female, India,53<x<71,21174<x<274186,4<x<8,1<x<25,1
556, Self_emp_not_inc, Assoc_voc, Other_relative, White, Male, India,35<x<53,274186<x<527198,x>12,1<x<25,1
557, State_gov, Preschool, Own_child, Amer_Indian_Eskimo, Male, Cambodia,35<x<53,274186<x<527198,8<x<12,1<x<25,1
558, Federal_gov, 12th, Husband, White, Female, Dominican_Republic,x>71,274186<x<527198,8<x<12,25<x<50,1
559, Federal_gov, Doctorate, Own_child, Amer_Indian_Eskimo, Female, El_Salvador,x>71,21174<x<274186,8<x<12,50<x<74,1
560, Self_emp_not_inc, Assoc_acdm, Other_relative, White, Female, Cambodia,35<x<53,21174<x<274186,1<x<4,50<x<74,1
561, State_gov, 10th, Not_in_family, Asian_Pac_Islander, Female, Thailand,17<x<35,21174<x<274186,8<x<12,50<x<74,1
562, Self_emp_inc, 7th_8th, Husband, Other, Female, Columbia,53<x<71,21174<x<274186,8<x<12,1<x<25,1
563, Local_gov, Some_college, Unmarried, Other, Male, Poland,17<x<35,21174<x<274186,8<x<12,25<x<50,1
564, Self_emp_inc, 9th, Own_child, Amer_Indian_Eskimo, Male, Honduras,53<x<71,21174<x<274186,x>12,25<x<50,1
565, Private, 5th_6th, Own_child, Amer_Indian_Eskimo, Female, Haiti,35<x<53,21174<x<274186,8<x<12,50<x<74,1
566, Federal_gov, 12th, Own_child, Other, Male, Taiwan,53<x<71,x>780210,8<x<12,50<x<74,1
567, Self_emp_not_inc, Doctorate, Unmarried, Asian_Pac_Islander, Male, Iran,17<x<35,21174<x<274186,x<1,25<x<50,1
568, Self_emp_not_inc, Some_college, Own_child, Amer_Indian_Eskimo, Male, Mexico,35<x<53,21174<x<274186,8<x<12,1<x<25,1
569, State_gov, 11th, Wife, Amer_Indian_Eskimo, Female, Canada,x>71,274186<x<527198,x>12,25<x<50,1
570, Self_emp_inc, 9th, Own_child, Asian_Pac_Islander, Female, Ecuador,53<x<71,21174<x<274186,8<x<12,50<x<74,1
571, Self_emp_not_inc, 11th, Own_child, Other, Male, Cuba,35<x<53,21174<x<274186,8<x<12,25<x<50,1
572, Private, Masters, Own_child, Other, Female, Cambodia,17<x<35,21174<x<274186,8<x<12,25<x<50,1
573, State_gov, Some_college, Not_in_family, Other, Female, Jamaica,17<x<35,21174<x<274186,1<x<4,1<x<25,1
574, Self_emp_inc, Bachelors, Other_relative, Asian_Pac_Islander, Female, Yugoslavia,35<x<53,274186<x<527198,8<x<12,50<x<74,1
575, State_gov, Assoc_voc, Own_child, Amer_Indian_Eskimo, Male, Honduras,35<x<53,274186<x<527198,1<x<4,50<x<74,1
576, Self_emp_inc, Bachelors, Husband, Other, Male, South,x>71,274186<x<527198,8<x<12,25<x<50,1
577, Private, 9th, Husband, Black, Female, Philippines,35<x<53,21174<x<274186,1<x<4,1<x<25,1
578, Private, Masters, Not_in_family, Other, Female, Haiti,x>71,274186<x<527198,1<x<4,50<x<74,1
579, Federal_gov, Some_college, Not_in_family, Amer_Indian_Eskimo, Female, Iran,17<x<35,274186<x<527198,4<x<8,1<x<25,1
580, State_gov, 11th, Not_in_family, Black, Male, Laos,x>71,21174<x<274186,8<x<12,50<x<74,1
581, Self_emp_inc, 11th, Husband, White, Female, Honduras,35<x<53,21174<x<274186,4<x<8,50<x<74,1
582, State_gov, 11th, Husband, Other, Female, Cuba,35<x<53,274186<x<527198,8<x<12,1<x<25,1
583, State_gov, Doctorate, Husband, Other, Female, Philippines,17<x<35,21174<x<274186,x<1,1<x<25,1
584, Local_gov, 1st_4th, Own_child, Black, Male, China,35<x<53,21174<x<274186,x>12,50<x<74,1
585, State_gov, 12th, Not_in_family, Asian_Pac_Islander, Female, Canada,35<x<53,21174<x<274186,8<x<12,25<x<50,1
586, Local_gov, Masters, Other_relative, Black, Female, South,17<x<35,21174<x<274186,1<x<4,50<x<74,1
587, Self_emp_inc, 1st_4th, Own_child, White, Female, Cambodia,35<x<53,274186<x<527198,1<x<4,1<x<25,1
588, Federal_gov, Assoc_acdm, Own_child, Asian_Pac_Islander, Female, Japan,53<x<71,21174<x<274186,8<x<12,25<x<50,1
589, Self_emp_inc, 9th, Not_in_family, White, Female, Canada,53<x<71,21174<x<274186,x>12,1<x<25,1
590, Self_emp_not_inc, Bachelors, Unmarried, Other, Male, Germany,17<x<35,21174<x<274186,4<x<8,1<x<25,1
591, Self_emp_not_inc, 10th, Wife, Other, Female, South,53<x<71,21174<x<274186,8<x<12,1<x<25,1
592, State_gov, 12th, Unmarried, Other, Male, El_Salvador,53<x<71,21174<x<274186,x>12,25<x<50,1
593, State_gov, Doctorate, Not_in_family, Other, Female, Cambodia,x>71,x<21174,x>12,1<x<25,1
594, Private, 7th_8th, Not_in_family, Amer_Indian_Eskimo, Female, El_Salvador,35<x<53,274186<x<527198,8<x<12,1<x<25,1
595, Federal_gov, Bachelors, Husband, Asian_Pac_Islander, Female, South,17<x<35,21174<x<274186,4<x<8,50<x<74,1
596, State_gov, 9th, Not_in_family, Asian_Pac_Islander, Male, United_States,17<x<35,21174<x<274186,8<x<12,25<x<50,1
597, Private, 1st_4th, Own_child, Amer_Indian_Eskimo, Female, Japan,53<x<71,21174<x<274186,x>12,1<x<25,1
598, Private, Masters, Not_in_family, Other, Female, Jamaica,17<x<35,274186<x<527198,4<x<8,25<x<50,1
599, Federal_gov, 1st_4th, Other_relative, Other, Female, Dominican_Republic,53<x<71,21174<x<274186,4<x<8,x>74,1
600, Self_emp_not_inc, Bachelors, Other_relative, Black, Female, Yugoslavia,x>71,21174<x<274186,8<x<12,50<x<74,1
601, Private, 7th_8th, Not_in_family, Asian_Pac_Islander, Male, Yugoslavia,53<x<71,21174<x<274186,x>12,25<x<50,1
602, Self_emp_inc, Doctorate, Husband, Asian_Pac_Islander, Female, Germany,17<x<35,274186<x<527198,x>12,25<x<50,1
603, Private, Prof_school, Unmarried, Asian_Pac_Islander, Male, Iran,17<x<35,274186<x<527198,8<x<12,25<x<50,1
604, Local_gov, Some_college, Own_child, White, Male, Portugal,17<x<35,21174<x<274186,8<x<12,1<x<25,1
605, Private, 7th_8th, Not_in_family, Amer_Indian_Eskimo, Male, Cuba,35<x<53,274186<x<527198,8<x<12,25<x<50,1
606, Local_gov, Prof_school, Own_child, Amer_Indian_Eskimo, Female, Laos,17<x<35,21174<x<274186,1<x<4,x>74,1
607, Local_gov, 1st_4th, Husband, Amer_Indian_Eskimo, Female, Japan,17<x<35,21174<x<274186,x>12,1<x<25,1
608, Self_emp_not_inc, HS_grad, Other_relative, Black, Male, South,17<x<35,274186<x<527198,4<x<8,25<x<50,1
609, Self_emp_inc, Preschool, Wife, Other, Female, Italy,x>71,21174<x<274186,x<1,25<x<50,1
610, Local_gov, Bachelors, Other_relative, Amer_Indian_Eskimo, Male, Germany,35<x<53,21174<x<274186,1<x<4,1<x<25,1
611, State_gov, 1st_4th, Own_child, Black, Female, Cambodia,53<x<71,274186<x<527198,8<x<12,25<x<50,1
612, Self_emp_not_inc, 12th, Other_relative, White, Male, France,53<x<71,21174<x<274186,1<x<4,1<x<25,1
613, Federal_gov, 1st_4th, Wife, White, Male, Jamaica,17<x<35,21174<x<274186,8<x<12,50<x<74,1
614, Self_emp_not_inc, Doctorate, Own_child, Other, Female, Ecuador,17<x<35,21174<x<274186,8<x<12,25<x<50,1
615, State_gov, Masters, Unmarried, Amer_Indian_Eskimo, Male, Dominican_Republic,17<x<35,21174<x<274186,8<x<12,25<x<50,1
616, Local_gov, Bachelors, Own_child, Other, Female, United_States,17<x<35,274186<x<527198,x>12,1<x<25,1
617, Federal_gov, Assoc_voc, Other_relative, Amer_Indian_Eskimo, Female, Canada,17<x<35,527198<x<780210,4<x<8,25<x<50,1
618, Self_emp_inc, 5th_6th, Husband, White, Male, Haiti,17<x<35,21174<x<274186,x>12,1<x<25,1
619, Local_gov, Preschool, Not_in_family, Other, Male, Taiwan,17<x<35,21174<x<274186,8<x<12,50<x<74,1
620, Private, 5th_6th, Unmarried, Asian_Pac_Islander, Male, Portugal,35<x<53,274186<x<527198,8<x<12,25<x<50,1
621, Federal_gov, 11th, Husband, White, Male, Germany,x>71,21174<x<274186,8<x<12,50<x<74,1
622, State_gov, Preschool, Wife, Other, Female, Yugoslavia,53<x<71,21174<x<274186,1<x<4,25<x<50,1
623, Federal_gov, HS_grad, Not_in_family, White, Male, Philippines,35<x<53,21174<x<274186,4<x<8,25<x<50,1
624, State_gov, Bachelors, Not_in_family, White, Male, Ecuador,x>71,21174<x<274186,1<x<4,25<x<50,1
625, Federal_gov, 12th, Other_relative, Asian_Pac_Islander, Male, Portugal,53<x<71,21174<x<274186,4<x<8,50<x<74,1
626, Local_gov, 1st_4th, Not_in_family, Asian_Pac_Islander, Male, India,35<x<53,21174<x<274186,8<x<12,25<x<50,1
627, State_gov, 9th, Not_in_family, White, Male, Cuba,53<x<71,21174<x<274186,1<x<4,25<x<50,1
628, State_gov, Masters, Own_child, White, Male, India,53<x<71,21174<x<274186,8<x<12,1<x<25,1
629, Self_emp_not_inc, 9th, Other_relative, Black, Female, Guatemala,53<x<71,274186<x<527198,4<x<8,1<x<25,1
630, Federal_gov, 12th, Husband, Amer_Indian_Eskimo, Male, Laos,53<x<71,274186<x<527198,1<x<4,50<x<74,1
631, Private, 10th, Wife, Asian_Pac_Islander, Male, Japan,x>71,274186<x<527198,x<1,x>74,1
632, Federal_gov, HS_grad, Own_child, Asian_Pac_Islander, Male, Iran,x>71,274186<x<527198,x>12,1<x<25,1
633, Federal_gov, Preschool, Wife, White, Female, Thailand,35<x<53,21174<x<274186,x>12,1<x<25,1
634, Local_gov, Some_college, Other_relative, Other, Male, Columbia,17<x<35,21174<x<274186,1<x<4,25<x<50,1
635, Federal_gov, 9th, Unmarried, Black, Female, El_Salvador,35<x<53,21174<x<274186,1<x<4,25<x<50,1
636, Self_emp_inc, HS_grad, Other_relative, White, Male, Haiti,17<x<35,21174<x<274186,x>12,1<x<25,1
637, Self_emp_inc, 5th_6th, Unmarried, White, Female, India,x>71,274186<x<527198,4<x<8,25<x<50,1
638, Self_emp_inc, 11th, Not_in_family, Amer_Indian_Eskimo, Male, Honduras,17<x<35,21174<x<274186,8<x<12,50<x<74,1
639, Self_emp_not_inc, Bachelors, Wife, White, Male, Germany,35<x<53,21174<x<274186,8<x<12,1<x<25,1
640, State_gov, 12th, Own_child, Other, Male, China,35<x<53,21174<x<274186,x>12,25<x<50,1
641, Local_gov, HS_grad, Not_in_family, Asian_Pac_Islander, Male, Cambodia,53<x<71,21174<x<274186,4<x<8,25<x<50,1
642, Federal_gov, Doctorate, Unmarried, Black, Female, Poland,53<x<71,21174<x<274186,4<x<8,1<x<25,1
643, Self_emp_not_inc, Masters, Unmarried, Asian_Pac_Islander, Female, Laos,17<x<35,21174<x<274186,x>12,50<x<74,1
644, Self_emp_not_inc, Some_college, Unmarried, Asian_Pac_Islander, Male, England,35<x<53,21174<x<274186,1<x<4,25<x<50,1
645, Self_emp_inc, Bachelors, Own_child, Other, Male, Honduras,x>71,21174<x<274186,8<x<12,50<x<74,1
646, Self_emp_not_inc, Assoc_acdm, Other_relative, Asian_Pac_Islander, Female, Guatemala,53<x<71,21174<x<274186,x<1,25<x<50,1
647, Federal_gov, Assoc_voc, Wife, White, Male, Cuba,35<x<53,21174<x<274186,8<x<12,50<x<74,1
648, Self_emp_not_inc, Masters, Husband, Asian_Pac_Islander, Male, Taiwan,17<x<35,21174<x<274186,8<x<12,1<x<25,1
649, Self_emp_inc, 7th_8th, Husband, Other, Male, South,53<x<71,21174<x<274186,x>12,1<x<25,1
650, Federal_gov, 5th_6th, Wife, Other, Male, Canada,x>71,21174<x<274186,4<x<8,50<x<74,1
651, State_gov, Prof_school, Wife, Other, Male, Mexico,53<x<71,274186<x<527198,x>12,25<x<50,1
652, Self_emp_inc, 10th, Husband, Amer_Indian_Eskimo, Male, Jamaica,35<x<53,21174<x<274186,4<x<8,1<x<25,1
653, Self_emp_not_inc, Some_college, Not_in_family, Amer_Indian_Eskimo, Male, Haiti,17<x<35,21174<x<274186,4<x<8,x>74,1
654, Local_gov, 11th, Wife, Black, Female, Poland,17<x<35,21174<x<274186,x<1,x>74,1
655, Self_emp_not_inc, 1st_4th, Wife, Amer_Indian_Eskimo, Male, Poland,35<x<53,21174<x<274186,1<x<4,1<x<25,1
656, Local_gov, 5th_6th, Other_relative, Asian_Pac_Islander, Female, Thailand,17<x<35,21174<x<274186,4<x<8,1<x<25,1
657, State_gov, Some_college, Not_in_family, Black, Male, Columbia,17<x<35,274186<x<527198,x>12,x>74,1
658, Self_emp_not_inc, 9th, Husband, White, Male, Poland,x>71,21174<x<274186,8<x<12,1<x<25,1
659, State_gov, 12th, Other_relative, Asian_Pac_Islander, Male, Japan,17<x<35,21174<x<274186,x>12,25<x<50,1
660, Private, Preschool, Own_child, Amer_Indian_Eskimo, Female, Jamaica,17<x<35,274186<x<527198,4<x<8,1<x<25,1
661, Local_gov, HS_grad, Unmarried, Black, Male, Ecuador,17<x<35,274186<x<527198,4<x<8,50<x<74,1
662, Federal_gov, 10th, Unmarried, Asian_Pac_Islander, Female, England,x>71,21174<x<274186,4<x<8,25<x<50,1
663, Self_emp_inc, Assoc_voc, Other_relative, White, Male, France,17<x<35,21174<x<274186,x>12,25<x<50,1
664, Self_emp_inc, Masters, Husband, Black, Female, Italy,53<x<71,21174<x<274186,4<x<8,25<x<50,1
665, Federal_gov, Prof_school, Own_child, White, Female, France,53<x<71,21174<x<274186,x>12,25<x<50,1
666, Local_gov, 5th_6th, Not_in_family, Asian_Pac_Islander, Female, Poland,x<17,21174<x<274186,8<x<12,25<x<50,1
667, Federal_gov, Doctorate, Unmarried, White, Female, Japan,35<x<53,21174<x<274186,4<x<8,50<x<74,1
668, Federal_gov, Assoc_voc, Other_relative, Black, Male, Thailand,17<x<35,21174<x<274186,8<x<12,x<1,1
669, Federal_gov, HS_grad, Husband, White, Male, England,53<x<71,21174<x<274186,1<x<4,25<x<50,1
670, State_gov, 9th, Own_child, Asian_Pac_Islander, Female, Canada,35<x<53,21174<x<274186,8<x<12,1<x<25,1
671, Self_emp_inc, 10th, Other_relative, Black, Male, Jamaica,x>71,21174<x<274186,4<x<8,25<x<50,1
672, Private, Some_college, Unmarried, White, Male, Taiwan,35<x<53,21174<x<274186,8<x<12,25<x<50,1
673, Federal_gov, 12th, Not_in_family, Asian_Pac_Islander, Female, South,17<x<35,21174<x<274186,x>12,1<x<25,1
674, State_gov, 10th, Not_in_family, Asian_Pac_Islander, Female, Thailand,35<x<53,21174<x<274186,8<x<12,25<x<50,1
675, State_gov, Doctorate, Not_in_family, Amer_Indian_Eskimo, Male, Poland,17<x<35,21174<x<274186,8<x<12,1<x<25,1
676, Self_emp_inc, Masters, Own_child, Amer_Indian_Eskimo, Male, Cambodia,35<x<53,274186<x<527198,4<x<8,50<x<74,1
677, Self_emp_not_inc, 11th, Not_in_family, Asian_Pac_Islander, Female, Dominican_Republic,53<x<71,21174<x<274186,1<x<4,1<x<25,1
678, Private, 11th, Wife, Other, Female, Dominican_Republic,35<x<53,21174<x<274186,4<x<8,25<x<50,1
679, Self_emp_not_inc, HS_grad, Own_child, Amer_Indian_Eskimo, Male, Italy,53<x<71,21174<x<274186,4<x<8,1<x<25,1
680, State_gov, 10th, Wife, Asian_Pac_Islander, Female, Laos,x>71,21174<x<274186,x>12,x>74,1
