,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,previous,poutcome,class
6326,18<x<37,services,married,primary,no,-6847<x<15165,yes,no,cellular,1<x<8,may,2<x<971,1<x<16,x<0,unknown,no
6327,37<x<56,blue-collar,divorced,secondary,no,-6847<x<15165,yes,no,unknown,8<x<16,jun,2<x<971,x<1,x<0,unknown,no
6328,18<x<37,self-employed,married,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,nov,2<x<971,1<x<16,x<0,unknown,no
6329,18<x<37,technician,single,tertiary,no,-6847<x<15165,yes,no,cellular,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
6330,18<x<37,services,single,secondary,no,-6847<x<15165,no,no,cellular,8<x<16,jul,2<x<971,x<1,x<0,unknown,no
6331,18<x<37,technician,married,secondary,no,-6847<x<15165,no,no,cellular,16<x<23,aug,2<x<971,1<x<16,x<0,unknown,no
6332,37<x<56,management,married,tertiary,no,-6847<x<15165,no,no,cellular,x>23,aug,2<x<971,1<x<16,x<0,unknown,no
6333,37<x<56,admin.,married,secondary,no,-6847<x<15165,yes,yes,unknown,1<x<8,may,2<x<971,1<x<16,x<0,unknown,no
6334,37<x<56,services,married,secondary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,no
6335,18<x<37,admin.,single,secondary,no,-6847<x<15165,yes,no,cellular,1<x<8,may,2<x<971,x<1,x<0,unknown,no
6336,37<x<56,unemployed,single,tertiary,no,-6847<x<15165,yes,no,cellular,16<x<23,nov,2<x<971,x<1,x<0,unknown,no
6337,37<x<56,technician,married,tertiary,no,-6847<x<15165,no,no,cellular,x>23,jul,2<x<971,1<x<16,x<0,unknown,no
6338,18<x<37,unknown,single,secondary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,x<1,x<0,unknown,no
6339,37<x<56,technician,divorced,secondary,no,-6847<x<15165,yes,yes,cellular,x>23,jul,2<x<971,1<x<16,x<0,unknown,no
6340,18<x<37,admin.,single,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,oct,2<x<971,x<1,0<x<14,failure,no
6341,18<x<37,blue-collar,married,unknown,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,no
6342,37<x<56,admin.,divorced,secondary,no,-6847<x<15165,no,yes,cellular,16<x<23,nov,2<x<971,x<1,x<0,unknown,no
6343,18<x<37,management,single,tertiary,no,-6847<x<15165,no,no,cellular,8<x<16,aug,2<x<971,1<x<16,x<0,unknown,no
6344,37<x<56,admin.,single,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,dec,2<x<971,1<x<16,14<x<29,failure,no
6345,18<x<37,blue-collar,married,secondary,no,-6847<x<15165,yes,no,cellular,1<x<8,apr,2<x<971,x<1,0<x<14,other,no
6346,18<x<37,self-employed,single,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,may,2<x<971,x<1,x<0,unknown,no
6347,18<x<37,blue-collar,married,secondary,no,-6847<x<15165,yes,no,unknown,x>23,may,2<x<971,x<1,x<0,unknown,no
6348,18<x<37,unemployed,married,secondary,no,-6847<x<15165,no,no,cellular,16<x<23,nov,2<x<971,1<x<16,x<0,unknown,no
6349,37<x<56,management,married,tertiary,no,-6847<x<15165,no,yes,cellular,1<x<8,feb,2<x<971,x<1,0<x<14,other,no
6350,18<x<37,services,married,secondary,no,-6847<x<15165,yes,no,cellular,8<x<16,may,2<x<971,x<1,x<0,unknown,no
6351,18<x<37,technician,married,tertiary,no,-6847<x<15165,yes,no,cellular,16<x<23,jul,2<x<971,1<x<16,x<0,unknown,no
6352,37<x<56,management,married,secondary,no,-6847<x<15165,no,yes,cellular,x>23,jan,2<x<971,1<x<16,0<x<14,failure,no
6353,37<x<56,technician,married,secondary,no,-6847<x<15165,no,no,telephone,1<x<8,feb,2<x<971,1<x<16,x<0,unknown,no
6354,37<x<56,admin.,married,secondary,no,-6847<x<15165,no,no,cellular,x>23,aug,2<x<971,1<x<16,x<0,unknown,no
6355,37<x<56,management,single,tertiary,no,-6847<x<15165,no,no,cellular,8<x<16,may,2<x<971,x<1,0<x<14,failure,no
6356,18<x<37,admin.,single,secondary,no,-6847<x<15165,no,no,cellular,x>23,apr,2<x<971,x<1,x<0,unknown,no
6357,18<x<37,housemaid,married,primary,no,-6847<x<15165,yes,no,cellular,8<x<16,jul,2<x<971,1<x<16,x<0,unknown,no
6358,37<x<56,blue-collar,divorced,secondary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,x<1,x<0,unknown,no
6359,56<x<75,services,married,primary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,no
6360,18<x<37,management,married,tertiary,no,-6847<x<15165,yes,yes,cellular,8<x<16,jul,2<x<971,x<1,x<0,unknown,no
6361,56<x<75,blue-collar,married,secondary,no,15165<x<37178,yes,no,telephone,8<x<16,jul,2<x<971,x<1,x<0,unknown,no
6362,18<x<37,student,single,unknown,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,1<x<16,x<0,unknown,no
6363,56<x<75,unknown,married,unknown,no,-6847<x<15165,no,no,cellular,1<x<8,aug,2<x<971,x<1,x<0,unknown,no
6364,37<x<56,technician,married,tertiary,no,-6847<x<15165,no,no,cellular,x>23,jul,2<x<971,1<x<16,x<0,unknown,no
6365,37<x<56,management,married,tertiary,no,-6847<x<15165,no,no,cellular,8<x<16,aug,2<x<971,1<x<16,0<x<14,other,no
6366,18<x<37,management,single,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,1<x<16,x<0,unknown,no
6367,18<x<37,management,single,tertiary,no,-6847<x<15165,no,no,cellular,8<x<16,aug,2<x<971,1<x<16,x<0,unknown,no
6368,18<x<37,admin.,married,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,jul,2<x<971,x<1,x<0,unknown,no
6369,37<x<56,admin.,married,primary,no,-6847<x<15165,yes,no,cellular,1<x<8,apr,2<x<971,1<x<16,0<x<14,failure,no
6370,18<x<37,student,single,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,no
6371,18<x<37,entrepreneur,married,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,no
6372,37<x<56,technician,married,secondary,no,-6847<x<15165,no,no,telephone,8<x<16,aug,2<x<971,1<x<16,0<x<14,success,no
6373,18<x<37,blue-collar,married,secondary,no,-6847<x<15165,yes,no,unknown,16<x<23,may,2<x<971,1<x<16,x<0,unknown,no
6374,18<x<37,admin.,married,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,may,2<x<971,x<1,x<0,unknown,no
6375,37<x<56,management,married,primary,no,-6847<x<15165,no,no,cellular,16<x<23,nov,2<x<971,x<1,x<0,unknown,no
6376,37<x<56,admin.,single,tertiary,no,-6847<x<15165,yes,no,cellular,16<x<23,apr,2<x<971,x<1,x<0,unknown,no
6377,37<x<56,management,single,tertiary,no,-6847<x<15165,no,no,cellular,x>23,aug,2<x<971,1<x<16,x<0,unknown,no
6378,37<x<56,entrepreneur,married,secondary,no,-6847<x<15165,yes,no,unknown,16<x<23,may,2<x<971,1<x<16,x<0,unknown,no
6379,18<x<37,admin.,married,secondary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,no
6380,56<x<75,blue-collar,married,secondary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,no
6381,18<x<37,entrepreneur,divorced,secondary,no,-6847<x<15165,yes,no,cellular,8<x<16,apr,2<x<971,x<1,x<0,unknown,no
6382,18<x<37,student,single,tertiary,no,-6847<x<15165,yes,no,cellular,8<x<16,may,2<x<971,x<1,x<0,unknown,no
6383,18<x<37,technician,married,secondary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,x<1,0<x<14,success,no
6384,37<x<56,services,single,primary,no,-6847<x<15165,no,no,cellular,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
6385,18<x<37,blue-collar,single,primary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,no
6386,37<x<56,management,divorced,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,feb,2<x<971,1<x<16,x<0,unknown,no
6387,18<x<37,management,single,tertiary,no,-6847<x<15165,no,no,unknown,16<x<23,sep,2<x<971,x<1,0<x<14,success,no
6388,37<x<56,management,divorced,tertiary,no,-6847<x<15165,yes,yes,cellular,8<x<16,jul,2<x<971,1<x<16,x<0,unknown,no
6389,18<x<37,blue-collar,married,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,apr,2<x<971,x<1,x<0,unknown,no
6390,37<x<56,management,single,unknown,no,-6847<x<15165,yes,no,unknown,x>23,may,2<x<971,1<x<16,x<0,unknown,no
6391,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,no,no,cellular,16<x<23,aug,2<x<971,1<x<16,x<0,unknown,no
6392,56<x<75,retired,married,secondary,no,-6847<x<15165,no,yes,cellular,8<x<16,jul,2<x<971,1<x<16,x<0,unknown,no
6393,18<x<37,services,married,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,x<1,0<x<14,failure,no
6394,37<x<56,services,married,secondary,no,-6847<x<15165,yes,no,cellular,1<x<8,aug,2<x<971,1<x<16,x<0,unknown,no
6395,18<x<37,admin.,single,secondary,no,-6847<x<15165,yes,yes,unknown,x>23,may,2<x<971,1<x<16,x<0,unknown,no
6396,37<x<56,admin.,married,secondary,no,-6847<x<15165,yes,yes,cellular,x>23,jul,2<x<971,1<x<16,x<0,unknown,no
6397,18<x<37,management,married,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,aug,2<x<971,1<x<16,x<0,unknown,no
6398,18<x<37,technician,married,secondary,no,-6847<x<15165,no,yes,cellular,16<x<23,aug,2<x<971,1<x<16,x<0,unknown,no
6399,56<x<75,retired,married,tertiary,no,-6847<x<15165,no,no,unknown,x>23,may,2<x<971,1<x<16,x<0,unknown,no
6400,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,yes,no,cellular,8<x<16,jul,2<x<971,1<x<16,x<0,unknown,no
6401,37<x<56,admin.,divorced,secondary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
6402,37<x<56,blue-collar,married,primary,no,-6847<x<15165,no,yes,cellular,x>23,aug,2<x<971,1<x<16,x<0,unknown,no
6403,18<x<37,management,married,tertiary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,x<1,x<0,unknown,no
6404,37<x<56,services,married,secondary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
6405,18<x<37,blue-collar,married,primary,no,-6847<x<15165,yes,no,cellular,1<x<8,may,2<x<971,1<x<16,x<0,unknown,no
6406,18<x<37,services,single,secondary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
6407,18<x<37,unemployed,married,tertiary,no,-6847<x<15165,yes,no,cellular,16<x<23,nov,2<x<971,x<1,x<0,unknown,no
6408,37<x<56,management,married,tertiary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,x<1,x<0,unknown,no
6409,37<x<56,blue-collar,divorced,primary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
6410,37<x<56,blue-collar,single,secondary,no,-6847<x<15165,yes,no,cellular,8<x<16,may,2<x<971,1<x<16,0<x<14,failure,no
6411,18<x<37,unemployed,married,secondary,no,-6847<x<15165,yes,yes,cellular,8<x<16,apr,2<x<971,x<1,0<x<14,failure,no
6412,37<x<56,admin.,divorced,secondary,no,-6847<x<15165,yes,no,unknown,x>23,may,2<x<971,1<x<16,x<0,unknown,no
6413,18<x<37,services,married,secondary,no,-6847<x<15165,yes,no,cellular,x>23,jan,2<x<971,1<x<16,x<0,unknown,no
6414,18<x<37,blue-collar,married,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,may,2<x<971,1<x<16,x<0,unknown,no
6415,37<x<56,self-employed,single,tertiary,no,-6847<x<15165,no,yes,cellular,16<x<23,nov,2<x<971,1<x<16,x<0,unknown,no
6416,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,yes,yes,cellular,8<x<16,may,2<x<971,x<1,x<0,unknown,no
6417,18<x<37,admin.,single,secondary,no,-6847<x<15165,yes,yes,cellular,1<x<8,feb,2<x<971,1<x<16,x<0,unknown,no
6418,18<x<37,management,divorced,tertiary,no,-6847<x<15165,yes,no,cellular,1<x<8,feb,2<x<971,1<x<16,x<0,unknown,no
6419,37<x<56,unemployed,single,secondary,no,-6847<x<15165,no,no,cellular,16<x<23,nov,2<x<971,x<1,x<0,unknown,no
6420,37<x<56,blue-collar,married,primary,no,-6847<x<15165,yes,yes,unknown,x>23,may,2<x<971,x<1,x<0,unknown,no
6421,18<x<37,self-employed,single,secondary,no,-6847<x<15165,yes,yes,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,no
6422,18<x<37,admin.,single,secondary,no,-6847<x<15165,yes,yes,unknown,1<x<8,jun,2<x<971,x<1,x<0,unknown,no
6423,37<x<56,blue-collar,married,secondary,no,15165<x<37178,no,no,unknown,x>23,jun,2<x<971,1<x<16,x<0,unknown,no
6424,37<x<56,blue-collar,married,primary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,x<1,x<0,unknown,no
6425,18<x<37,blue-collar,married,tertiary,no,-6847<x<15165,no,yes,cellular,1<x<8,jul,2<x<971,1<x<16,x<0,unknown,no
6426,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,yes,no,unknown,x>23,may,2<x<971,1<x<16,x<0,unknown,no
6427,18<x<37,admin.,married,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jul,2<x<971,1<x<16,x<0,unknown,no
6428,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,no,no,unknown,1<x<8,sep,2<x<971,x<1,x<0,unknown,no
6429,56<x<75,blue-collar,married,secondary,no,-6847<x<15165,no,yes,unknown,1<x<8,jun,2<x<971,x<1,x<0,unknown,no
6430,37<x<56,management,married,tertiary,no,-6847<x<15165,yes,no,unknown,1<x<8,may,2<x<971,1<x<16,x<0,unknown,no
6431,18<x<37,management,married,tertiary,no,-6847<x<15165,no,yes,cellular,x>23,aug,2<x<971,1<x<16,x<0,unknown,no
6432,18<x<37,self-employed,single,tertiary,no,-6847<x<15165,no,no,unknown,16<x<23,may,2<x<971,x<1,x<0,unknown,no
6433,37<x<56,management,married,tertiary,no,-6847<x<15165,no,yes,cellular,16<x<23,nov,2<x<971,1<x<16,x<0,unknown,no
6434,18<x<37,self-employed,married,tertiary,no,-6847<x<15165,no,no,cellular,x>23,jan,2<x<971,x<1,x<0,unknown,no
6435,18<x<37,blue-collar,married,secondary,no,-6847<x<15165,yes,no,cellular,x>23,jul,2<x<971,16<x<32,x<0,unknown,no
6436,18<x<37,services,single,secondary,no,-6847<x<15165,yes,no,cellular,1<x<8,may,2<x<971,1<x<16,x<0,unknown,no
6437,18<x<37,blue-collar,married,primary,no,-6847<x<15165,no,no,unknown,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
6438,37<x<56,management,married,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,feb,2<x<971,1<x<16,0<x<14,other,no
6439,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,no,no,cellular,x>23,jan,2<x<971,1<x<16,0<x<14,other,no
6440,37<x<56,management,married,primary,no,-6847<x<15165,no,no,cellular,1<x<8,mar,2<x<971,1<x<16,x<0,unknown,no
6441,18<x<37,blue-collar,married,primary,no,-6847<x<15165,yes,no,telephone,1<x<8,feb,2<x<971,1<x<16,x<0,unknown,no
6442,37<x<56,housemaid,married,secondary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,2<x<971,1<x<16,x<0,unknown,no
6443,18<x<37,management,married,tertiary,no,-6847<x<15165,yes,yes,cellular,x>23,jul,2<x<971,1<x<16,x<0,unknown,no
6444,37<x<56,technician,married,secondary,yes,-6847<x<15165,no,no,unknown,1<x<8,may,2<x<971,1<x<16,x<0,unknown,no
6445,18<x<37,admin.,married,secondary,no,-6847<x<15165,no,no,unknown,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
6446,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
6447,18<x<37,blue-collar,married,primary,no,-6847<x<15165,yes,yes,unknown,x>23,may,2<x<971,1<x<16,x<0,unknown,no
6448,18<x<37,services,married,tertiary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,no
6449,18<x<37,services,married,secondary,no,-6847<x<15165,yes,no,unknown,8<x<16,jun,2<x<971,1<x<16,x<0,unknown,no
6450,18<x<37,technician,married,tertiary,no,-6847<x<15165,no,no,cellular,x>23,oct,2<x<971,1<x<16,x<0,unknown,no
6451,37<x<56,blue-collar,married,tertiary,no,-6847<x<15165,yes,no,cellular,16<x<23,nov,2<x<971,1<x<16,0<x<14,failure,no
6452,18<x<37,technician,single,secondary,no,-6847<x<15165,yes,no,cellular,1<x<8,may,2<x<971,x<1,x<0,unknown,no
6453,37<x<56,services,married,secondary,no,-6847<x<15165,yes,no,cellular,1<x<8,may,2<x<971,x<1,0<x<14,other,no
6454,37<x<56,unemployed,married,secondary,no,-6847<x<15165,no,no,telephone,1<x<8,feb,2<x<971,x<1,x<0,unknown,no
6455,37<x<56,entrepreneur,married,primary,no,-6847<x<15165,no,no,unknown,1<x<8,jun,2<x<971,x<1,x<0,unknown,no
6456,x<18,student,single,secondary,no,-6847<x<15165,no,no,cellular,x>23,aug,2<x<971,1<x<16,x<0,unknown,no
6457,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,no,yes,telephone,16<x<23,jul,971<x<1941,1<x<16,x<0,unknown,no
6458,37<x<56,technician,married,secondary,no,-6847<x<15165,no,no,cellular,x>23,jan,2<x<971,1<x<16,0<x<14,other,no
6459,18<x<37,technician,married,tertiary,no,-6847<x<15165,yes,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,no
6460,37<x<56,services,married,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,jul,2<x<971,1<x<16,x<0,unknown,no
6461,37<x<56,technician,married,secondary,no,-6847<x<15165,yes,no,unknown,x>23,may,2<x<971,1<x<16,x<0,unknown,no
6462,18<x<37,services,married,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,no
6463,56<x<75,retired,married,primary,no,-6847<x<15165,no,no,telephone,x>23,apr,2<x<971,1<x<16,x<0,unknown,no
6464,37<x<56,technician,married,unknown,no,-6847<x<15165,yes,no,cellular,8<x<16,jul,2<x<971,x<1,x<0,unknown,no
6465,37<x<56,management,single,tertiary,no,-6847<x<15165,no,no,cellular,8<x<16,aug,2<x<971,1<x<16,x<0,unknown,no
6466,37<x<56,management,married,tertiary,no,-6847<x<15165,no,no,cellular,x>23,jul,2<x<971,1<x<16,x<0,unknown,no
6467,37<x<56,services,married,unknown,no,-6847<x<15165,no,no,cellular,8<x<16,jul,2<x<971,1<x<16,x<0,unknown,no
6468,37<x<56,housemaid,divorced,primary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,2<x<971,x<1,x<0,unknown,no
6469,18<x<37,blue-collar,married,tertiary,no,-6847<x<15165,yes,no,cellular,8<x<16,apr,2<x<971,1<x<16,x<0,unknown,no
6470,37<x<56,admin.,divorced,secondary,no,-6847<x<15165,no,yes,cellular,x>23,jan,2<x<971,x<1,x<0,unknown,no
6471,18<x<37,management,married,tertiary,no,-6847<x<15165,no,yes,cellular,x>23,jan,2<x<971,x<1,x<0,unknown,no
6472,37<x<56,entrepreneur,married,tertiary,no,-6847<x<15165,yes,no,cellular,16<x<23,nov,2<x<971,x<1,x<0,unknown,no
6473,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,no,no,unknown,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
6474,37<x<56,admin.,married,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,no
6475,37<x<56,entrepreneur,married,tertiary,no,-6847<x<15165,yes,no,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,no
6476,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,0<x<14,success,no
6477,37<x<56,management,single,tertiary,no,-6847<x<15165,yes,no,cellular,8<x<16,may,2<x<971,1<x<16,0<x<14,failure,no
6478,x>75,retired,divorced,unknown,no,-6847<x<15165,no,no,telephone,8<x<16,apr,2<x<971,1<x<16,x<0,unknown,no
6479,18<x<37,management,married,tertiary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,x<1,0<x<14,success,no
6480,56<x<75,retired,married,primary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
6481,37<x<56,management,married,tertiary,no,-6847<x<15165,no,no,cellular,16<x<23,jul,2<x<971,1<x<16,x<0,unknown,no
6482,18<x<37,entrepreneur,married,tertiary,no,-6847<x<15165,yes,no,cellular,16<x<23,nov,2<x<971,1<x<16,x<0,unknown,no
6483,37<x<56,admin.,married,secondary,yes,-6847<x<15165,yes,no,unknown,x>23,may,2<x<971,1<x<16,x<0,unknown,no
6484,37<x<56,technician,single,secondary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,2<x<971,1<x<16,x<0,unknown,no
6485,18<x<37,blue-collar,married,secondary,no,-6847<x<15165,yes,no,cellular,x>23,jul,2<x<971,1<x<16,x<0,unknown,no
6486,18<x<37,admin.,single,tertiary,no,-6847<x<15165,yes,no,unknown,16<x<23,may,2<x<971,x<1,x<0,unknown,no
6487,37<x<56,unemployed,single,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,feb,2<x<971,x<1,x<0,unknown,no
6488,37<x<56,management,married,primary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,x<1,x<0,unknown,no
6489,37<x<56,admin.,divorced,secondary,yes,-6847<x<15165,no,yes,cellular,16<x<23,jul,2<x<971,1<x<16,x<0,unknown,no
6490,37<x<56,entrepreneur,married,tertiary,no,-6847<x<15165,yes,yes,cellular,x>23,jul,2<x<971,1<x<16,x<0,unknown,no
6491,18<x<37,technician,married,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,aug,2<x<971,1<x<16,x<0,unknown,no
6492,37<x<56,management,divorced,tertiary,no,-6847<x<15165,no,no,cellular,x>23,jan,2<x<971,1<x<16,x<0,unknown,no
6493,18<x<37,technician,married,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,aug,2<x<971,1<x<16,x<0,unknown,no
6494,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,may,2<x<971,x<1,x<0,unknown,no
6495,18<x<37,self-employed,married,tertiary,no,-6847<x<15165,no,no,telephone,8<x<16,aug,2<x<971,1<x<16,0<x<14,failure,no
6496,18<x<37,admin.,single,secondary,no,-6847<x<15165,yes,yes,cellular,8<x<16,may,2<x<971,1<x<16,0<x<14,other,no
6497,37<x<56,technician,married,secondary,yes,-6847<x<15165,yes,no,cellular,16<x<23,nov,2<x<971,x<1,x<0,unknown,no
6498,18<x<37,management,single,tertiary,no,-6847<x<15165,no,no,cellular,16<x<23,nov,2<x<971,1<x<16,0<x<14,failure,no
6499,37<x<56,technician,divorced,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,aug,2<x<971,1<x<16,x<0,unknown,no
6500,18<x<37,self-employed,married,tertiary,no,-6847<x<15165,yes,yes,unknown,1<x<8,may,2<x<971,1<x<16,x<0,unknown,no
6501,18<x<37,admin.,divorced,secondary,no,-6847<x<15165,yes,yes,unknown,1<x<8,may,2<x<971,x<1,x<0,unknown,no
6502,18<x<37,services,single,secondary,no,-6847<x<15165,no,yes,cellular,1<x<8,jul,2<x<971,1<x<16,x<0,unknown,no
6503,18<x<37,admin.,divorced,primary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
6504,37<x<56,technician,single,unknown,no,-6847<x<15165,yes,no,unknown,1<x<8,may,2<x<971,x<1,x<0,unknown,no
6505,18<x<37,blue-collar,married,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,may,2<x<971,x<1,x<0,unknown,no
6506,37<x<56,technician,divorced,secondary,no,-6847<x<15165,yes,yes,cellular,16<x<23,aug,2<x<971,1<x<16,x<0,unknown,no
6507,37<x<56,admin.,married,secondary,no,-6847<x<15165,yes,no,cellular,8<x<16,may,2<x<971,x<1,x<0,unknown,no
6508,56<x<75,management,married,secondary,no,-6847<x<15165,no,no,cellular,16<x<23,aug,2<x<971,x<1,x<0,unknown,no
6509,18<x<37,technician,married,secondary,no,-6847<x<15165,no,no,cellular,8<x<16,jul,2<x<971,1<x<16,x<0,unknown,no
6510,18<x<37,admin.,married,secondary,no,-6847<x<15165,yes,no,cellular,8<x<16,feb,2<x<971,1<x<16,x<0,unknown,no
6511,18<x<37,entrepreneur,married,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,nov,2<x<971,1<x<16,x<0,unknown,no
6512,37<x<56,technician,single,secondary,no,-6847<x<15165,yes,no,cellular,8<x<16,may,2<x<971,1<x<16,0<x<14,failure,no
6513,37<x<56,services,married,secondary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,x<1,x<0,unknown,no
6514,18<x<37,unemployed,married,secondary,no,-6847<x<15165,no,no,cellular,x>23,jan,2<x<971,1<x<16,x<0,unknown,no
6515,37<x<56,technician,married,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,aug,2<x<971,x<1,x<0,unknown,no
6516,37<x<56,admin.,married,primary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
6517,37<x<56,technician,single,secondary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
6518,37<x<56,services,married,tertiary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,2<x<971,1<x<16,x<0,unknown,no
6519,18<x<37,management,married,tertiary,no,-6847<x<15165,yes,no,cellular,16<x<23,jul,2<x<971,x<1,x<0,unknown,no
6520,37<x<56,self-employed,married,tertiary,no,-6847<x<15165,no,no,telephone,16<x<23,nov,2<x<971,x<1,x<0,unknown,no
6521,56<x<75,entrepreneur,married,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,aug,2<x<971,x<1,x<0,unknown,no
6522,18<x<37,technician,married,secondary,no,15165<x<37178,no,no,cellular,16<x<23,nov,2<x<971,x<1,0<x<14,other,no
6523,37<x<56,management,married,tertiary,no,-6847<x<15165,yes,no,telephone,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
6524,37<x<56,unemployed,married,secondary,no,-6847<x<15165,no,yes,cellular,1<x<8,jul,2<x<971,1<x<16,x<0,unknown,no
6525,37<x<56,management,married,secondary,no,-6847<x<15165,no,no,cellular,16<x<23,nov,2<x<971,x<1,x<0,unknown,no
6526,37<x<56,services,married,primary,no,-6847<x<15165,yes,no,unknown,16<x<23,may,2<x<971,1<x<16,x<0,unknown,no
6527,56<x<75,services,married,primary,no,-6847<x<15165,no,no,unknown,x>23,jun,2<x<971,x<1,x<0,unknown,no
6528,18<x<37,admin.,married,secondary,no,-6847<x<15165,yes,no,cellular,1<x<8,may,2<x<971,1<x<16,0<x<14,other,no
