,id,AnnouncementsView,Discussion,Grade,Relation,Semester,StudentAbsenceDays,VisITedResources,gender,raisedhands,class
976,976,26,3,11,Mum,S,Above-7,51,F,60,1
977,977,60,39,12,Mum,F,Under-7,97,F,83,1
978,978,15,36,8,Mum,F,Under-7,39,M,8,1
979,979,59,75,12,Father,F,Under-7,99,F,30,1
980,980,24,62,4,Mum,F,Above-7,39,F,73,1
981,981,44,55,6,Mum,S,Under-7,70,M,3,1
982,982,43,1,7,Mum,S,Above-7,55,M,8,1
983,983,89,16,8,Mum,S,Above-7,90,F,24,1
984,984,52,82,9,Mum,S,Above-7,14,M,4,1
985,985,75,31,11,Mum,F,Under-7,22,F,42,1
986,986,60,65,2,Father,F,Under-7,44,M,30,1
987,987,70,51,10,Father,F,Above-7,48,M,60,1
988,988,55,72,11,Father,S,Under-7,87,F,87,1
989,989,30,85,9,Mum,S,Under-7,12,M,75,1
990,990,32,70,2,Father,S,Above-7,28,F,79,1
991,991,11,20,11,Mum,F,Under-7,35,F,12,0
992,992,28,45,5,Mum,S,Above-7,71,F,40,1
993,993,66,26,8,Father,S,Above-7,11,F,30,0
994,994,82,98,5,Father,F,Under-7,33,F,2,0
995,995,80,86,11,Father,S,Under-7,41,M,83,1
996,996,35,58,12,Father,F,Above-7,63,F,23,1
997,997,56,55,7,Father,S,Above-7,44,M,60,1
998,998,53,7,7,Father,F,Above-7,25,F,17,1
999,999,35,50,12,Mum,S,Under-7,18,F,32,1
0,0,x>66,22<x<70,x>7,Father,F,Above-7,x>90,F,50<x<80,1
1,1,40<x<66,80<x<96,2<x<4,Mum,S,Under-7,12<x<15,M,0<x<5,0
2,2,2<x<12,80<x<96,x>7,Father,S,Above-7,37<x<74,F,50<x<80,1
3,3,12<x<20,22<x<70,x>7,Mum,S,Under-7,37<x<74,M,50<x<80,1
4,4,40<x<66,22<x<70,4<x<7,Mum,S,Under-7,37<x<74,M,50<x<80,1
5,5,x>66,96<x<98,x<2,Father,S,Above-7,2<x<12,F,50<x<80,1
6,6,20<x<40,10<x<22,x>7,Father,F,Above-7,76<x<89,M,22<x<49,1
7,7,20<x<40,80<x<96,4<x<7,Mum,S,Above-7,76<x<89,F,12<x<21,1
8,8,40<x<66,10<x<22,4<x<7,Mum,S,Under-7,76<x<89,M,22<x<49,1
9,9,40<x<66,22<x<70,2<x<4,Father,F,Under-7,37<x<74,F,x>80,1
10,10,x>66,22<x<70,4<x<7,Mum,S,Under-7,37<x<74,M,50<x<80,1
11,11,x>66,22<x<70,x>7,Father,S,Above-7,15<x<37,F,22<x<49,1
12,12,x>66,22<x<70,4<x<7,Father,S,Under-7,76<x<89,F,12<x<21,1
13,13,20<x<40,x>98,x>7,Mum,S,Under-7,2<x<12,F,50<x<80,1
14,14,x>66,22<x<70,x>7,Father,S,Under-7,76<x<89,F,0<x<5,1
15,15,x<0,10<x<22,x>7,Father,F,Above-7,76<x<89,F,0<x<5,0
16,16,0<x<2,10<x<22,x>7,Father,S,Under-7,12<x<15,M,50<x<80,1
17,17,20<x<40,80<x<96,x>7,Mum,S,Above-7,37<x<74,M,12<x<21,1
18,18,x>66,22<x<70,x>7,Mum,F,Above-7,15<x<37,M,9<x<12,1
19,19,x>66,10<x<22,x>7,Father,F,Above-7,76<x<89,M,5<x<9,1
20,20,2<x<12,7<x<9,x<2,Mum,S,Above-7,37<x<74,F,0<x<5,0
21,21,x>66,70<x<80,x>7,Father,F,Above-7,2<x<12,F,9<x<12,0
22,22,40<x<66,70<x<80,4<x<7,Father,F,Above-7,x<2,M,22<x<49,1
23,23,40<x<66,70<x<80,x>7,Father,F,Under-7,37<x<74,F,x>80,1
24,24,20<x<40,80<x<96,4<x<7,Mum,S,Above-7,15<x<37,M,22<x<49,1
25,25,12<x<20,70<x<80,4<x<7,Father,S,Above-7,15<x<37,M,22<x<49,1
26,26,12<x<20,22<x<70,x>7,Father,F,Under-7,15<x<37,F,22<x<49,1
27,27,x>66,70<x<80,x>7,Mum,F,Above-7,15<x<37,F,50<x<80,1
28,28,x>66,9<x<10,4<x<7,Mum,F,Under-7,15<x<37,M,50<x<80,1
29,29,20<x<40,70<x<80,x>7,Father,F,Under-7,15<x<37,F,50<x<80,1
30,30,12<x<20,22<x<70,4<x<7,Father,S,Above-7,37<x<74,F,50<x<80,1
31,31,40<x<66,80<x<96,x>7,Mum,F,Above-7,37<x<74,F,x>80,1
32,32,x>66,22<x<70,x>7,Father,F,Above-7,2<x<12,F,12<x<21,0
33,33,40<x<66,22<x<70,x>7,Mum,F,Above-7,15<x<37,F,9<x<12,1
34,34,40<x<66,10<x<22,4<x<7,Mum,F,Above-7,74<x<76,M,12<x<21,1
35,35,x>66,22<x<70,x>7,Mum,S,Above-7,37<x<74,F,12<x<21,1
36,36,2<x<12,x<7,x>7,Mum,F,Above-7,2<x<12,M,x>80,0
37,37,40<x<66,70<x<80,4<x<7,Mum,F,Above-7,74<x<76,F,50<x<80,1
38,38,20<x<40,70<x<80,4<x<7,Mum,S,Above-7,2<x<12,M,12<x<21,1
39,39,x>66,22<x<70,4<x<7,Mum,F,Under-7,15<x<37,F,0<x<5,1
40,40,20<x<40,80<x<96,x>7,Father,F,Under-7,76<x<89,M,x>80,1
41,41,40<x<66,70<x<80,x>7,Father,S,Under-7,37<x<74,F,21<x<22,1
42,42,12<x<20,80<x<96,2<x<4,Mum,S,Above-7,2<x<12,M,21<x<22,1
43,43,40<x<66,70<x<80,x>7,Father,F,Above-7,37<x<74,M,50<x<80,1
44,44,0<x<2,80<x<96,x>7,Mum,S,Above-7,76<x<89,F,22<x<49,1
45,45,x>66,80<x<96,x>7,Father,F,Above-7,37<x<74,F,0<x<5,0
46,46,40<x<66,80<x<96,x>7,Father,F,Under-7,x<2,M,22<x<49,1
47,47,40<x<66,22<x<70,4<x<7,Mum,S,Above-7,2<x<12,F,9<x<12,0
48,48,12<x<20,70<x<80,x>7,Mum,F,Under-7,37<x<74,M,x>80,1
49,49,40<x<66,80<x<96,x>7,Mum,F,Above-7,76<x<89,M,12<x<21,1
50,50,x>66,80<x<96,x>7,Father,S,Under-7,x>90,M,0<x<5,1
51,51,2<x<12,22<x<70,x<2,Mum,F,Above-7,37<x<74,F,x>80,1
52,52,x>66,x<7,x>7,Father,F,Above-7,15<x<37,M,22<x<49,1
53,53,x>66,80<x<96,4<x<7,Father,S,Under-7,15<x<37,F,50<x<80,1
54,54,20<x<40,70<x<80,2<x<4,Father,F,Under-7,37<x<74,M,x>80,1
55,55,40<x<66,22<x<70,x<2,Father,S,Under-7,37<x<74,F,50<x<80,1
56,56,40<x<66,22<x<70,4<x<7,Mum,S,Above-7,2<x<12,M,50<x<80,1
57,57,20<x<40,22<x<70,x>7,Father,F,Under-7,37<x<74,M,12<x<21,1
58,58,20<x<40,x<7,4<x<7,Father,S,Above-7,37<x<74,F,x>80,1
59,59,40<x<66,70<x<80,x>7,Mum,F,Under-7,15<x<37,F,x>80,1
60,60,2<x<12,x<7,2<x<4,Mum,F,Above-7,37<x<74,F,x>80,1
61,61,2<x<12,22<x<70,2<x<4,Father,S,Under-7,15<x<37,F,22<x<49,1
62,62,2<x<12,22<x<70,x>7,Mum,S,Above-7,37<x<74,M,12<x<21,1
63,63,40<x<66,22<x<70,x>7,Mum,F,Under-7,37<x<74,F,50<x<80,1
64,64,20<x<40,96<x<98,x>7,Mum,S,Above-7,37<x<74,M,12<x<21,1
65,65,x>66,80<x<96,x>7,Father,S,Above-7,74<x<76,F,22<x<49,1
66,66,40<x<66,x<7,x>7,Mum,F,Above-7,15<x<37,F,0<x<5,0
67,67,x>66,22<x<70,4<x<7,Mum,S,Above-7,37<x<74,M,50<x<80,1
68,68,x>66,22<x<70,x>7,Father,S,Above-7,2<x<12,F,12<x<21,0
69,69,20<x<40,10<x<22,4<x<7,Mum,F,Under-7,74<x<76,M,50<x<80,1
70,70,40<x<66,22<x<70,x<2,Father,F,Above-7,x<2,F,0<x<5,0
71,71,20<x<40,10<x<22,x>7,Mum,F,Above-7,15<x<37,M,50<x<80,1
72,72,40<x<66,70<x<80,x>7,Father,S,Under-7,15<x<37,M,22<x<49,1
73,73,40<x<66,70<x<80,x>7,Father,S,Under-7,15<x<37,M,22<x<49,1
74,74,x>66,80<x<96,x>7,Father,F,Under-7,37<x<74,M,50<x<80,1
75,75,x>66,80<x<96,4<x<7,Mum,F,Above-7,x>90,F,12<x<21,1
76,76,40<x<66,80<x<96,x<2,Mum,S,Above-7,37<x<74,M,12<x<21,1
77,77,40<x<66,70<x<80,x>7,Mum,S,Above-7,15<x<37,F,22<x<49,1
78,78,40<x<66,22<x<70,x>7,Father,S,Above-7,15<x<37,F,22<x<49,1
79,79,x>66,22<x<70,4<x<7,Father,S,Above-7,37<x<74,M,12<x<21,1
80,80,12<x<20,96<x<98,x>7,Mum,F,Above-7,15<x<37,F,x>80,1
81,81,2<x<12,22<x<70,x<2,Mum,S,Under-7,37<x<74,F,0<x<5,0
82,82,x>66,22<x<70,2<x<4,Mum,F,Under-7,x>90,F,0<x<5,1
83,83,40<x<66,80<x<96,4<x<7,Father,S,Above-7,2<x<12,M,x>80,1
84,84,2<x<12,70<x<80,2<x<4,Mum,F,Above-7,76<x<89,M,5<x<9,1
85,85,x>66,80<x<96,x>7,Father,S,Above-7,37<x<74,F,22<x<49,1
86,86,20<x<40,22<x<70,4<x<7,Mum,F,Above-7,x>90,F,50<x<80,1
87,87,2<x<12,x<7,x>7,Father,F,Above-7,15<x<37,F,50<x<80,0
88,88,12<x<20,80<x<96,x>7,Mum,S,Under-7,15<x<37,F,5<x<9,1
89,89,20<x<40,22<x<70,x>7,Father,F,Above-7,37<x<74,F,50<x<80,1
90,90,x>66,80<x<96,x>7,Father,F,Under-7,37<x<74,M,22<x<49,1
91,91,12<x<20,22<x<70,4<x<7,Mum,F,Under-7,76<x<89,F,22<x<49,1
92,92,20<x<40,22<x<70,4<x<7,Father,F,Under-7,76<x<89,M,x>80,1
93,93,40<x<66,22<x<70,x>7,Father,S,Under-7,2<x<12,F,50<x<80,1
94,94,40<x<66,10<x<22,x>7,Mum,S,Above-7,76<x<89,F,22<x<49,1
95,95,2<x<12,22<x<70,x>7,Mum,F,Above-7,2<x<12,M,50<x<80,1
96,96,40<x<66,22<x<70,4<x<7,Father,S,Under-7,x>90,F,x>80,1
97,97,40<x<66,22<x<70,x>7,Father,F,Under-7,15<x<37,M,50<x<80,1
98,98,x>66,22<x<70,4<x<7,Mum,F,Above-7,37<x<74,F,x>80,1
99,99,20<x<40,x<7,x>7,Mum,S,Above-7,37<x<74,M,0<x<5,0
100,100,40<x<66,10<x<22,x<2,Mum,S,Above-7,15<x<37,F,22<x<49,1
101,101,40<x<66,80<x<96,x>7,Father,S,Above-7,12<x<15,M,x>80,1
102,102,0<x<2,22<x<70,x>7,Father,S,Above-7,15<x<37,M,50<x<80,1
103,103,20<x<40,70<x<80,x>7,Mum,S,Under-7,76<x<89,F,5<x<9,1
104,104,x>66,80<x<96,x>7,Father,S,Above-7,37<x<74,M,x>80,1
105,105,40<x<66,x>98,x>7,Father,F,Above-7,x>90,F,50<x<80,1
106,106,20<x<40,10<x<22,2<x<4,Mum,F,Under-7,37<x<74,M,x>80,1
107,107,40<x<66,10<x<22,x>7,Mum,S,Above-7,37<x<74,F,50<x<80,1
108,108,x>66,22<x<70,x>7,Father,F,Above-7,15<x<37,M,50<x<80,1
109,109,40<x<66,80<x<96,x>7,Mum,S,Above-7,76<x<89,M,12<x<21,1
110,110,20<x<40,96<x<98,x>7,Mum,S,Above-7,37<x<74,M,22<x<49,1
111,111,12<x<20,22<x<70,4<x<7,Father,S,Under-7,37<x<74,M,50<x<80,1
112,112,12<x<20,22<x<70,x>7,Mum,F,Under-7,15<x<37,M,12<x<21,1
113,113,40<x<66,80<x<96,x<2,Mum,S,Above-7,76<x<89,F,50<x<80,1
114,114,20<x<40,22<x<70,x>7,Mum,F,Above-7,76<x<89,F,12<x<21,1
115,115,40<x<66,70<x<80,x>7,Father,F,Above-7,15<x<37,M,50<x<80,1
116,116,12<x<20,22<x<70,2<x<4,Mum,F,Above-7,76<x<89,F,50<x<80,1
117,117,40<x<66,22<x<70,x>7,Mum,F,Under-7,x>90,M,x>80,1
118,118,2<x<12,70<x<80,4<x<7,Mum,F,Above-7,37<x<74,M,x>80,1
119,119,0<x<2,7<x<9,x>7,Father,S,Above-7,15<x<37,M,22<x<49,0
120,120,40<x<66,22<x<70,x<2,Mum,F,Above-7,37<x<74,M,22<x<49,1
121,121,40<x<66,22<x<70,x<2,Father,S,Under-7,76<x<89,F,50<x<80,1
122,122,20<x<40,22<x<70,x<2,Mum,F,Above-7,2<x<12,F,50<x<80,1
123,123,x>66,10<x<22,x>7,Mum,S,Above-7,37<x<74,M,x>80,1
124,124,40<x<66,10<x<22,x>7,Father,S,Above-7,37<x<74,M,x>80,1
125,125,x>66,70<x<80,4<x<7,Mum,S,Under-7,37<x<74,F,50<x<80,1
126,126,40<x<66,80<x<96,4<x<7,Father,F,Under-7,x>90,M,12<x<21,1
127,127,x>66,22<x<70,x>7,Mum,F,Above-7,2<x<12,M,0<x<5,0
128,128,12<x<20,96<x<98,x>7,Mum,F,Under-7,76<x<89,F,22<x<49,1
129,129,x>66,22<x<70,x>7,Father,S,Under-7,37<x<74,F,50<x<80,1
130,130,40<x<66,22<x<70,x>7,Mum,F,Above-7,2<x<12,F,5<x<9,0
131,131,2<x<12,10<x<22,x>7,Mum,F,Under-7,x>90,F,50<x<80,1
132,132,x>66,22<x<70,x>7,Father,S,Under-7,x<2,F,x>80,1
133,133,x>66,22<x<70,4<x<7,Father,S,Above-7,15<x<37,F,12<x<21,1
134,134,40<x<66,22<x<70,x<2,Father,F,Above-7,37<x<74,M,x<0,1
135,135,20<x<40,x<7,x>7,Mum,F,Above-7,15<x<37,F,12<x<21,0
136,136,2<x<12,22<x<70,4<x<7,Mum,F,Under-7,37<x<74,M,22<x<49,1
137,137,20<x<40,70<x<80,x>7,Father,S,Under-7,x>90,F,x>80,1
138,138,40<x<66,22<x<70,x>7,Father,S,Above-7,37<x<74,M,21<x<22,1
139,139,20<x<40,x<7,4<x<7,Mum,F,Under-7,2<x<12,F,x>80,1
140,140,20<x<40,80<x<96,2<x<4,Father,F,Under-7,x>90,M,x>80,1
141,141,40<x<66,22<x<70,4<x<7,Mum,F,Above-7,15<x<37,F,50<x<80,1
142,142,40<x<66,9<x<10,x>7,Father,F,Under-7,37<x<74,M,22<x<49,1
143,143,12<x<20,22<x<70,2<x<4,Father,F,Above-7,37<x<74,F,50<x<80,1
144,144,40<x<66,96<x<98,2<x<4,Father,S,Above-7,37<x<74,F,x>80,1
145,145,20<x<40,x<7,x>7,Mum,S,Under-7,15<x<37,F,50<x<80,1
146,146,40<x<66,22<x<70,4<x<7,Mum,F,Above-7,2<x<12,F,50<x<80,1
147,147,40<x<66,80<x<96,x>7,Mum,S,Under-7,x<2,F,x>80,1
148,148,40<x<66,22<x<70,x>7,Father,F,Under-7,x>90,F,21<x<22,1
149,149,40<x<66,22<x<70,2<x<4,Mum,S,Under-7,2<x<12,F,21<x<22,1
150,150,2<x<12,22<x<70,x>7,Father,F,Above-7,37<x<74,M,x>80,1
151,151,x>66,10<x<22,x>7,Father,F,Above-7,x>90,M,22<x<49,1
152,152,20<x<40,22<x<70,x<2,Father,F,Above-7,x>90,F,50<x<80,1
153,153,20<x<40,22<x<70,x>7,Father,F,Under-7,76<x<89,F,22<x<49,1
154,154,x>66,22<x<70,x>7,Mum,F,Under-7,74<x<76,M,50<x<80,1
155,155,40<x<66,22<x<70,x>7,Father,S,Under-7,37<x<74,M,x>80,1
156,156,x>66,22<x<70,x>7,Father,F,Above-7,76<x<89,F,x>80,1
157,157,x>66,10<x<22,4<x<7,Father,S,Above-7,37<x<74,F,50<x<80,1
158,158,12<x<20,10<x<22,x>7,Mum,F,Above-7,2<x<12,F,x>80,1
159,159,40<x<66,22<x<70,x>7,Mum,F,Under-7,76<x<89,M,12<x<21,1
160,160,x>66,80<x<96,4<x<7,Father,S,Above-7,37<x<74,M,50<x<80,1
161,161,40<x<66,22<x<70,x>7,Father,F,Above-7,37<x<74,F,22<x<49,1
162,162,20<x<40,10<x<22,4<x<7,Mum,F,Above-7,2<x<12,F,x>80,1
163,163,x>66,70<x<80,2<x<4,Father,S,Under-7,76<x<89,M,12<x<21,1
164,164,40<x<66,10<x<22,x>7,Mum,F,Above-7,76<x<89,F,x>80,1
165,165,40<x<66,10<x<22,x>7,Father,S,Above-7,2<x<12,F,x>80,1
166,166,x>66,22<x<70,x>7,Father,F,Under-7,15<x<37,F,22<x<49,1
167,167,12<x<20,10<x<22,4<x<7,Father,F,Above-7,76<x<89,M,22<x<49,1
168,168,40<x<66,10<x<22,4<x<7,Mum,F,Under-7,37<x<74,M,22<x<49,1
169,169,20<x<40,22<x<70,x>7,Mum,F,Above-7,76<x<89,F,12<x<21,1
170,170,12<x<20,22<x<70,4<x<7,Father,S,Above-7,76<x<89,F,0<x<5,1
171,171,x>66,22<x<70,x>7,Mum,S,Above-7,15<x<37,M,22<x<49,1
172,172,40<x<66,22<x<70,4<x<7,Mum,S,Under-7,2<x<12,F,0<x<5,0
173,173,20<x<40,22<x<70,x<2,Father,S,Under-7,37<x<74,M,22<x<49,1
174,174,12<x<20,22<x<70,x>7,Mum,S,Above-7,12<x<15,F,22<x<49,0
175,175,12<x<20,x<7,4<x<7,Mum,S,Above-7,76<x<89,F,50<x<80,1
176,176,x>66,10<x<22,2<x<4,Father,S,Under-7,x>90,F,50<x<80,1
177,177,20<x<40,9<x<10,x>7,Father,S,Above-7,15<x<37,F,50<x<80,1
178,178,20<x<40,x<7,x>7,Father,F,Above-7,15<x<37,M,12<x<21,1
179,179,x>66,22<x<70,4<x<7,Father,F,Under-7,15<x<37,M,50<x<80,1
180,180,x>66,22<x<70,4<x<7,Father,S,Under-7,37<x<74,F,22<x<49,1
181,181,20<x<40,80<x<96,4<x<7,Father,S,Above-7,37<x<74,F,22<x<49,1
182,182,40<x<66,10<x<22,x>7,Father,S,Above-7,x>90,M,12<x<21,1
183,183,2<x<12,10<x<22,4<x<7,Father,F,Above-7,15<x<37,F,22<x<49,0
184,184,40<x<66,22<x<70,4<x<7,Father,S,Under-7,76<x<89,M,50<x<80,1
185,185,40<x<66,x>98,4<x<7,Father,F,Above-7,x>90,M,22<x<49,1
186,186,20<x<40,22<x<70,x>7,Mum,S,Above-7,76<x<89,F,22<x<49,1
187,187,40<x<66,80<x<96,2<x<4,Father,S,Above-7,15<x<37,M,22<x<49,1
188,188,x>66,x<7,x<2,Mum,F,Under-7,89<x<90,F,9<x<12,1
189,189,40<x<66,22<x<70,x>7,Mum,S,Above-7,76<x<89,F,50<x<80,1
190,190,40<x<66,70<x<80,4<x<7,Father,F,Above-7,12<x<15,F,50<x<80,1
191,191,40<x<66,22<x<70,2<x<4,Mum,S,Above-7,76<x<89,F,0<x<5,1
192,192,20<x<40,22<x<70,x>7,Father,S,Above-7,37<x<74,F,5<x<9,1
193,193,20<x<40,22<x<70,x>7,Father,F,Under-7,37<x<74,F,5<x<9,1
194,194,x>66,22<x<70,4<x<7,Father,S,Above-7,15<x<37,F,12<x<21,1
195,195,40<x<66,22<x<70,4<x<7,Father,F,Under-7,2<x<12,M,22<x<49,1
196,196,x>66,10<x<22,4<x<7,Father,S,Under-7,37<x<74,F,12<x<21,1
197,197,20<x<40,96<x<98,x>7,Father,F,Above-7,12<x<15,M,x>80,1
198,198,20<x<40,22<x<70,x>7,Mum,F,Under-7,2<x<12,M,12<x<21,0
199,199,20<x<40,80<x<96,4<x<7,Father,F,Above-7,15<x<37,F,22<x<49,1
200,200,2<x<12,22<x<70,x>7,Father,F,Above-7,37<x<74,F,12<x<21,0
201,201,40<x<66,22<x<70,4<x<7,Mum,F,Under-7,37<x<74,F,50<x<80,1
202,202,2<x<12,70<x<80,x>7,Mum,F,Above-7,2<x<12,M,12<x<21,0
203,203,x>66,22<x<70,x>7,Father,F,Above-7,x>90,M,5<x<9,1
204,204,2<x<12,x<7,x>7,Father,S,Under-7,x>90,M,50<x<80,1
205,205,x>66,22<x<70,x>7,Father,S,Above-7,x>90,F,x>80,1
206,206,2<x<12,22<x<70,4<x<7,Mum,S,Under-7,37<x<74,F,x>80,1
207,207,40<x<66,22<x<70,4<x<7,Father,F,Above-7,15<x<37,F,21<x<22,1
208,208,x>66,22<x<70,x>7,Mum,S,Under-7,2<x<12,M,22<x<49,1
209,209,40<x<66,22<x<70,x>7,Father,S,Above-7,2<x<12,M,50<x<80,1
210,210,x>66,80<x<96,x>7,Mum,S,Under-7,37<x<74,F,12<x<21,1
211,211,40<x<66,70<x<80,4<x<7,Father,S,Above-7,37<x<74,M,50<x<80,1
212,212,20<x<40,10<x<22,4<x<7,Father,F,Above-7,2<x<12,F,50<x<80,1
213,213,x>66,22<x<70,x>7,Mum,S,Above-7,15<x<37,M,x>80,1
214,214,40<x<66,10<x<22,x>7,Father,S,Above-7,37<x<74,M,x>80,1
215,215,2<x<12,22<x<70,4<x<7,Father,S,Above-7,2<x<12,M,50<x<80,1
216,216,2<x<12,22<x<70,4<x<7,Father,S,Above-7,37<x<74,M,5<x<9,1
217,217,20<x<40,x<7,4<x<7,Mum,F,Above-7,37<x<74,F,x>80,1
218,218,12<x<20,22<x<70,4<x<7,Father,F,Under-7,37<x<74,F,50<x<80,1
219,219,40<x<66,22<x<70,x>7,Mum,F,Above-7,76<x<89,M,50<x<80,1
220,220,0<x<2,80<x<96,2<x<4,Mum,S,Under-7,15<x<37,F,0<x<5,0
221,221,12<x<20,22<x<70,2<x<4,Mum,S,Under-7,x>90,M,50<x<80,1
222,222,x>66,22<x<70,2<x<4,Father,S,Under-7,x<2,M,50<x<80,1
223,223,20<x<40,22<x<70,4<x<7,Father,S,Under-7,x>90,M,50<x<80,1
224,224,2<x<12,10<x<22,x<2,Father,F,Above-7,12<x<15,M,50<x<80,1
225,225,40<x<66,22<x<70,4<x<7,Mum,S,Above-7,76<x<89,F,50<x<80,1
226,226,2<x<12,70<x<80,4<x<7,Mum,S,Above-7,15<x<37,F,x>80,1
227,227,x>66,22<x<70,x>7,Father,S,Above-7,37<x<74,F,9<x<12,1
228,228,2<x<12,22<x<70,x>7,Mum,F,Above-7,x<2,F,12<x<21,0
229,229,40<x<66,10<x<22,x<2,Mum,F,Under-7,76<x<89,M,12<x<21,1
230,230,x>66,80<x<96,x>7,Mum,F,Under-7,15<x<37,M,x>80,1
231,231,x>66,10<x<22,4<x<7,Mum,F,Under-7,x>90,M,x>80,1
232,232,40<x<66,22<x<70,x>7,Mum,S,Under-7,37<x<74,M,22<x<49,1
233,233,20<x<40,x<7,4<x<7,Mum,S,Above-7,37<x<74,M,12<x<21,1
234,234,x>66,x<7,x<2,Mum,S,Under-7,15<x<37,F,22<x<49,1
235,235,x>66,x<7,4<x<7,Mum,S,Under-7,37<x<74,M,0<x<5,0
236,236,2<x<12,22<x<70,x>7,Father,F,Above-7,15<x<37,F,x>80,1
237,237,x<0,10<x<22,x>7,Mum,S,Above-7,15<x<37,M,22<x<49,1
238,238,2<x<12,80<x<96,2<x<4,Mum,S,Above-7,76<x<89,F,50<x<80,1
239,239,x>66,80<x<96,4<x<7,Father,S,Under-7,76<x<89,M,22<x<49,1
240,240,x>66,10<x<22,4<x<7,Father,S,Above-7,37<x<74,M,12<x<21,1
241,241,40<x<66,x<7,x>7,Father,S,Under-7,2<x<12,F,22<x<49,1
242,242,40<x<66,x<7,2<x<4,Father,S,Above-7,2<x<12,F,x>80,0
243,243,x>66,70<x<80,4<x<7,Mum,S,Above-7,37<x<74,M,22<x<49,1
244,244,0<x<2,x<7,4<x<7,Mum,F,Under-7,76<x<89,F,22<x<49,1
245,245,x>66,70<x<80,x>7,Mum,F,Under-7,15<x<37,F,50<x<80,1
246,246,x>66,70<x<80,x>7,Mum,F,Under-7,37<x<74,F,50<x<80,1
247,247,2<x<12,80<x<96,x>7,Mum,F,Under-7,2<x<12,M,22<x<49,1
248,248,20<x<40,70<x<80,x<2,Father,F,Above-7,12<x<15,F,50<x<80,1
249,249,12<x<20,22<x<70,x>7,Mum,F,Under-7,37<x<74,F,x>80,1
250,250,40<x<66,22<x<70,4<x<7,Father,S,Under-7,15<x<37,M,22<x<49,1
251,251,2<x<12,22<x<70,x>7,Father,S,Above-7,76<x<89,F,x>80,1
252,252,20<x<40,22<x<70,x>7,Father,S,Above-7,2<x<12,M,50<x<80,1
253,253,20<x<40,x<7,2<x<4,Father,F,Above-7,2<x<12,M,x>80,1
254,254,x>66,22<x<70,x>7,Father,S,Above-7,15<x<37,M,22<x<49,1
255,255,2<x<12,22<x<70,4<x<7,Mum,S,Above-7,15<x<37,F,50<x<80,1
256,256,x>66,10<x<22,4<x<7,Father,F,Above-7,15<x<37,F,22<x<49,1
257,257,40<x<66,10<x<22,2<x<4,Father,S,Above-7,x>90,M,50<x<80,1
258,258,x>66,80<x<96,x>7,Mum,S,Under-7,89<x<90,F,5<x<9,1
259,259,x>66,22<x<70,x>7,Father,S,Under-7,37<x<74,F,x>80,1
260,260,x>66,22<x<70,x>7,Mum,F,Under-7,37<x<74,F,12<x<21,1
261,261,2<x<12,10<x<22,2<x<4,Father,F,Above-7,x>90,F,22<x<49,1
262,262,20<x<40,80<x<96,4<x<7,Mum,S,Above-7,37<x<74,M,12<x<21,1
263,263,40<x<66,22<x<70,4<x<7,Mum,F,Under-7,37<x<74,M,22<x<49,1
264,264,40<x<66,22<x<70,x>7,Mum,F,Above-7,76<x<89,F,22<x<49,1
265,265,40<x<66,70<x<80,x>7,Father,S,Under-7,37<x<74,M,x>80,1
266,266,2<x<12,70<x<80,x<2,Father,S,Under-7,x>90,M,49<x<50,1
267,267,x>66,22<x<70,4<x<7,Father,S,Under-7,76<x<89,M,50<x<80,1
268,268,40<x<66,70<x<80,4<x<7,Mum,F,Above-7,37<x<74,M,x<0,1
269,269,12<x<20,80<x<96,x<2,Mum,S,Under-7,76<x<89,M,22<x<49,1
270,270,20<x<40,80<x<96,x>7,Father,F,Under-7,15<x<37,F,22<x<49,1
271,271,20<x<40,10<x<22,x>7,Father,F,Above-7,2<x<12,F,0<x<5,0
272,272,12<x<20,22<x<70,x>7,Father,F,Under-7,x>90,F,22<x<49,1
273,273,40<x<66,70<x<80,x>7,Father,S,Above-7,37<x<74,M,22<x<49,1
274,274,40<x<66,22<x<70,x>7,Father,S,Under-7,37<x<74,M,22<x<49,1
275,275,2<x<12,22<x<70,x>7,Mum,S,Above-7,15<x<37,M,22<x<49,1
276,276,40<x<66,10<x<22,x>7,Mum,S,Above-7,74<x<76,M,50<x<80,1
277,277,20<x<40,70<x<80,x>7,Father,F,Under-7,15<x<37,F,50<x<80,1
278,278,40<x<66,22<x<70,x>7,Mum,S,Above-7,12<x<15,M,50<x<80,1
279,279,40<x<66,10<x<22,4<x<7,Mum,S,Above-7,37<x<74,F,0<x<5,0
280,280,0<x<2,22<x<70,x>7,Mum,S,Under-7,x<2,M,50<x<80,1
281,281,x>66,22<x<70,x>7,Father,F,Under-7,15<x<37,F,x>80,1
282,282,12<x<20,10<x<22,4<x<7,Father,S,Above-7,x>90,F,50<x<80,1
283,283,0<x<2,22<x<70,x<2,Father,F,Above-7,37<x<74,F,12<x<21,0
284,284,2<x<12,22<x<70,x>7,Father,S,Under-7,76<x<89,F,12<x<21,1
285,285,12<x<20,22<x<70,x>7,Mum,S,Under-7,15<x<37,M,50<x<80,1
286,286,20<x<40,22<x<70,4<x<7,Mum,F,Under-7,x<2,M,x>80,1
287,287,40<x<66,7<x<9,x<2,Mum,F,Under-7,37<x<74,M,x>80,1
