id,gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,raisedhands,VisITedResources,AnnouncementsView,Discussion,class
83,M,Tunis,Lybia,MiddleSchool,G-12,A,Math,F,Mum,No,Bad,Above-7,0<x<25,24<x<49,49<x<73,25<x<50,1
84,M,Morocco,Iraq,HighSchool,G-06,B,Spanish,S,Mum,Yes,Good,Under-7,x>75,x>74,x>73,50<x<74,0
85,F,SaudiArabia,KuwaIT,MiddleSchool,G-10,A,Quran,S,Father,No,Good,Under-7,50<x<75,24<x<49,0<x<24,x<1,1
86,F,Lybia,Syria,MiddleSchool,G-11,A,IT,S,Father,Yes,Good,Under-7,50<x<75,49<x<74,49<x<73,25<x<50,1
87,F,Tunis,SaudiArabia,HighSchool,G-10,A,Arabic,F,Father,Yes,Good,Above-7,x>75,x>74,49<x<73,25<x<50,0
88,F,Iraq,Jordan,lowerlevel,G-04,C,Spanish,F,Father,No,Good,Above-7,x>75,0<x<24,49<x<73,25<x<50,1
89,F,Iran,USA,HighSchool,G-12,C,Spanish,F,Father,Yes,Good,Above-7,25<x<50,0<x<24,x>73,1<x<25,1
90,M,lebanon,Iran,lowerlevel,G-11,A,Science,S,Mum,Yes,Bad,Under-7,25<x<50,24<x<49,x>73,25<x<50,1
91,F,Syria,Morocco,MiddleSchool,G-11,B,Geology,S,Mum,Yes,Bad,Above-7,50<x<75,24<x<49,0<x<24,x>74,1
92,M,KW,venzuela,MiddleSchool,G-10,C,IT,S,Father,No,Good,Under-7,25<x<50,49<x<74,49<x<73,25<x<50,1
93,M,Palestine,Tunis,HighSchool,G-07,C,French,F,Mum,Yes,Bad,Above-7,x>75,0<x<24,24<x<49,1<x<25,1
94,F,Tunis,Tunis,HighSchool,G-07,B,IT,F,Mum,No,Good,Under-7,50<x<75,49<x<74,24<x<49,1<x<25,1
95,F,KW,Palestine,lowerlevel,G-02,B,IT,S,Mum,No,Bad,Above-7,25<x<50,49<x<74,x>73,25<x<50,1
96,F,Palestine,Palestine,HighSchool,G-10,A,English,S,Father,No,Good,Above-7,x>75,24<x<49,24<x<49,50<x<74,1
97,F,Syria,Palestine,lowerlevel,G-10,A,Chemistry,F,Mum,Yes,Bad,Under-7,x>75,x>74,49<x<73,x>74,0
98,M,Palestine,Palestine,MiddleSchool,G-07,A,Quran,F,Mum,Yes,Bad,Under-7,0<x<25,x>74,49<x<73,1<x<25,1
99,M,Egypt,Syria,MiddleSchool,G-08,B,Spanish,S,Mum,Yes,Good,Above-7,50<x<75,x>74,49<x<73,1<x<25,1
100,M,USA,KuwaIT,lowerlevel,G-04,B,Science,F,Mum,No,Bad,Under-7,0<x<25,x>74,24<x<49,50<x<74,1
101,M,Lybia,Egypt,lowerlevel,G-06,A,French,S,Mum,Yes,Bad,Under-7,25<x<50,x<0,24<x<49,1<x<25,1
102,M,Lybia,Syria,lowerlevel,G-04,C,Math,F,Mum,Yes,Bad,Under-7,x>75,24<x<49,24<x<49,50<x<74,1
103,F,Syria,Iran,lowerlevel,G-06,C,Arabic,S,Mum,Yes,Bad,Above-7,x>75,x>74,24<x<49,x>74,0
104,F,Iraq,Palestine,HighSchool,G-06,B,IT,F,Mum,No,Bad,Above-7,25<x<50,24<x<49,0<x<24,25<x<50,1
105,M,Iraq,Jordan,HighSchool,G-09,C,French,F,Mum,No,Bad,Under-7,0<x<25,x>74,0<x<24,25<x<50,1
106,M,Syria,Lybia,lowerlevel,G-07,C,Geology,S,Mum,No,Good,Under-7,0<x<25,49<x<74,0<x<24,25<x<50,1
107,F,venzuela,USA,lowerlevel,G-04,C,French,S,Mum,No,Bad,Above-7,x>75,x>74,49<x<73,1<x<25,0
108,M,Jordan,KuwaIT,HighSchool,G-07,A,Science,F,Father,Yes,Good,Above-7,0<x<25,49<x<74,0<x<24,25<x<50,1
109,M,Egypt,Morocco,MiddleSchool,G-07,B,Quran,S,Father,No,Good,Above-7,x>75,0<x<24,0<x<24,1<x<25,1
110,F,Syria,KuwaIT,lowerlevel,G-08,C,Chemistry,F,Father,No,Good,Above-7,x>75,24<x<49,0<x<24,1<x<25,1
111,F,Jordan,USA,HighSchool,G-02,C,Chemistry,F,Mum,No,Good,Above-7,50<x<75,0<x<24,49<x<73,50<x<74,1
112,F,Tunis,Tunis,MiddleSchool,G-11,A,Math,F,Mum,Yes,Bad,Above-7,0<x<25,49<x<74,0<x<24,x>74,1
113,F,Palestine,USA,HighSchool,G-07,C,Biology,S,Mum,No,Bad,Under-7,x>75,24<x<49,24<x<49,1<x<25,1
114,M,USA,Tunis,lowerlevel,G-02,A,Spanish,F,Mum,Yes,Bad,Above-7,0<x<25,x>74,x>73,25<x<50,1
115,F,Lybia,USA,MiddleSchool,G-04,A,Science,S,Mum,No,Good,Under-7,x>75,49<x<74,x>73,25<x<50,0
116,F,Iran,Syria,lowerlevel,G-12,B,Quran,S,Mum,Yes,Bad,Above-7,0<x<25,24<x<49,x>73,25<x<50,1
117,F,Palestine,Lybia,lowerlevel,G-02,C,History,S,Mum,No,Bad,Above-7,0<x<25,x>74,24<x<49,50<x<74,1
118,F,Tunis,venzuela,lowerlevel,G-09,B,Quran,S,Father,Yes,Good,Above-7,50<x<75,x>74,x>73,1<x<25,1
119,M,Egypt,Palestine,MiddleSchool,G-11,C,English,S,Mum,No,Bad,Under-7,0<x<25,49<x<74,x>73,25<x<50,1
120,M,Jordan,Syria,lowerlevel,G-11,C,History,F,Father,Yes,Bad,Above-7,50<x<75,49<x<74,x>73,25<x<50,1
121,M,USA,Egypt,MiddleSchool,G-08,B,Arabic,F,Father,Yes,Bad,Above-7,x>75,0<x<24,0<x<24,1<x<25,1
122,F,Egypt,Iran,lowerlevel,G-11,C,Math,F,Father,Yes,Bad,Above-7,50<x<75,49<x<74,0<x<24,25<x<50,1
123,F,Iraq,Morocco,MiddleSchool,G-10,C,French,F,Father,Yes,Bad,Above-7,x>75,0<x<24,0<x<24,50<x<74,1
124,M,Tunis,Iran,lowerlevel,G-09,C,History,S,Mum,Yes,Bad,Above-7,0<x<25,x>74,24<x<49,25<x<50,1
125,F,Palestine,Tunis,HighSchool,G-06,A,Spanish,S,Mum,No,Good,Under-7,x>75,49<x<74,24<x<49,50<x<74,1
126,F,Syria,Tunis,HighSchool,G-12,C,Geology,F,Father,No,Good,Under-7,25<x<50,49<x<74,24<x<49,x>74,1
127,M,KW,Lybia,HighSchool,G-04,B,Science,F,Father,No,Bad,Above-7,0<x<25,x>74,0<x<24,x>74,1
128,M,venzuela,KuwaIT,MiddleSchool,G-08,B,English,F,Mum,Yes,Good,Above-7,x>75,49<x<74,24<x<49,x>74,1
129,M,Morocco,Egypt,HighSchool,G-07,B,Biology,F,Father,No,Good,Under-7,x>75,24<x<49,24<x<49,25<x<50,1
130,M,SaudiArabia,Jordan,MiddleSchool,G-11,B,English,F,Mum,No,Bad,Above-7,x>75,24<x<49,49<x<73,50<x<74,1
131,F,SaudiArabia,lebanon,HighSchool,G-10,A,English,S,Mum,No,Good,Under-7,x>75,49<x<74,24<x<49,x>74,0
132,F,KW,lebanon,MiddleSchool,G-08,C,Quran,S,Father,No,Good,Above-7,x>75,x>74,24<x<49,25<x<50,0
133,M,Morocco,Tunis,HighSchool,G-06,B,Spanish,S,Mum,Yes,Good,Under-7,0<x<25,0<x<24,49<x<73,1<x<25,1
134,M,Lybia,Morocco,lowerlevel,G-05,B,Quran,S,Mum,Yes,Bad,Under-7,x>75,x>74,0<x<24,1<x<25,0
135,M,Egypt,SaudiArabia,MiddleSchool,G-11,C,History,S,Father,No,Bad,Under-7,0<x<25,x>74,0<x<24,25<x<50,1
136,M,Morocco,Tunis,lowerlevel,G-10,A,Spanish,S,Father,Yes,Good,Under-7,25<x<50,x>74,0<x<24,25<x<50,1
137,F,Iran,KuwaIT,HighSchool,G-02,B,Biology,S,Mum,No,Good,Above-7,x>75,0<x<24,49<x<73,50<x<74,1
138,F,Morocco,Iran,lowerlevel,G-10,A,Arabic,S,Mum,Yes,Bad,Above-7,0<x<25,24<x<49,24<x<49,x<1,1
139,F,Egypt,Iraq,MiddleSchool,G-09,A,Spanish,S,Mum,Yes,Good,Under-7,25<x<50,0<x<24,24<x<49,25<x<50,1
140,F,Morocco,KuwaIT,lowerlevel,G-06,A,IT,F,Father,Yes,Good,Under-7,x>75,x>74,49<x<73,25<x<50,1
141,M,Egypt,SaudiArabia,MiddleSchool,G-08,A,Science,S,Mum,Yes,Good,Under-7,25<x<50,49<x<74,24<x<49,1<x<25,1
142,F,Jordan,Morocco,lowerlevel,G-06,A,English,S,Mum,No,Bad,Above-7,25<x<50,49<x<74,0<x<24,1<x<25,1
143,F,Lybia,Tunis,MiddleSchool,G-08,C,Quran,S,Mum,No,Bad,Under-7,x>75,x>74,0<x<24,1<x<25,0
144,M,Egypt,Syria,MiddleSchool,G-04,C,Science,S,Father,No,Good,Above-7,50<x<75,x>74,49<x<73,1<x<25,1
145,F,Egypt,Iran,MiddleSchool,G-10,C,English,F,Mum,No,Bad,Above-7,0<x<25,x>74,49<x<73,25<x<50,1
146,M,Egypt,Palestine,lowerlevel,G-02,C,English,F,Mum,Yes,Bad,Under-7,25<x<50,0<x<24,24<x<49,1<x<25,1
147,F,Palestine,Iraq,lowerlevel,G-11,B,Biology,F,Mum,Yes,Bad,Under-7,0<x<25,24<x<49,x>73,1<x<25,1
148,M,Egypt,Morocco,MiddleSchool,G-07,B,Quran,F,Father,No,Good,Above-7,0<x<25,49<x<74,0<x<24,1<x<25,1
149,F,Iraq,USA,lowerlevel,G-08,B,Geology,F,Father,No,Bad,Above-7,25<x<50,0<x<24,49<x<73,25<x<50,1
150,F,Morocco,Lybia,MiddleSchool,G-12,C,Chemistry,F,Mum,No,Good,Under-7,0<x<25,24<x<49,49<x<73,1<x<25,1
151,M,Morocco,Tunis,lowerlevel,G-02,B,Arabic,F,Father,Yes,Good,Under-7,25<x<50,49<x<74,0<x<24,1<x<25,1
152,M,Iraq,KuwaIT,HighSchool,G-12,C,English,F,Mum,Yes,Bad,Under-7,x>75,24<x<49,49<x<73,x>74,0
153,M,lebanon,Tunis,HighSchool,G-07,A,History,S,Mum,Yes,Bad,Above-7,50<x<75,0<x<24,0<x<24,x>74,0
154,F,venzuela,Jordan,lowerlevel,G-06,A,History,S,Mum,Yes,Good,Above-7,x<0,x>74,24<x<49,x>74,1
155,M,Lybia,venzuela,HighSchool,G-10,B,History,F,Father,No,Good,Under-7,x>75,0<x<24,24<x<49,25<x<50,1
156,M,Iraq,Lybia,lowerlevel,G-06,B,Biology,S,Father,Yes,Bad,Under-7,x>75,0<x<24,24<x<49,50<x<74,1
157,F,Syria,Palestine,MiddleSchool,G-07,A,Geology,S,Mum,No,Bad,Under-7,50<x<75,x>74,x>73,25<x<50,0
158,F,KW,USA,lowerlevel,G-12,A,Biology,F,Father,Yes,Good,Under-7,x>75,0<x<24,x>73,25<x<50,0
159,M,Iraq,Syria,MiddleSchool,G-12,C,Math,F,Father,No,Bad,Under-7,x>75,24<x<49,0<x<24,50<x<74,1
160,F,Egypt,Tunis,HighSchool,G-06,C,Chemistry,S,Father,Yes,Good,Above-7,0<x<25,49<x<74,x>73,x>74,0
161,F,USA,Palestine,lowerlevel,G-07,C,Quran,S,Father,No,Good,Under-7,0<x<25,x>74,24<x<49,1<x<25,1
162,M,Egypt,Palestine,lowerlevel,G-02,B,Quran,F,Father,No,Bad,Under-7,x>75,x>74,49<x<73,50<x<74,1
163,M,Syria,Egypt,MiddleSchool,G-04,C,English,F,Mum,No,Bad,Under-7,0<x<25,0<x<24,24<x<49,x>74,1
164,F,Syria,lebanon,HighSchool,G-02,C,Quran,S,Mum,No,Good,Above-7,0<x<25,0<x<24,0<x<24,50<x<74,1
165,M,Palestine,Tunis,lowerlevel,G-02,C,Science,F,Mum,Yes,Good,Above-7,0<x<25,x>74,0<x<24,50<x<74,1
166,M,Iraq,Jordan,MiddleSchool,G-12,A,IT,F,Mum,No,Bad,Under-7,50<x<75,49<x<74,x>73,25<x<50,1
167,F,Palestine,Jordan,HighSchool,G-04,B,Biology,S,Mum,Yes,Good,Under-7,25<x<50,0<x<24,49<x<73,1<x<25,1
168,F,Egypt,Egypt,HighSchool,G-09,B,Math,S,Father,No,Good,Under-7,x>75,0<x<24,24<x<49,x>74,1
169,F,Iran,USA,HighSchool,G-04,A,Geology,S,Mum,Yes,Good,Under-7,x>75,x>74,49<x<73,50<x<74,0
170,F,Palestine,Palestine,MiddleSchool,G-08,C,English,F,Father,No,Good,Above-7,50<x<75,0<x<24,x>73,1<x<25,1
171,M,lebanon,Egypt,MiddleSchool,G-06,B,History,S,Mum,Yes,Bad,Under-7,25<x<50,49<x<74,0<x<24,x>74,1
172,F,venzuela,Tunis,lowerlevel,G-11,C,IT,F,Mum,No,Good,Under-7,0<x<25,x>74,49<x<73,50<x<74,0
173,F,SaudiArabia,SaudiArabia,MiddleSchool,G-07,A,French,F,Father,No,Bad,Under-7,0<x<25,x>74,x>73,x>74,1
174,M,Tunis,lebanon,lowerlevel,G-07,C,Spanish,S,Mum,Yes,Good,Under-7,50<x<75,0<x<24,x<0,1<x<25,1
175,M,SaudiArabia,SaudiArabia,MiddleSchool,G-09,A,History,F,Mum,Yes,Good,Under-7,50<x<75,0<x<24,24<x<49,25<x<50,1
176,F,Iraq,Syria,MiddleSchool,G-10,C,History,S,Mum,No,Bad,Under-7,50<x<75,49<x<74,x>73,x>74,0
177,F,USA,Morocco,MiddleSchool,G-08,C,Chemistry,S,Father,No,Bad,Above-7,x>75,49<x<74,49<x<73,25<x<50,1
178,M,Egypt,Lybia,MiddleSchool,G-02,C,French,F,Mum,No,Bad,Above-7,25<x<50,24<x<49,0<x<24,25<x<50,1
179,F,Palestine,Lybia,lowerlevel,G-02,A,IT,S,Mum,No,Good,Above-7,x>75,49<x<74,49<x<73,1<x<25,1
180,M,Egypt,Lybia,lowerlevel,G-04,C,Chemistry,F,Father,No,Good,Above-7,50<x<75,49<x<74,0<x<24,x>74,1
181,F,Iran,Morocco,MiddleSchool,G-04,C,IT,F,Father,No,Good,Under-7,50<x<75,x>74,24<x<49,1<x<25,1
182,F,Egypt,USA,HighSchool,G-07,B,Quran,S,Father,Yes,Good,Under-7,25<x<50,49<x<74,0<x<24,50<x<74,1
183,M,Syria,Syria,lowerlevel,G-11,B,History,S,Mum,No,Good,Above-7,25<x<50,0<x<24,x>73,x>74,1
184,F,Morocco,Syria,lowerlevel,G-05,C,Arabic,F,Father,Yes,Good,Under-7,x>75,49<x<74,0<x<24,25<x<50,0
185,F,Lybia,KuwaIT,lowerlevel,G-12,B,Math,S,Father,No,Bad,Under-7,50<x<75,0<x<24,0<x<24,25<x<50,1
186,F,USA,KuwaIT,MiddleSchool,G-12,A,Science,F,Mum,Yes,Good,Under-7,x>75,x>74,24<x<49,x>74,0
187,M,venzuela,venzuela,HighSchool,G-02,C,French,F,Father,Yes,Good,Under-7,25<x<50,24<x<49,x>73,1<x<25,0
188,M,KW,Morocco,lowerlevel,G-12,B,English,F,Father,Yes,Bad,Above-7,x>75,49<x<74,x>73,1<x<25,1
189,M,Jordan,Egypt,MiddleSchool,G-06,C,Chemistry,S,Father,Yes,Bad,Above-7,x>75,49<x<74,x>73,25<x<50,1
190,M,Tunis,Jordan,lowerlevel,G-11,B,Science,F,Mum,No,Bad,Under-7,50<x<75,0<x<24,49<x<73,25<x<50,1
191,M,Tunis,USA,MiddleSchool,G-05,A,French,S,Father,Yes,Bad,Above-7,50<x<75,24<x<49,0<x<24,25<x<50,1
192,F,SaudiArabia,Lybia,HighSchool,G-06,B,English,S,Father,No,Good,Under-7,0<x<25,49<x<74,x>73,25<x<50,1
193,M,Palestine,lebanon,MiddleSchool,G-11,A,Science,S,Father,Yes,Bad,Above-7,0<x<25,x>74,49<x<73,50<x<74,1
194,M,lebanon,USA,lowerlevel,G-11,A,IT,F,Mum,No,Bad,Under-7,50<x<75,24<x<49,0<x<24,50<x<74,1
195,M,Morocco,KuwaIT,lowerlevel,G-10,A,Science,F,Mum,Yes,Good,Above-7,x>75,0<x<24,49<x<73,25<x<50,1
196,M,Egypt,KuwaIT,lowerlevel,G-07,B,Biology,S,Father,No,Good,Above-7,0<x<25,x>74,49<x<73,25<x<50,1
197,M,KW,SaudiArabia,MiddleSchool,G-07,B,Chemistry,S,Mum,No,Good,Above-7,25<x<50,24<x<49,24<x<49,50<x<74,1
198,M,Tunis,Morocco,HighSchool,G-02,A,English,F,Mum,Yes,Bad,Above-7,0<x<25,24<x<49,24<x<49,1<x<25,1
199,F,Tunis,Jordan,lowerlevel,G-05,B,Science,F,Mum,Yes,Good,Under-7,25<x<50,x>74,0<x<24,25<x<50,1
200,M,SaudiArabia,Iran,lowerlevel,G-07,A,French,S,Mum,No,Good,Above-7,0<x<25,0<x<24,x<0,1<x<25,1
201,M,Lybia,USA,lowerlevel,G-02,A,Arabic,F,Mum,Yes,Good,Under-7,0<x<25,49<x<74,24<x<49,x>74,1
202,M,Tunis,Palestine,lowerlevel,G-08,B,English,S,Father,No,Good,Under-7,x>75,0<x<24,0<x<24,1<x<25,1
203,M,lebanon,KuwaIT,lowerlevel,G-08,A,English,S,Father,No,Good,Under-7,25<x<50,x>74,49<x<73,x>74,1
204,M,Egypt,Morocco,HighSchool,G-05,C,Chemistry,S,Father,Yes,Bad,Above-7,25<x<50,0<x<24,x>73,25<x<50,1
205,M,Iraq,Egypt,MiddleSchool,G-02,C,Quran,F,Mum,Yes,Good,Under-7,x>75,x>74,24<x<49,x>74,0
206,F,SaudiArabia,Palestine,HighSchool,G-05,C,Science,S,Father,Yes,Bad,Above-7,50<x<75,24<x<49,49<x<73,x>74,1
207,M,lebanon,Palestine,lowerlevel,G-05,B,French,F,Mum,Yes,Good,Above-7,50<x<75,0<x<24,24<x<49,1<x<25,1
208,M,USA,KuwaIT,MiddleSchool,G-12,A,Chemistry,F,Father,Yes,Bad,Above-7,x>75,x>74,24<x<49,1<x<25,1
209,F,Lybia,lebanon,MiddleSchool,G-09,A,English,S,Mum,No,Bad,Above-7,50<x<75,x>74,x>73,1<x<25,1
210,F,Iraq,lebanon,MiddleSchool,G-04,C,Arabic,F,Mum,No,Good,Under-7,25<x<50,x>74,x>73,50<x<74,0
211,F,KW,venzuela,lowerlevel,G-07,B,Quran,F,Father,No,Good,Under-7,0<x<25,0<x<24,x>73,1<x<25,1
212,F,SaudiArabia,venzuela,MiddleSchool,G-08,A,Spanish,S,Mum,Yes,Bad,Above-7,x>75,x>74,x>73,x>74,0
213,M,Iran,Morocco,MiddleSchool,G-08,B,Spanish,S,Father,Yes,Good,Above-7,0<x<25,49<x<74,0<x<24,50<x<74,1
214,M,lebanon,venzuela,MiddleSchool,G-05,B,IT,F,Father,No,Good,Above-7,0<x<25,49<x<74,0<x<24,50<x<74,1
215,M,SaudiArabia,Egypt,lowerlevel,G-04,C,Math,F,Father,Yes,Bad,Under-7,50<x<75,x>74,0<x<24,1<x<25,1
216,M,KW,KuwaIT,lowerlevel,G-11,B,English,S,Mum,Yes,Bad,Under-7,50<x<75,49<x<74,24<x<49,1<x<25,1
217,M,Egypt,lebanon,HighSchool,G-07,A,IT,S,Father,Yes,Good,Above-7,x>75,x>74,x>73,x>74,0
218,F,venzuela,Palestine,MiddleSchool,G-08,B,Science,F,Father,Yes,Bad,Under-7,25<x<50,x>74,x<0,50<x<74,1
219,F,Tunis,SaudiArabia,lowerlevel,G-05,A,Biology,S,Father,No,Bad,Under-7,0<x<25,49<x<74,49<x<73,50<x<74,0
220,F,Morocco,Lybia,lowerlevel,G-04,C,Math,F,Mum,Yes,Good,Under-7,x>75,x>74,0<x<24,50<x<74,0
221,F,USA,lebanon,HighSchool,G-09,C,History,S,Mum,Yes,Good,Above-7,x>75,0<x<24,24<x<49,50<x<74,0
222,M,Tunis,SaudiArabia,lowerlevel,G-07,A,Science,S,Mum,No,Good,Under-7,25<x<50,x>74,0<x<24,25<x<50,1
223,F,venzuela,lebanon,lowerlevel,G-07,C,Chemistry,S,Father,Yes,Good,Above-7,x>75,x>74,0<x<24,25<x<50,0
224,M,venzuela,Morocco,MiddleSchool,G-11,A,Biology,F,Father,Yes,Good,Under-7,25<x<50,0<x<24,24<x<49,1<x<25,1
225,F,USA,Iran,HighSchool,G-11,A,Math,F,Father,No,Bad,Above-7,x>75,x>74,0<x<24,1<x<25,1
226,F,USA,Lybia,MiddleSchool,G-02,B,Science,S,Mum,Yes,Bad,Above-7,50<x<75,0<x<24,0<x<24,1<x<25,1
227,F,Iran,Egypt,HighSchool,G-04,B,Science,S,Mum,Yes,Bad,Above-7,x>75,0<x<24,24<x<49,x>74,1
228,M,Syria,lebanon,MiddleSchool,G-05,C,Biology,S,Mum,No,Bad,Above-7,50<x<75,x>74,24<x<49,x>74,0
229,F,Egypt,Egypt,MiddleSchool,G-10,C,Math,F,Father,No,Good,Above-7,25<x<50,24<x<49,24<x<49,x>74,1
230,F,Iraq,Lybia,MiddleSchool,G-08,C,Science,S,Mum,No,Good,Under-7,0<x<25,0<x<24,24<x<49,x>74,1
231,M,Iraq,Iraq,lowerlevel,G-04,A,Math,S,Father,Yes,Good,Above-7,0<x<25,0<x<24,49<x<73,x>74,1
232,F,SaudiArabia,Egypt,lowerlevel,G-02,A,English,F,Mum,Yes,Bad,Under-7,x>75,0<x<24,24<x<49,50<x<74,1
233,F,USA,Lybia,lowerlevel,G-05,C,IT,F,Mum,Yes,Bad,Above-7,0<x<25,0<x<24,49<x<73,25<x<50,1
234,F,SaudiArabia,Morocco,HighSchool,G-05,C,Chemistry,S,Mum,No,Bad,Under-7,50<x<75,x>74,0<x<24,1<x<25,1
235,M,venzuela,Iran,MiddleSchool,G-11,A,Math,F,Father,No,Bad,Under-7,x>75,0<x<24,49<x<73,1<x<25,1
236,F,Egypt,Tunis,HighSchool,G-02,C,IT,S,Mum,No,Good,Under-7,x>75,x>74,49<x<73,50<x<74,0
237,F,Jordan,USA,lowerlevel,G-02,C,Chemistry,F,Father,No,Good,Above-7,0<x<25,49<x<74,0<x<24,50<x<74,1
238,M,Iraq,Iran,lowerlevel,G-12,A,Science,S,Father,Yes,Bad,Under-7,25<x<50,49<x<74,49<x<73,50<x<74,1
239,F,lebanon,Jordan,lowerlevel,G-06,A,Math,S,Mum,Yes,Bad,Under-7,50<x<75,49<x<74,x>73,25<x<50,1
240,M,Syria,Syria,MiddleSchool,G-10,A,Arabic,S,Father,No,Good,Above-7,x>75,49<x<74,24<x<49,1<x<25,1
241,M,KW,KuwaIT,MiddleSchool,G-06,C,Biology,F,Mum,Yes,Bad,Above-7,50<x<75,x>74,49<x<73,x>74,0
242,F,Lybia,USA,HighSchool,G-05,B,Spanish,F,Mum,No,Good,Above-7,x>75,49<x<74,x>73,x>74,0
243,F,Egypt,Jordan,MiddleSchool,G-09,A,Math,F,Mum,Yes,Good,Under-7,50<x<75,49<x<74,24<x<49,1<x<25,1
244,M,Egypt,Lybia,lowerlevel,G-06,B,French,F,Mum,No,Bad,Above-7,x>75,49<x<74,24<x<49,50<x<74,1
245,F,venzuela,Iraq,lowerlevel,G-06,B,Arabic,F,Mum,Yes,Good,Under-7,0<x<25,x<0,24<x<49,50<x<74,1
246,M,Tunis,Palestine,lowerlevel,G-11,A,Spanish,S,Father,Yes,Good,Under-7,0<x<25,24<x<49,0<x<24,25<x<50,1
247,F,Morocco,Morocco,MiddleSchool,G-06,C,Quran,S,Father,No,Good,Above-7,50<x<75,49<x<74,x>73,50<x<74,1
248,F,Iran,Iran,lowerlevel,G-04,A,Quran,F,Mum,Yes,Good,Above-7,0<x<25,0<x<24,0<x<24,1<x<25,1
249,F,Jordan,Morocco,MiddleSchool,G-02,A,IT,S,Mum,Yes,Good,Above-7,x>75,0<x<24,0<x<24,50<x<74,1
250,M,Lybia,venzuela,HighSchool,G-12,A,Quran,F,Mum,Yes,Good,Under-7,x>75,49<x<74,x>73,50<x<74,0
251,M,Egypt,Morocco,MiddleSchool,G-06,B,French,F,Mum,Yes,Bad,Above-7,x>75,0<x<24,x>73,1<x<25,1
252,F,Palestine,Jordan,lowerlevel,G-12,B,Quran,F,Mum,No,Good,Above-7,0<x<25,24<x<49,0<x<24,x>74,1
253,F,Egypt,Jordan,HighSchool,G-07,A,Science,F,Father,Yes,Bad,Under-7,25<x<50,24<x<49,0<x<24,1<x<25,1
254,M,KW,Palestine,lowerlevel,G-09,A,Geology,S,Mum,Yes,Bad,Above-7,25<x<50,49<x<74,49<x<73,1<x<25,1
255,F,Palestine,lebanon,lowerlevel,G-05,A,History,S,Mum,No,Bad,Under-7,x>75,24<x<49,49<x<73,1<x<25,0
256,M,Egypt,venzuela,HighSchool,G-10,A,Chemistry,S,Mum,Yes,Good,Under-7,x>75,24<x<49,24<x<49,x>74,0
257,F,Egypt,lebanon,lowerlevel,G-10,B,History,F,Mum,Yes,Bad,Above-7,x>75,0<x<24,24<x<49,25<x<50,1
258,M,USA,Iran,lowerlevel,G-11,A,English,F,Mum,No,Good,Above-7,x>75,49<x<74,24<x<49,25<x<50,1
259,F,venzuela,Tunis,lowerlevel,G-05,A,French,S,Mum,No,Good,Under-7,50<x<75,x>74,49<x<73,1<x<25,0
260,M,Morocco,Lybia,lowerlevel,G-04,A,IT,S,Mum,Yes,Good,Under-7,25<x<50,49<x<74,0<x<24,25<x<50,1
261,F,Morocco,KuwaIT,MiddleSchool,G-08,C,Spanish,S,Father,Yes,Bad,Under-7,0<x<25,x>74,24<x<49,25<x<50,1
262,M,Palestine,lebanon,MiddleSchool,G-11,C,Spanish,F,Father,No,Good,Above-7,0<x<25,x>74,24<x<49,1<x<25,1
263,F,Syria,Iran,HighSchool,G-05,B,Spanish,F,Father,No,Good,Under-7,x>75,x<0,24<x<49,x>74,1
264,M,Tunis,KuwaIT,lowerlevel,G-05,C,Science,S,Father,No,Good,Above-7,0<x<25,x>74,x>73,x>74,1
265,F,Palestine,USA,MiddleSchool,G-05,A,Spanish,S,Father,No,Bad,Under-7,25<x<50,0<x<24,24<x<49,25<x<50,1
266,F,Syria,SaudiArabia,HighSchool,G-05,B,Spanish,S,Mum,Yes,Bad,Under-7,x>75,49<x<74,49<x<73,50<x<74,0
267,F,venzuela,Tunis,MiddleSchool,G-04,B,Quran,S,Father,No,Bad,Above-7,0<x<25,x>74,49<x<73,x>74,1
268,F,Syria,Egypt,MiddleSchool,G-05,A,Geology,S,Father,No,Good,Above-7,50<x<75,0<x<24,49<x<73,50<x<74,1
269,F,venzuela,Iran,lowerlevel,G-08,B,English,F,Mum,Yes,Good,Above-7,25<x<50,0<x<24,0<x<24,x>74,1
270,F,Morocco,Iraq,lowerlevel,G-10,A,Biology,S,Father,No,Good,Under-7,x>75,24<x<49,x>73,1<x<25,1
271,M,Tunis,SaudiArabia,lowerlevel,G-04,C,English,F,Mum,Yes,Bad,Under-7,x>75,x>74,49<x<73,x>74,0
272,M,Egypt,Syria,lowerlevel,G-09,B,English,S,Father,Yes,Good,Above-7,50<x<75,24<x<49,0<x<24,1<x<25,1
273,F,SaudiArabia,Lybia,HighSchool,G-08,B,Math,F,Father,No,Bad,Under-7,50<x<75,x>74,24<x<49,x<1,1
274,F,lebanon,Jordan,lowerlevel,G-12,C,English,S,Mum,Yes,Bad,Under-7,25<x<50,0<x<24,x<0,1<x<25,1
275,M,Syria,USA,lowerlevel,G-02,C,Spanish,F,Father,No,Good,Above-7,x>75,x>74,x>73,1<x<25,0
276,M,Palestine,SaudiArabia,HighSchool,G-10,B,English,F,Father,No,Bad,Above-7,0<x<25,49<x<74,0<x<24,1<x<25,1
