id,AnnouncementsView,Discussion,Relation,Semester,StageID,StudentAbsenceDays,VisITedResources,gender,raisedhands,class
882,62,60,Mum,S,HighSchool,Under-7,7,M,82,1
883,74,39,Mum,S,HighSchool,Above-7,66,M,45,1
884,87,7,Mum,F,lowerlevel,Under-7,66,F,55,1
885,13,48,Father,F,HighSchool,Under-7,13,M,15,1
886,26,79,Father,S,MiddleSchool,Above-7,70,F,36,1
887,22,90,Father,F,MiddleSchool,Under-7,95,M,1,1
888,25,51,Father,F,lowerlevel,Under-7,21,F,5,1
889,98,51,Mum,F,MiddleSchool,Above-7,69,M,77,1
890,49,36,Father,F,HighSchool,Under-7,6,M,13,1
891,89,93,Mum,F,MiddleSchool,Under-7,78,M,70,1
892,36,5,Father,F,HighSchool,Under-7,97,F,80,1
893,66,2,Father,F,HighSchool,Above-7,11,F,10,0
894,93,4,Father,F,MiddleSchool,Under-7,16,M,4,1
895,31,8,Mum,S,MiddleSchool,Above-7,79,F,2,1
896,46,51,Mum,F,lowerlevel,Under-7,63,M,13,1
897,26,28,Father,F,lowerlevel,Under-7,50,F,5,1
898,48,99,Mum,S,lowerlevel,Above-7,98,F,8,1
899,32,61,Father,S,HighSchool,Above-7,11,F,25,0
900,41,48,Mum,F,MiddleSchool,Above-7,55,M,10,1
901,24,82,Mum,F,MiddleSchool,Under-7,59,F,29,1
902,87,99,Father,S,MiddleSchool,Under-7,65,F,15,1
903,35,68,Mum,F,lowerlevel,Above-7,91,M,23,1
904,21,4,Mum,F,HighSchool,Under-7,68,F,5,1
905,52,79,Father,S,HighSchool,Above-7,65,F,60,1
906,89,68,Mum,S,HighSchool,Under-7,18,F,39,1
907,11,80,Father,F,MiddleSchool,Under-7,79,M,30,1
908,76,73,Mum,F,MiddleSchool,Above-7,19,F,12,1
909,88,46,Father,S,lowerlevel,Under-7,63,F,71,1
910,70,6,Mum,F,MiddleSchool,Under-7,1,F,19,1
911,1,71,Mum,F,lowerlevel,Above-7,77,M,42,1
912,63,98,Mum,S,HighSchool,Under-7,27,F,13,1
913,93,2,Mum,S,MiddleSchool,Under-7,15,F,83,1
914,58,17,Mum,F,MiddleSchool,Under-7,94,F,35,1
915,46,48,Father,S,lowerlevel,Under-7,51,F,33,1
916,41,14,Father,F,lowerlevel,Under-7,6,M,100,1
917,54,55,Father,F,MiddleSchool,Above-7,21,F,32,1
918,46,19,Mum,S,lowerlevel,Above-7,8,F,10,0
919,88,21,Father,F,MiddleSchool,Under-7,3,M,70,1
920,18,34,Mum,S,lowerlevel,Under-7,61,F,15,1
921,91,15,Mum,S,lowerlevel,Above-7,34,F,35,1
922,70,68,Mum,S,lowerlevel,Above-7,92,M,67,1
923,54,22,Father,F,lowerlevel,Above-7,6,M,5,0
924,20,23,Mum,F,MiddleSchool,Under-7,60,M,72,1
925,4,40,Father,S,lowerlevel,Above-7,26,F,66,0
926,15,44,Mum,S,lowerlevel,Under-7,68,F,7,1
927,66,81,Mum,S,HighSchool,Under-7,79,M,35,1
928,77,77,Father,F,lowerlevel,Above-7,50,M,83,1
929,86,81,Mum,S,MiddleSchool,Above-7,63,F,1,1
930,54,89,Mum,S,MiddleSchool,Under-7,84,F,19,1
931,13,31,Father,F,lowerlevel,Above-7,88,M,88,1
932,8,79,Father,F,lowerlevel,Above-7,76,F,50,1
933,76,24,Father,S,HighSchool,Under-7,94,M,75,1
934,5,96,Mum,S,lowerlevel,Above-7,52,F,22,0
935,98,26,Mum,F,HighSchool,Above-7,2,F,6,0
936,59,4,Mum,F,MiddleSchool,Under-7,81,M,2,1
937,40,24,Mum,F,HighSchool,Above-7,83,M,69,1
938,98,65,Father,F,lowerlevel,Under-7,20,F,18,1
939,57,96,Mum,S,MiddleSchool,Above-7,58,M,27,1
940,5,8,Father,S,lowerlevel,Above-7,29,F,59,0
941,9,75,Father,S,HighSchool,Under-7,89,F,18,1
942,24,30,Mum,F,MiddleSchool,Under-7,84,M,72,1
943,38,10,Mum,F,MiddleSchool,Above-7,38,M,83,1
944,58,4,Mum,F,HighSchool,Above-7,83,M,21,1
945,17,90,Mum,F,MiddleSchool,Under-7,92,F,76,1
946,38,36,Father,F,HighSchool,Under-7,74,F,15,1
947,56,69,Mum,F,lowerlevel,Above-7,34,M,39,1
948,66,36,Father,F,lowerlevel,Above-7,85,F,20,1
949,37,82,Father,S,MiddleSchool,Above-7,85,M,1,1
950,4,75,Father,F,MiddleSchool,Above-7,17,M,28,0
951,77,19,Father,F,lowerlevel,Under-7,66,M,52,1
952,14,31,Mum,S,MiddleSchool,Under-7,68,M,45,1
953,11,69,Father,F,MiddleSchool,Above-7,61,F,76,1
954,14,36,Mum,F,lowerlevel,Under-7,74,F,39,1
955,75,14,Father,S,lowerlevel,Above-7,3,F,98,0
956,41,22,Father,S,lowerlevel,Under-7,35,F,66,1
957,36,35,Father,S,HighSchool,Under-7,36,F,71,1
958,51,74,Father,F,MiddleSchool,Above-7,63,F,51,1
959,34,65,Mum,S,lowerlevel,Above-7,5,F,66,0
960,76,10,Father,S,MiddleSchool,Above-7,25,M,74,1
961,32,23,Mum,S,MiddleSchool,Above-7,86,F,74,1
962,29,80,Father,F,MiddleSchool,Under-7,72,F,25,1
963,2,34,Father,F,MiddleSchool,Above-7,26,F,28,0
964,19,92,Mum,F,MiddleSchool,Above-7,14,M,50,0
965,55,53,Mum,S,lowerlevel,Under-7,24,M,99,1
966,32,26,Father,S,lowerlevel,Above-7,95,F,75,1
967,50,38,Mum,F,MiddleSchool,Above-7,6,F,41,0
968,59,69,Mum,S,HighSchool,Under-7,14,M,77,1
969,8,17,Father,F,HighSchool,Above-7,66,F,76,1
970,64,14,Mum,F,MiddleSchool,Above-7,19,M,78,1
971,85,73,Mum,S,HighSchool,Under-7,66,F,77,1
972,73,59,Mum,F,HighSchool,Above-7,69,M,27,1
973,22,25,Mum,S,lowerlevel,Under-7,77,M,0,1
974,42,97,Father,F,MiddleSchool,Above-7,21,M,5,1
975,58,41,Father,F,HighSchool,Under-7,28,F,99,1
976,6,53,Father,S,lowerlevel,Above-7,54,M,20,0
977,22,74,Father,F,HighSchool,Under-7,4,M,1,1
978,51,1,Father,F,MiddleSchool,Above-7,4,M,7,0
979,88,20,Father,S,HighSchool,Above-7,40,F,96,1
980,3,25,Father,S,HighSchool,Above-7,81,F,10,0
981,93,89,Father,F,MiddleSchool,Above-7,91,F,82,1
982,51,81,Mum,F,HighSchool,Above-7,29,M,82,1
983,44,33,Mum,F,HighSchool,Above-7,33,M,71,1
984,71,72,Mum,F,MiddleSchool,Above-7,1,M,62,1
985,45,49,Mum,S,HighSchool,Under-7,43,M,33,1
986,93,86,Mum,S,lowerlevel,Above-7,93,M,21,1
987,1,92,Father,S,lowerlevel,Above-7,77,F,8,0
988,55,88,Mum,S,HighSchool,Under-7,34,F,28,1
989,49,33,Father,S,MiddleSchool,Under-7,48,M,24,1
990,42,39,Mum,F,lowerlevel,Under-7,82,M,49,1
991,3,61,Mum,S,lowerlevel,Above-7,34,M,89,0
992,82,15,Father,S,MiddleSchool,Above-7,64,F,15,1
993,45,16,Mum,S,lowerlevel,Above-7,63,M,83,1
994,66,25,Father,S,MiddleSchool,Above-7,92,M,17,1
995,26,43,Father,S,MiddleSchool,Under-7,19,M,76,1
996,86,70,Mum,F,HighSchool,Under-7,95,M,83,1
997,65,66,Mum,S,lowerlevel,Under-7,62,M,2,1
998,31,19,Mum,S,lowerlevel,Under-7,93,M,79,1
999,86,16,Father,F,MiddleSchool,Above-7,95,F,97,1
0,x<10,x>70,Father,S,HighSchool,Under-7,x>76,F,x<10,1
1,20<x<66,x>70,Father,F,MiddleSchool,Under-7,15<x<35,F,10<x<23,1
2,x<10,10<x<70,Father,F,HighSchool,Above-7,35<x<76,F,10<x<23,0
3,20<x<66,10<x<70,Mum,S,MiddleSchool,Above-7,x>76,F,10<x<23,1
4,x>66,10<x<70,Father,S,HighSchool,Under-7,15<x<35,M,x>50,1
5,x>66,x>70,Mum,F,HighSchool,Under-7,x<15,F,x>50,1
6,x>66,10<x<70,Father,F,MiddleSchool,Under-7,x<15,F,23<x<50,1
7,20<x<66,x<2,Father,S,HighSchool,Under-7,x<15,F,x<10,0
8,x<10,10<x<70,Father,F,MiddleSchool,Above-7,35<x<76,F,x>50,1
9,20<x<66,10<x<70,Father,F,HighSchool,Under-7,35<x<76,F,x>50,1
10,20<x<66,10<x<70,Mum,F,MiddleSchool,Under-7,35<x<76,F,10<x<23,1
11,20<x<66,10<x<70,Father,F,lowerlevel,Under-7,35<x<76,F,x>50,1
12,20<x<66,x>70,Mum,S,MiddleSchool,Under-7,x>76,F,23<x<50,1
13,x<10,10<x<70,Father,S,MiddleSchool,Under-7,35<x<76,F,x>50,1
14,20<x<66,10<x<70,Father,F,MiddleSchool,Under-7,15<x<35,F,x>50,1
15,20<x<66,10<x<70,Mum,F,MiddleSchool,Under-7,35<x<76,F,10<x<23,1
16,10<x<20,10<x<70,Mum,F,MiddleSchool,Above-7,x>76,F,x>50,1
17,x<10,x>70,Father,S,lowerlevel,Above-7,35<x<76,F,10<x<23,0
18,x>66,x<2,Mum,F,MiddleSchool,Above-7,15<x<35,F,10<x<23,1
19,x>66,10<x<70,Father,F,lowerlevel,Under-7,15<x<35,M,x>50,1
20,x<10,x>70,Father,S,MiddleSchool,Under-7,35<x<76,F,x>50,1
21,20<x<66,2<x<10,Father,S,HighSchool,Above-7,35<x<76,M,x>50,1
22,20<x<66,10<x<70,Mum,F,lowerlevel,Under-7,x>76,M,x>50,1
23,20<x<66,2<x<10,Mum,F,HighSchool,Under-7,x>76,F,x>50,1
24,20<x<66,x>70,Father,F,lowerlevel,Under-7,x>76,M,x>50,1
25,20<x<66,x>70,Mum,F,MiddleSchool,Above-7,x>76,M,10<x<23,1
26,20<x<66,10<x<70,Father,F,HighSchool,Above-7,35<x<76,M,10<x<23,1
27,x>66,10<x<70,Father,F,lowerlevel,Above-7,35<x<76,M,x>50,1
28,20<x<66,x>70,Mum,F,MiddleSchool,Under-7,35<x<76,M,10<x<23,1
29,20<x<66,10<x<70,Mum,S,lowerlevel,Above-7,x<15,M,x<10,0
30,10<x<20,x>70,Mum,F,MiddleSchool,Above-7,x>76,M,23<x<50,1
31,20<x<66,10<x<70,Father,F,lowerlevel,Above-7,15<x<35,F,x>50,1
32,x>66,x>70,Mum,S,MiddleSchool,Above-7,x<15,F,x>50,1
33,x<10,x>70,Mum,S,MiddleSchool,Under-7,35<x<76,F,x>50,1
34,20<x<66,10<x<70,Father,F,MiddleSchool,Above-7,35<x<76,F,x>50,1
35,20<x<66,10<x<70,Father,F,MiddleSchool,Above-7,35<x<76,F,x>50,1
36,x>66,10<x<70,Father,S,HighSchool,Under-7,35<x<76,F,x>50,1
37,20<x<66,x>70,Mum,F,MiddleSchool,Above-7,x<15,F,x>50,1
38,20<x<66,x>70,Mum,F,HighSchool,Under-7,x>76,M,23<x<50,1
39,20<x<66,10<x<70,Mum,S,MiddleSchool,Under-7,x<15,F,x>50,1
40,20<x<66,10<x<70,Father,S,HighSchool,Above-7,35<x<76,M,23<x<50,1
41,20<x<66,10<x<70,Mum,F,HighSchool,Under-7,x>76,M,x<10,1
42,20<x<66,10<x<70,Mum,F,MiddleSchool,Above-7,x>76,F,23<x<50,1
43,x>66,x>70,Mum,F,lowerlevel,Under-7,35<x<76,F,x>50,1
44,20<x<66,10<x<70,Mum,S,lowerlevel,Above-7,x>76,F,x>50,1
45,10<x<20,x>70,Father,S,MiddleSchool,Under-7,35<x<76,M,23<x<50,1
46,20<x<66,2<x<10,Father,S,lowerlevel,Above-7,35<x<76,M,23<x<50,1
47,20<x<66,10<x<70,Mum,F,HighSchool,Above-7,35<x<76,M,x>50,1
48,x>66,x>70,Mum,F,MiddleSchool,Under-7,x>76,M,23<x<50,1
49,20<x<66,2<x<10,Father,S,lowerlevel,Above-7,15<x<35,F,x>50,0
50,x>66,x>70,Mum,S,MiddleSchool,Under-7,x>76,F,x<10,1
51,20<x<66,10<x<70,Mum,F,lowerlevel,Under-7,x>76,F,10<x<23,1
52,20<x<66,10<x<70,Mum,S,lowerlevel,Above-7,x>76,F,x>50,1
53,x<10,10<x<70,Mum,F,lowerlevel,Under-7,35<x<76,M,x>50,1
54,20<x<66,10<x<70,Mum,F,MiddleSchool,Above-7,35<x<76,M,x>50,1
55,x<10,10<x<70,Mum,F,HighSchool,Under-7,x>76,M,x<10,1
56,20<x<66,x>70,Father,S,MiddleSchool,Above-7,35<x<76,M,23<x<50,1
57,20<x<66,x>70,Father,S,lowerlevel,Under-7,15<x<35,F,23<x<50,1
58,x>66,x>70,Father,S,MiddleSchool,Above-7,35<x<76,M,10<x<23,1
59,10<x<20,10<x<70,Father,S,MiddleSchool,Above-7,35<x<76,M,x>50,1
60,x<10,2<x<10,Father,F,HighSchool,Under-7,x>76,M,23<x<50,1
61,20<x<66,10<x<70,Father,F,lowerlevel,Under-7,35<x<76,F,x>50,1
62,x<10,x>70,Mum,F,MiddleSchool,Under-7,15<x<35,F,x<10,1
63,x>66,10<x<70,Father,S,lowerlevel,Under-7,35<x<76,M,x<10,1
64,20<x<66,x>70,Mum,S,lowerlevel,Above-7,15<x<35,M,x>50,1
65,20<x<66,x>70,Father,S,lowerlevel,Under-7,35<x<76,F,x<10,1
66,20<x<66,10<x<70,Father,S,HighSchool,Under-7,x>76,F,x>50,1
67,x>66,10<x<70,Father,S,HighSchool,Under-7,15<x<35,M,23<x<50,1
68,x<10,x>70,Mum,F,MiddleSchool,Under-7,x>76,M,x>50,1
69,x>66,x>70,Mum,S,lowerlevel,Under-7,x<15,F,x<10,1
70,20<x<66,2<x<10,Mum,F,HighSchool,Under-7,15<x<35,M,23<x<50,1
71,20<x<66,10<x<70,Mum,S,MiddleSchool,Above-7,35<x<76,M,x>50,1
72,x>66,2<x<10,Father,F,HighSchool,Under-7,35<x<76,F,23<x<50,1
73,x>66,10<x<70,Mum,S,HighSchool,Above-7,x<15,F,x<10,0
74,20<x<66,10<x<70,Father,S,HighSchool,Under-7,35<x<76,M,23<x<50,1
75,x>66,10<x<70,Mum,S,HighSchool,Under-7,x<15,F,x>50,1
76,x>66,2<x<10,Father,S,lowerlevel,Above-7,15<x<35,F,x>50,1
77,20<x<66,10<x<70,Father,S,HighSchool,Under-7,35<x<76,F,23<x<50,1
78,20<x<66,x>70,Mum,F,MiddleSchool,Above-7,x>76,M,23<x<50,1
79,10<x<20,10<x<70,Mum,S,MiddleSchool,Above-7,x<15,M,x<10,0
80,x>66,10<x<70,Father,S,lowerlevel,Above-7,x<15,F,x<10,0
81,20<x<66,x>70,Father,S,MiddleSchool,Under-7,x<15,M,23<x<50,1
82,20<x<66,x>70,Father,S,HighSchool,Above-7,35<x<76,F,x>50,1
83,x>66,x>70,Father,S,HighSchool,Above-7,15<x<35,M,x>50,1
84,20<x<66,x<2,Father,S,lowerlevel,Under-7,15<x<35,F,x>50,1
85,20<x<66,10<x<70,Mum,F,lowerlevel,Under-7,35<x<76,M,x>50,1
86,10<x<20,10<x<70,Mum,S,lowerlevel,Above-7,x<15,F,23<x<50,0
87,x>66,10<x<70,Father,F,HighSchool,Under-7,35<x<76,M,x>50,1
88,10<x<20,x>70,Mum,S,lowerlevel,Under-7,35<x<76,M,x>50,1
89,20<x<66,x>70,Father,F,MiddleSchool,Above-7,x>76,F,23<x<50,1
90,x>66,x>70,Father,S,HighSchool,Above-7,x>76,M,23<x<50,1
91,x>66,x<2,Mum,S,MiddleSchool,Under-7,x>76,F,x>50,1
92,10<x<20,10<x<70,Mum,S,lowerlevel,Under-7,35<x<76,F,x<10,1
93,x>66,x>70,Mum,F,lowerlevel,Above-7,35<x<76,F,x>50,1
94,20<x<66,10<x<70,Father,S,lowerlevel,Above-7,x>76,M,x>50,1
95,x>66,10<x<70,Father,S,lowerlevel,Above-7,x>76,F,x>50,1
96,10<x<20,2<x<10,Father,S,lowerlevel,Under-7,35<x<76,F,x>50,1
97,x>66,x>70,Mum,S,HighSchool,Under-7,x<15,M,x>50,1
98,20<x<66,10<x<70,Mum,F,HighSchool,Under-7,x>76,F,23<x<50,1
99,20<x<66,x>70,Father,F,lowerlevel,Above-7,x>76,M,x>50,1
100,20<x<66,10<x<70,Father,S,HighSchool,Above-7,35<x<76,M,x>50,1
101,20<x<66,10<x<70,Father,F,HighSchool,Above-7,x<15,M,23<x<50,0
102,20<x<66,10<x<70,Mum,F,lowerlevel,Above-7,x>76,F,x>50,1
103,x>66,10<x<70,Mum,S,lowerlevel,Under-7,x>76,F,x>50,1
104,20<x<66,10<x<70,Mum,S,MiddleSchool,Above-7,15<x<35,F,x>50,1
105,20<x<66,10<x<70,Mum,S,MiddleSchool,Above-7,x>76,F,x>50,1
106,20<x<66,10<x<70,Father,F,MiddleSchool,Under-7,x>76,M,23<x<50,1
107,10<x<20,10<x<70,Father,F,MiddleSchool,Under-7,35<x<76,F,x<10,1
108,20<x<66,10<x<70,Mum,F,lowerlevel,Under-7,15<x<35,F,x<10,1
109,20<x<66,x>70,Father,S,HighSchool,Above-7,x>76,F,x>50,1
110,10<x<20,10<x<70,Father,F,MiddleSchool,Under-7,35<x<76,F,x<10,1
111,x>66,x>70,Father,S,HighSchool,Above-7,x>76,M,10<x<23,1
112,20<x<66,2<x<10,Father,F,HighSchool,Under-7,35<x<76,F,x<10,1
113,x>66,x>70,Mum,S,HighSchool,Under-7,15<x<35,M,x>50,1
114,20<x<66,x>70,Father,S,lowerlevel,Under-7,x>76,F,10<x<23,1
115,x<10,10<x<70,Father,F,MiddleSchool,Above-7,x>76,F,x>50,1
116,20<x<66,x>70,Mum,F,HighSchool,Under-7,x<15,M,10<x<23,1
117,x>66,x>70,Mum,F,HighSchool,Under-7,15<x<35,M,x>50,1
118,20<x<66,10<x<70,Father,F,lowerlevel,Above-7,15<x<35,M,x>50,1
119,x>66,x>70,Mum,F,MiddleSchool,Under-7,35<x<76,M,x>50,1
120,x>66,x>70,Mum,S,HighSchool,Under-7,35<x<76,F,23<x<50,1
121,x>66,10<x<70,Father,S,MiddleSchool,Under-7,15<x<35,F,10<x<23,1
122,x>66,10<x<70,Father,F,HighSchool,Above-7,35<x<76,M,x<10,1
123,x>66,10<x<70,Mum,F,MiddleSchool,Above-7,15<x<35,M,x>50,1
124,10<x<20,2<x<10,Mum,S,lowerlevel,Above-7,15<x<35,F,x>50,0
125,20<x<66,10<x<70,Mum,F,HighSchool,Under-7,x>76,F,23<x<50,1
126,20<x<66,x>70,Mum,S,MiddleSchool,Above-7,x<15,M,10<x<23,0
127,20<x<66,10<x<70,Father,S,MiddleSchool,Above-7,15<x<35,M,x>50,1
128,20<x<66,10<x<70,Father,F,lowerlevel,Above-7,35<x<76,F,10<x<23,1
129,20<x<66,10<x<70,Father,S,MiddleSchool,Under-7,35<x<76,F,x>50,1
130,20<x<66,2<x<10,Father,S,MiddleSchool,Above-7,x>76,F,23<x<50,1
131,20<x<66,2<x<10,Mum,F,HighSchool,Under-7,35<x<76,M,10<x<23,1
132,20<x<66,10<x<70,Father,F,HighSchool,Above-7,x>76,M,x>50,1
133,x<10,10<x<70,Mum,S,lowerlevel,Above-7,35<x<76,F,x>50,0
134,10<x<20,x>70,Father,F,lowerlevel,Above-7,x>76,M,x<10,1
135,x>66,x>70,Mum,S,HighSchool,Above-7,35<x<76,F,x<10,1
136,x>66,x>70,Mum,S,MiddleSchool,Under-7,15<x<35,F,x>50,1
137,x>66,10<x<70,Father,F,HighSchool,Above-7,x>76,F,x<10,1
138,10<x<20,10<x<70,Mum,S,HighSchool,Above-7,35<x<76,F,23<x<50,1
139,20<x<66,x>70,Mum,F,HighSchool,Under-7,15<x<35,M,x<10,1
140,20<x<66,10<x<70,Father,S,HighSchool,Under-7,35<x<76,M,23<x<50,1
141,20<x<66,10<x<70,Father,F,lowerlevel,Under-7,15<x<35,F,x>50,1
142,20<x<66,10<x<70,Mum,S,MiddleSchool,Above-7,15<x<35,F,10<x<23,0
143,x>66,x>70,Mum,F,lowerlevel,Under-7,15<x<35,M,x>50,1
144,x>66,10<x<70,Father,F,HighSchool,Under-7,35<x<76,F,x>50,1
145,20<x<66,x>70,Mum,S,MiddleSchool,Above-7,35<x<76,M,x>50,1
146,20<x<66,x>70,Father,F,MiddleSchool,Above-7,35<x<76,F,x>50,1
147,20<x<66,2<x<10,Father,F,lowerlevel,Under-7,35<x<76,M,x>50,1
148,20<x<66,10<x<70,Mum,S,lowerlevel,Above-7,35<x<76,F,10<x<23,1
149,x<10,x>70,Father,F,MiddleSchool,Above-7,15<x<35,F,x>50,0
150,x<10,x>70,Father,F,lowerlevel,Above-7,x<15,M,10<x<23,0
151,10<x<20,10<x<70,Father,S,HighSchool,Above-7,15<x<35,F,x<10,0
152,20<x<66,10<x<70,Mum,S,HighSchool,Under-7,35<x<76,F,x>50,1
153,20<x<66,10<x<70,Mum,F,MiddleSchool,Above-7,15<x<35,F,x>50,1
154,x<10,10<x<70,Mum,S,MiddleSchool,Above-7,15<x<35,M,23<x<50,0
155,x>66,10<x<70,Father,F,MiddleSchool,Under-7,x<15,F,23<x<50,1
156,20<x<66,10<x<70,Mum,S,MiddleSchool,Above-7,35<x<76,M,x>50,1
157,20<x<66,10<x<70,Father,F,HighSchool,Under-7,15<x<35,F,x>50,1
158,20<x<66,10<x<70,Mum,S,lowerlevel,Above-7,x>76,M,10<x<23,1
159,x<10,2<x<10,Father,S,lowerlevel,Above-7,x>76,M,10<x<23,0
160,x<10,x>70,Mum,S,lowerlevel,Under-7,x>76,F,x<10,1
161,20<x<66,x>70,Mum,S,MiddleSchool,Under-7,35<x<76,M,x<10,1
162,x<10,10<x<70,Father,S,MiddleSchool,Under-7,x>76,F,x>50,1
163,20<x<66,10<x<70,Mum,F,MiddleSchool,Under-7,35<x<76,F,x>50,1
164,20<x<66,10<x<70,Mum,S,MiddleSchool,Under-7,35<x<76,F,x>50,1
165,10<x<20,10<x<70,Mum,F,HighSchool,Under-7,15<x<35,M,x>50,1
166,20<x<66,10<x<70,Father,F,HighSchool,Under-7,35<x<76,F,x<10,1
167,20<x<66,10<x<70,Father,S,HighSchool,Under-7,35<x<76,F,x>50,1
168,x>66,x>70,Mum,F,HighSchool,Above-7,x>76,F,10<x<23,1
169,10<x<20,10<x<70,Mum,F,HighSchool,Above-7,15<x<35,F,x>50,1
170,x<10,10<x<70,Mum,S,MiddleSchool,Above-7,35<x<76,M,x<10,0
171,20<x<66,10<x<70,Mum,F,HighSchool,Under-7,x<15,M,x>50,1
172,x>66,10<x<70,Father,F,HighSchool,Under-7,x<15,M,x>50,1
173,x>66,10<x<70,Mum,S,MiddleSchool,Above-7,x>76,M,x>50,1
174,x<10,10<x<70,Mum,F,HighSchool,Under-7,x>76,F,x>50,1
175,x<10,10<x<70,Mum,S,lowerlevel,Under-7,15<x<35,F,x>50,1
176,20<x<66,10<x<70,Mum,S,lowerlevel,Above-7,x>76,F,x>50,1
177,10<x<20,x>70,Father,S,MiddleSchool,Above-7,15<x<35,M,x>50,0
178,x>66,x>70,Father,S,MiddleSchool,Above-7,x<15,F,x<10,0
179,10<x<20,10<x<70,Father,S,lowerlevel,Above-7,35<x<76,F,x>50,1
180,10<x<20,x>70,Mum,S,HighSchool,Above-7,15<x<35,F,x<10,0
181,x<10,10<x<70,Father,S,lowerlevel,Under-7,35<x<76,F,23<x<50,1
182,20<x<66,x<2,Mum,F,lowerlevel,Under-7,x<15,F,10<x<23,1
183,20<x<66,10<x<70,Father,S,MiddleSchool,Under-7,35<x<76,F,10<x<23,1
184,20<x<66,10<x<70,Father,F,MiddleSchool,Under-7,15<x<35,F,23<x<50,1
185,x<10,x>70,Mum,F,lowerlevel,Above-7,35<x<76,M,x<10,0
186,10<x<20,x>70,Father,S,HighSchool,Above-7,15<x<35,M,10<x<23,0
187,20<x<66,10<x<70,Mum,S,MiddleSchool,Under-7,x>76,F,23<x<50,1
188,x>66,x>70,Mum,F,lowerlevel,Above-7,x>76,F,x<10,1
189,x>66,x>70,Mum,S,lowerlevel,Above-7,35<x<76,M,x<10,1
190,x<10,x>70,Father,F,HighSchool,Above-7,35<x<76,M,x>50,1
191,x>66,10<x<70,Father,S,lowerlevel,Above-7,15<x<35,F,x>50,1
192,10<x<20,10<x<70,Mum,S,MiddleSchool,Under-7,15<x<35,F,23<x<50,1
193,20<x<66,10<x<70,Father,S,HighSchool,Under-7,x<15,M,23<x<50,1
194,20<x<66,10<x<70,Father,F,lowerlevel,Above-7,35<x<76,M,10<x<23,1
195,x>66,10<x<70,Father,F,MiddleSchool,Above-7,x>76,F,x>50,1
196,x>66,x>70,Father,S,lowerlevel,Under-7,15<x<35,F,10<x<23,1
197,x>66,10<x<70,Mum,F,lowerlevel,Above-7,15<x<35,M,10<x<23,1
198,x>66,10<x<70,Mum,S,lowerlevel,Above-7,35<x<76,F,23<x<50,1
199,20<x<66,2<x<10,Mum,F,MiddleSchool,Under-7,x>76,M,x>50,1
200,20<x<66,10<x<70,Mum,F,HighSchool,Above-7,x<15,M,x>50,1
201,x<10,2<x<10,Mum,F,lowerlevel,Under-7,15<x<35,F,10<x<23,1
202,20<x<66,10<x<70,Mum,F,lowerlevel,Under-7,35<x<76,M,10<x<23,1
203,20<x<66,10<x<70,Father,F,MiddleSchool,Under-7,x>76,F,10<x<23,1
204,x>66,10<x<70,Mum,F,MiddleSchool,Above-7,15<x<35,F,10<x<23,1
205,20<x<66,10<x<70,Father,F,HighSchool,Above-7,15<x<35,F,x>50,1
206,x>66,10<x<70,Mum,F,lowerlevel,Above-7,x<15,F,10<x<23,1
207,x>66,x>70,Father,S,MiddleSchool,Under-7,x>76,M,x>50,1
208,20<x<66,10<x<70,Father,F,MiddleSchool,Under-7,35<x<76,M,x>50,1
209,20<x<66,10<x<70,Mum,S,lowerlevel,Above-7,x>76,F,x>50,1
210,x>66,10<x<70,Father,F,lowerlevel,Under-7,35<x<76,F,x>50,1
211,20<x<66,2<x<10,Father,S,HighSchool,Under-7,x<15,F,x<10,1
212,x<10,x>70,Father,S,HighSchool,Under-7,35<x<76,F,23<x<50,1
213,20<x<66,10<x<70,Father,S,lowerlevel,Above-7,x>76,F,x>50,1
214,x>66,10<x<70,Father,S,lowerlevel,Under-7,15<x<35,M,x>50,1
215,x>66,10<x<70,Father,S,lowerlevel,Above-7,x<15,F,x>50,0
216,x>66,x>70,Mum,S,lowerlevel,Under-7,x>76,F,23<x<50,1
217,20<x<66,x>70,Mum,S,MiddleSchool,Above-7,15<x<35,F,x<10,0
218,20<x<66,x>70,Father,F,lowerlevel,Under-7,35<x<76,F,23<x<50,1
219,x>66,10<x<70,Father,F,HighSchool,Under-7,35<x<76,M,x>50,1
220,20<x<66,x>70,Father,F,lowerlevel,Under-7,x>76,M,x<10,1
221,20<x<66,10<x<70,Father,F,MiddleSchool,Under-7,15<x<35,M,10<x<23,1
222,x>66,10<x<70,Father,S,lowerlevel,Above-7,x<15,M,x>50,0
223,10<x<20,10<x<70,Mum,S,lowerlevel,Above-7,35<x<76,M,10<x<23,0
224,x>66,x>70,Father,S,MiddleSchool,Above-7,35<x<76,F,x<10,1
225,20<x<66,x>70,Father,S,lowerlevel,Under-7,15<x<35,M,x<10,1
226,10<x<20,10<x<70,Mum,F,lowerlevel,Above-7,15<x<35,M,x>50,1
227,x>66,10<x<70,Father,S,lowerlevel,Above-7,15<x<35,F,x>50,1
228,x<10,10<x<70,Mum,S,HighSchool,Under-7,35<x<76,M,x>50,1
229,x>66,10<x<70,Father,S,MiddleSchool,Above-7,15<x<35,F,x>50,1
230,20<x<66,x<2,Father,S,lowerlevel,Above-7,x>76,M,23<x<50,1
231,20<x<66,10<x<70,Father,F,lowerlevel,Above-7,x>76,F,x>50,1
