id,age,country,educational-num,fnlwgt,gender,hours-per-week,race,relationship,workclass,class
736,36,non-US,12,142061,Male,74,Amer-Indian-Eskimo,Unmarried,Self-emp-not-inc,0
737,28,US,15,49325,Female,52,Black,Wife,Self-emp-inc,0
738,43,US,14,174724,Male,44,White,Not-in-family,Self-emp-not-inc,1
739,83,US,7,221881,Female,2,Black,Husband,Self-emp-inc,0
740,19,US,13,203570,Male,75,Amer-Indian-Eskimo,Husband,Federal-gov,0
741,44,non-US,11,224954,Male,49,Black,Other-relative,Private,0
742,76,US,12,182566,Male,52,Black,Not-in-family,Federal-gov,1
743,26,US,11,166789,Male,8,Amer-Indian-Eskimo,Not-in-family,Never-worked,0
744,75,US,4,289909,Female,89,White,Wife,Self-emp-not-inc,0
745,65,non-US,10,71650,Female,58,White,Own-child,Self-emp-inc,0
746,87,US,4,123703,Male,47,Black,Wife,Without-pay,0
747,65,non-US,7,114580,Female,51,Amer-Indian-Eskimo,Wife,Private,0
748,32,US,10,245029,Male,60,Asian-Pac-Islander,Husband,Self-emp-not-inc,0
749,30,US,7,118901,Male,87,Other,Own-child,Local-gov,0
750,27,US,9,139916,Male,96,Asian-Pac-Islander,Unmarried,Private,0
751,62,non-US,8,79980,Male,24,Black,Not-in-family,Federal-gov,0
752,49,US,7,39640,Male,16,Black,Unmarried,Local-gov,0
753,62,US,7,189664,Male,54,Asian-Pac-Islander,Own-child,Self-emp-inc,0
754,20,non-US,12,49884,Male,41,Other,Unmarried,Self-emp-inc,0
755,28,non-US,4,219897,Male,81,Asian-Pac-Islander,Wife,Self-emp-not-inc,0
756,24,non-US,8,49115,Female,65,White,Other-relative,Private,0
757,67,non-US,9,332689,Female,29,Amer-Indian-Eskimo,Unmarried,Without-pay,0
758,23,non-US,2,231569,Female,64,Amer-Indian-Eskimo,Other-relative,Self-emp-inc,0
759,50,non-US,11,30731,Male,64,Asian-Pac-Islander,Not-in-family,Never-worked,0
760,38,US,9,448026,Male,76,White,Unmarried,State-gov,1
761,59,non-US,10,245193,Female,58,Black,Other-relative,Self-emp-not-inc,0
762,19,US,5,209449,Male,82,Other,Unmarried,Self-emp-inc,0
763,26,non-US,12,89495,Female,44,Black,Own-child,State-gov,0
764,62,US,11,94565,Male,45,Other,Wife,Private,0
765,51,non-US,10,254630,Male,91,Other,Other-relative,Self-emp-inc,0
766,18,non-US,11,206827,Female,58,White,Own-child,Without-pay,0
767,74,US,3,305129,Male,96,Asian-Pac-Islander,Unmarried,Local-gov,0
768,33,US,12,243019,Female,52,Other,Other-relative,Self-emp-inc,0
769,19,US,16,116541,Male,91,Amer-Indian-Eskimo,Own-child,State-gov,0
770,46,US,5,209934,Female,62,Black,Unmarried,State-gov,0
771,78,US,9,338409,Male,68,White,Own-child,State-gov,0
772,54,non-US,4,224943,Male,96,Black,Other-relative,Self-emp-not-inc,0
773,86,non-US,14,199067,Female,87,Other,Not-in-family,Self-emp-inc,0
774,53,US,16,233626,Female,98,Asian-Pac-Islander,Not-in-family,Local-gov,0
775,63,US,5,393673,Female,86,Asian-Pac-Islander,Unmarried,State-gov,0
776,30,non-US,11,129806,Male,22,Black,Husband,Without-pay,0
777,41,non-US,2,47707,Female,87,Other,Other-relative,Self-emp-inc,0
778,17,non-US,9,113735,Female,59,Black,Husband,Private,0
779,30,US,5,180647,Male,76,Other,Not-in-family,Never-worked,0
780,41,non-US,2,145748,Male,3,Asian-Pac-Islander,Own-child,Self-emp-not-inc,0
781,76,US,4,198478,Female,35,Asian-Pac-Islander,Other-relative,Self-emp-inc,0
782,76,US,5,427382,Female,27,Asian-Pac-Islander,Wife,Without-pay,0
783,83,non-US,16,186130,Female,77,Amer-Indian-Eskimo,Wife,Self-emp-not-inc,0
784,87,non-US,3,584790,Female,23,Amer-Indian-Eskimo,Not-in-family,Self-emp-inc,0
785,20,non-US,3,172304,Male,4,Asian-Pac-Islander,Not-in-family,Without-pay,0
786,45,US,8,145748,Female,65,Asian-Pac-Islander,Other-relative,Self-emp-not-inc,0
787,37,US,9,175972,Female,12,Asian-Pac-Islander,Husband,Local-gov,0
788,70,US,6,244413,Female,18,Other,Wife,Without-pay,0
789,32,non-US,4,101383,Male,28,White,Wife,Without-pay,0
790,32,non-US,9,353396,Male,38,Asian-Pac-Islander,Not-in-family,Local-gov,0
791,37,US,7,651396,Female,12,Amer-Indian-Eskimo,Other-relative,Federal-gov,0
792,72,non-US,8,30012,Male,54,Asian-Pac-Islander,Not-in-family,Never-worked,0
793,36,non-US,3,338833,Female,99,Black,Not-in-family,Federal-gov,0
794,77,non-US,1,201522,Female,75,Other,Unmarried,Never-worked,0
795,58,non-US,10,200492,Male,49,White,Not-in-family,Without-pay,1
796,17,US,15,201141,Female,17,Amer-Indian-Eskimo,Own-child,Self-emp-inc,0
797,22,US,1,220667,Female,19,Amer-Indian-Eskimo,Own-child,Without-pay,0
798,86,US,15,181589,Male,16,Other,Unmarried,Private,0
799,29,non-US,8,66440,Male,97,Other,Unmarried,Self-emp-inc,0
800,62,US,10,474617,Male,59,Amer-Indian-Eskimo,Other-relative,Local-gov,0
801,47,US,5,152452,Male,34,Amer-Indian-Eskimo,Unmarried,Without-pay,0
802,71,US,16,285610,Male,41,Asian-Pac-Islander,Other-relative,Private,0
803,86,non-US,13,150717,Male,38,Amer-Indian-Eskimo,Own-child,Without-pay,0
804,79,non-US,9,226443,Male,66,White,Unmarried,Self-emp-not-inc,0
805,46,non-US,14,153169,Male,44,Other,Unmarried,Self-emp-inc,0
806,18,US,1,172907,Male,95,Amer-Indian-Eskimo,Wife,Never-worked,0
807,48,US,3,185394,Female,80,Asian-Pac-Islander,Unmarried,Federal-gov,0
808,32,US,7,226135,Male,63,Black,Unmarried,Federal-gov,0
809,22,non-US,16,38309,Female,23,Other,Wife,Federal-gov,0
810,67,US,8,632733,Male,48,Other,Own-child,Federal-gov,0
811,76,non-US,16,270151,Female,68,Asian-Pac-Islander,Own-child,Local-gov,0
812,24,US,13,53553,Female,38,White,Husband,Federal-gov,0
813,77,non-US,12,283602,Female,61,Other,Husband,Federal-gov,0
814,37,non-US,13,192978,Female,67,Other,Not-in-family,Self-emp-not-inc,0
815,51,non-US,2,133586,Female,79,Asian-Pac-Islander,Own-child,Federal-gov,0
816,43,US,16,452402,Female,18,Other,Wife,Federal-gov,0
817,27,US,4,188243,Male,94,Amer-Indian-Eskimo,Other-relative,State-gov,0
818,71,US,9,53930,Male,49,Other,Other-relative,Never-worked,0
819,69,US,6,88904,Male,22,Asian-Pac-Islander,Wife,Never-worked,0
820,38,US,6,133906,Male,53,Asian-Pac-Islander,Not-in-family,Self-emp-inc,0
821,17,non-US,1,185063,Male,94,Amer-Indian-Eskimo,Husband,Self-emp-inc,0
822,40,US,11,227065,Male,76,Black,Husband,Never-worked,1
823,63,US,14,203171,Male,94,Amer-Indian-Eskimo,Own-child,Local-gov,0
824,17,non-US,4,66278,Male,84,Amer-Indian-Eskimo,Other-relative,Never-worked,0
825,78,US,5,226985,Male,33,White,Not-in-family,Self-emp-inc,0
826,90,non-US,14,116080,Male,9,Other,Husband,Self-emp-inc,0
827,29,non-US,16,43921,Female,2,Asian-Pac-Islander,Other-relative,Federal-gov,0
828,29,non-US,16,161944,Female,25,Other,Other-relative,Self-emp-inc,0
829,55,US,14,105638,Female,95,Other,Unmarried,Private,0
830,36,non-US,6,289046,Male,64,Asian-Pac-Islander,Other-relative,Private,0
831,86,US,2,116975,Male,59,Black,Not-in-family,Never-worked,0
832,60,non-US,16,163870,Female,44,Black,Wife,Federal-gov,0
833,66,non-US,16,29145,Male,33,Asian-Pac-Islander,Own-child,Federal-gov,0
834,47,US,2,176566,Female,22,Black,Husband,Self-emp-not-inc,0
835,70,non-US,16,209970,Male,11,Amer-Indian-Eskimo,Own-child,State-gov,0
836,67,non-US,10,257992,Female,21,White,Other-relative,Self-emp-inc,0
837,66,non-US,2,162667,Male,36,Amer-Indian-Eskimo,Husband,Federal-gov,0
838,73,non-US,2,108386,Female,80,White,Other-relative,Self-emp-not-inc,0
839,38,US,16,253189,Male,26,White,Not-in-family,Federal-gov,1
840,25,US,4,199725,Female,5,Black,Wife,Self-emp-not-inc,0
841,23,non-US,14,89951,Male,47,White,Husband,Self-emp-inc,0
842,70,non-US,2,472517,Male,70,Asian-Pac-Islander,Wife,Local-gov,0
843,60,US,2,161460,Female,72,Amer-Indian-Eskimo,Wife,Local-gov,0
844,90,non-US,15,316119,Male,87,Amer-Indian-Eskimo,Not-in-family,Never-worked,0
845,59,non-US,4,31171,Female,10,Black,Unmarried,Private,0
846,38,non-US,10,336440,Male,15,White,Unmarried,State-gov,0
847,45,non-US,4,155469,Male,20,Other,Unmarried,Private,0
848,59,non-US,9,102632,Female,46,White,Wife,State-gov,0
849,50,non-US,2,350387,Female,45,Asian-Pac-Islander,Other-relative,Federal-gov,0
850,88,US,8,167650,Male,5,Black,Unmarried,Self-emp-inc,0
851,38,non-US,8,452452,Female,46,Black,Husband,Self-emp-inc,0
852,32,US,11,282063,Male,77,Black,Own-child,Self-emp-not-inc,0
853,74,non-US,4,145329,Female,90,Other,Unmarried,Self-emp-inc,0
854,75,US,14,139268,Male,9,White,Wife,Never-worked,0
855,73,non-US,9,317528,Female,95,Asian-Pac-Islander,Other-relative,Never-worked,0
856,59,US,3,163985,Male,74,Asian-Pac-Islander,Unmarried,Never-worked,0
857,37,US,2,412017,Female,6,Amer-Indian-Eskimo,Own-child,Never-worked,0
858,80,US,9,99830,Female,33,Amer-Indian-Eskimo,Wife,State-gov,0
859,63,US,4,53181,Female,97,White,Husband,Never-worked,0
860,27,non-US,13,154950,Female,2,Black,Unmarried,Private,0
861,49,non-US,10,50048,Female,54,Asian-Pac-Islander,Own-child,Never-worked,0
862,43,US,10,181661,Female,74,Black,Own-child,Federal-gov,0
863,75,US,16,212522,Female,47,Black,Unmarried,Self-emp-not-inc,0
864,38,US,9,394954,Male,96,White,Unmarried,Never-worked,0
865,80,US,9,185537,Male,26,Asian-Pac-Islander,Wife,Never-worked,0
866,46,non-US,8,273425,Male,96,Black,Wife,Without-pay,0
867,69,non-US,4,96190,Male,6,White,Own-child,Without-pay,0
868,59,US,14,96421,Female,97,Other,Husband,Local-gov,1
869,89,non-US,7,127295,Female,89,Amer-Indian-Eskimo,Wife,State-gov,0
870,26,US,3,59948,Female,96,Other,Not-in-family,Never-worked,0
871,33,US,15,258730,Male,1,Amer-Indian-Eskimo,Wife,Never-worked,0
872,63,non-US,14,46836,Female,94,Other,Not-in-family,Private,0
873,23,US,3,112626,Male,92,Black,Husband,Federal-gov,0
874,42,US,16,162580,Male,53,Asian-Pac-Islander,Wife,State-gov,0
875,23,non-US,13,287920,Female,46,Asian-Pac-Islander,Husband,Local-gov,0
876,17,non-US,16,328561,Female,87,Other,Unmarried,Never-worked,0
877,27,non-US,4,181139,Female,48,Black,Unmarried,Local-gov,0
878,72,non-US,16,26598,Male,15,White,Own-child,State-gov,0
879,86,US,4,203542,Male,44,Other,Wife,Never-worked,0
880,88,US,13,173314,Male,37,Asian-Pac-Islander,Unmarried,Federal-gov,0
881,32,US,16,209423,Female,6,Black,Other-relative,Self-emp-inc,0
882,68,non-US,2,154863,Female,20,Other,Wife,Without-pay,0
883,81,US,1,283896,Male,38,Other,Other-relative,Self-emp-not-inc,0
884,26,non-US,16,268358,Male,17,Black,Wife,Federal-gov,0
885,89,non-US,10,344492,Male,5,White,Husband,State-gov,0
886,39,US,3,245777,Female,78,White,Wife,Never-worked,0
887,68,non-US,5,184779,Male,41,Asian-Pac-Islander,Unmarried,Federal-gov,0
888,47,US,7,181031,Female,1,Asian-Pac-Islander,Unmarried,Local-gov,0
889,51,US,14,53612,Male,5,Amer-Indian-Eskimo,Other-relative,Federal-gov,0
890,27,non-US,15,182615,Female,80,White,Husband,Private,0
891,84,US,8,64830,Female,84,Black,Other-relative,Private,0
892,73,non-US,15,216941,Male,15,Other,Other-relative,Self-emp-inc,0
893,68,non-US,2,141028,Male,7,Asian-Pac-Islander,Wife,State-gov,0
894,58,US,10,93206,Female,36,Asian-Pac-Islander,Wife,Without-pay,0
895,72,non-US,5,256992,Male,77,Amer-Indian-Eskimo,Other-relative,Without-pay,0
896,80,non-US,5,57426,Female,24,White,Own-child,Federal-gov,0
897,80,US,6,187750,Female,73,Amer-Indian-Eskimo,Not-in-family,Federal-gov,0
898,32,non-US,1,250201,Female,73,Black,Own-child,Federal-gov,0
899,29,US,2,189878,Male,35,Other,Wife,Without-pay,0
900,81,US,10,179666,Female,63,Other,Own-child,Self-emp-inc,0
901,80,non-US,10,99328,Male,90,Other,Unmarried,Never-worked,0
902,88,non-US,3,32008,Male,84,White,Husband,Federal-gov,0
903,69,non-US,8,168796,Female,51,White,Own-child,Private,0
904,18,US,6,211482,Female,13,Asian-Pac-Islander,Not-in-family,Federal-gov,0
905,83,US,16,99175,Female,24,White,Wife,State-gov,0
906,70,US,13,79539,Female,94,Amer-Indian-Eskimo,Not-in-family,Never-worked,0
907,18,non-US,8,265881,Female,56,Amer-Indian-Eskimo,Unmarried,Self-emp-inc,0
908,57,US,15,139057,Female,23,Other,Wife,State-gov,0
909,83,non-US,3,215912,Female,14,Black,Own-child,Never-worked,0
910,76,non-US,5,110749,Male,48,Asian-Pac-Islander,Own-child,State-gov,0
911,21,non-US,1,111363,Male,52,Black,Not-in-family,State-gov,0
912,35,US,2,142689,Male,70,White,Unmarried,Federal-gov,0
913,81,US,8,47686,Female,72,Amer-Indian-Eskimo,Husband,Without-pay,0
914,66,non-US,10,314649,Male,31,Black,Own-child,State-gov,0
915,20,US,2,348152,Male,65,White,Wife,Never-worked,0
916,65,US,16,85708,Female,84,Black,Husband,Local-gov,1
917,73,US,8,247515,Male,34,Black,Wife,Self-emp-not-inc,0
918,27,non-US,3,93223,Male,85,Amer-Indian-Eskimo,Other-relative,Private,0
919,35,non-US,10,190488,Male,86,Amer-Indian-Eskimo,Own-child,Local-gov,0
920,72,US,4,202516,Female,60,White,Own-child,Private,0
921,17,US,7,191502,Male,62,White,Wife,Private,0
922,72,US,10,122194,Female,30,Other,Wife,Local-gov,0
923,19,non-US,6,286370,Male,56,Asian-Pac-Islander,Other-relative,Local-gov,0
924,47,non-US,6,199411,Female,3,Asian-Pac-Islander,Own-child,Without-pay,0
925,26,US,7,95680,Male,86,White,Wife,Never-worked,0
926,52,US,5,255176,Female,78,Asian-Pac-Islander,Unmarried,Federal-gov,0
927,70,US,3,191517,Male,40,White,Wife,Self-emp-not-inc,0
928,30,US,6,390157,Female,52,Asian-Pac-Islander,Own-child,State-gov,0
929,46,non-US,16,214235,Female,7,Other,Husband,Private,0
930,33,non-US,12,178610,Male,50,Asian-Pac-Islander,Husband,State-gov,0
931,67,non-US,2,95255,Male,19,Asian-Pac-Islander,Own-child,State-gov,0
932,21,non-US,11,302122,Female,48,Asian-Pac-Islander,Wife,Never-worked,0
933,39,non-US,4,183479,Male,74,Asian-Pac-Islander,Not-in-family,Without-pay,0
934,70,non-US,7,189344,Male,42,Asian-Pac-Islander,Own-child,Never-worked,0
935,66,US,2,92968,Male,61,White,Wife,State-gov,0
936,58,US,12,40955,Male,3,Other,Wife,Private,0
937,83,non-US,4,243878,Male,26,Black,Husband,Self-emp-inc,0
938,53,non-US,3,172664,Male,69,White,Own-child,Private,0
939,86,US,5,375807,Female,43,Other,Husband,Private,0
940,68,US,16,283305,Male,94,Other,Other-relative,Federal-gov,1
941,44,US,3,335533,Male,25,White,Husband,Self-emp-inc,0
942,49,non-US,15,169853,Male,45,Amer-Indian-Eskimo,Husband,Without-pay,0
943,33,US,11,190391,Female,36,White,Not-in-family,Federal-gov,0
944,29,US,5,223352,Male,73,White,Wife,Federal-gov,0
945,41,US,15,216604,Female,82,Other,Wife,Local-gov,0
946,38,US,10,423250,Male,67,White,Husband,Self-emp-not-inc,1
947,54,non-US,14,273929,Male,58,White,Wife,Local-gov,0
948,89,non-US,13,50649,Female,57,Asian-Pac-Islander,Not-in-family,Federal-gov,0
949,67,non-US,6,197919,Female,56,Amer-Indian-Eskimo,Not-in-family,Private,0
950,56,non-US,11,101173,Male,60,Other,Other-relative,Local-gov,0
951,29,non-US,13,218456,Female,62,Black,Husband,Local-gov,0
952,48,US,13,177154,Male,34,Black,Own-child,Self-emp-inc,0
953,90,non-US,11,401930,Female,30,White,Wife,Local-gov,0
954,76,US,15,285290,Male,29,Other,Wife,Federal-gov,0
955,81,US,7,152667,Female,33,White,Wife,Local-gov,0
956,22,non-US,15,331960,Female,74,Amer-Indian-Eskimo,Wife,Local-gov,0
957,63,US,6,176138,Male,97,Amer-Indian-Eskimo,Not-in-family,Self-emp-inc,0
958,69,US,3,116230,Female,7,Amer-Indian-Eskimo,Other-relative,Local-gov,0
959,77,US,15,231981,Male,91,Asian-Pac-Islander,Own-child,Local-gov,0
960,51,US,16,266973,Male,51,Black,Unmarried,Without-pay,1
961,37,US,9,192133,Male,19,Asian-Pac-Islander,Own-child,Private,0
962,72,US,13,143437,Male,35,Amer-Indian-Eskimo,Husband,Self-emp-not-inc,0
963,84,US,4,240686,Female,72,Asian-Pac-Islander,Not-in-family,Without-pay,0
964,37,US,13,195595,Male,11,Amer-Indian-Eskimo,Not-in-family,Self-emp-not-inc,0
965,79,US,12,98283,Female,27,Other,Husband,State-gov,0
966,21,non-US,10,121058,Female,49,Other,Husband,Without-pay,0
967,80,non-US,9,216178,Female,38,Amer-Indian-Eskimo,Other-relative,Without-pay,0
968,61,US,6,144301,Female,72,Amer-Indian-Eskimo,Other-relative,Self-emp-not-inc,0
969,61,non-US,15,236110,Male,14,Amer-Indian-Eskimo,Not-in-family,Federal-gov,0
970,40,non-US,4,43959,Male,70,Other,Other-relative,Never-worked,0
971,86,US,8,172111,Female,10,Other,Wife,Without-pay,0
972,58,non-US,8,129155,Female,78,Amer-Indian-Eskimo,Unmarried,Self-emp-inc,0
973,52,US,16,358382,Female,8,Asian-Pac-Islander,Unmarried,State-gov,0
974,86,US,10,403121,Male,47,Amer-Indian-Eskimo,Wife,Private,0
975,33,US,7,121441,Female,27,Amer-Indian-Eskimo,Unmarried,Never-worked,0
976,57,US,5,190963,Female,30,Other,Unmarried,Federal-gov,0
977,17,non-US,6,194537,Male,86,White,Not-in-family,Local-gov,0
978,21,non-US,16,73199,Male,9,Black,Other-relative,Without-pay,0
979,66,US,4,293017,Male,89,White,Own-child,Private,0
980,75,US,5,174714,Female,34,Amer-Indian-Eskimo,Unmarried,Self-emp-inc,0
981,35,non-US,9,37650,Male,78,White,Not-in-family,Private,0
982,26,US,12,242616,Female,31,Asian-Pac-Islander,Husband,State-gov,0
983,80,non-US,11,139863,Female,61,White,Wife,Private,0
984,76,non-US,9,243871,Female,40,Amer-Indian-Eskimo,Own-child,Federal-gov,0
985,50,non-US,14,186163,Male,4,Other,Not-in-family,Without-pay,0
986,59,non-US,7,266461,Male,43,Asian-Pac-Islander,Not-in-family,Local-gov,0
987,72,non-US,16,187031,Male,56,Asian-Pac-Islander,Husband,Without-pay,0
988,80,US,9,292110,Female,6,Amer-Indian-Eskimo,Other-relative,Federal-gov,0
989,64,non-US,13,115784,Female,94,Other,Wife,Federal-gov,0
990,39,US,10,73839,Female,13,White,Husband,Private,0
991,71,US,4,481060,Female,57,Other,Wife,Self-emp-inc,0
992,32,non-US,2,341610,Female,24,Asian-Pac-Islander,Not-in-family,Self-emp-not-inc,0
993,45,US,8,43546,Male,58,Amer-Indian-Eskimo,Wife,Without-pay,0
994,81,non-US,2,192932,Female,92,Black,Not-in-family,Local-gov,0
995,81,US,9,160291,Female,14,Amer-Indian-Eskimo,Own-child,Self-emp-inc,0
996,65,US,4,199170,Male,81,Amer-Indian-Eskimo,Own-child,Federal-gov,0
997,57,US,11,409200,Female,20,White,Unmarried,Federal-gov,0
998,62,non-US,6,426263,Female,53,Black,Unmarried,Federal-gov,0
999,40,non-US,13,182637,Male,22,Other,Own-child,Private,0
0,31<x<36,US,x<8,75742<x<209813,Female,x<35,Other,Own-child,Federal-gov,0
1,42<x<54,US,x>14,75742<x<209813,Male,x<35,Black,Other-relative,Local-gov,0
2,36<x<42,US,x<8,x>209813,Male,x>65,Other,Other-relative,Local-gov,0
3,x>67,non-US,10<x<12,75742<x<209813,Female,x<35,Black,Not-in-family,State-gov,0
4,42<x<54,US,x<8,75742<x<209813,Male,50<x<65,Black,Own-child,State-gov,0
5,x>67,non-US,9<x<10,75742<x<209813,Female,x<35,White,Husband,Never-worked,0
6,x>67,US,x<8,37719<x<75742,Male,35<x<38,Asian-Pac-Islander,Not-in-family,Federal-gov,0
7,42<x<54,non-US,x<8,x>209813,Male,x>65,Asian-Pac-Islander,Not-in-family,Self-emp-not-inc,0
8,x>67,non-US,x<8,75742<x<209813,Female,42<x<50,Asian-Pac-Islander,Own-child,Local-gov,0
9,28<x<31,US,x<8,75742<x<209813,Female,x>65,Amer-Indian-Eskimo,Own-child,Without-pay,0
10,x<21,non-US,10<x<12,x>209813,Female,42<x<50,Asian-Pac-Islander,Other-relative,Never-worked,0
11,x>67,non-US,x<8,75742<x<209813,Male,x<35,Black,Other-relative,Private,0
12,36<x<42,US,x>14,75742<x<209813,Male,x<35,White,Husband,Self-emp-inc,1
13,54<x<62,non-US,10<x<12,75742<x<209813,Male,50<x<65,Asian-Pac-Islander,Wife,Without-pay,0
14,x>67,US,x>14,75742<x<209813,Male,x<35,Other,Wife,Self-emp-inc,0
15,36<x<42,US,x<8,75742<x<209813,Male,x>65,Asian-Pac-Islander,Wife,Local-gov,0
16,42<x<54,US,x>14,37719<x<75742,Male,x>65,Amer-Indian-Eskimo,Own-child,State-gov,0
17,62<x<67,non-US,12<x<14,75742<x<209813,Female,x<35,Other,Unmarried,State-gov,0
18,x>67,non-US,x<8,x>209813,Male,x<35,Asian-Pac-Islander,Own-child,Federal-gov,0
19,25<x<28,US,12<x<14,x>209813,Female,50<x<65,Amer-Indian-Eskimo,Other-relative,Federal-gov,0
20,x>67,non-US,x<8,x>209813,Male,x>65,White,Own-child,Self-emp-inc,0
21,x>67,non-US,x<8,75742<x<209813,Male,x<35,Other,Other-relative,Self-emp-not-inc,0
22,31<x<36,non-US,x<8,x>209813,Female,42<x<50,Other,Other-relative,Without-pay,0
23,25<x<28,US,x<8,75742<x<209813,Female,x>65,Amer-Indian-Eskimo,Husband,Federal-gov,0
24,62<x<67,US,12<x<14,37719<x<75742,Female,x>65,White,Other-relative,Never-worked,0
25,54<x<62,US,x<8,75742<x<209813,Female,x<35,Asian-Pac-Islander,Unmarried,Self-emp-not-inc,0
26,42<x<54,non-US,x<8,75742<x<209813,Female,x<35,Amer-Indian-Eskimo,Wife,Local-gov,0
27,x<21,US,x<8,37719<x<75742,Male,x>65,Other,Other-relative,Private,0
28,54<x<62,US,9<x<10,x>209813,Male,x<35,Black,Not-in-family,Without-pay,0
29,36<x<42,non-US,12<x<14,75742<x<209813,Female,x<35,Asian-Pac-Islander,Own-child,Local-gov,0
30,54<x<62,non-US,x<8,x>209813,Female,x>65,Black,Own-child,Never-worked,0
31,54<x<62,US,12<x<14,75742<x<209813,Male,x<35,Asian-Pac-Islander,Unmarried,Local-gov,0
32,42<x<54,non-US,x>14,75742<x<209813,Female,35<x<38,Other,Not-in-family,Never-worked,0
33,x>67,US,x<8,75742<x<209813,Female,50<x<65,Other,Wife,Never-worked,0
34,25<x<28,US,x>14,x>209813,Male,x<35,Black,Not-in-family,Local-gov,0
35,25<x<28,US,x<8,75742<x<209813,Male,x<35,Asian-Pac-Islander,Not-in-family,Self-emp-inc,0
36,x>67,US,x<8,75742<x<209813,Female,x>65,Other,Other-relative,Self-emp-inc,0
37,31<x<36,non-US,x<8,37719<x<75742,Male,x<35,Asian-Pac-Islander,Own-child,Local-gov,0
38,31<x<36,US,x<8,x>209813,Male,x<35,Asian-Pac-Islander,Not-in-family,Self-emp-inc,0
39,25<x<28,US,x<8,75742<x<209813,Female,38<x<42,White,Not-in-family,Self-emp-inc,0
40,x>67,US,x<8,75742<x<209813,Male,x<35,Asian-Pac-Islander,Other-relative,Never-worked,0
41,42<x<54,non-US,x<8,75742<x<209813,Female,x>65,Amer-Indian-Eskimo,Unmarried,Without-pay,0
42,x>67,US,x<8,x>209813,Female,x>65,Black,Unmarried,Self-emp-not-inc,0
43,x<21,US,x>14,75742<x<209813,Female,50<x<65,Amer-Indian-Eskimo,Wife,Without-pay,0
44,x<21,US,8<x<9,75742<x<209813,Female,50<x<65,White,Own-child,Federal-gov,0
45,42<x<54,non-US,x<8,37719<x<75742,Female,x<35,Amer-Indian-Eskimo,Not-in-family,Never-worked,0
46,36<x<42,non-US,x<8,75742<x<209813,Male,50<x<65,Other,Wife,State-gov,0
47,42<x<54,US,x<8,x>209813,Male,38<x<42,White,Unmarried,Local-gov,0
48,x>67,non-US,x<8,75742<x<209813,Female,x<35,Amer-Indian-Eskimo,Not-in-family,Self-emp-not-inc,0
49,54<x<62,US,12<x<14,75742<x<209813,Male,x>65,White,Unmarried,Without-pay,1
50,x>67,non-US,12<x<14,75742<x<209813,Female,42<x<50,Other,Own-child,Private,0
51,42<x<54,US,10<x<12,x>209813,Female,x>65,Amer-Indian-Eskimo,Husband,Federal-gov,0
52,42<x<54,non-US,x>14,75742<x<209813,Male,35<x<38,Black,Own-child,Self-emp-not-inc,0
53,x>67,non-US,x<8,x>209813,Male,35<x<38,Black,Other-relative,Without-pay,0
54,25<x<28,non-US,x>14,x>209813,Male,35<x<38,Amer-Indian-Eskimo,Unmarried,Federal-gov,0
55,54<x<62,non-US,x<8,x>209813,Male,50<x<65,Other,Not-in-family,Self-emp-inc,0
56,x>67,non-US,x<8,75742<x<209813,Male,x<35,Amer-Indian-Eskimo,Other-relative,Local-gov,0
57,42<x<54,US,8<x<9,x>209813,Male,x<35,White,Own-child,Self-emp-inc,0
58,x>67,US,x<8,75742<x<209813,Male,38<x<42,White,Wife,Local-gov,0
59,x<21,US,x>14,75742<x<209813,Female,x>65,Amer-Indian-Eskimo,Unmarried,Self-emp-not-inc,0
60,x<21,US,x<8,x>209813,Female,42<x<50,Other,Own-child,Federal-gov,0
61,62<x<67,US,x<8,37719<x<75742,Male,x<35,Amer-Indian-Eskimo,Wife,Self-emp-not-inc,0
62,x>67,US,x<8,75742<x<209813,Male,x<35,Asian-Pac-Islander,Unmarried,Local-gov,0
63,54<x<62,US,x<8,x>209813,Female,x>65,White,Wife,Without-pay,0
64,x>67,US,10<x<12,75742<x<209813,Female,50<x<65,White,Own-child,Private,0
65,28<x<31,non-US,x<8,x>209813,Female,50<x<65,Black,Other-relative,Self-emp-inc,0
66,54<x<62,US,12<x<14,x>209813,Female,x<35,White,Husband,Without-pay,0
67,21<x<24,non-US,x<8,75742<x<209813,Female,50<x<65,Other,Not-in-family,Federal-gov,0
68,62<x<67,US,x<8,x>209813,Female,x<35,Asian-Pac-Islander,Unmarried,Never-worked,0
69,36<x<42,non-US,9<x<10,x<37719,Male,x<35,Other,Not-in-family,State-gov,0
70,28<x<31,US,x<8,75742<x<209813,Female,x>65,Black,Not-in-family,Never-worked,0
71,x>67,US,x<8,x>209813,Male,x>65,White,Not-in-family,Self-emp-inc,0
72,54<x<62,non-US,x<8,75742<x<209813,Male,x<35,Amer-Indian-Eskimo,Husband,State-gov,0
73,x<21,US,x<8,75742<x<209813,Female,x<35,Black,Unmarried,Self-emp-inc,0
74,x>67,non-US,x<8,x<37719,Female,38<x<42,Black,Unmarried,Local-gov,0
75,42<x<54,US,12<x<14,75742<x<209813,Female,x>65,Black,Wife,Never-worked,0
76,31<x<36,non-US,x<8,75742<x<209813,Male,x<35,Black,Wife,Federal-gov,0
77,x>67,non-US,9<x<10,75742<x<209813,Female,x<35,Asian-Pac-Islander,Other-relative,Without-pay,0
