id,AnnouncementsView,Discussion,Relation,Semester,StageID,StudentAbsenceDays,VisITedResources,gender,raisedhands,class
883,9,64,Father,S,HighSchool,Under-7,11,F,10,1
884,64,46,Father,F,MiddleSchool,Above-7,69,F,3,1
885,59,33,Mum,S,lowerlevel,Under-7,10,M,13,1
886,88,36,Mum,S,MiddleSchool,Under-7,58,F,89,1
887,40,83,Father,F,MiddleSchool,Above-7,39,F,61,1
888,83,39,Father,S,MiddleSchool,Under-7,59,F,98,1
889,6,35,Mum,S,HighSchool,Under-7,74,F,88,1
890,76,37,Mum,F,HighSchool,Above-7,98,M,5,1
891,53,49,Father,F,HighSchool,Under-7,92,F,18,1
892,33,84,Mum,S,lowerlevel,Under-7,11,M,95,1
893,3,16,Mum,F,lowerlevel,Above-7,6,F,16,0
894,62,44,Father,S,HighSchool,Above-7,98,F,82,1
895,91,80,Father,S,MiddleSchool,Under-7,84,M,11,1
896,74,59,Father,F,MiddleSchool,Above-7,52,F,97,1
897,89,24,Father,F,lowerlevel,Above-7,48,F,98,1
898,25,38,Mum,S,HighSchool,Under-7,42,F,76,1
899,42,35,Father,F,MiddleSchool,Above-7,36,F,62,1
900,34,93,Father,S,HighSchool,Under-7,75,F,52,1
901,48,43,Father,F,lowerlevel,Under-7,36,F,57,1
902,40,45,Mum,S,HighSchool,Above-7,68,M,28,1
903,0,31,Father,S,lowerlevel,Under-7,98,F,45,1
904,98,65,Father,F,HighSchool,Above-7,52,F,30,1
905,19,74,Father,S,lowerlevel,Above-7,72,F,70,1
906,52,73,Mum,F,lowerlevel,Under-7,7,F,74,1
907,31,63,Mum,F,HighSchool,Above-7,21,M,96,1
908,26,49,Father,S,HighSchool,Under-7,28,M,72,1
909,20,43,Mum,S,MiddleSchool,Above-7,98,F,61,1
910,79,61,Mum,F,MiddleSchool,Above-7,29,M,49,1
911,78,64,Father,S,MiddleSchool,Under-7,96,M,100,1
912,57,98,Father,S,lowerlevel,Under-7,17,M,99,1
913,34,48,Mum,S,MiddleSchool,Above-7,40,F,40,1
914,60,99,Mum,S,lowerlevel,Above-7,21,M,21,0
915,93,59,Father,S,HighSchool,Above-7,75,F,50,1
916,77,46,Mum,S,lowerlevel,Above-7,33,M,99,1
917,7,7,Mum,F,lowerlevel,Under-7,79,M,12,1
918,35,2,Father,S,lowerlevel,Above-7,83,M,17,1
919,2,77,Mum,S,lowerlevel,Above-7,19,F,25,0
920,48,84,Father,F,lowerlevel,Under-7,3,M,70,1
921,35,11,Mum,S,MiddleSchool,Under-7,60,F,1,1
922,93,11,Mum,F,lowerlevel,Under-7,18,M,98,1
923,73,57,Mum,S,MiddleSchool,Above-7,72,F,52,1
924,30,86,Mum,S,MiddleSchool,Above-7,58,F,33,1
925,22,60,Mum,S,HighSchool,Above-7,64,F,8,1
926,16,80,Father,F,HighSchool,Under-7,98,M,77,1
927,39,11,Mum,F,MiddleSchool,Under-7,84,M,52,1
928,56,13,Father,S,MiddleSchool,Under-7,68,F,21,1
929,28,76,Father,F,MiddleSchool,Under-7,2,M,23,1
930,29,20,Father,F,lowerlevel,Above-7,22,F,96,1
931,11,63,Mum,F,lowerlevel,Above-7,51,F,62,1
932,65,44,Father,S,lowerlevel,Above-7,83,M,95,1
933,59,2,Father,F,HighSchool,Above-7,79,F,96,1
934,24,86,Mum,S,lowerlevel,Under-7,61,M,1,1
935,95,94,Mum,S,MiddleSchool,Above-7,10,F,40,0
936,1,43,Father,S,MiddleSchool,Under-7,75,M,53,1
937,22,35,Father,F,MiddleSchool,Under-7,17,F,20,1
938,40,4,Father,F,lowerlevel,Above-7,66,M,28,1
939,93,4,Father,S,HighSchool,Above-7,10,M,20,0
940,53,11,Father,S,MiddleSchool,Under-7,5,M,74,1
941,60,98,Father,S,lowerlevel,Under-7,74,M,67,1
942,51,48,Mum,S,HighSchool,Above-7,65,M,22,1
943,82,28,Father,S,MiddleSchool,Under-7,64,F,6,1
944,85,51,Mum,S,HighSchool,Under-7,2,M,76,1
945,1,35,Father,F,HighSchool,Above-7,90,F,83,1
946,10,21,Mum,F,lowerlevel,Above-7,96,M,81,1
947,9,98,Father,S,HighSchool,Under-7,24,F,85,1
948,70,1,Mum,F,HighSchool,Above-7,86,F,11,1
949,80,84,Mum,F,lowerlevel,Under-7,25,M,40,1
950,77,94,Father,S,HighSchool,Under-7,14,F,10,1
951,40,66,Father,F,HighSchool,Under-7,38,F,73,1
952,52,69,Mum,S,lowerlevel,Under-7,17,M,30,1
953,23,3,Mum,F,HighSchool,Above-7,40,M,8,1
954,98,30,Father,F,lowerlevel,Above-7,69,M,65,1
955,60,46,Father,S,MiddleSchool,Above-7,65,M,74,1
956,89,99,Mum,S,lowerlevel,Under-7,90,F,28,1
957,85,77,Father,F,HighSchool,Under-7,74,F,82,1
958,35,32,Mum,S,HighSchool,Above-7,36,M,4,0
959,98,94,Mum,F,HighSchool,Above-7,58,M,22,1
960,56,27,Father,S,MiddleSchool,Under-7,50,F,5,1
961,20,28,Father,S,HighSchool,Above-7,19,F,60,0
962,30,35,Father,F,MiddleSchool,Above-7,4,M,96,0
963,93,7,Father,F,lowerlevel,Above-7,13,M,11,0
964,29,64,Father,F,HighSchool,Above-7,89,M,73,1
965,85,83,Father,S,MiddleSchool,Under-7,5,M,19,1
966,28,28,Father,S,MiddleSchool,Above-7,5,M,50,0
967,11,20,Mum,S,MiddleSchool,Under-7,4,F,66,1
968,95,79,Father,F,MiddleSchool,Under-7,44,M,10,1
969,98,30,Mum,F,HighSchool,Under-7,99,M,28,1
970,50,43,Mum,S,HighSchool,Under-7,40,M,77,1
971,2,74,Father,F,MiddleSchool,Under-7,16,M,98,1
972,41,19,Mum,S,MiddleSchool,Above-7,43,F,9,1
973,82,85,Mum,F,lowerlevel,Above-7,76,F,9,1
974,26,97,Father,S,MiddleSchool,Above-7,87,F,33,1
975,30,83,Father,F,MiddleSchool,Under-7,98,M,67,1
976,77,74,Father,S,MiddleSchool,Above-7,72,F,42,1
977,3,38,Father,F,lowerlevel,Under-7,33,F,99,1
978,85,81,Mum,S,HighSchool,Under-7,77,M,1,1
979,87,44,Mum,S,MiddleSchool,Above-7,35,F,90,1
980,85,93,Mum,F,lowerlevel,Under-7,1,F,53,1
981,3,39,Mum,S,lowerlevel,Above-7,68,M,29,0
982,28,40,Father,S,lowerlevel,Under-7,59,F,11,1
983,42,29,Father,S,MiddleSchool,Under-7,22,M,4,1
984,31,77,Father,S,lowerlevel,Under-7,28,F,40,1
985,20,95,Father,F,MiddleSchool,Under-7,78,M,35,1
986,55,10,Father,S,HighSchool,Above-7,88,F,77,1
987,91,1,Mum,S,MiddleSchool,Above-7,86,M,29,1
988,72,80,Father,S,HighSchool,Under-7,89,M,22,1
989,71,39,Mum,S,lowerlevel,Under-7,68,M,59,1
990,79,60,Mum,S,HighSchool,Under-7,82,F,90,1
991,36,33,Mum,F,HighSchool,Above-7,80,F,22,1
992,72,97,Mum,F,HighSchool,Above-7,63,F,7,1
993,72,89,Mum,S,lowerlevel,Under-7,51,F,4,1
994,65,95,Mum,F,lowerlevel,Above-7,90,M,33,1
995,22,23,Mum,S,MiddleSchool,Under-7,74,M,23,1
996,5,95,Mum,S,lowerlevel,Above-7,70,M,9,0
997,34,49,Father,S,lowerlevel,Under-7,80,M,69,1
998,77,5,Mum,S,HighSchool,Above-7,80,M,11,1
999,55,77,Father,F,HighSchool,Under-7,99,M,22,1
0,x<10,x>70,Mum,F,lowerlevel,Under-7,12<x<37,M,9<x<23,1
1,10<x<21,x<9,Father,S,HighSchool,Above-7,x>76,F,9<x<23,1
2,21<x<66,10<x<70,Mum,F,MiddleSchool,Under-7,37<x<76,F,23<x<55,1
3,21<x<66,10<x<70,Mum,F,MiddleSchool,Above-7,37<x<76,F,23<x<55,1
4,21<x<66,10<x<70,Father,S,MiddleSchool,Under-7,12<x<37,M,x<9,1
5,21<x<66,10<x<70,Mum,S,HighSchool,Under-7,x<12,F,x>55,1
6,x>66,10<x<70,Father,S,MiddleSchool,Above-7,x>76,F,x>55,1
7,x<10,10<x<70,Father,S,MiddleSchool,Above-7,37<x<76,F,9<x<23,0
8,x>66,10<x<70,Father,S,HighSchool,Above-7,x>76,M,x>55,1
9,10<x<21,10<x<70,Father,F,MiddleSchool,Above-7,12<x<37,M,23<x<55,0
10,21<x<66,x<9,Father,S,HighSchool,Above-7,12<x<37,M,23<x<55,1
11,10<x<21,10<x<70,Mum,F,lowerlevel,Above-7,12<x<37,F,x<9,0
12,21<x<66,10<x<70,Mum,F,HighSchool,Under-7,12<x<37,F,9<x<23,1
13,21<x<66,10<x<70,Father,S,HighSchool,Above-7,12<x<37,F,x>55,1
14,x>66,x>70,Father,S,HighSchool,Under-7,12<x<37,F,x>55,1
15,21<x<66,10<x<70,Mum,S,lowerlevel,Above-7,12<x<37,M,23<x<55,1
16,x>66,x>70,Father,S,HighSchool,Above-7,12<x<37,M,9<x<23,0
17,10<x<21,10<x<70,Mum,F,lowerlevel,Under-7,x>76,M,x>55,1
18,x>66,x<9,Mum,S,MiddleSchool,Under-7,x<12,F,x>55,1
19,21<x<66,10<x<70,Father,S,MiddleSchool,Above-7,x<12,M,x>55,0
20,21<x<66,10<x<70,Father,S,HighSchool,Above-7,x>76,M,x<9,1
21,21<x<66,x>70,Mum,F,MiddleSchool,Above-7,12<x<37,F,x>55,1
22,x>66,10<x<70,Mum,S,MiddleSchool,Under-7,12<x<37,M,x>55,1
23,10<x<21,x<9,Father,S,HighSchool,Above-7,x>76,M,9<x<23,1
24,21<x<66,10<x<70,Mum,F,MiddleSchool,Under-7,37<x<76,M,x>55,1
25,21<x<66,10<x<70,Father,F,lowerlevel,Under-7,x>76,F,x>55,1
26,21<x<66,10<x<70,Mum,F,HighSchool,Under-7,37<x<76,F,x>55,1
27,21<x<66,10<x<70,Father,S,MiddleSchool,Above-7,x>76,F,x<9,1
28,10<x<21,x<9,Mum,F,MiddleSchool,Under-7,12<x<37,F,23<x<55,1
29,x<10,10<x<70,Father,S,MiddleSchool,Under-7,x<12,F,23<x<55,1
30,x>66,10<x<70,Mum,F,MiddleSchool,Above-7,12<x<37,F,x>55,1
31,21<x<66,x>70,Mum,F,lowerlevel,Above-7,37<x<76,M,x>55,1
32,21<x<66,10<x<70,Father,F,lowerlevel,Above-7,x>76,M,x>55,1
33,x>66,10<x<70,Father,F,MiddleSchool,Under-7,37<x<76,M,x>55,1
34,21<x<66,10<x<70,Father,S,HighSchool,Above-7,12<x<37,F,x<9,0
35,x>66,10<x<70,Father,F,MiddleSchool,Under-7,12<x<37,M,9<x<23,1
36,21<x<66,10<x<70,Father,F,HighSchool,Above-7,x<12,M,23<x<55,0
37,21<x<66,x>70,Mum,F,MiddleSchool,Above-7,37<x<76,M,23<x<55,1
38,x>66,x<9,Mum,F,MiddleSchool,Above-7,x>76,M,x>55,1
39,21<x<66,x<9,Father,S,MiddleSchool,Above-7,12<x<37,F,x<9,0
40,21<x<66,10<x<70,Father,F,MiddleSchool,Under-7,12<x<37,M,23<x<55,1
41,21<x<66,x>70,Mum,S,lowerlevel,Under-7,12<x<37,F,23<x<55,1
42,21<x<66,10<x<70,Father,S,HighSchool,Above-7,12<x<37,F,x>55,1
43,x<10,10<x<70,Father,F,HighSchool,Under-7,37<x<76,F,x<9,0
44,21<x<66,10<x<70,Mum,S,lowerlevel,Under-7,x<12,F,23<x<55,1
45,21<x<66,10<x<70,Mum,S,lowerlevel,Under-7,x>76,F,x>55,1
46,x>66,x>70,Father,S,lowerlevel,Under-7,37<x<76,F,x>55,1
47,x<10,10<x<70,Father,S,MiddleSchool,Under-7,12<x<37,M,x<9,0
48,x>66,10<x<70,Father,F,MiddleSchool,Above-7,37<x<76,F,x>55,1
49,x>66,10<x<70,Mum,S,MiddleSchool,Under-7,37<x<76,M,x>55,1
50,21<x<66,9<x<10,Mum,S,MiddleSchool,Above-7,37<x<76,F,x>55,1
51,x>66,10<x<70,Father,S,MiddleSchool,Under-7,12<x<37,F,x>55,1
52,21<x<66,10<x<70,Mum,F,MiddleSchool,Under-7,x>76,F,x<9,1
53,21<x<66,x>70,Mum,S,HighSchool,Under-7,x>76,F,x>55,1
54,x>66,10<x<70,Father,F,lowerlevel,Above-7,37<x<76,M,x>55,1
55,21<x<66,10<x<70,Mum,S,MiddleSchool,Under-7,37<x<76,M,9<x<23,1
56,x<10,x>70,Mum,S,lowerlevel,Above-7,x<12,F,23<x<55,0
57,x>66,x>70,Father,F,lowerlevel,Above-7,37<x<76,F,x<9,1
58,10<x<21,10<x<70,Father,S,HighSchool,Above-7,37<x<76,F,x<9,0
59,21<x<66,10<x<70,Mum,S,MiddleSchool,Above-7,37<x<76,F,x>55,1
60,21<x<66,x>70,Father,F,HighSchool,Above-7,37<x<76,M,9<x<23,1
61,x<10,x<9,Mum,F,HighSchool,Under-7,x<12,F,9<x<23,1
62,21<x<66,x>70,Mum,F,lowerlevel,Above-7,12<x<37,F,9<x<23,0
63,21<x<66,x>70,Mum,S,HighSchool,Under-7,x>76,M,23<x<55,1
64,21<x<66,x<9,Mum,F,lowerlevel,Above-7,x>76,F,x<9,1
65,x>66,10<x<70,Mum,S,lowerlevel,Under-7,37<x<76,F,9<x<23,1
66,21<x<66,10<x<70,Mum,S,lowerlevel,Under-7,x>76,F,x>55,1
67,10<x<21,10<x<70,Father,S,lowerlevel,Under-7,37<x<76,M,x>55,1
68,21<x<66,10<x<70,Mum,F,MiddleSchool,Under-7,37<x<76,M,x>55,1
69,x>66,x>70,Father,F,MiddleSchool,Under-7,12<x<37,M,x>55,1
70,21<x<66,10<x<70,Mum,F,lowerlevel,Under-7,12<x<37,M,9<x<23,1
71,x>66,10<x<70,Mum,F,lowerlevel,Above-7,x>76,M,9<x<23,1
72,x<10,x>70,Father,S,HighSchool,Above-7,37<x<76,M,x>55,0
73,21<x<66,x>70,Mum,F,MiddleSchool,Under-7,x>76,F,9<x<23,1
74,x>66,x>70,Mum,S,HighSchool,Under-7,37<x<76,F,23<x<55,1
75,10<x<21,10<x<70,Father,S,lowerlevel,Under-7,37<x<76,F,x<9,1
76,21<x<66,10<x<70,Father,F,HighSchool,Above-7,12<x<37,F,23<x<55,1
77,x<10,x>70,Mum,S,lowerlevel,Above-7,37<x<76,M,9<x<23,0
78,21<x<66,10<x<70,Mum,S,HighSchool,Under-7,12<x<37,M,9<x<23,1
79,x>66,10<x<70,Father,F,MiddleSchool,Above-7,12<x<37,F,23<x<55,1
80,x>66,x>70,Mum,S,MiddleSchool,Under-7,12<x<37,F,x>55,1
81,10<x<21,x<9,Father,F,MiddleSchool,Under-7,x>76,F,23<x<55,1
82,x<10,10<x<70,Father,F,MiddleSchool,Under-7,12<x<37,F,x>55,1
83,x<10,10<x<70,Mum,S,lowerlevel,Above-7,x>76,M,x>55,1
84,x>66,10<x<70,Father,S,HighSchool,Above-7,37<x<76,M,x>55,1
85,21<x<66,10<x<70,Father,S,lowerlevel,Under-7,x<12,F,x>55,1
86,x>66,10<x<70,Mum,F,MiddleSchool,Under-7,x>76,M,x>55,1
87,x<10,10<x<70,Father,F,MiddleSchool,Under-7,x<12,F,x<9,0
88,x>66,10<x<70,Father,S,HighSchool,Under-7,12<x<37,M,x>55,1
89,21<x<66,x>70,Mum,F,lowerlevel,Under-7,x<12,M,x<9,1
90,21<x<66,x>70,Mum,S,lowerlevel,Above-7,37<x<76,F,x>55,1
91,21<x<66,10<x<70,Father,S,HighSchool,Above-7,37<x<76,M,x>55,1
92,21<x<66,10<x<70,Father,F,HighSchool,Above-7,12<x<37,F,x>55,1
93,21<x<66,x>70,Father,F,lowerlevel,Under-7,37<x<76,F,23<x<55,1
94,x<10,10<x<70,Mum,F,MiddleSchool,Above-7,x>76,F,23<x<55,1
95,x>66,x>70,Father,F,lowerlevel,Under-7,37<x<76,F,x<9,1
96,x>66,x>70,Father,F,MiddleSchool,Above-7,37<x<76,F,x<9,1
97,21<x<66,10<x<70,Father,S,MiddleSchool,Above-7,x>76,F,x>55,1
98,x>66,10<x<70,Father,F,MiddleSchool,Above-7,12<x<37,M,x>55,1
99,21<x<66,10<x<70,Mum,S,HighSchool,Above-7,x<12,F,23<x<55,0
100,21<x<66,10<x<70,Father,F,lowerlevel,Above-7,37<x<76,F,x>55,1
101,10<x<21,x<9,Father,F,HighSchool,Above-7,12<x<37,F,23<x<55,0
102,10<x<21,x>70,Mum,S,lowerlevel,Under-7,37<x<76,F,x>55,1
103,21<x<66,10<x<70,Father,F,HighSchool,Above-7,37<x<76,M,23<x<55,1
104,x>66,10<x<70,Father,F,HighSchool,Under-7,12<x<37,M,9<x<23,1
105,10<x<21,x>70,Mum,S,lowerlevel,Under-7,x>76,F,23<x<55,1
106,x<10,10<x<70,Mum,F,lowerlevel,Above-7,37<x<76,M,9<x<23,0
107,x<10,10<x<70,Mum,F,HighSchool,Above-7,12<x<37,F,x>55,0
108,21<x<66,10<x<70,Mum,S,MiddleSchool,Above-7,37<x<76,M,x>55,1
109,21<x<66,10<x<70,Father,S,MiddleSchool,Above-7,x>76,M,x>55,1
110,x>66,9<x<10,Mum,S,lowerlevel,Above-7,x>76,F,x>55,1
111,x>66,10<x<70,Father,S,MiddleSchool,Above-7,x>76,M,x<9,1
112,x<10,x>70,Mum,S,HighSchool,Above-7,x<12,F,9<x<23,0
113,21<x<66,10<x<70,Mum,F,lowerlevel,Above-7,12<x<37,M,9<x<23,0
114,21<x<66,x>70,Mum,F,MiddleSchool,Above-7,12<x<37,M,x<9,0
115,21<x<66,x>70,Mum,F,MiddleSchool,Above-7,x<12,F,x<9,0
116,x>66,x>70,Mum,F,HighSchool,Under-7,37<x<76,M,x>55,1
117,21<x<66,x>70,Mum,S,HighSchool,Under-7,x>76,F,9<x<23,1
118,x<10,10<x<70,Mum,S,MiddleSchool,Under-7,12<x<37,M,x>55,1
119,x<10,10<x<70,Father,S,lowerlevel,Above-7,x>76,M,9<x<23,1
120,21<x<66,x<9,Father,F,lowerlevel,Above-7,12<x<37,M,23<x<55,1
121,10<x<21,10<x<70,Mum,S,MiddleSchool,Under-7,37<x<76,M,x>55,1
122,21<x<66,10<x<70,Mum,S,lowerlevel,Under-7,37<x<76,M,23<x<55,1
123,21<x<66,10<x<70,Father,S,lowerlevel,Under-7,x>76,F,23<x<55,1
124,10<x<21,10<x<70,Father,S,HighSchool,Above-7,x>76,F,x<9,1
125,21<x<66,10<x<70,Father,S,lowerlevel,Above-7,12<x<37,M,x<9,0
126,10<x<21,10<x<70,Father,S,lowerlevel,Under-7,x>76,F,x>55,1
127,21<x<66,x>70,Father,F,MiddleSchool,Above-7,x<12,M,9<x<23,0
128,21<x<66,10<x<70,Mum,F,HighSchool,Above-7,12<x<37,M,x>55,1
129,21<x<66,10<x<70,Father,S,lowerlevel,Under-7,37<x<76,F,x<9,1
130,10<x<21,10<x<70,Mum,F,MiddleSchool,Above-7,37<x<76,F,23<x<55,1
131,21<x<66,x<9,Mum,F,HighSchool,Above-7,x<12,F,23<x<55,0
132,x>66,x<9,Mum,S,MiddleSchool,Above-7,x>76,M,23<x<55,1
133,21<x<66,10<x<70,Father,S,HighSchool,Above-7,37<x<76,M,x>55,1
134,x<10,10<x<70,Mum,F,lowerlevel,Under-7,12<x<37,F,x>55,1
135,x>66,10<x<70,Father,F,MiddleSchool,Under-7,37<x<76,F,x>55,1
136,x>66,10<x<70,Mum,S,MiddleSchool,Above-7,x>76,F,23<x<55,1
137,x>66,10<x<70,Mum,S,lowerlevel,Under-7,x<12,F,23<x<55,1
138,21<x<66,10<x<70,Mum,F,HighSchool,Above-7,x<12,M,x>55,0
139,21<x<66,x>70,Father,S,HighSchool,Under-7,37<x<76,F,9<x<23,1
140,21<x<66,x>70,Mum,F,lowerlevel,Under-7,x>76,F,x>55,1
141,x>66,x>70,Mum,F,lowerlevel,Under-7,x<12,M,23<x<55,1
142,x>66,10<x<70,Father,S,HighSchool,Above-7,x>76,M,x>55,1
143,21<x<66,10<x<70,Father,S,MiddleSchool,Under-7,37<x<76,F,x>55,1
144,10<x<21,x>70,Father,S,HighSchool,Under-7,37<x<76,F,9<x<23,1
145,21<x<66,10<x<70,Mum,F,MiddleSchool,Above-7,37<x<76,M,9<x<23,1
146,x>66,10<x<70,Father,S,HighSchool,Under-7,x>76,F,23<x<55,1
147,21<x<66,10<x<70,Mum,F,lowerlevel,Under-7,x<12,M,23<x<55,1
148,21<x<66,10<x<70,Father,F,MiddleSchool,Above-7,12<x<37,F,x<9,0
149,10<x<21,x>70,Mum,S,HighSchool,Above-7,x>76,M,x>55,1
150,21<x<66,10<x<70,Mum,F,lowerlevel,Under-7,12<x<37,F,23<x<55,1
151,21<x<66,x>70,Mum,S,HighSchool,Above-7,37<x<76,F,23<x<55,1
152,21<x<66,10<x<70,Father,S,HighSchool,Under-7,x<12,F,23<x<55,1
153,21<x<66,9<x<10,Mum,S,lowerlevel,Above-7,12<x<37,M,23<x<55,1
154,x>66,x<9,Father,F,MiddleSchool,Above-7,x<12,F,23<x<55,0
155,21<x<66,10<x<70,Mum,F,lowerlevel,Above-7,x>76,F,x>55,1
156,x<10,10<x<70,Mum,F,HighSchool,Under-7,x>76,F,x>55,1
157,x>66,10<x<70,Mum,S,MiddleSchool,Under-7,12<x<37,F,23<x<55,1
158,21<x<66,x<9,Father,F,lowerlevel,Under-7,x>76,F,x>55,1
159,21<x<66,x<9,Father,F,lowerlevel,Above-7,12<x<37,F,23<x<55,1
160,x<10,10<x<70,Mum,S,HighSchool,Under-7,x>76,F,x>55,1
161,21<x<66,10<x<70,Father,F,lowerlevel,Above-7,37<x<76,M,x>55,1
162,21<x<66,10<x<70,Father,F,MiddleSchool,Under-7,x<12,F,23<x<55,1
163,21<x<66,10<x<70,Mum,S,HighSchool,Under-7,37<x<76,M,9<x<23,1
164,x<10,10<x<70,Mum,S,HighSchool,Above-7,37<x<76,F,23<x<55,0
165,21<x<66,10<x<70,Mum,S,lowerlevel,Under-7,12<x<37,F,9<x<23,1
166,21<x<66,10<x<70,Mum,S,lowerlevel,Under-7,12<x<37,M,x>55,1
167,10<x<21,10<x<70,Father,F,HighSchool,Under-7,37<x<76,F,x<9,1
168,21<x<66,10<x<70,Father,F,MiddleSchool,Under-7,x>76,M,x>55,1
169,x>66,10<x<70,Mum,F,MiddleSchool,Above-7,x<12,M,23<x<55,0
170,21<x<66,10<x<70,Father,F,MiddleSchool,Under-7,x>76,F,x>55,1
171,10<x<21,x>70,Mum,S,MiddleSchool,Under-7,12<x<37,F,x>55,1
172,10<x<21,10<x<70,Mum,F,HighSchool,Above-7,x>76,F,23<x<55,1
173,21<x<66,10<x<70,Mum,F,lowerlevel,Under-7,x>76,M,x>55,1
174,21<x<66,10<x<70,Father,F,MiddleSchool,Under-7,x>76,F,x>55,1
175,x>66,10<x<70,Father,S,HighSchool,Under-7,37<x<76,F,x<9,1
176,x>66,10<x<70,Father,S,HighSchool,Above-7,x>76,M,x>55,1
177,21<x<66,10<x<70,Father,S,MiddleSchool,Under-7,12<x<37,F,9<x<23,1
178,x>66,x<9,Mum,S,MiddleSchool,Under-7,x<12,M,x>55,1
179,21<x<66,x>70,Father,F,MiddleSchool,Above-7,37<x<76,F,x>55,1
180,21<x<66,10<x<70,Mum,F,MiddleSchool,Under-7,12<x<37,M,9<x<23,1
181,x>66,x>70,Mum,S,MiddleSchool,Under-7,x<12,M,x>55,1
182,21<x<66,x>70,Mum,S,lowerlevel,Above-7,37<x<76,F,x>55,1
183,21<x<66,10<x<70,Father,F,MiddleSchool,Above-7,12<x<37,M,23<x<55,1
184,21<x<66,10<x<70,Father,S,MiddleSchool,Above-7,37<x<76,F,23<x<55,1
185,21<x<66,10<x<70,Father,F,HighSchool,Under-7,12<x<37,M,23<x<55,1
186,21<x<66,x>70,Father,F,HighSchool,Under-7,x>76,F,23<x<55,1
187,21<x<66,x<9,Mum,S,lowerlevel,Above-7,x>76,F,23<x<55,1
188,21<x<66,x<9,Father,S,HighSchool,Under-7,12<x<37,F,9<x<23,1
189,x>66,x>70,Father,S,MiddleSchool,Under-7,x>76,F,9<x<23,1
190,21<x<66,10<x<70,Mum,F,lowerlevel,Above-7,37<x<76,F,x>55,1
191,21<x<66,10<x<70,Mum,F,MiddleSchool,Under-7,x>76,M,x<9,1
192,21<x<66,x>70,Mum,S,HighSchool,Above-7,12<x<37,M,x>55,1
193,10<x<21,x>70,Mum,F,MiddleSchool,Above-7,x>76,F,x>55,1
194,21<x<66,x>70,Mum,S,MiddleSchool,Under-7,x>76,F,x>55,1
195,x<10,x>70,Father,F,MiddleSchool,Above-7,x>76,M,x>55,1
196,21<x<66,x>70,Mum,F,MiddleSchool,Under-7,x>76,F,x>55,1
197,21<x<66,10<x<70,Father,S,MiddleSchool,Under-7,x<12,F,9<x<23,1
198,21<x<66,10<x<70,Mum,S,lowerlevel,Above-7,x>76,F,x>55,1
199,x>66,10<x<70,Mum,F,HighSchool,Under-7,12<x<37,M,x>55,1
200,10<x<21,10<x<70,Mum,F,HighSchool,Under-7,x>76,M,x>55,1
201,21<x<66,x>70,Father,S,HighSchool,Above-7,x>76,M,x>55,1
202,x>66,10<x<70,Father,S,HighSchool,Under-7,12<x<37,M,9<x<23,1
203,x>66,10<x<70,Father,S,lowerlevel,Above-7,37<x<76,F,x<9,1
204,21<x<66,10<x<70,Father,F,HighSchool,Under-7,37<x<76,F,x>55,1
205,21<x<66,x<9,Mum,S,lowerlevel,Above-7,x<12,F,23<x<55,0
206,x<10,10<x<70,Father,F,HighSchool,Under-7,x<12,M,23<x<55,1
207,x<10,x<9,Mum,F,HighSchool,Under-7,12<x<37,M,x>55,1
208,x>66,x>70,Father,S,lowerlevel,Above-7,x>76,F,x<9,1
209,x<10,10<x<70,Father,F,MiddleSchool,Under-7,12<x<37,F,x>55,1
210,x<10,10<x<70,Mum,F,HighSchool,Under-7,12<x<37,F,23<x<55,1
211,x>66,x>70,Mum,S,lowerlevel,Under-7,12<x<37,M,x>55,1
212,x<10,x>70,Father,F,lowerlevel,Under-7,x<12,M,x<9,0
213,21<x<66,x>70,Father,F,MiddleSchool,Above-7,12<x<37,M,x>55,1
214,21<x<66,10<x<70,Father,S,MiddleSchool,Above-7,12<x<37,F,x>55,1
215,21<x<66,10<x<70,Mum,F,HighSchool,Under-7,12<x<37,F,x<9,1
216,10<x<21,10<x<70,Mum,F,MiddleSchool,Under-7,12<x<37,F,x<9,1
217,21<x<66,10<x<70,Father,S,lowerlevel,Above-7,12<x<37,M,23<x<55,1
218,21<x<66,x>70,Father,S,lowerlevel,Under-7,37<x<76,M,9<x<23,1
219,x<10,x>70,Mum,S,MiddleSchool,Under-7,x>76,M,23<x<55,1
220,21<x<66,10<x<70,Father,S,lowerlevel,Above-7,37<x<76,F,9<x<23,1
221,x<10,x>70,Father,S,MiddleSchool,Above-7,x<12,F,23<x<55,0
222,x<10,10<x<70,Mum,F,MiddleSchool,Under-7,12<x<37,M,9<x<23,1
223,21<x<66,10<x<70,Father,S,MiddleSchool,Above-7,12<x<37,F,9<x<23,0
224,10<x<21,x>70,Mum,S,lowerlevel,Under-7,x<12,F,x>55,1
225,x<10,x>70,Father,S,HighSchool,Under-7,x>76,F,9<x<23,1
226,x>66,10<x<70,Mum,F,lowerlevel,Under-7,12<x<37,M,x<9,1
227,21<x<66,x>70,Father,F,MiddleSchool,Above-7,37<x<76,M,23<x<55,1
228,21<x<66,10<x<70,Father,F,lowerlevel,Above-7,x>76,F,x<9,1
229,x<10,x>70,Father,F,MiddleSchool,Above-7,x>76,M,23<x<55,1
230,x<10,10<x<70,Mum,F,HighSchool,Under-7,12<x<37,F,23<x<55,1
231,x>66,x>70,Father,F,lowerlevel,Above-7,12<x<37,F,x>55,1
