id,credit_history,purpose,savings_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,gender,status,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,employment,class
502,delayed previously,used car,no known savings,co applicant,'life insurance',bank,for free,'unemp/unskilled non res',yes,no,'male,div/sep',4<x<21,276<x<4813,x<1,x>3,19<x<33,1<x<2,x<1,>=200,'4<=X<7',1
503,delayed previously,education,>=1000,guarantor,life insurance,bank,own,unskilled resident,none,no,'female,mar/wid,21<x<38,4813<x<9350,x>3,2<x<3,x>61,x<1,x>1,no checking,unemployed,1
504,'delayed previously',repairs,100<=X<500,guarantor,'life insurance',stores,'for free',skilled,none,no,'male,single',21<x<38,276<x<4813,x<1,1<x<2,19<x<33,x>3,x>1,<0,<1,1
505,'no credits/all paid',repairs,'>=1000','co applicant',life insurance,none,rent,high qualif/self emp/mgmt,none,no,female,single',4<x<21,276<x<4813,x>3,x>3,x>61,x>3,x<1,<0,'>=7',1
506,delayed previously,'used car','no known savings',guarantor,car,stores,own,'unemp/unskilled non res',yes,yes,female,single',4<x<21,4813<x<9350,x>3,2<x<3,47<x<61,2<x<3,x>1,>=200,>=7,0
507,delayed previously,furniture/equipment,'no known savings','co applicant',no known property,none,rent,unskilled resident,none,no,male,mar/wid',4<x<21,276<x<4813,1<x<2,2<x<3,33<x<47,2<x<3,x>1,no checking,4<=X<7,1
508,'existing paid',other,<100,none,car,stores,own,high qualif/self emp/mgmt,none,no,'male,single',38<x<55,276<x<4813,x<1,1<x<2,33<x<47,x>3,x<1,no checking,4<=X<7,1
509,existing paid,business,no known savings,'co applicant','real estate',bank,'for free',unskilled resident,yes,yes,female,single',4<x<21,276<x<4813,x>3,x>3,33<x<47,1<x<2,x>1,no checking,1<=X<4,1
510,'critical/other existing credit','domestic appliance',500<=X<1000,guarantor,'real estate',bank,'for free','high qualif/self emp/mgmt',none,yes,male,div/sep,38<x<55,276<x<4813,1<x<2,1<x<2,47<x<61,x<1,x<1,<0,unemployed,0
511,no credits/all paid,'new car','>=1000',none,real estate,none,'for free','unskilled resident',yes,yes,'male,mar/wid',38<x<55,276<x<4813,2<x<3,x<1,33<x<47,1<x<2,x>1,0<=X<200,>=7,1
512,'delayed previously',new car,'500<=X<1000',none,'real estate',bank,rent,high qualif/self emp/mgmt,yes,yes,'male,single',4<x<21,276<x<4813,x<1,x<1,19<x<33,x>3,x<1,>=200,unemployed,1
513,'delayed previously',business,'100<=X<500',none,car,bank,rent,skilled,none,yes,female,mar/wid',38<x<55,276<x<4813,x<1,2<x<3,19<x<33,x<1,x<1,0<=X<200,unemployed,0
514,critical/other existing credit,education,>=1000,'co applicant',real estate,none,'for free',high qualif/self emp/mgmt,yes,no,'female,mar/wid',x>55,276<x<4813,2<x<3,2<x<3,33<x<47,x<1,x<1,>=200,>=7,1
515,'all paid',radio/tv,no known savings,guarantor,life insurance,none,own,high qualif/self emp/mgmt,yes,no,male,mar/wid,4<x<21,9350<x<13887,x<1,x>3,19<x<33,1<x<2,x<1,0<=X<200,'>=7',1
516,'no credits/all paid',domestic appliance,<100,none,'no known property',bank,'for free',unskilled resident,yes,yes,male,single,4<x<21,276<x<4813,x>3,1<x<2,33<x<47,1<x<2,x>1,'<0','>=7',1
517,'existing paid',other,'no known savings',none,car,none,rent,'unemp/unskilled non res',yes,no,'male,mar/wid,4<x<21,276<x<4813,x>3,x<1,19<x<33,1<x<2,x>1,>=200,4<=X<7,1
518,'critical/other existing credit','domestic appliance',<100,'co applicant','life insurance',bank,'for free','unskilled resident',none,yes,'male,div/dep/mar,38<x<55,276<x<4813,2<x<3,x>3,19<x<33,x<1,x<1,'<0',<1,0
519,existing paid,education,'<100',co applicant,life insurance,none,'for free','unskilled resident',yes,no,male,single',21<x<38,276<x<4813,1<x<2,x<1,47<x<61,2<x<3,x<1,0<=X<200,'1<=X<4',1
520,'all paid',retraining,'500<=X<1000',none,'no known property',bank,own,unskilled resident,none,no,male,div/dep/mar,21<x<38,276<x<4813,1<x<2,x<1,33<x<47,2<x<3,x>1,no checking,'1<=X<4',1
521,'critical/other existing credit',other,500<=X<1000,'co applicant',life insurance,bank,own,unemp/unskilled non res,none,no,male,mar/wid',38<x<55,276<x<4813,x>3,2<x<3,33<x<47,x<1,x>1,<0,'1<=X<4',1
522,all paid,'used car','>=1000',guarantor,'life insurance',stores,own,'unemp/unskilled non res',yes,no,'male,single,4<x<21,276<x<4813,1<x<2,x<1,33<x<47,x<1,x<1,'no checking','1<=X<4',1
523,'all paid',repairs,'>=1000',co applicant,car,none,own,'unemp/unskilled non res',yes,no,female,div/sep',4<x<21,276<x<4813,x<1,x>3,x>61,x<1,x>1,<0,'1<=X<4',1
524,all paid,new car,100<=X<500,none,'life insurance',bank,for free,'high qualif/self emp/mgmt',yes,no,female,div/dep/mar,4<x<21,276<x<4813,x>3,1<x<2,33<x<47,x>3,x>1,'no checking',4<=X<7,1
525,'existing paid',education,no known savings,guarantor,no known property,bank,own,'unskilled resident',none,yes,male,div/dep/mar,4<x<21,276<x<4813,x<1,2<x<3,19<x<33,x>3,x<1,'<0',<1,1
526,'critical/other existing credit',education,'<100',guarantor,'no known property',stores,own,'unskilled resident',yes,no,female,div/sep,38<x<55,276<x<4813,2<x<3,1<x<2,x>61,1<x<2,x<1,no checking,>=7,1
527,existing paid,'used car','>=1000',co applicant,real estate,stores,rent,unemp/unskilled non res,yes,no,female,single',4<x<21,276<x<4813,x<1,x>3,47<x<61,2<x<3,x>1,<0,<1,1
528,delayed previously,used car,'no known savings',guarantor,'real estate',none,rent,high qualif/self emp/mgmt,none,no,female,div/dep/mar',4<x<21,276<x<4813,x>3,2<x<3,19<x<33,2<x<3,x<1,0<=X<200,>=7,1
529,'no credits/all paid',radio/tv,'500<=X<1000',co applicant,'life insurance',stores,for free,skilled,none,no,male,mar/wid,4<x<21,276<x<4813,x<1,2<x<3,19<x<33,x<1,x<1,'0<=X<200','1<=X<4',1
530,'delayed previously',used car,'>=1000',co applicant,'real estate',stores,for free,unemp/unskilled non res,none,no,'male,div/dep/mar,21<x<38,276<x<4813,2<x<3,2<x<3,x>61,2<x<3,x>1,'<0',4<=X<7,1
531,all paid,new car,'>=1000',none,'life insurance',none,own,'high qualif/self emp/mgmt',none,yes,'male,mar/wid,38<x<55,9350<x<13887,x<1,1<x<2,47<x<61,2<x<3,x>1,'>=200','>=7',0
532,'delayed previously',education,<100,none,car,stores,for free,'unskilled resident',yes,no,'male,mar/wid',x>55,276<x<4813,x>3,2<x<3,19<x<33,1<x<2,x<1,'0<=X<200',<1,1
533,'existing paid',domestic appliance,>=1000,'co applicant',real estate,bank,'for free',unemp/unskilled non res,yes,no,'female,div/dep/mar',4<x<21,276<x<4813,1<x<2,x>3,19<x<33,2<x<3,x>1,'<0',>=7,1
534,'delayed previously','domestic appliance','no known savings',guarantor,car,bank,for free,'high qualif/self emp/mgmt',yes,no,male,div/dep/mar,4<x<21,4813<x<9350,2<x<3,2<x<3,x>61,1<x<2,x<1,'>=200',1<=X<4,0
535,no credits/all paid,new car,'500<=X<1000',guarantor,'real estate',bank,for free,high qualif/self emp/mgmt,none,yes,male,div/dep/mar,21<x<38,276<x<4813,x>3,1<x<2,19<x<33,1<x<2,x>1,'>=200','1<=X<4',0
536,no credits/all paid,furniture/equipment,100<=X<500,co applicant,life insurance,none,own,'high qualif/self emp/mgmt',yes,yes,female,div/dep/mar,x<4,276<x<4813,1<x<2,1<x<2,47<x<61,x>3,x<1,no checking,'4<=X<7',1
537,'critical/other existing credit',radio/tv,>=1000,none,real estate,bank,'for free','high qualif/self emp/mgmt',yes,yes,'male,mar/wid,x>55,276<x<4813,x>3,1<x<2,19<x<33,x<1,x<1,'no checking',<1,1
538,no credits/all paid,repairs,>=1000,none,no known property,bank,for free,unemp/unskilled non res,none,yes,'female,div/sep',21<x<38,276<x<4813,x>3,x<1,19<x<33,x>3,x<1,'<0',<1,1
539,'all paid',retraining,'100<=X<500',guarantor,car,bank,'for free',skilled,none,yes,'male,div/dep/mar,21<x<38,4813<x<9350,x>3,x>3,19<x<33,x>3,x>1,'<0',unemployed,0
540,existing paid,new car,'<100',guarantor,'no known property',none,'for free',unskilled resident,none,yes,female,div/sep',4<x<21,276<x<4813,x>3,2<x<3,47<x<61,x<1,x<1,'>=200',4<=X<7,0
541,'existing paid',education,'<100','co applicant','no known property',stores,rent,'unemp/unskilled non res',yes,yes,'female,div/sep,x>55,276<x<4813,2<x<3,x<1,x>61,x<1,x>1,<0,<1,0
542,delayed previously,repairs,>=1000,co applicant,car,stores,'for free',high qualif/self emp/mgmt,yes,yes,'female,mar/wid',38<x<55,276<x<4813,1<x<2,2<x<3,x>61,x<1,x<1,'0<=X<200','1<=X<4',1
543,all paid,'used car','100<=X<500',co applicant,no known property,bank,'for free',unskilled resident,yes,no,'female,single',4<x<21,276<x<4813,x<1,x>3,19<x<33,x<1,x>1,0<=X<200,1<=X<4,1
544,no credits/all paid,furniture/equipment,<100,guarantor,life insurance,none,for free,'unemp/unskilled non res',yes,no,male,div/sep',38<x<55,276<x<4813,x>3,2<x<3,19<x<33,x<1,x>1,no checking,<1,1
545,critical/other existing credit,business,'no known savings',co applicant,life insurance,none,for free,skilled,yes,no,'male,mar/wid',38<x<55,276<x<4813,2<x<3,x>3,47<x<61,1<x<2,x<1,'0<=X<200','4<=X<7',1
546,delayed previously,'new car','500<=X<1000',co applicant,'no known property',stores,rent,unemp/unskilled non res,none,no,'female,single,38<x<55,276<x<4813,2<x<3,x<1,47<x<61,x<1,x<1,'>=200',1<=X<4,0
547,existing paid,new car,no known savings,co applicant,car,stores,'for free','high qualif/self emp/mgmt',yes,yes,male,div/sep,4<x<21,9350<x<13887,1<x<2,x<1,47<x<61,1<x<2,x<1,<0,unemployed,0
548,existing paid,furniture/equipment,'100<=X<500','co applicant',life insurance,none,own,high qualif/self emp/mgmt,yes,no,'male,mar/wid',38<x<55,4813<x<9350,2<x<3,x>3,47<x<61,x>3,x<1,'0<=X<200','>=7',0
549,no credits/all paid,'domestic appliance',100<=X<500,co applicant,'no known property',stores,own,'high qualif/self emp/mgmt',yes,yes,female,single',x>55,4813<x<9350,x>3,2<x<3,47<x<61,1<x<2,x<1,<0,'1<=X<4',0
550,existing paid,'used car',100<=X<500,none,life insurance,none,rent,'unskilled resident',none,yes,female,div/sep,4<x<21,276<x<4813,2<x<3,1<x<2,19<x<33,x>3,x<1,no checking,unemployed,0
551,existing paid,furniture/equipment,>=1000,'co applicant','no known property',bank,rent,high qualif/self emp/mgmt,none,yes,'female,mar/wid,38<x<55,276<x<4813,x<1,1<x<2,47<x<61,1<x<2,x>1,'no checking',1<=X<4,1
552,'all paid',repairs,>=1000,co applicant,'no known property',none,for free,'unemp/unskilled non res',none,no,female,single',4<x<21,276<x<4813,x>3,2<x<3,47<x<61,x>3,x>1,'0<=X<200','1<=X<4',1
553,'delayed previously',business,'no known savings','co applicant',no known property,stores,for free,high qualif/self emp/mgmt,none,yes,female,div/sep',x<4,276<x<4813,x<1,x>3,19<x<33,x>3,x>1,0<=X<200,>=7,1
554,'no credits/all paid',new car,'no known savings',guarantor,'no known property',none,'for free','unemp/unskilled non res',yes,no,male,mar/wid',21<x<38,276<x<4813,x<1,x>3,47<x<61,x>3,x<1,>=200,'<1',1
555,delayed previously,repairs,>=1000,'co applicant','life insurance',none,for free,skilled,yes,no,'female,mar/wid',4<x<21,276<x<4813,1<x<2,1<x<2,x>61,x<1,x>1,'>=200',<1,1
556,existing paid,furniture/equipment,100<=X<500,none,'no known property',stores,own,'high qualif/self emp/mgmt',none,no,male,div/dep/mar',21<x<38,276<x<4813,1<x<2,1<x<2,47<x<61,2<x<3,x>1,'0<=X<200','<1',0
557,existing paid,other,'no known savings',none,'real estate',none,rent,skilled,none,yes,male,div/dep/mar,4<x<21,276<x<4813,2<x<3,x>3,47<x<61,1<x<2,x>1,>=200,unemployed,0
558,existing paid,business,'100<=X<500',none,'life insurance',none,rent,unskilled resident,none,no,'male,div/dep/mar',21<x<38,276<x<4813,2<x<3,2<x<3,33<x<47,x<1,x<1,'<0',>=7,0
559,no credits/all paid,new car,<100,guarantor,car,bank,rent,unskilled resident,none,no,female,mar/wid,38<x<55,276<x<4813,x<1,x<1,19<x<33,1<x<2,x>1,<0,'>=7',1
560,critical/other existing credit,education,100<=X<500,'co applicant','no known property',bank,rent,unskilled resident,none,no,female,div/sep,38<x<55,276<x<4813,x>3,2<x<3,33<x<47,2<x<3,x<1,'>=200',>=7,0
561,'no credits/all paid',education,<100,'co applicant','life insurance',stores,own,unemp/unskilled non res,yes,yes,'female,div/dep/mar,4<x<21,276<x<4813,x<1,x>3,33<x<47,2<x<3,x>1,'no checking','>=7',1
562,'delayed previously','used car','100<=X<500',guarantor,car,none,own,unemp/unskilled non res,none,no,'male,single',4<x<21,4813<x<9350,1<x<2,2<x<3,x<19,2<x<3,x<1,'<0',1<=X<4,1
563,critical/other existing credit,new car,'100<=X<500',co applicant,'life insurance',bank,for free,'unemp/unskilled non res',yes,yes,female,mar/wid,38<x<55,9350<x<13887,1<x<2,1<x<2,19<x<33,2<x<3,x>1,'0<=X<200',>=7,0
564,existing paid,radio/tv,no known savings,none,'real estate',stores,for free,'unemp/unskilled non res',none,yes,female,single,4<x<21,276<x<4813,x<1,1<x<2,19<x<33,2<x<3,x<1,'no checking',<1,1
565,'delayed previously','used car','<100',co applicant,life insurance,stores,rent,'unemp/unskilled non res',yes,no,female,mar/wid',38<x<55,276<x<4813,1<x<2,x<1,19<x<33,x>3,x>1,'<0',<1,1
566,'delayed previously','new car',>=1000,none,'no known property',bank,for free,'high qualif/self emp/mgmt',none,yes,male,mar/wid',21<x<38,276<x<4813,x<1,x<1,33<x<47,x>3,x>1,no checking,>=7,1
567,'delayed previously',new car,no known savings,none,'no known property',bank,'for free','high qualif/self emp/mgmt',yes,yes,male,div/sep,38<x<55,276<x<4813,1<x<2,x>3,x>61,1<x<2,x<1,no checking,1<=X<4,1
568,no credits/all paid,furniture/equipment,>=1000,'co applicant','real estate',bank,rent,unemp/unskilled non res,none,yes,male,single,38<x<55,276<x<4813,x<1,2<x<3,47<x<61,1<x<2,x<1,'no checking','1<=X<4',0
569,'all paid',retraining,100<=X<500,co applicant,'no known property',none,own,'high qualif/self emp/mgmt',yes,no,'female,div/dep/mar,x>55,276<x<4813,x>3,2<x<3,19<x<33,x<1,x<1,0<=X<200,unemployed,1
570,'all paid',used car,100<=X<500,guarantor,'life insurance',bank,own,skilled,yes,yes,male,mar/wid',38<x<55,276<x<4813,1<x<2,x>3,47<x<61,2<x<3,x>1,>=200,'1<=X<4',1
571,existing paid,'used car','<100',co applicant,'real estate',stores,for free,high qualif/self emp/mgmt,none,no,'male,single',4<x<21,276<x<4813,1<x<2,x<1,19<x<33,2<x<3,x<1,>=200,'<1',0
572,'critical/other existing credit',retraining,'100<=X<500',none,life insurance,bank,'for free',unskilled resident,yes,no,'male,single',21<x<38,276<x<4813,x<1,x>3,33<x<47,2<x<3,x<1,'0<=X<200',4<=X<7,1
573,no credits/all paid,radio/tv,'<100',guarantor,car,stores,rent,unskilled resident,none,no,female,single,4<x<21,276<x<4813,2<x<3,1<x<2,33<x<47,1<x<2,x<1,0<=X<200,4<=X<7,1
574,'no credits/all paid',used car,500<=X<1000,guarantor,real estate,none,'for free','high qualif/self emp/mgmt',none,no,female,div/sep',4<x<21,276<x<4813,1<x<2,x>3,x>61,1<x<2,x>1,'<0','1<=X<4',1
575,'critical/other existing credit','new car','100<=X<500',co applicant,'no known property',none,for free,'high qualif/self emp/mgmt',none,no,'female,div/sep,21<x<38,276<x<4813,x<1,1<x<2,47<x<61,2<x<3,x>1,'0<=X<200','<1',1
576,delayed previously,'domestic appliance',no known savings,co applicant,'no known property',bank,own,high qualif/self emp/mgmt,none,yes,'male,div/sep,4<x<21,4813<x<9350,1<x<2,1<x<2,19<x<33,2<x<3,x<1,no checking,4<=X<7,0
577,no credits/all paid,new car,'no known savings',none,real estate,none,rent,'high qualif/self emp/mgmt',none,no,'male,mar/wid',21<x<38,276<x<4813,x>3,x>3,19<x<33,x<1,x<1,'0<=X<200',4<=X<7,0
578,'existing paid',furniture/equipment,no known savings,none,'real estate',stores,'for free',unemp/unskilled non res,none,no,male,div/sep',21<x<38,276<x<4813,2<x<3,x>3,47<x<61,2<x<3,x<1,0<=X<200,<1,1
579,'all paid',used car,'100<=X<500',none,real estate,none,for free,'high qualif/self emp/mgmt',yes,no,'male,div/dep/mar,x<4,276<x<4813,1<x<2,2<x<3,47<x<61,x>3,x>1,'0<=X<200','1<=X<4',1
580,'existing paid',other,>=1000,guarantor,'life insurance',bank,'for free',high qualif/self emp/mgmt,yes,yes,'female,div/sep',4<x<21,276<x<4813,x<1,2<x<3,19<x<33,1<x<2,x<1,'>=200',4<=X<7,1
581,'no credits/all paid',used car,'no known savings',guarantor,'life insurance',stores,for free,'high qualif/self emp/mgmt',yes,yes,'female,mar/wid',38<x<55,276<x<4813,1<x<2,2<x<3,33<x<47,1<x<2,x<1,no checking,<1,1
582,critical/other existing credit,domestic appliance,'>=1000',co applicant,'no known property',stores,'for free','high qualif/self emp/mgmt',yes,no,female,single,4<x<21,276<x<4813,x<1,2<x<3,x>61,2<x<3,x>1,'no checking','<1',1
583,all paid,other,>=1000,co applicant,car,none,rent,high qualif/self emp/mgmt,yes,yes,female,div/dep/mar,4<x<21,276<x<4813,x>3,2<x<3,47<x<61,1<x<2,x>1,no checking,'4<=X<7',1
584,delayed previously,business,100<=X<500,guarantor,life insurance,stores,for free,high qualif/self emp/mgmt,yes,yes,female,mar/wid',38<x<55,276<x<4813,x>3,x<1,33<x<47,x>3,x<1,'>=200',>=7,0
585,'critical/other existing credit',other,'>=1000',guarantor,life insurance,bank,rent,'unskilled resident',yes,yes,female,div/sep,21<x<38,4813<x<9350,x>3,x<1,x>61,x>3,x>1,<0,1<=X<4,1
586,'no credits/all paid',radio/tv,no known savings,'co applicant','real estate',none,own,high qualif/self emp/mgmt,none,no,'female,mar/wid,x>55,276<x<4813,1<x<2,x>3,33<x<47,1<x<2,x<1,0<=X<200,'>=7',1
587,'existing paid',retraining,500<=X<1000,none,life insurance,bank,'for free',unemp/unskilled non res,none,no,'female,div/dep/mar,4<x<21,276<x<4813,x>3,x<1,33<x<47,x>3,x<1,'>=200','4<=X<7',1
588,'existing paid',other,'100<=X<500',none,real estate,bank,'for free',unemp/unskilled non res,none,no,male,mar/wid',4<x<21,276<x<4813,x<1,2<x<3,19<x<33,x>3,x<1,'<0','1<=X<4',1
589,existing paid,'new car','<100',co applicant,'life insurance',none,'for free',unemp/unskilled non res,yes,no,'female,div/dep/mar,4<x<21,9350<x<13887,x>3,1<x<2,47<x<61,x<1,x>1,'<0','1<=X<4',0
590,existing paid,retraining,'<100',guarantor,real estate,bank,rent,'unemp/unskilled non res',yes,yes,female,single',21<x<38,4813<x<9350,x>3,x>3,47<x<61,x<1,x<1,'no checking','4<=X<7',0
591,'critical/other existing credit',retraining,'100<=X<500',guarantor,'life insurance',stores,for free,unemp/unskilled non res,none,yes,male,single,4<x<21,4813<x<9350,x<1,x>3,33<x<47,1<x<2,x<1,'<0','<1',1
592,'no credits/all paid',radio/tv,100<=X<500,co applicant,'real estate',none,own,'unemp/unskilled non res',none,no,female,mar/wid,38<x<55,4813<x<9350,1<x<2,1<x<2,47<x<61,2<x<3,x>1,>=200,unemployed,0
593,'no credits/all paid',retraining,'no known savings',co applicant,'life insurance',bank,for free,'unskilled resident',yes,no,'female,div/dep/mar',38<x<55,276<x<4813,x<1,x>3,x>61,1<x<2,x<1,'>=200',4<=X<7,1
594,'delayed previously',domestic appliance,500<=X<1000,none,'real estate',none,for free,'unemp/unskilled non res',none,yes,male,single',21<x<38,4813<x<9350,2<x<3,1<x<2,19<x<33,2<x<3,x<1,no checking,4<=X<7,1
595,'all paid','used car','>=1000',guarantor,'life insurance',bank,for free,'high qualif/self emp/mgmt',none,no,female,div/dep/mar',38<x<55,276<x<4813,x>3,2<x<3,33<x<47,2<x<3,x>1,no checking,'1<=X<4',0
596,'all paid',business,'500<=X<1000',guarantor,'life insurance',none,rent,'high qualif/self emp/mgmt',none,yes,'male,div/sep,4<x<21,276<x<4813,1<x<2,x<1,33<x<47,2<x<3,x<1,>=200,'>=7',0
597,existing paid,furniture/equipment,'<100',none,real estate,none,'for free',unskilled resident,yes,yes,female,div/sep',4<x<21,276<x<4813,x>3,x<1,33<x<47,x<1,x>1,<0,<1,1
598,existing paid,education,'100<=X<500',co applicant,'real estate',stores,'for free','high qualif/self emp/mgmt',none,no,'female,div/sep,4<x<21,276<x<4813,1<x<2,x>3,19<x<33,x<1,x>1,'0<=X<200',4<=X<7,1
599,'delayed previously',radio/tv,500<=X<1000,co applicant,no known property,bank,own,unemp/unskilled non res,yes,yes,male,mar/wid,38<x<55,276<x<4813,1<x<2,x<1,47<x<61,x>3,x<1,no checking,'1<=X<4',1
600,existing paid,other,'<100',guarantor,'real estate',bank,rent,'unskilled resident',none,no,female,mar/wid',21<x<38,276<x<4813,2<x<3,2<x<3,x>61,2<x<3,x<1,0<=X<200,<1,0
601,delayed previously,education,'100<=X<500',co applicant,'real estate',stores,for free,'high qualif/self emp/mgmt',none,no,'female,div/sep,4<x<21,276<x<4813,1<x<2,x<1,47<x<61,x>3,x>1,'no checking',1<=X<4,1
602,'no credits/all paid','domestic appliance','500<=X<1000',none,real estate,stores,rent,'unemp/unskilled non res',none,yes,male,single',4<x<21,276<x<4813,1<x<2,x<1,47<x<61,2<x<3,x<1,'0<=X<200','4<=X<7',0
603,'delayed previously','new car',<100,none,real estate,bank,own,skilled,yes,yes,female,single',21<x<38,276<x<4813,1<x<2,2<x<3,47<x<61,1<x<2,x>1,'0<=X<200',unemployed,1
604,'existing paid','new car','<100',none,'real estate',stores,rent,unemp/unskilled non res,yes,no,'female,mar/wid',4<x<21,276<x<4813,1<x<2,1<x<2,19<x<33,x>3,x>1,>=200,'4<=X<7',1
605,'delayed previously',education,'no known savings','co applicant','real estate',bank,own,'unskilled resident',none,no,female,div/dep/mar',38<x<55,276<x<4813,x<1,2<x<3,x>61,2<x<3,x>1,no checking,'4<=X<7',1
606,'all paid',furniture/equipment,500<=X<1000,none,'real estate',none,for free,'unemp/unskilled non res',yes,yes,female,div/dep/mar',4<x<21,276<x<4813,2<x<3,2<x<3,19<x<33,x<1,x<1,<0,1<=X<4,1
607,'delayed previously',retraining,'>=1000','co applicant',real estate,bank,own,unskilled resident,none,yes,'female,div/sep',21<x<38,276<x<4813,1<x<2,2<x<3,47<x<61,1<x<2,x>1,no checking,'>=7',1
608,'critical/other existing credit',used car,100<=X<500,'co applicant',car,none,for free,unemp/unskilled non res,yes,yes,male,div/dep/mar,4<x<21,276<x<4813,x<1,2<x<3,19<x<33,x>3,x>1,'>=200',1<=X<4,1
609,'existing paid',repairs,'100<=X<500','co applicant','no known property',none,own,skilled,none,yes,'male,mar/wid',21<x<38,276<x<4813,2<x<3,1<x<2,19<x<33,x<1,x<1,'no checking','>=7',1
610,existing paid,used car,'no known savings',guarantor,'life insurance',none,'for free',unemp/unskilled non res,none,yes,male,div/dep/mar,21<x<38,4813<x<9350,x>3,1<x<2,x>61,x<1,x<1,<0,'4<=X<7',0
611,critical/other existing credit,repairs,'500<=X<1000',guarantor,life insurance,none,own,'unemp/unskilled non res',none,yes,'female,mar/wid,38<x<55,276<x<4813,1<x<2,x<1,47<x<61,x<1,x<1,0<=X<200,1<=X<4,1
612,'no credits/all paid',repairs,'>=1000',guarantor,'real estate',bank,own,skilled,yes,yes,male,mar/wid,4<x<21,276<x<4813,2<x<3,x>3,47<x<61,1<x<2,x<1,'<0','4<=X<7',1
613,'critical/other existing credit',domestic appliance,'<100',co applicant,'no known property',none,'for free','high qualif/self emp/mgmt',yes,yes,'male,single',x>55,276<x<4813,1<x<2,x<1,x>61,1<x<2,x<1,'0<=X<200',>=7,1
614,critical/other existing credit,radio/tv,no known savings,co applicant,'life insurance',bank,own,skilled,yes,no,'male,div/dep/mar,4<x<21,276<x<4813,1<x<2,x<1,x>61,x<1,x<1,'>=200','>=7',1
615,critical/other existing credit,business,'no known savings',none,'no known property',stores,'for free',skilled,yes,no,male,mar/wid',x>55,276<x<4813,x>3,2<x<3,33<x<47,x>3,x>1,>=200,4<=X<7,0
616,existing paid,business,'100<=X<500',co applicant,real estate,bank,'for free','unskilled resident',yes,no,male,mar/wid,38<x<55,4813<x<9350,x<1,x<1,47<x<61,1<x<2,x<1,'>=200',unemployed,0
617,all paid,furniture/equipment,>=1000,guarantor,'no known property',none,rent,unemp/unskilled non res,none,no,female,single,4<x<21,276<x<4813,x>3,x<1,33<x<47,1<x<2,x<1,'<0','<1',1
618,'delayed previously',retraining,'500<=X<1000',guarantor,'no known property',none,own,skilled,yes,yes,'male,single',21<x<38,276<x<4813,1<x<2,x<1,33<x<47,1<x<2,x>1,'>=200',1<=X<4,1
619,existing paid,domestic appliance,500<=X<1000,none,'life insurance',bank,own,'high qualif/self emp/mgmt',yes,yes,'male,div/sep',21<x<38,9350<x<13887,1<x<2,x>3,47<x<61,2<x<3,x<1,>=200,1<=X<4,0
620,existing paid,business,no known savings,co applicant,real estate,none,'for free',unskilled resident,none,no,female,single,38<x<55,276<x<4813,x>3,x<1,19<x<33,x<1,x<1,'0<=X<200',4<=X<7,1
621,no credits/all paid,used car,>=1000,'co applicant',no known property,stores,own,'unemp/unskilled non res',none,no,female,div/sep',21<x<38,276<x<4813,1<x<2,1<x<2,33<x<47,x<1,x>1,'<0',unemployed,1
622,delayed previously,furniture/equipment,'500<=X<1000',guarantor,life insurance,bank,for free,'high qualif/self emp/mgmt',none,no,'female,div/dep/mar',38<x<55,4813<x<9350,2<x<3,1<x<2,47<x<61,x>3,x>1,'>=200','>=7',0
623,'all paid','domestic appliance','>=1000',none,'life insurance',none,rent,unskilled resident,none,no,'male,mar/wid',21<x<38,4813<x<9350,2<x<3,x<1,33<x<47,x>3,x>1,0<=X<200,4<=X<7,1
624,'critical/other existing credit',used car,'>=1000','co applicant','real estate',stores,own,high qualif/self emp/mgmt,none,no,'male,div/dep/mar',4<x<21,276<x<4813,x>3,x<1,47<x<61,2<x<3,x>1,no checking,unemployed,1
625,existing paid,business,'>=1000',co applicant,'real estate',none,own,unskilled resident,yes,no,'female,mar/wid',21<x<38,4813<x<9350,x>3,x<1,19<x<33,1<x<2,x>1,'<0',<1,0
626,all paid,retraining,500<=X<1000,co applicant,real estate,none,'for free','unskilled resident',yes,no,'female,mar/wid',4<x<21,276<x<4813,1<x<2,x<1,47<x<61,x>3,x>1,>=200,'4<=X<7',1
627,no credits/all paid,'new car','500<=X<1000','co applicant',life insurance,bank,for free,'unemp/unskilled non res',yes,no,'male,div/dep/mar',21<x<38,9350<x<13887,1<x<2,1<x<2,x>61,x<1,x<1,0<=X<200,>=7,0
628,'delayed previously','new car','no known savings',guarantor,no known property,none,own,'high qualif/self emp/mgmt',none,yes,male,single',4<x<21,276<x<4813,x>3,2<x<3,33<x<47,2<x<3,x<1,'no checking',unemployed,0
629,'all paid',other,'100<=X<500',none,'no known property',bank,rent,unskilled resident,none,yes,male,mar/wid,21<x<38,276<x<4813,1<x<2,x>3,47<x<61,2<x<3,x<1,'>=200','<1',0
630,'critical/other existing credit',domestic appliance,'500<=X<1000','co applicant',car,bank,rent,high qualif/self emp/mgmt,yes,yes,'male,div/sep,x<4,4813<x<9350,x>3,2<x<3,33<x<47,1<x<2,x>1,>=200,'1<=X<4',0
