age,workclass,fnlwgt,education,marital-status,race,sex,hours-per-week,country,class
41,Private,171615,12,Married-civ-spouse,White,Male,45,US,1
64,Self-emp-not-inc,149698,15,Married-civ-spouse,White,Male,40,US,1
25,Private,71351,2,Never-married,White,Male,25,non-US,0
63,Private,84737,4,Married-civ-spouse,Asian-Pac-Islander,Male,40,non-US,0
54,Local-gov,375134,11,Divorced,White,Male,40,US,0
21,Private,207103,9,Never-married,White,Male,40,US,0
27,Private,199314,13,Never-married,White,Male,40,non-US,0
63,Self-emp-not-inc,289741,14,Married-civ-spouse,White,Male,50,US,0
37,Private,240837,9,Divorced,White,Female,30,US,0
22,Private,283499,9,Never-married,White,Male,35,US,0
54,Private,97778,4,Married-civ-spouse,White,Male,40,US,0
54,Private,21698,6,Divorced,White,Female,40,US,0
60,Local-gov,232618,9,Married-civ-spouse,White,Male,40,US,0
19,Private,175820,7,Never-married,White,Male,25,US,0
25,Local-gov,63996,9,Divorced,White,Female,40,US,0
51,Local-gov,182985,9,Married-civ-spouse,White,Female,40,US,0
47,Federal-gov,380127,9,Never-married,White,Female,40,US,0
44,Self-emp-not-inc,111483,6,Never-married,White,Male,50,US,0
57,Private,96346,9,Widowed,White,Female,57,US,0
22,Private,317528,10,Never-married,White,Male,34,US,0
36,State-gov,223020,10,Divorced,Black,Female,20,US,0
39,Private,115076,10,Married-civ-spouse,White,Male,40,US,0
49,Private,133969,16,Married-civ-spouse,Other,Male,50,US,1
41,Private,173858,9,Married-civ-spouse,Asian-Pac-Islander,Male,40,non-US,0
35,Private,193241,10,Married-civ-spouse,White,Male,38,US,0
40,Self-emp-inc,50644,12,Divorced,White,Female,40,US,0
30,Private,178841,13,Never-married,White,Female,40,US,0
25,Private,177017,9,Never-married,White,Male,37,US,0
25,Private,253267,10,Married-civ-spouse,Black,Male,36,US,1
37,Private,202027,14,Married-civ-spouse,White,Male,50,US,1
53,Self-emp-not-inc,321865,15,Divorced,White,Male,60,US,1
34,Self-emp-not-inc,321709,12,Never-married,White,Female,25,US,0
18,Private,210574,9,Never-married,White,Female,20,US,0
45,Private,474617,9,Divorced,Black,Male,40,US,0
19,Private,264390,10,Never-married,White,Female,40,US,0
33,Self-emp-inc,144949,13,Married-civ-spouse,White,Male,65,US,0
45,State-gov,90803,10,Married-civ-spouse,White,Male,40,US,0
43,State-gov,126701,13,Married-civ-spouse,White,Male,35,US,1
40,Private,178417,9,Married-civ-spouse,White,Male,35,US,0
41,Self-emp-not-inc,197176,13,Married-civ-spouse,White,Male,75,US,1
25,Private,182227,9,Married-civ-spouse,White,Male,40,US,0
22,Private,117606,13,Never-married,White,Female,32,US,0
52,Private,349502,10,Never-married,White,Male,45,US,0
45,Federal-gov,81487,10,Married-civ-spouse,White,Male,40,non-US,1
32,State-gov,169583,16,Never-married,White,Female,70,US,0
26,Private,485117,13,Never-married,White,Male,20,US,0
24,Private,35603,10,Divorced,Black,Male,40,US,0
37,Private,175390,9,Divorced,Black,Female,40,US,0
49,Private,184986,9,Divorced,White,Female,40,US,0
43,Local-gov,174395,14,Married-civ-spouse,White,Male,50,US,0
35,Private,187711,9,Never-married,White,Male,40,US,0
37,Private,189878,15,Married-civ-spouse,White,Male,50,US,1
17,Private,224073,7,Never-married,White,Male,20,US,0
48,Private,159726,9,Married-civ-spouse,White,Male,55,US,1
26,Private,456618,10,Never-married,White,Male,40,US,0
35,Private,202397,13,Married-civ-spouse,Asian-Pac-Islander,Male,40,non-US,1
21,Private,206681,10,Never-married,White,Female,15,US,0
54,Private,222020,6,Divorced,White,Male,70,US,0
40,Private,137304,13,Divorced,Black,Female,40,US,0
51,Private,141645,10,Separated,Black,Female,40,US,0
60,Self-emp-not-inc,218085,9,Married-civ-spouse,Black,Female,50,US,0
22,Private,52596,10,Never-married,White,Male,8,US,0
20,Private,197997,9,Never-married,White,Male,40,US,0
21,Private,191444,7,Never-married,White,Male,40,US,0
21,Private,40767,10,Never-married,White,Male,40,US,0
43,Private,172577,10,Divorced,White,Female,44,US,0
36,Private,241998,13,Married-civ-spouse,White,Male,50,US,1
65,State-gov,215908,9,Married-civ-spouse,White,Male,40,US,1
48,Private,212120,9,Married-civ-spouse,White,Male,40,US,1
37,Private,109133,14,Separated,White,Male,60,non-US,1
20,Private,224424,8,Never-married,White,Male,40,US,0
41,State-gov,214985,9,Divorced,White,Female,40,US,0
55,Self-emp-not-inc,147098,5,Married-civ-spouse,White,Male,50,US,0
39,Local-gov,149833,13,Divorced,White,Female,40,US,0
41,Federal-gov,253770,10,Married-civ-spouse,White,Female,40,US,1
80,Private,252466,11,Married-civ-spouse,White,Male,24,US,0
59,State-gov,132717,6,Married-civ-spouse,White,Male,40,US,0
52,Private,138944,7,Married-civ-spouse,White,Male,40,US,1
39,Private,280570,13,Married-civ-spouse,White,Male,50,US,1
56,Self-emp-not-inc,144380,10,Married-spouse-absent,Black,Male,50,US,0
69,Local-gov,660461,9,Widowed,Black,Female,20,US,0
49,Private,177211,13,Married-civ-spouse,White,Male,50,US,1
33,Private,197424,9,Married-civ-spouse,White,Male,40,US,0
28,Self-emp-inc,31717,9,Married-civ-spouse,White,Male,45,US,1
49,Private,296849,10,Married-civ-spouse,White,Male,40,US,1
51,Local-gov,193720,9,Married-spouse-absent,White,Male,40,US,0
42,Private,106698,10,Divorced,White,Female,32,US,0
66,Private,214469,9,Widowed,White,Female,13,US,0
44,Private,185798,11,Separated,White,Male,48,US,1
26,Private,333108,9,Divorced,White,Male,40,US,0
43,Private,35210,10,Divorced,White,Female,40,US,0
28,Private,140845,6,Never-married,White,Female,40,US,0
17,Private,170455,7,Never-married,White,Female,8,US,0
52,Private,298215,13,Married-civ-spouse,White,Male,50,US,1
24,Private,404416,10,Never-married,White,Male,40,US,0
65,Private,143175,10,Widowed,White,Female,45,US,0
36,Self-emp-not-inc,409189,10,Married-civ-spouse,White,Male,40,US,1
19,Private,285750,9,Never-married,White,Male,30,US,0
43,Private,235556,10,Married-spouse-absent,White,Male,45,non-US,0
39,Local-gov,170382,14,Married-civ-spouse,White,Female,50,non-US,1
48,Private,195437,7,Married-civ-spouse,White,Male,40,US,1
50,Local-gov,191130,11,Married-civ-spouse,White,Male,40,US,1
21,Private,231160,10,Never-married,White,Male,25,US,0
36,Private,47310,9,Never-married,Black,Female,40,US,0
33,Private,214635,9,Married-civ-spouse,Black,Male,36,non-US,0
50,Federal-gov,65160,13,Married-civ-spouse,White,Male,40,US,0
49,State-gov,423222,14,Married-civ-spouse,White,Male,80,US,1
70,Self-emp-inc,272896,16,Married-civ-spouse,White,Male,40,US,1
39,Private,232854,9,Divorced,White,Male,40,US,0
44,Private,442035,10,Divorced,White,Female,40,US,0
32,Private,127875,13,Married-civ-spouse,White,Female,40,US,1
40,Private,283724,5,Never-married,Black,Male,49,US,0
46,Private,403911,9,Married-civ-spouse,Black,Male,40,US,1
40,Private,177027,13,Married-civ-spouse,Asian-Pac-Islander,Female,52,non-US,1
47,Private,249935,7,Divorced,White,Male,8,US,0
19,Private,533147,9,Never-married,White,Male,30,US,0
22,Private,137862,10,Never-married,White,Female,16,US,0
20,Private,249543,10,Never-married,White,Female,16,US,0
46,Local-gov,230979,13,Divorced,White,Female,25,US,1
41,Private,137126,13,Married-civ-spouse,White,Male,45,US,1
17,Private,147339,6,Never-married,Other,Female,15,US,0
41,Private,256647,9,Married-civ-spouse,Black,Male,40,US,0
28,Private,111696,9,Separated,White,Male,40,US,0
24,Private,285457,9,Never-married,White,Male,40,US,0
33,Private,303867,10,Married-civ-spouse,White,Male,50,US,0
44,Federal-gov,113597,10,Married-civ-spouse,White,Male,55,US,1
26,Self-emp-not-inc,151626,9,Never-married,Black,Female,40,US,0
47,Self-emp-not-inc,26145,11,Married-civ-spouse,White,Male,40,US,1
24,Private,176189,9,Married-civ-spouse,White,Male,40,US,0
58,Federal-gov,497253,13,Married-civ-spouse,Black,Male,40,US,1
41,Private,41090,9,Married-civ-spouse,White,Male,60,US,0
38,Self-emp-not-inc,282461,4,Married-civ-spouse,White,Male,35,US,1
21,Private,225541,10,Never-married,White,Female,40,US,0
33,Private,203488,10,Never-married,White,Male,45,US,0
40,Private,99373,6,Divorced,White,Female,40,US,0
47,Local-gov,109705,9,Divorced,White,Female,40,US,0
41,Private,144947,13,Divorced,Black,Female,40,US,0
38,Private,617898,13,Married-civ-spouse,White,Male,50,US,0
50,Private,38310,4,Divorced,White,Female,40,US,0
45,Private,248993,9,Married-spouse-absent,Black,Male,40,US,0
33,Private,69311,9,Never-married,White,Male,40,US,0
34,Federal-gov,143766,12,Never-married,White,Male,40,US,0
65,Private,213477,14,Divorced,White,Male,28,US,0
24,Private,275691,7,Never-married,White,Male,39,US,0
26,Private,59367,13,Never-married,White,Male,40,US,0
55,Private,35551,9,Divorced,White,Male,40,US,0
66,Private,236784,13,Divorced,White,Female,8,non-US,0
43,Local-gov,193755,13,Married-civ-spouse,White,Male,40,US,0
37,Private,315291,13,Never-married,Black,Female,40,US,0
22,Private,290504,9,Married-civ-spouse,White,Male,40,US,0
21,Private,256240,7,Married-civ-spouse,White,Male,40,US,0
27,Private,178709,14,Never-married,White,Female,40,US,0
48,Private,449354,9,Married-civ-spouse,White,Male,45,US,1
24,Private,187937,13,Never-married,White,Female,40,US,0
53,Local-gov,188772,9,Widowed,White,Female,30,US,0
26,Private,157617,9,Married-civ-spouse,White,Male,40,non-US,0
60,Private,96099,10,Married-civ-spouse,White,Male,40,US,1
21,Private,122322,10,Never-married,White,Female,60,US,0
39,Private,409189,3,Married-civ-spouse,White,Male,40,non-US,0
45,Private,175925,10,Married-civ-spouse,White,Male,60,US,1
76,Self-emp-not-inc,236878,9,Married-civ-spouse,White,Male,30,US,0
19,Private,216647,10,Never-married,White,Female,30,US,0
34,Private,300681,10,Married-civ-spouse,Black,Male,40,non-US,1
54,Private,327769,10,Divorced,White,Male,40,US,0
23,Private,194723,13,Never-married,White,Female,40,US,0
44,Local-gov,31251,4,Divorced,White,Male,40,US,0
27,Private,212506,10,Divorced,Black,Female,40,US,0
23,Private,23037,8,Never-married,Amer-Indian-Eskimo,Male,40,US,0
37,Self-emp-not-inc,29054,9,Married-civ-spouse,White,Male,50,US,0
41,Private,92733,9,Married-civ-spouse,White,Male,40,US,1
21,State-gov,184678,10,Never-married,White,Female,35,US,0
37,Federal-gov,32528,9,Married-civ-spouse,White,Male,40,non-US,1
63,Private,125954,9,Never-married,White,Male,40,US,0
35,Private,73715,7,Married-civ-spouse,White,Male,40,US,0
41,Private,287037,10,Never-married,White,Male,40,US,0
50,Self-emp-not-inc,64667,9,Divorced,Asian-Pac-Islander,Female,60,non-US,0
26,Self-emp-inc,366662,9,Never-married,White,Male,50,US,0
36,Local-gov,113337,10,Married-civ-spouse,White,Male,42,US,1
47,Private,387468,10,Married-civ-spouse,White,Male,40,non-US,1
51,Private,384248,10,Divorced,Black,Female,50,US,0
41,Private,332703,9,Divorced,Other,Female,40,US,0
40,Private,198873,15,Married-civ-spouse,White,Female,30,US,1
32,Private,317809,13,Married-civ-spouse,White,Male,50,US,0
37,Local-gov,160910,13,Married-civ-spouse,White,Male,40,US,1
40,Self-emp-inc,182629,13,Divorced,White,Male,40,US,0
56,Private,267652,13,Married-civ-spouse,White,Male,40,US,0
50,Private,410186,9,Married-civ-spouse,White,Male,40,US,0
28,Private,365411,5,Married-civ-spouse,White,Male,42,US,0
28,Private,205337,9,Married-civ-spouse,White,Male,40,US,0
19,Self-emp-not-inc,100999,7,Never-married,White,Female,30,US,0
44,Private,197462,9,Married-civ-spouse,White,Male,40,US,0
42,Self-emp-not-inc,199143,15,Divorced,White,Female,44,US,1
47,Private,191978,10,Married-civ-spouse,White,Male,40,US,1
31,Private,50178,10,Married-civ-spouse,White,Male,40,US,0
61,Private,72442,7,Married-civ-spouse,White,Male,40,US,1
21,Private,248512,10,Never-married,White,Female,40,US,0
26,Private,178140,13,Married-civ-spouse,White,Male,45,US,1
58,Private,354024,9,Married-civ-spouse,White,Female,40,US,1
35,Private,143589,13,Married-spouse-absent,Asian-Pac-Islander,Female,40,non-US,0
35,Private,219902,11,Never-married,Black,Female,40,US,0
29,Local-gov,419722,12,Never-married,White,Male,40,US,0
40,Private,154374,14,Married-civ-spouse,White,Male,40,US,1
33,Private,132601,13,Married-civ-spouse,White,Male,55,US,1
38,Self-emp-not-inc,29430,10,Divorced,White,Male,40,US,0
50,Self-emp-not-inc,30731,11,Never-married,White,Male,50,US,0
66,Private,210825,10,Married-civ-spouse,White,Male,40,US,1
36,Local-gov,251091,10,Married-civ-spouse,White,Male,40,US,1
33,Private,219034,7,Never-married,White,Female,40,US,0
55,Federal-gov,35723,14,Married-civ-spouse,White,Male,60,US,1
46,Private,358886,9,Married-civ-spouse,White,Male,40,US,0
36,Private,248708,12,Never-married,White,Male,40,US,0
30,Private,30063,9,Divorced,White,Female,32,US,0
29,Private,253799,8,Never-married,White,Male,42,non-US,0
24,Private,59146,9,Separated,White,Female,48,US,0
42,Self-emp-not-inc,343609,10,Separated,Black,Female,50,US,0
26,Private,216010,9,Separated,White,Female,40,US,0
37,Private,164526,13,Married-civ-spouse,White,Male,40,US,0
27,Private,150958,3,Never-married,White,Male,48,non-US,0
26,Private,244495,9,Married-civ-spouse,White,Male,48,US,0
23,Private,199336,11,Never-married,White,Male,50,US,0
60,Private,151369,14,Married-civ-spouse,White,Male,60,US,1
49,Federal-gov,118701,9,Divorced,Black,Female,40,US,0
46,Private,219611,10,Married-civ-spouse,White,Male,40,US,0
21,Private,184568,9,Never-married,White,Male,40,US,0
48,Self-emp-not-inc,246891,15,Married-civ-spouse,White,Male,60,US,0
70,Self-emp-inc,243436,5,Divorced,White,Male,45,US,0
44,Local-gov,68318,14,Never-married,White,Female,55,US,0
58,Private,56331,13,Married-civ-spouse,White,Male,40,US,0
41,Private,190591,12,Divorced,Black,Female,40,non-US,0
54,Private,140359,4,Divorced,White,Female,40,US,0
42,Self-emp-inc,23510,14,Divorced,Asian-Pac-Islander,Male,60,non-US,1
28,Private,122540,6,Divorced,White,Male,40,US,0
65,Private,212562,7,Married-civ-spouse,White,Male,20,US,0
35,Self-emp-not-inc,112497,9,Married-civ-spouse,White,Male,35,non-US,0
82,Private,147729,3,Widowed,White,Male,20,US,0
48,Self-emp-not-inc,296066,10,Married-civ-spouse,White,Male,50,US,1
44,Private,148138,16,Married-civ-spouse,Asian-Pac-Islander,Male,40,non-US,1
68,Private,50351,14,Never-married,White,Female,20,US,0
42,Private,306496,9,Married-civ-spouse,White,Male,40,US,0
24,Private,210029,9,Never-married,White,Female,37,US,0
54,Private,163894,10,Married-civ-spouse,Black,Male,40,US,0
22,Private,113936,10,Never-married,White,Male,40,US,0
43,Self-emp-not-inc,316820,10,Married-civ-spouse,White,Male,84,US,0
17,Private,53367,5,Never-married,White,Female,35,US,0
46,Self-emp-not-inc,95256,9,Divorced,White,Male,50,US,0
59,Private,127728,10,Married-civ-spouse,White,Male,40,US,1
37,Private,66686,9,Married-civ-spouse,White,Male,40,US,0
57,Self-emp-inc,199768,9,Married-civ-spouse,White,Male,30,US,1
31,Private,154297,9,Never-married,Black,Female,24,US,0
23,Private,103064,9,Never-married,White,Female,40,US,0
17,Private,93235,8,Never-married,White,Female,25,US,0
63,Private,440607,1,Married-civ-spouse,Other,Male,30,non-US,0
44,Private,212894,15,Divorced,White,Male,55,US,1
30,Private,167990,15,Married-civ-spouse,White,Male,60,US,1
23,Private,378460,10,Never-married,White,Male,20,US,0
44,Private,151089,14,Married-civ-spouse,White,Male,60,US,1
24,Private,153583,10,Never-married,White,Female,40,US,0
34,Private,114639,10,Never-married,White,Male,20,US,0
37,Private,344480,10,Married-civ-spouse,White,Male,65,US,0
24,Private,188300,7,Never-married,White,Female,40,US,0
32,Private,105938,9,Divorced,Black,Female,40,US,0
42,Self-emp-not-inc,217826,9,Married-civ-spouse,Black,Male,25,non-US,0
20,Private,379525,10,Never-married,White,Female,10,US,0
34,State-gov,177331,10,Married-civ-spouse,Black,Male,40,US,1
37,Private,127918,10,Never-married,White,Female,20,non-US,0
47,Federal-gov,27067,9,Divorced,White,Female,40,US,0
25,Private,250038,5,Never-married,White,Male,45,non-US,0
36,Self-emp-not-inc,36270,9,Married-civ-spouse,White,Male,65,US,1
60,Private,308608,9,Married-civ-spouse,White,Male,50,US,0
64,Self-emp-inc,213574,9,Married-civ-spouse,White,Male,10,US,0
32,Local-gov,235109,13,Married-civ-spouse,White,Female,40,US,0
33,State-gov,374905,6,Married-civ-spouse,White,Male,40,US,0
71,Private,118876,13,Never-married,White,Female,14,US,0
55,Local-gov,223716,10,Divorced,Amer-Indian-Eskimo,Female,40,US,0
85,Self-emp-not-inc,166027,9,Widowed,White,Female,50,US,0
39,Private,198654,15,Married-civ-spouse,Asian-Pac-Islander,Male,67,non-US,1
25,Private,109080,10,Never-married,White,Male,55,US,0
58,Private,104333,10,Married-civ-spouse,White,Male,40,US,1
57,Private,195876,9,Married-civ-spouse,White,Male,40,US,0
30,Private,390879,11,Divorced,White,Female,36,US,0
19,Private,197748,7,Divorced,White,Female,20,US,0
40,Private,442045,10,Married-civ-spouse,White,Male,40,US,1
28,Private,44216,9,Never-married,Amer-Indian-Eskimo,Female,40,US,0
43,Federal-gov,114537,13,Married-civ-spouse,White,Male,40,US,0
19,Private,274830,9,Never-married,White,Female,15,US,0
24,Private,321763,9,Never-married,White,Male,38,US,0
34,Private,213226,13,Never-married,White,Male,65,US,1
22,Private,167787,9,Never-married,White,Female,40,US,0
64,Self-emp-not-inc,352712,11,Married-civ-spouse,White,Male,55,US,0
26,Private,213412,7,Married-civ-spouse,White,Male,40,US,0
80,Private,202483,9,Married-spouse-absent,White,Female,16,US,0
79,Local-gov,146244,16,Widowed,White,Female,40,US,0
58,Self-emp-not-inc,450544,13,Married-civ-spouse,White,Male,40,US,1
43,Private,81243,13,Divorced,White,Male,40,US,0
43,Private,195258,9,Married-civ-spouse,White,Male,40,US,1
46,Private,57929,9,Divorced,White,Male,25,US,0
35,Private,953588,9,Married-civ-spouse,White,Female,40,US,1
51,Private,99064,11,Married-civ-spouse,White,Male,40,US,0
52,Local-gov,194788,14,Divorced,White,Female,60,US,1
43,Self-emp-inc,155293,13,Married-civ-spouse,White,Male,60,US,1
68,Private,204082,10,Widowed,White,Female,45,US,0
34,State-gov,216283,13,Married-civ-spouse,White,Female,45,US,1
37,Private,355856,13,Married-civ-spouse,Asian-Pac-Islander,Male,40,non-US,1
22,Private,297380,9,Never-married,Black,Female,40,US,0
32,Private,425622,9,Married-civ-spouse,White,Male,55,US,0
65,Self-emp-not-inc,145628,6,Married-civ-spouse,White,Male,40,US,0
28,Private,115549,10,Never-married,White,Male,60,US,0
40,Self-emp-inc,142444,13,Never-married,White,Female,45,US,0
40,Private,134026,7,Never-married,White,Male,40,US,0
52,Private,177366,9,Separated,White,Female,20,US,0
35,Private,38245,10,Married-civ-spouse,White,Male,60,US,0
62,Self-emp-not-inc,215944,3,Married-civ-spouse,White,Male,30,US,0
49,Private,115784,11,Married-civ-spouse,White,Male,45,US,0
49,Private,170165,9,Divorced,White,Female,55,US,0
47,Private,355320,13,Married-civ-spouse,White,Male,40,US,1
45,Private,116163,9,Separated,White,Female,40,US,0
37,Private,405644,2,Married-spouse-absent,White,Male,77,non-US,0
36,Local-gov,223433,11,Married-civ-spouse,White,Male,53,US,1
36,Private,41624,6,Married-civ-spouse,White,Male,70,non-US,0
44,Private,151089,13,Married-civ-spouse,White,Male,50,US,1
51,State-gov,285747,14,Married-civ-spouse,White,Male,60,US,1
25,State-gov,108542,10,Married-civ-spouse,White,Male,40,US,0
28,Self-emp-not-inc,212318,9,Never-married,White,Male,55,US,0
57,Private,173090,9,Widowed,White,Female,32,US,0
46,Private,26781,9,Married-civ-spouse,Amer-Indian-Eskimo,Male,40,US,0
59,Private,31782,6,Married-civ-spouse,White,Male,45,US,1
28,Private,189241,7,Married-civ-spouse,White,Male,40,US,0
25,Private,164229,9,Divorced,White,Male,40,US,0
35,Private,240467,9,Married-spouse-absent,Black,Female,40,US,0
27,Private,263614,12,Married-civ-spouse,White,Male,45,US,1
29,Private,74500,13,Married-civ-spouse,White,Male,40,US,1
43,Federal-gov,263502,9,Divorced,White,Male,40,US,0
38,Federal-gov,47707,9,Never-married,Black,Female,40,US,0
26,Private,231638,10,Never-married,White,Female,40,US,0
36,Private,111128,9,Separated,White,Male,40,US,0
37,Private,152307,10,Married-civ-spouse,White,Male,40,US,1
41,Private,184466,7,Married-civ-spouse,White,Male,55,US,0
44,Private,216411,11,Separated,White,Female,40,non-US,0
48,Self-emp-not-inc,324173,11,Divorced,White,Female,50,US,0
35,Local-gov,300681,9,Married-civ-spouse,Black,Male,35,US,1
43,Local-gov,598995,13,Divorced,Black,Female,42,US,0
57,Federal-gov,140711,13,Married-civ-spouse,White,Male,40,US,1
44,Local-gov,262241,9,Married-civ-spouse,White,Female,40,US,0
28,Private,308136,9,Never-married,White,Male,40,US,0
55,Private,148590,6,Widowed,Black,Female,40,US,0
52,Private,195635,9,Married-civ-spouse,White,Male,38,US,0
30,Private,228406,9,Separated,Black,Female,40,US,0
31,Private,136398,16,Married-civ-spouse,Asian-Pac-Islander,Male,50,non-US,1
50,Self-emp-inc,175070,15,Married-civ-spouse,White,Male,45,US,1
43,Self-emp-not-inc,34007,13,Married-civ-spouse,White,Male,70,US,1
33,Private,121195,9,Never-married,Other,Male,50,US,0
23,Federal-gov,216853,11,Married-civ-spouse,White,Male,25,US,0
35,Private,81280,13,Married-civ-spouse,White,Male,65,non-US,1
18,Private,212936,10,Never-married,White,Male,15,US,0
33,Local-gov,220430,13,Married-civ-spouse,Black,Male,70,US,1
30,Federal-gov,73514,13,Never-married,Asian-Pac-Islander,Female,45,US,0
21,Private,307371,10,Never-married,White,Male,15,US,0
36,Local-gov,380614,13,Married-civ-spouse,White,Female,35,non-US,1
38,Private,119992,10,Married-civ-spouse,White,Male,40,US,0
33,Private,192002,14,Married-civ-spouse,White,Male,60,non-US,1
24,Private,327518,11,Married-civ-spouse,White,Male,45,US,0
24,Private,220323,10,Married-civ-spouse,Black,Male,40,US,0
39,Private,421633,10,Divorced,Black,Female,30,US,0
43,Private,154210,9,Married-civ-spouse,Asian-Pac-Islander,Male,60,non-US,0
43,Self-emp-not-inc,35034,13,Married-civ-spouse,White,Male,21,US,0
30,State-gov,270218,13,Never-married,Black,Female,40,US,0
25,Private,254933,7,Married-civ-spouse,White,Male,40,US,0
45,Private,61751,9,Married-civ-spouse,White,Female,35,US,0
22,Private,137876,10,Never-married,White,Male,20,US,0
73,Private,336007,13,Married-civ-spouse,White,Male,40,US,1
26,Private,222539,10,Married-civ-spouse,White,Male,40,US,1
24,Private,233856,9,Never-married,Black,Male,45,US,0
18,Private,198616,8,Never-married,White,Male,20,US,0
35,Private,202027,13,Married-civ-spouse,White,Male,35,US,1
22,Private,203182,10,Separated,White,Female,43,US,0
28,Private,221317,10,Married-civ-spouse,White,Male,40,non-US,0
38,Private,186934,10,Married-civ-spouse,White,Male,45,US,0
40,Local-gov,179580,9,Married-civ-spouse,White,Female,40,US,0
32,Private,26803,10,Married-civ-spouse,White,Male,84,US,1
42,Private,344624,9,Married-civ-spouse,White,Male,50,US,1
31,State-gov,59969,9,Married-civ-spouse,White,Female,35,US,0
33,Private,162930,13,Married-civ-spouse,White,Male,50,non-US,0
54,Self-emp-not-inc,192654,13,Divorced,White,Male,65,US,0
63,Private,117681,9,Divorced,White,Male,25,US,0
67,Self-emp-not-inc,179285,13,Married-civ-spouse,White,Male,30,US,0
47,Private,217161,9,Divorced,Black,Female,14,US,0
67,Self-emp-inc,116517,13,Widowed,White,Female,35,US,0
33,Private,170336,9,Married-civ-spouse,Other,Female,19,US,0
33,Local-gov,256529,9,Separated,White,Female,80,US,0
25,Local-gov,227886,13,Married-civ-spouse,White,Male,40,US,0
25,Private,141706,10,Never-married,White,Female,40,US,0
35,Private,361888,10,Divorced,White,Male,40,US,0
54,Private,185407,9,Married-civ-spouse,White,Male,40,US,1
35,Self-emp-not-inc,176101,9,Married-civ-spouse,White,Male,80,US,1
18,Private,216730,7,Never-married,White,Male,12,US,0
30,Private,609789,7,Married-civ-spouse,White,Male,60,non-US,0
29,Private,136017,6,Never-married,White,Male,48,US,0
41,Private,58880,13,Married-civ-spouse,White,Female,10,US,1
40,Private,285787,12,Married-civ-spouse,White,Male,40,US,1
46,Private,173243,10,Married-civ-spouse,White,Male,40,US,1
39,Private,160916,12,Married-civ-spouse,White,Female,45,US,0
42,Private,227397,13,Married-civ-spouse,White,Female,40,US,1
49,Self-emp-not-inc,111066,13,Married-civ-spouse,White,Male,50,US,1
23,Private,189924,10,Never-married,White,Female,40,US,0
34,Private,31740,4,Married-civ-spouse,White,Male,40,US,0
42,Self-emp-not-inc,120837,9,Married-civ-spouse,White,Male,48,US,0
31,Private,172304,10,Married-civ-spouse,White,Male,50,US,1
31,Private,86492,11,Married-civ-spouse,White,Male,30,US,1
90,Private,206667,14,Married-civ-spouse,White,Female,40,US,1
27,Self-emp-not-inc,153546,13,Never-married,White,Female,40,US,0
30,Self-emp-not-inc,115932,9,Never-married,White,Male,50,US,1
27,Local-gov,151626,9,Never-married,Black,Female,40,US,0
27,Self-emp-not-inc,37302,7,Married-civ-spouse,White,Male,50,US,0
28,Private,109001,9,Never-married,White,Male,40,US,0
40,Private,195488,9,Never-married,White,Female,45,US,0
43,Local-gov,216116,14,Separated,Black,Female,37,US,0
26,Private,118497,9,Married-civ-spouse,White,Male,50,US,0
48,Self-emp-not-inc,101233,11,Married-civ-spouse,White,Female,15,US,0
41,Private,349703,12,Married-civ-spouse,Asian-Pac-Islander,Male,40,US,0
32,Private,226883,9,Married-civ-spouse,White,Male,40,non-US,0
23,Private,214635,9,Never-married,White,Male,40,US,0
35,Private,169672,7,Married-civ-spouse,White,Male,65,US,0
42,Private,71458,10,Married-civ-spouse,White,Male,50,US,0
27,State-gov,142621,13,Never-married,White,Female,40,US,0
34,Private,125279,9,Married-civ-spouse,White,Male,40,US,0
25,Private,197303,13,Never-married,White,Female,40,US,0
46,Local-gov,148995,13,Never-married,White,Male,45,US,1
34,Private,69251,10,Married-civ-spouse,Asian-Pac-Islander,Male,40,non-US,0
39,Private,160123,9,Widowed,White,Female,40,US,0
25,Private,323229,13,Never-married,White,Male,40,US,0
45,Private,138626,11,Divorced,White,Male,50,US,0
46,Private,102359,13,Divorced,White,Male,40,US,0
23,Private,151888,9,Divorced,White,Male,50,non-US,0
37,Private,404661,10,Never-married,Black,Male,40,US,0
38,Self-emp-not-inc,185325,9,Married-civ-spouse,White,Male,40,US,1
35,Self-emp-not-inc,230268,10,Married-civ-spouse,White,Male,40,US,0
49,Self-emp-inc,38819,13,Married-civ-spouse,White,Male,50,US,1
37,Private,380614,12,Married-civ-spouse,White,Female,13,US,1
45,Private,319637,9,Divorced,White,Female,40,US,0
71,Private,149040,8,Never-married,White,Female,40,US,0
44,Private,320984,13,Married-civ-spouse,White,Male,60,US,1
38,Private,81965,11,Never-married,White,Female,40,US,0
42,Local-gov,182302,9,Married-civ-spouse,White,Male,40,US,0
29,Private,53434,11,Married-civ-spouse,White,Male,60,US,1
48,Private,216214,7,Married-civ-spouse,White,Male,40,US,0
56,Self-emp-inc,24127,11,Married-civ-spouse,White,Male,54,US,1
32,Federal-gov,115066,9,Married-civ-spouse,White,Male,40,US,0
19,Private,120277,9,Never-married,White,Female,30,US,0
57,Self-emp-not-inc,134286,10,Separated,White,Male,35,US,0
55,Private,26716,6,Never-married,White,Male,60,US,0
66,Private,117746,13,Married-civ-spouse,White,Male,50,US,1
26,Private,206199,9,Never-married,Black,Male,40,US,0
58,Self-emp-inc,89922,11,Married-civ-spouse,White,Male,40,US,1
