id,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,nr.employed,age,duration,campaign,pdays,previous,euribor3m,class
266,services,married,high.school,no,no,no,cellular,sep,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,0<x<249,0<x<1,1.634<x<2.634,no
267,management,divorced,illiterate,no,no,yes,telephone,sep,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,0<x<249,x<0,x>3.634,no
268,technician,married,basic.6y,no,no,yes,cellular,mar,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,0<x<249,3<x<5,x>3.634,no
269,student,married,university.degree,no,no,no,telephone,jun,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x>749,3<x<5,0.634<x<1.634,no
270,retired,divorced,illiterate,no,yes,no,telephone,jul,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,0<x<249,x<0,1.634<x<2.634,no
271,admin.,divorced,university.degree,no,yes,no,telephone,aug,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,x>749,3<x<5,0.634<x<1.634,no
272,admin.,married,basic.9y,no,yes,yes,telephone,oct,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x<0,x<0,0.634<x<1.634,no
273,management,married,basic.6y,no,yes,no,cellular,jul,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,0<x<249,3<x<5,x>3.634,no
274,housemaid,married,professional.course,no,no,no,cellular,jun,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,0<x<249,3<x<5,0.634<x<1.634,no
275,retired,married,high.school,no,yes,yes,cellular,jun,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,0<x<249,x<0,1.634<x<2.634,no
276,admin.,single,professional.course,no,yes,yes,telephone,jun,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,x>749,0<x<1,1.634<x<2.634,yes
277,unemployed,divorced,university.degree,no,no,yes,cellular,mar,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x>749,3<x<5,1.634<x<2.634,no
278,blue-collar,married,basic.6y,no,yes,no,telephone,apr,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,0<x<249,1<x<3,x>3.634,no
279,student,divorced,basic.4y,no,no,yes,cellular,jul,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x<0,x<0,1.634<x<2.634,no
280,blue-collar,single,illiterate,no,yes,no,cellular,apr,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x<0,x<0,1.634<x<2.634,no
281,student,single,basic.4y,no,no,no,cellular,oct,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,0<x<249,1<x<3,0.634<x<1.634,no
282,self-employed,single,basic.6y,no,yes,yes,cellular,dec,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,x>749,3<x<5,1.634<x<2.634,no
283,blue-collar,single,high.school,no,no,no,telephone,may,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x>749,3<x<5,0.634<x<1.634,no
284,entrepreneur,divorced,basic.6y,no,no,yes,telephone,sep,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x<0,x<0,x>3.634,no
285,blue-collar,single,basic.4y,no,yes,yes,cellular,may,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,0<x<249,3<x<5,1.634<x<2.634,no
286,entrepreneur,divorced,professional.course,no,yes,no,telephone,nov,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,0<x<249,3<x<5,x>3.634,no
287,blue-collar,married,high.school,no,no,no,telephone,may,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,0<x<249,1<x<3,x>3.634,no
288,blue-collar,married,professional.course,no,no,no,telephone,nov,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,0<x<249,x<0,0.634<x<1.634,no
289,technician,married,illiterate,no,no,no,cellular,jun,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x>749,0<x<1,x>3.634,no
290,self-employed,married,high.school,no,yes,no,telephone,jul,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x>749,3<x<5,x>3.634,no
291,unemployed,married,basic.9y,no,yes,yes,telephone,aug,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x<0,x<0,0.634<x<1.634,no
292,retired,divorced,basic.9y,no,yes,no,cellular,apr,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,0<x<249,x<0,0.634<x<1.634,no
293,technician,married,basic.4y,no,no,no,telephone,jul,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x<0,x<0,x>3.634,no
294,blue-collar,married,illiterate,no,no,yes,cellular,apr,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,0<x<249,x<0,0.634<x<1.634,no
295,housemaid,married,high.school,no,no,no,telephone,jul,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,x>749,3<x<5,0.634<x<1.634,no
296,entrepreneur,divorced,basic.6y,no,no,no,cellular,mar,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x>749,1<x<3,0.634<x<1.634,no
297,housemaid,single,high.school,no,yes,yes,telephone,aug,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,0<x<249,x<0,x>3.634,no
298,entrepreneur,divorced,high.school,no,no,yes,cellular,oct,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,0<x<249,0<x<1,0.634<x<1.634,no
299,retired,married,basic.9y,no,no,no,cellular,aug,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,0<x<249,1<x<3,1.634<x<2.634,yes
300,admin.,divorced,illiterate,no,yes,no,cellular,dec,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,x>749,0<x<1,0.634<x<1.634,no
301,self-employed,divorced,university.degree,no,no,yes,telephone,mar,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x<0,x<0,0.634<x<1.634,no
302,unemployed,single,basic.6y,no,no,no,telephone,nov,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,0<x<249,3<x<5,1.634<x<2.634,no
303,self-employed,single,professional.course,no,no,no,cellular,jul,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,x>749,3<x<5,x>3.634,yes
304,services,divorced,basic.9y,no,yes,no,telephone,dec,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,x>749,0<x<1,0.634<x<1.634,no
305,housemaid,single,basic.4y,no,yes,yes,telephone,nov,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,0<x<249,0<x<1,0.634<x<1.634,no
306,retired,divorced,basic.4y,no,yes,no,telephone,sep,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x<0,1<x<3,0.634<x<1.634,no
307,retired,married,basic.9y,no,no,yes,telephone,oct,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x>749,0<x<1,x>3.634,no
308,blue-collar,divorced,basic.6y,no,no,no,telephone,nov,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x<0,0<x<1,x>3.634,no
309,entrepreneur,divorced,professional.course,no,yes,yes,cellular,dec,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,x>749,x<0,0.634<x<1.634,no
310,management,single,professional.course,no,yes,no,telephone,oct,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,x>749,x<0,x>3.634,no
311,unemployed,divorced,high.school,no,yes,yes,telephone,apr,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x>749,0<x<1,x>3.634,no
312,management,married,university.degree,no,yes,no,telephone,may,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x<0,0<x<1,x>3.634,no
313,student,married,professional.course,no,yes,yes,cellular,aug,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,x<0,3<x<5,0.634<x<1.634,no
314,admin.,married,basic.9y,no,no,no,cellular,apr,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x<0,3<x<5,0.634<x<1.634,no
315,services,married,basic.6y,no,yes,yes,cellular,sep,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x<0,1<x<3,0.634<x<1.634,no
316,entrepreneur,divorced,basic.4y,no,no,no,telephone,sep,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,0<x<249,1<x<3,0.634<x<1.634,no
317,retired,married,basic.6y,no,yes,no,cellular,aug,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,x>749,1<x<3,0.634<x<1.634,no
318,self-employed,single,basic.6y,no,no,yes,telephone,jun,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,0<x<249,0<x<1,1.634<x<2.634,no
319,retired,married,illiterate,no,no,no,telephone,dec,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x<0,0<x<1,x>3.634,yes
320,admin.,married,basic.6y,no,yes,no,cellular,apr,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x>749,x<0,x>3.634,no
321,blue-collar,single,basic.6y,no,no,no,telephone,aug,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x>749,0<x<1,0.634<x<1.634,no
322,unemployed,divorced,university.degree,no,no,no,telephone,aug,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,x<0,3<x<5,x>3.634,no
323,retired,single,illiterate,no,yes,yes,telephone,jun,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x<0,1<x<3,1.634<x<2.634,yes
324,management,married,basic.6y,no,yes,no,telephone,nov,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,0<x<249,3<x<5,x>3.634,no
325,unemployed,divorced,basic.4y,no,no,yes,cellular,sep,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,0<x<249,0<x<1,x>3.634,no
326,unemployed,single,high.school,no,yes,no,cellular,oct,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x<0,0<x<1,1.634<x<2.634,no
327,services,married,university.degree,no,no,yes,cellular,oct,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x<0,x<0,x>3.634,no
328,student,single,high.school,no,yes,no,cellular,sep,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,0<x<249,3<x<5,1.634<x<2.634,no
329,technician,single,university.degree,no,no,no,cellular,dec,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,x<0,x<0,0.634<x<1.634,no
330,blue-collar,divorced,professional.course,no,yes,yes,cellular,jul,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,0<x<249,0<x<1,0.634<x<1.634,no
331,retired,married,university.degree,no,no,yes,cellular,may,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,x>749,1<x<3,x>3.634,no
332,self-employed,married,illiterate,no,yes,yes,telephone,dec,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x>749,1<x<3,0.634<x<1.634,no
333,housemaid,married,basic.9y,no,no,yes,cellular,apr,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,0<x<249,3<x<5,1.634<x<2.634,no
334,management,single,basic.6y,no,no,yes,cellular,sep,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,x>749,0<x<1,x>3.634,no
335,services,divorced,illiterate,no,yes,yes,telephone,aug,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x<0,0<x<1,0.634<x<1.634,no
336,housemaid,divorced,professional.course,no,yes,no,telephone,dec,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x>749,1<x<3,1.634<x<2.634,no
337,technician,married,basic.6y,no,no,no,cellular,may,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,0<x<249,1<x<3,0.634<x<1.634,no
338,services,single,basic.4y,no,yes,yes,telephone,may,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,x<0,3<x<5,0.634<x<1.634,no
339,services,single,high.school,no,no,no,telephone,apr,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,x<0,3<x<5,1.634<x<2.634,no
340,services,divorced,basic.6y,no,yes,yes,telephone,sep,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x<0,1<x<3,x>3.634,no
341,technician,married,basic.6y,no,no,yes,cellular,nov,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x<0,0<x<1,x>3.634,no
342,unemployed,divorced,basic.9y,no,no,yes,telephone,may,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x>749,1<x<3,1.634<x<2.634,no
343,retired,married,professional.course,no,yes,no,telephone,aug,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,x>749,x<0,1.634<x<2.634,no
344,unemployed,married,basic.4y,no,no,yes,telephone,apr,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,x>749,x<0,x>3.634,no
345,self-employed,single,university.degree,no,yes,yes,cellular,may,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,0<x<249,3<x<5,1.634<x<2.634,no
346,admin.,married,high.school,no,no,yes,cellular,apr,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x>749,x<0,1.634<x<2.634,no
347,unemployed,married,basic.6y,no,yes,yes,telephone,oct,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,x<0,1<x<3,x>3.634,no
348,self-employed,single,basic.6y,no,no,yes,telephone,dec,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,0<x<249,0<x<1,0.634<x<1.634,no
349,services,divorced,professional.course,no,yes,no,telephone,oct,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x<0,0<x<1,0.634<x<1.634,no
350,technician,married,university.degree,no,yes,yes,cellular,dec,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,0<x<249,1<x<3,1.634<x<2.634,no
351,services,married,professional.course,no,yes,yes,telephone,mar,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x>749,x<0,1.634<x<2.634,no
352,housemaid,married,basic.9y,no,no,no,telephone,sep,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,0<x<249,1<x<3,0.634<x<1.634,no
353,self-employed,divorced,basic.6y,no,no,no,cellular,apr,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x>749,3<x<5,0.634<x<1.634,no
354,self-employed,single,basic.6y,no,yes,no,cellular,mar,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,0<x<249,0<x<1,x>3.634,no
355,services,married,university.degree,no,no,yes,telephone,sep,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,0<x<249,x<0,x>3.634,no
356,admin.,married,university.degree,no,no,yes,cellular,oct,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,0<x<249,1<x<3,0.634<x<1.634,no
357,management,divorced,basic.9y,no,yes,no,telephone,oct,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x<0,3<x<5,x>3.634,no
358,self-employed,divorced,professional.course,no,yes,yes,cellular,mar,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,x<0,3<x<5,1.634<x<2.634,no
359,self-employed,single,basic.4y,no,no,no,cellular,may,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,0<x<249,0<x<1,0.634<x<1.634,no
360,technician,married,professional.course,no,yes,yes,cellular,nov,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x<0,1<x<3,1.634<x<2.634,no
361,services,single,illiterate,no,yes,yes,telephone,jul,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x<0,1<x<3,0.634<x<1.634,yes
362,entrepreneur,divorced,illiterate,no,yes,yes,cellular,jul,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,x>749,3<x<5,1.634<x<2.634,no
363,unemployed,divorced,basic.4y,no,no,no,telephone,mar,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,x<0,3<x<5,x>3.634,no
364,services,single,illiterate,no,no,no,telephone,sep,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x<0,0<x<1,x>3.634,no
365,retired,divorced,basic.6y,no,yes,no,cellular,apr,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,0<x<249,0<x<1,0.634<x<1.634,no
366,retired,married,illiterate,no,no,no,telephone,dec,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,0<x<249,1<x<3,1.634<x<2.634,yes
367,unemployed,divorced,professional.course,no,no,yes,telephone,may,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,0<x<249,3<x<5,x>3.634,no
368,technician,divorced,basic.6y,no,yes,no,cellular,jun,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x>749,x<0,x>3.634,no
369,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x<0,x<0,x>3.634,no
370,unemployed,single,professional.course,no,no,no,telephone,jul,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,0<x<249,3<x<5,x>3.634,no
371,unemployed,single,university.degree,no,yes,no,cellular,sep,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,0<x<249,1<x<3,1.634<x<2.634,no
372,services,married,basic.6y,no,yes,no,telephone,jul,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x<0,0<x<1,x>3.634,yes
373,student,divorced,basic.9y,no,no,no,cellular,sep,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x>749,x<0,1.634<x<2.634,no
374,management,single,illiterate,no,no,yes,telephone,sep,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,0<x<249,1<x<3,x>3.634,no
375,services,divorced,illiterate,no,yes,yes,cellular,may,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,x<0,3<x<5,1.634<x<2.634,no
376,student,married,high.school,no,no,yes,telephone,mar,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x<0,3<x<5,x>3.634,no
377,services,married,basic.4y,no,no,no,telephone,jul,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,0<x<249,3<x<5,1.634<x<2.634,no
378,unemployed,divorced,illiterate,no,no,yes,telephone,mar,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,x<0,3<x<5,x>3.634,no
379,entrepreneur,divorced,basic.9y,no,yes,no,cellular,sep,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x>749,3<x<5,x>3.634,no
380,admin.,single,basic.9y,no,no,no,telephone,nov,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,x>749,1<x<3,0.634<x<1.634,no
381,blue-collar,married,basic.6y,no,yes,no,cellular,oct,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,x<0,x<0,1.634<x<2.634,no
382,admin.,married,illiterate,no,yes,no,telephone,dec,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,0<x<249,1<x<3,1.634<x<2.634,no
383,entrepreneur,divorced,university.degree,no,no,no,cellular,aug,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x>749,x<0,0.634<x<1.634,no
384,entrepreneur,divorced,university.degree,no,no,no,telephone,oct,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x<0,3<x<5,x>3.634,no
385,entrepreneur,single,professional.course,no,no,no,telephone,jun,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,x<0,x<0,0.634<x<1.634,no
386,housemaid,single,basic.6y,no,yes,no,cellular,oct,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,0<x<249,3<x<5,0.634<x<1.634,no
387,student,divorced,professional.course,no,no,yes,cellular,mar,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x<0,3<x<5,x>3.634,no
388,services,single,illiterate,no,yes,yes,telephone,may,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x>749,1<x<3,0.634<x<1.634,no
389,entrepreneur,divorced,basic.4y,no,yes,yes,telephone,mar,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x<0,3<x<5,1.634<x<2.634,no
390,technician,married,basic.6y,no,yes,yes,cellular,may,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,0<x<249,3<x<5,x>3.634,no
391,admin.,single,professional.course,no,no,no,cellular,apr,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,x>749,1<x<3,1.634<x<2.634,no
392,blue-collar,divorced,basic.6y,no,no,yes,cellular,oct,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,x>749,0<x<1,x>3.634,no
393,self-employed,single,basic.9y,no,yes,no,telephone,may,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,x>749,1<x<3,1.634<x<2.634,no
394,services,married,basic.9y,no,yes,no,cellular,jul,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,x>749,1<x<3,x>3.634,no
395,retired,divorced,illiterate,no,no,yes,telephone,oct,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x>749,3<x<5,x>3.634,no
396,management,single,basic.4y,no,no,yes,telephone,dec,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,0<x<249,1<x<3,0.634<x<1.634,no
397,housemaid,divorced,basic.4y,no,no,yes,cellular,aug,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,0<x<249,3<x<5,1.634<x<2.634,no
398,student,divorced,illiterate,no,no,no,telephone,may,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,x>749,3<x<5,1.634<x<2.634,no
399,unemployed,single,university.degree,no,no,yes,cellular,aug,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,x<0,0<x<1,x>3.634,no
