id,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,nr.employed,age,duration,campaign,pdays,previous,euribor3m,class
266,unemployed,married,basic.4y,no,no,no,cellular,sep,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x>749,0<x<1,x>3.634,no
267,student,married,basic.4y,no,no,no,telephone,sep,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,x>749,3<x<5,0.634<x<1.634,no
268,retired,divorced,university.degree,no,yes,no,telephone,apr,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x>749,x<0,x>3.634,no
269,entrepreneur,single,basic.6y,no,yes,yes,telephone,apr,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x<0,x<0,0.634<x<1.634,yes
270,blue-collar,single,university.degree,no,no,no,cellular,oct,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,0<x<249,3<x<5,1.634<x<2.634,yes
271,technician,married,basic.9y,no,no,yes,telephone,oct,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,0<x<249,x<0,1.634<x<2.634,yes
272,housemaid,divorced,high.school,no,no,no,telephone,may,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x>749,1<x<3,x>3.634,no
273,unemployed,married,basic.9y,no,yes,yes,telephone,aug,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,0<x<249,3<x<5,x>3.634,no
274,technician,divorced,basic.9y,no,no,yes,cellular,nov,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x>749,0<x<1,0.634<x<1.634,no
275,student,single,basic.4y,no,no,yes,cellular,aug,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x>749,0<x<1,0.634<x<1.634,yes
276,services,single,basic.4y,no,yes,yes,telephone,jul,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,0<x<249,x<0,x>3.634,yes
277,self-employed,married,basic.4y,no,no,no,telephone,aug,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,0<x<249,1<x<3,1.634<x<2.634,yes
278,technician,married,professional.course,no,yes,yes,cellular,may,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x<0,1<x<3,x>3.634,yes
279,student,single,professional.course,no,no,no,cellular,dec,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x>749,3<x<5,1.634<x<2.634,no
280,housemaid,married,university.degree,no,yes,no,cellular,mar,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x>749,x<0,x>3.634,no
281,housemaid,married,university.degree,no,no,yes,telephone,oct,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,x<0,x<0,1.634<x<2.634,no
282,technician,married,basic.4y,no,yes,no,cellular,dec,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,0<x<249,x<0,1.634<x<2.634,yes
283,housemaid,married,professional.course,no,no,yes,cellular,sep,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,0<x<249,3<x<5,x>3.634,no
284,management,married,basic.6y,no,no,no,telephone,jul,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,0<x<249,3<x<5,1.634<x<2.634,yes
285,housemaid,married,high.school,no,yes,no,telephone,aug,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,0<x<249,1<x<3,x>3.634,no
286,management,divorced,illiterate,no,yes,no,telephone,mar,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,x>749,3<x<5,1.634<x<2.634,no
287,student,single,professional.course,no,no,yes,cellular,sep,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x<0,x<0,x>3.634,no
288,management,married,illiterate,no,yes,yes,telephone,sep,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,0<x<249,x<0,1.634<x<2.634,yes
289,retired,divorced,basic.6y,no,yes,yes,telephone,nov,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,x>749,3<x<5,1.634<x<2.634,no
290,management,married,high.school,no,no,yes,cellular,nov,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x>749,x<0,x>3.634,no
291,entrepreneur,married,professional.course,no,no,yes,telephone,may,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,0<x<249,0<x<1,x>3.634,no
292,self-employed,married,basic.9y,no,yes,yes,telephone,jun,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,0<x<249,3<x<5,0.634<x<1.634,yes
293,technician,divorced,basic.9y,no,yes,yes,cellular,jul,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x<0,3<x<5,0.634<x<1.634,yes
294,housemaid,divorced,high.school,no,no,yes,cellular,may,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,0<x<249,0<x<1,x>3.634,no
295,self-employed,divorced,basic.4y,no,no,no,cellular,aug,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,0<x<249,x<0,1.634<x<2.634,yes
296,admin.,married,professional.course,no,yes,no,cellular,dec,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x>749,x<0,1.634<x<2.634,yes
297,housemaid,single,basic.9y,no,no,yes,telephone,apr,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x<0,0<x<1,1.634<x<2.634,yes
298,technician,married,basic.4y,no,no,yes,cellular,dec,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,x<0,3<x<5,1.634<x<2.634,yes
299,unemployed,divorced,illiterate,no,no,yes,cellular,dec,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x<0,1<x<3,0.634<x<1.634,yes
300,retired,married,illiterate,no,no,yes,cellular,jun,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,0<x<249,0<x<1,1.634<x<2.634,yes
301,student,divorced,basic.4y,no,no,yes,telephone,dec,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,0<x<249,0<x<1,0.634<x<1.634,yes
302,management,married,high.school,no,yes,yes,cellular,mar,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,0<x<249,0<x<1,0.634<x<1.634,yes
303,admin.,single,illiterate,no,yes,no,cellular,nov,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x<0,3<x<5,x>3.634,no
304,retired,single,high.school,no,yes,no,telephone,jul,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x<0,1<x<3,0.634<x<1.634,yes
305,blue-collar,married,high.school,no,yes,yes,telephone,may,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,x<0,x<0,1.634<x<2.634,no
306,self-employed,single,professional.course,no,no,yes,cellular,dec,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,0<x<249,x<0,1.634<x<2.634,yes
307,retired,single,basic.6y,no,no,no,telephone,jul,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,0<x<249,x<0,0.634<x<1.634,yes
308,retired,single,university.degree,no,no,no,telephone,aug,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x>749,3<x<5,0.634<x<1.634,no
309,entrepreneur,married,basic.6y,no,no,yes,telephone,oct,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x>749,3<x<5,1.634<x<2.634,no
310,management,married,basic.6y,no,no,yes,cellular,jul,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,0<x<249,3<x<5,0.634<x<1.634,yes
311,services,divorced,university.degree,no,no,yes,cellular,dec,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,0<x<249,0<x<1,x>3.634,no
312,entrepreneur,divorced,illiterate,no,yes,yes,cellular,sep,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x>749,1<x<3,x>3.634,no
313,services,divorced,professional.course,no,yes,yes,telephone,apr,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x<0,3<x<5,1.634<x<2.634,yes
314,unemployed,divorced,high.school,no,no,no,telephone,jun,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,0<x<249,0<x<1,1.634<x<2.634,yes
315,unemployed,married,basic.9y,no,no,yes,cellular,sep,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,0<x<249,3<x<5,1.634<x<2.634,yes
316,self-employed,married,university.degree,no,yes,no,cellular,apr,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,x<0,3<x<5,x>3.634,no
317,blue-collar,married,professional.course,no,yes,no,telephone,jun,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,0<x<249,1<x<3,1.634<x<2.634,no
318,admin.,single,high.school,no,no,no,cellular,nov,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,0<x<249,3<x<5,1.634<x<2.634,no
319,housemaid,married,basic.9y,no,yes,no,cellular,mar,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,x>749,0<x<1,1.634<x<2.634,no
320,management,married,university.degree,no,no,no,telephone,may,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,0<x<249,0<x<1,1.634<x<2.634,no
321,blue-collar,married,basic.6y,no,no,no,cellular,apr,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,x>749,0<x<1,1.634<x<2.634,no
322,management,divorced,basic.4y,no,yes,no,telephone,may,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x<0,3<x<5,1.634<x<2.634,no
323,self-employed,single,high.school,no,yes,yes,telephone,nov,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x<0,1<x<3,1.634<x<2.634,yes
324,management,divorced,basic.9y,no,yes,yes,telephone,aug,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,0<x<249,3<x<5,x>3.634,no
325,entrepreneur,married,professional.course,no,no,no,cellular,jun,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x<0,0<x<1,x>3.634,no
326,admin.,single,basic.4y,no,yes,no,telephone,jun,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,0<x<249,1<x<3,x>3.634,no
327,retired,single,professional.course,no,no,yes,cellular,nov,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,0<x<249,x<0,0.634<x<1.634,yes
328,retired,married,professional.course,no,yes,yes,telephone,dec,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,x<0,3<x<5,1.634<x<2.634,yes
329,unemployed,divorced,basic.4y,no,yes,no,cellular,sep,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x>749,1<x<3,0.634<x<1.634,no
330,entrepreneur,divorced,professional.course,no,no,no,cellular,jul,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,0<x<249,1<x<3,0.634<x<1.634,yes
331,self-employed,single,illiterate,no,no,yes,telephone,sep,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x<0,x<0,x>3.634,no
332,admin.,married,professional.course,no,no,yes,telephone,jul,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,0<x<249,0<x<1,x>3.634,no
333,technician,single,university.degree,no,yes,yes,telephone,aug,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,x>749,3<x<5,x>3.634,no
334,management,single,basic.6y,no,no,no,cellular,nov,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x>749,3<x<5,0.634<x<1.634,no
335,technician,divorced,illiterate,no,no,yes,cellular,apr,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x<0,1<x<3,x>3.634,no
336,entrepreneur,divorced,basic.4y,no,yes,yes,telephone,may,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,x>749,1<x<3,x>3.634,no
337,self-employed,divorced,basic.9y,no,yes,no,telephone,jun,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x<0,1<x<3,x>3.634,no
338,retired,divorced,basic.4y,no,no,yes,cellular,oct,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,x>749,3<x<5,0.634<x<1.634,no
339,blue-collar,married,basic.4y,no,yes,no,cellular,jun,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x>749,1<x<3,x>3.634,no
340,management,divorced,high.school,no,no,no,cellular,mar,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,x<0,3<x<5,x>3.634,no
341,self-employed,divorced,basic.9y,no,yes,no,telephone,dec,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,x>749,0<x<1,0.634<x<1.634,yes
342,entrepreneur,divorced,basic.9y,no,yes,yes,telephone,jul,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,0<x<249,0<x<1,x>3.634,no
343,blue-collar,married,professional.course,no,yes,yes,telephone,aug,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,x<0,0<x<1,x>3.634,no
344,housemaid,single,illiterate,no,no,yes,telephone,dec,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x>749,x<0,1.634<x<2.634,no
345,entrepreneur,married,university.degree,no,yes,no,cellular,mar,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,0<x<249,3<x<5,0.634<x<1.634,yes
346,management,married,basic.4y,no,no,no,telephone,jul,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x<0,x<0,0.634<x<1.634,no
347,student,single,basic.4y,no,no,no,cellular,jul,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,x<0,3<x<5,0.634<x<1.634,yes
348,services,divorced,professional.course,no,yes,yes,telephone,sep,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,0<x<249,x<0,x>3.634,yes
349,self-employed,divorced,high.school,no,yes,yes,telephone,apr,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,x<0,x<0,0.634<x<1.634,yes
350,self-employed,divorced,professional.course,no,yes,yes,telephone,may,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,0<x<249,x<0,1.634<x<2.634,yes
351,services,single,basic.4y,no,yes,yes,telephone,dec,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,0<x<249,3<x<5,1.634<x<2.634,yes
352,technician,divorced,basic.9y,no,yes,no,cellular,may,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x>749,3<x<5,0.634<x<1.634,no
353,management,single,high.school,no,no,no,cellular,jun,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,0<x<249,3<x<5,x>3.634,no
354,self-employed,divorced,basic.6y,no,yes,yes,telephone,dec,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x<0,x<0,x>3.634,no
355,services,single,basic.9y,no,no,no,cellular,mar,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,x>749,x<0,x>3.634,no
356,self-employed,married,illiterate,no,yes,yes,cellular,oct,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,0<x<249,3<x<5,1.634<x<2.634,yes
357,services,single,high.school,no,yes,yes,cellular,may,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,x>749,x<0,0.634<x<1.634,yes
358,technician,divorced,university.degree,no,yes,yes,telephone,apr,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,x<0,3<x<5,1.634<x<2.634,yes
359,student,divorced,illiterate,no,no,yes,cellular,aug,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,0<x<249,0<x<1,x>3.634,no
360,self-employed,married,basic.6y,no,no,yes,cellular,jul,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,0<x<249,1<x<3,x>3.634,no
361,student,divorced,university.degree,no,yes,yes,telephone,nov,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,0<x<249,3<x<5,x>3.634,no
362,self-employed,divorced,basic.9y,no,yes,no,cellular,apr,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x<0,x<0,x>3.634,no
363,management,divorced,basic.6y,no,yes,no,cellular,mar,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,x>749,0<x<1,x>3.634,no
364,management,married,professional.course,no,yes,yes,telephone,apr,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,0<x<249,3<x<5,x>3.634,no
365,student,divorced,illiterate,no,yes,no,telephone,apr,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x<0,x<0,1.634<x<2.634,yes
366,services,single,basic.6y,no,yes,no,telephone,dec,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,x>749,3<x<5,0.634<x<1.634,no
367,entrepreneur,divorced,high.school,no,yes,yes,cellular,nov,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x>749,x<0,1.634<x<2.634,no
368,management,divorced,illiterate,no,yes,no,telephone,dec,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x>749,x<0,1.634<x<2.634,no
369,management,single,high.school,no,yes,no,cellular,mar,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,0<x<249,x<0,1.634<x<2.634,yes
370,management,divorced,university.degree,no,no,no,telephone,mar,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,x>749,1<x<3,x>3.634,no
371,blue-collar,single,basic.9y,no,yes,no,telephone,nov,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x<0,3<x<5,0.634<x<1.634,no
372,management,married,professional.course,no,yes,yes,cellular,nov,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x>749,1<x<3,x>3.634,no
373,blue-collar,married,basic.9y,no,yes,no,telephone,sep,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x<0,1<x<3,x>3.634,no
374,management,divorced,illiterate,no,no,no,cellular,aug,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,0<x<249,0<x<1,0.634<x<1.634,yes
375,management,single,high.school,no,no,no,cellular,jun,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x<0,x<0,x>3.634,no
376,entrepreneur,married,basic.9y,no,no,no,cellular,sep,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x>749,1<x<3,1.634<x<2.634,no
377,unemployed,divorced,basic.4y,no,yes,no,telephone,nov,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x<0,3<x<5,1.634<x<2.634,no
378,management,single,basic.9y,no,no,no,telephone,dec,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,x>749,1<x<3,1.634<x<2.634,no
379,services,single,illiterate,no,no,no,telephone,jun,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x<0,3<x<5,1.634<x<2.634,yes
380,entrepreneur,divorced,basic.9y,no,yes,no,cellular,apr,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,x<0,x<0,x>3.634,no
381,blue-collar,married,university.degree,no,yes,yes,cellular,dec,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,0<x<249,3<x<5,0.634<x<1.634,yes
382,management,married,professional.course,no,yes,no,cellular,jul,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,x>749,3<x<5,0.634<x<1.634,yes
383,technician,married,illiterate,no,yes,yes,telephone,sep,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,0<x<249,0<x<1,1.634<x<2.634,yes
384,services,married,basic.4y,no,no,yes,telephone,nov,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,0<x<249,3<x<5,1.634<x<2.634,yes
385,blue-collar,married,university.degree,no,no,yes,telephone,oct,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,x<0,x<0,x>3.634,no
386,admin.,married,illiterate,no,yes,yes,cellular,oct,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x<0,3<x<5,x>3.634,no
387,services,single,professional.course,no,no,yes,telephone,mar,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x<0,1<x<3,0.634<x<1.634,yes
388,student,divorced,professional.course,no,yes,no,cellular,jun,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,0<x<249,1<x<3,x>3.634,no
389,self-employed,single,university.degree,no,no,yes,telephone,dec,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x>749,x<0,0.634<x<1.634,no
390,housemaid,divorced,basic.4y,no,no,yes,cellular,mar,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x<0,0<x<1,x>3.634,no
391,student,married,basic.4y,no,no,yes,cellular,oct,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,0<x<249,3<x<5,1.634<x<2.634,yes
392,admin.,single,illiterate,no,no,yes,cellular,may,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,x>749,0<x<1,1.634<x<2.634,no
393,unemployed,married,basic.4y,no,yes,yes,cellular,may,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x>749,0<x<1,1.634<x<2.634,no
394,self-employed,divorced,high.school,no,no,yes,cellular,aug,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x>749,3<x<5,1.634<x<2.634,no
395,retired,married,professional.course,no,no,no,telephone,apr,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,x>749,0<x<1,0.634<x<1.634,no
396,blue-collar,single,basic.6y,no,no,yes,cellular,oct,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,0<x<249,x<0,0.634<x<1.634,no
397,student,married,professional.course,no,yes,yes,cellular,nov,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,x<0,x<0,1.634<x<2.634,yes
398,admin.,single,high.school,no,no,no,telephone,apr,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,0<x<249,3<x<5,x>3.634,no
