id,RevolvingUtilizationOfUnsecuredLines,DebtRatio,Unnamed: 0,age,NumberOfTime30-59DaysPastDueNotWorse,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,class
391,0.076703026,0.236357659,603<x<1205,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,x<24,2<x<4,NO
392,0.061397627,0.421048246,2<x<603,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,4<x<6,NO
393,0.722910836,0.074734316,2<x<603,x>75,0<x<24,15897<x<31794,23<x<34,x>73,4<x<8,0<x<24,2<x<4,NO
394,0.704073982,0.7824267779999999,2<x<603,x>75,x>73,1<x<15897,0<x<11,x<24,4<x<8,x>73,0<x<2,NO
395,0.966777409,0.011195522,603<x<1205,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,2<x<4,NO
396,0.021418674,0.312868713,2<x<603,x>75,0<x<24,1<x<15897,0<x<11,x<24,4<x<8,0<x<24,4<x<6,NO
397,0.132240176,0.32407510300000003,1205<x<1807,57<x<75,x<24,1<x<15897,23<x<34,0<x<24,4<x<8,x>73,x<2,NO
398,0.650432993,0.206326315,x>1807,x>75,0<x<24,1<x<15897,0<x<11,x<24,4<x<8,0<x<24,x>6,NO
399,0.8749125090000001,0.067548418,2<x<603,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,8<x<12,0<x<24,x>6,NO
400,0.770867868,0.494088583,2<x<603,21<x<39,0<x<24,1<x<15897,x<11,x>73,4<x<8,0<x<24,0<x<2,NO
401,0.185087574,0.724784402,1205<x<1807,57<x<75,x<24,1<x<15897,11<x<23,0<x<24,x>12,0<x<24,x<2,NO
402,0.732660667,0.384074741,2<x<603,39<x<57,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,x<24,4<x<6,NO
403,0.032438862,0.000285687,603<x<1205,39<x<57,x>73,1<x<15897,0<x<11,x<24,4<x<8,0<x<24,0<x<2,YES
404,0.941447055,3.45243805,x>1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,2<x<4,NO
405,0.07751379900000001,0.14742639300000002,x>1807,21<x<39,x>73,1<x<15897,0<x<11,0<x<24,x>12,x<24,2<x<4,NO
406,0.798608056,0.432807679,603<x<1205,57<x<75,0<x<24,1<x<15897,0<x<11,x<24,8<x<12,x<24,4<x<6,NO
407,0.312068793,0.498110831,1205<x<1807,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,x>12,0<x<24,0<x<2,NO
408,0.982431974,0.444956049,2<x<603,x>75,x<24,1<x<15897,23<x<34,x<24,x<4,0<x<24,x>6,NO
409,0.029542412,0.423251505,1205<x<1807,57<x<75,0<x<24,1<x<15897,x<11,0<x<24,4<x<8,x>73,0<x<2,NO
410,0.371401036,1.687366167,2<x<603,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,0<x<2,YES
411,0.014189181,0.34037277,2<x<603,57<x<75,0<x<24,1<x<15897,23<x<34,x>73,4<x<8,0<x<24,x>6,NO
412,0.441343163,0.31834083,2<x<603,x>75,0<x<24,1<x<15897,23<x<34,x<24,4<x<8,0<x<24,2<x<4,NO
413,0.028458411,0.090341011,1205<x<1807,39<x<57,x>73,1<x<15897,x>34,0<x<24,0<x<4,0<x<24,2<x<4,NO
414,0.57985084,0.90261115,1205<x<1807,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,x>12,0<x<24,x>6,NO
415,0.117133186,0.65971575,x>1807,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,4<x<6,NO
416,0.071486036,0.644670051,x>1807,21<x<39,x>73,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,2<x<4,NO
417,0.343209383,0.254913728,x>1807,39<x<57,x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,0<x<2,NO
418,0.187409279,0.074226451,1205<x<1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x>73,x<2,NO
419,0.048911121,0.369223765,2<x<603,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,x>73,x>6,NO
420,0.063688754,1.595253368,2<x<603,x>75,0<x<24,1<x<15897,0<x<11,x>73,0<x<4,0<x<24,4<x<6,NO
421,0.175932019,0.0053954630000000005,1205<x<1807,39<x<57,0<x<24,1<x<15897,23<x<34,0<x<24,x>12,0<x<24,0<x<2,NO
422,0.068726999,0.198656111,603<x<1205,21<x<39,0<x<24,15897<x<31794,11<x<23,0<x<24,x>12,0<x<24,0<x<2,YES
423,0.499666889,1.2979007,1205<x<1807,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,x>12,0<x<24,x>6,NO
424,0.108532462,0.13558915300000002,2<x<603,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,x>12,0<x<24,4<x<6,NO
425,0.024624807,0.07853892700000001,x>1807,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,8<x<12,0<x<24,2<x<4,YES
426,0.518186405,0.364188164,2<x<603,21<x<39,x<24,1<x<15897,0<x<11,0<x<24,x<4,0<x<24,4<x<6,NO
427,0.295125487,0.06856359299999999,2<x<603,39<x<57,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,x>6,NO
428,0.004104170999999999,0.346902339,603<x<1205,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,x>12,x<24,4<x<6,NO
429,0.026944485,0.100920343,603<x<1205,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x>73,x>6,NO
430,0.266371179,0.454098361,x>1807,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,x>73,x>6,NO
431,0.023907646,0.217065334,1205<x<1807,39<x<57,x<24,1<x<15897,0<x<11,x<24,4<x<8,0<x<24,0<x<2,YES
432,0.00073798,0.255594705,x>1807,21<x<39,0<x<24,31794<x<47691,0<x<11,0<x<24,0<x<4,x>73,2<x<4,NO
433,0.7864854059999999,0.436025621,1205<x<1807,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,x>12,0<x<24,4<x<6,NO
434,0.909538698,0.35891442700000004,2<x<603,39<x<57,0<x<24,1<x<15897,23<x<34,x>73,x<4,0<x<24,0<x<2,NO
435,0.819311085,0.469418849,x>1807,x>75,0<x<24,1<x<15897,x<11,0<x<24,0<x<4,x<24,2<x<4,NO
436,0.04559544,0.225741941,1205<x<1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,x<2,NO
437,0.08056416799999999,0.043604071,x>1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,x<2,NO
438,0.0026817570000000003,0.34359379100000004,603<x<1205,57<x<75,0<x<24,1<x<15897,0<x<11,x<24,0<x<4,x<24,x<2,NO
439,0.389992844,0.5520938989999999,2<x<603,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,x<4,0<x<24,2<x<4,NO
440,0.284236153,0.4358486070000001,603<x<1205,57<x<75,x>73,1<x<15897,11<x<23,0<x<24,4<x<8,x>73,4<x<6,NO
441,0.492643999,0.7556881759999999,x>1807,x>75,x<24,1<x<15897,11<x<23,x>73,4<x<8,0<x<24,0<x<2,NO
442,0.011505437,1.608695652,2<x<603,21<x<39,0<x<24,1<x<15897,0<x<11,x<24,0<x<4,0<x<24,4<x<6,NO
443,0.26735262600000004,0.168340507,x>1807,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,x>6,NO
444,0.162063966,0.236357659,1205<x<1807,39<x<57,0<x<24,1<x<15897,23<x<34,x>73,x>12,0<x<24,4<x<6,NO
445,0.617672488,0.19089626,x>1807,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,x<4,x<24,2<x<4,NO
446,0.057418625999999987,0.344679838,x>1807,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,x>6,NO
447,2.760956175,0.234095738,603<x<1205,x>75,x>73,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,0<x<2,YES
448,0.07751379900000001,1.0,2<x<603,39<x<57,x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,0<x<2,YES
449,0.170235836,0.09239472,1205<x<1807,57<x<75,x>73,1<x<15897,0<x<11,0<x<24,4<x<8,x>73,4<x<6,NO
450,0.6224377560000001,0.069744476,x>1807,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,x>6,NO
451,0.005643425,1.053037608,2<x<603,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,x<4,0<x<24,0<x<2,YES
452,0.96289138,0.069114471,1205<x<1807,x<39,x<24,1<x<15897,11<x<23,x<24,x<4,0<x<24,4<x<6,YES
453,0.03833451,0.878525593,2<x<603,21<x<39,x<24,1<x<15897,11<x<23,0<x<24,x>12,0<x<24,0<x<2,YES
454,0.7621585609999999,0.113866325,1205<x<1807,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,x>73,0<x<2,NO
455,0.040283239,0.914857386,2<x<603,x>75,0<x<24,1<x<15897,x<11,x>73,4<x<8,0<x<24,x<2,NO
456,0.6598908410000001,0.53628857,x>1807,21<x<39,x>73,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,x>6,NO
457,0.487814634,0.074734316,2<x<603,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,2<x<4,NO
458,0.17988008,0.330820706,x>1807,39<x<57,x>73,1<x<15897,23<x<34,0<x<24,4<x<8,x>73,2<x<4,NO
459,0.993335555,0.394578313,603<x<1205,21<x<39,0<x<24,1<x<15897,0<x<11,x>73,4<x<8,0<x<24,x>6,NO
460,0.108983159,0.036245469,2<x<603,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,8<x<12,0<x<24,2<x<4,NO
461,0.045423864,0.385322935,603<x<1205,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,x<2,NO
462,0.307692308,0.112225335,2<x<603,39<x<57,x>73,1<x<15897,23<x<34,x<24,4<x<8,x<24,0<x<2,NO
463,0.770867868,1.042791442,1205<x<1807,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,8<x<12,x>73,4<x<6,NO
464,0.056371415,0.077780358,2<x<603,39<x<57,0<x<24,1<x<15897,11<x<23,x>73,4<x<8,0<x<24,x<2,NO
465,1.050951924,0.182890855,603<x<1205,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,x>6,YES
466,0.443626281,0.009831695,2<x<603,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x<24,2<x<4,NO
467,0.294370925,0.23358954,x>1807,x>75,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,4<x<6,NO
468,0.68346203,0.251558255,1205<x<1807,39<x<57,0<x<24,1<x<15897,11<x<23,x<24,0<x<4,0<x<24,4<x<6,NO
469,0.283821988,0.35189178600000004,1205<x<1807,x>75,x>73,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,0<x<2,NO
470,0.802993617,0.5071642789999999,x>1807,57<x<75,x>73,1<x<15897,0<x<11,0<x<24,0<x<4,x>73,x<2,NO
471,0.3696019,0.953488372,603<x<1205,39<x<57,0<x<24,15897<x<31794,0<x<11,0<x<24,4<x<8,x<24,x>6,NO
472,0.020966389,0.229139073,x>1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,x>6,NO
473,0.046740048,0.07430856400000001,2<x<603,x>75,0<x<24,1<x<15897,x>34,0<x<24,0<x<4,0<x<24,0<x<2,NO
474,0.057155929,0.179975176,1205<x<1807,x>75,0<x<24,1<x<15897,11<x<23,x<24,0<x<4,0<x<24,0<x<2,NO
475,0.891623721,0.316144874,1205<x<1807,39<x<57,0<x<24,1<x<15897,11<x<23,x>73,4<x<8,0<x<24,x>6,NO
476,0.077246781,0.040493251,x>1807,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,4<x<6,NO
477,0.106507141,0.038740315,603<x<1205,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,x>73,x>6,NO
478,0.517045364,2.030193961,1205<x<1807,21<x<39,x>73,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,x<2,NO
479,0.017508178,0.000637186,603<x<1205,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,4<x<6,NO
480,1.0622153090000002,0.7358164540000001,2<x<603,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,x>6,NO
481,0.006046879000000001,0.180969958,1205<x<1807,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,x<4,x<24,4<x<6,NO
482,0.037454421,0.470048177,603<x<1205,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,x>6,NO
483,0.017050203,0.432783608,2<x<603,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,x<4,x>73,4<x<6,NO
484,0.000416655,0.004481434,603<x<1205,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,4<x<6,NO
485,0.108196169,0.009947892,1205<x<1807,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,x>73,0<x<2,NO
486,0.959005856,0.191161768,603<x<1205,x>75,0<x<24,1<x<15897,11<x<23,x>73,0<x<4,0<x<24,x>6,NO
487,0.083486086,0.261712095,x>1807,39<x<57,0<x<24,x>47691,23<x<34,0<x<24,8<x<12,0<x<24,4<x<6,NO
488,0.312068793,0.217236784,1205<x<1807,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,0<x<2,NO
489,0.26735262600000004,0.257017809,603<x<1205,x>75,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,2<x<4,NO
490,0.026885902000000003,0.256738293,2<x<603,x>75,0<x<24,1<x<15897,11<x<23,x<24,4<x<8,0<x<24,2<x<4,NO
491,0.005168167,0.353206239,x>1807,x>75,0<x<24,1<x<15897,0<x<11,x>73,0<x<4,0<x<24,0<x<2,NO
492,0.34096339299999995,0.421048246,603<x<1205,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,x<24,4<x<6,NO
493,0.07224768200000001,0.0076175969999999985,1205<x<1807,x>75,x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,2<x<4,YES
494,0.950105123,0.226213976,2<x<603,x>75,0<x<24,15897<x<31794,11<x<23,x>73,4<x<8,0<x<24,2<x<4,NO
495,0.081280535,0.122830656,2<x<603,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,x<4,0<x<24,4<x<6,NO
496,0.677522772,0.061148228,x>1807,57<x<75,x>73,1<x<15897,23<x<34,0<x<24,x>12,0<x<24,x>6,NO
497,0.011498563,0.332041747,1205<x<1807,57<x<75,x>73,1<x<15897,23<x<34,x>73,4<x<8,x<24,2<x<4,NO
498,0.401199782,0.375937344,1205<x<1807,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,4<x<6,NO
499,0.890013748,0.514534013,1205<x<1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,4<x<6,NO
500,0.260271523,0.263461966,2<x<603,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,x>6,NO
501,0.02395761,0.213196701,x>1807,21<x<39,0<x<24,1<x<15897,x>34,0<x<24,4<x<8,x>73,2<x<4,NO
502,0.8971535979999999,0.544228523,603<x<1205,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,x>12,0<x<24,0<x<2,YES
503,0.060733396,0.5725903210000001,603<x<1205,57<x<75,x>73,1<x<15897,11<x<23,0<x<24,4<x<8,x<24,4<x<6,YES
504,0.033191773,0.102670277,1205<x<1807,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,4<x<6,YES
505,0.067259209,0.077780358,1205<x<1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,4<x<6,NO
506,0.000237284,0.724784402,603<x<1205,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,x<24,x>6,NO
507,0.187409279,0.080187299,1205<x<1807,21<x<39,0<x<24,1<x<15897,11<x<23,x>73,0<x<4,0<x<24,0<x<2,NO
508,0.677522772,0.122830656,1205<x<1807,39<x<57,x>73,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,0<x<2,NO
509,0.6840209509999999,0.434237258,2<x<603,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,x>6,NO
510,0.17948776600000002,0.643,2<x<603,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,x>12,0<x<24,x>6,NO
511,0.386084012,0.24825200600000005,1205<x<1807,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,0<x<2,NO
512,0.346765323,0.5668944570000001,603<x<1205,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x<24,2<x<4,NO
513,0.285528031,0.000240096,2<x<603,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,x<2,NO
514,0.054869339,0.182363527,2<x<603,x<39,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,2<x<4,NO
515,0.006838698000000001,0.391101483,1205<x<1807,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,x<24,4<x<6,NO
516,0.946508915,0.315384615,2<x<603,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,4<x<6,NO
517,0.310076467,0.357756601,603<x<1205,x>75,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,2<x<4,NO
518,0.030132005,1.094979352,603<x<1205,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,0<x<2,YES
519,0.054553316,0.228628562,2<x<603,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,0<x<2,NO
520,0.013204878,74.5,x>1807,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,0<x<2,YES
521,0.355669745,0.489627593,2<x<603,39<x<57,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,x>6,NO
522,0.877124547,0.787513116,2<x<603,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,x>6,NO
523,0.276593085,0.476190476,x>1807,39<x<57,0<x<24,1<x<15897,x<11,x<24,4<x<8,x<24,x<2,NO
524,0.179413254,0.216405216,2<x<603,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,2<x<4,NO
525,0.281115558,106.2727273,603<x<1205,21<x<39,x<24,1<x<15897,23<x<34,x>73,0<x<4,0<x<24,0<x<2,NO
526,0.65818014,0.160493827,603<x<1205,x>75,0<x<24,1<x<15897,11<x<23,x<24,0<x<4,x>73,0<x<2,NO
527,0.5262016620000001,0.009958176,1205<x<1807,57<x<75,0<x<24,1<x<15897,11<x<23,x<24,x<4,0<x<24,x<2,NO
528,0.138347164,0.327049414,2<x<603,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,4<x<6,NO
529,0.003749688,0.32073113600000003,x>1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x>73,2<x<4,NO
530,0.59410642,0.68240621,x>1807,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,x<4,0<x<24,0<x<2,YES
531,0.380480301,0.296854804,1205<x<1807,39<x<57,x<24,1<x<15897,11<x<23,0<x<24,x>12,0<x<24,x>6,NO
532,0.281115558,0.266394467,2<x<603,57<x<75,x>73,1<x<15897,0<x<11,0<x<24,8<x<12,x<24,0<x<2,NO
533,0.080481775,0.182433958,2<x<603,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,x<4,0<x<24,x>6,NO
534,0.029185402000000006,0.116614347,x>1807,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,8<x<12,0<x<24,4<x<6,YES
535,0.745927332,0.206479352,1205<x<1807,21<x<39,x>73,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,x>6,NO
536,0.952798882,0.3884366520000001,1205<x<1807,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x<24,0<x<2,NO
537,0.754010532,0.149445764,603<x<1205,21<x<39,x<24,1<x<15897,23<x<34,0<x<24,0<x<4,x>73,2<x<4,NO
538,0.04254138,0.357756601,2<x<603,39<x<57,0<x<24,1<x<15897,11<x<23,x>73,4<x<8,x>73,2<x<4,NO
539,0.26735262600000004,0.006427653,1205<x<1807,x>75,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,4<x<6,NO
540,0.337388426,0.227874155,2<x<603,39<x<57,x>73,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,x>6,NO
541,0.052436094,0.14570361099999998,603<x<1205,57<x<75,0<x<24,1<x<15897,11<x<23,x>73,4<x<8,0<x<24,4<x<6,NO
542,0.336596148,0.531929282,2<x<603,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,x<4,x>73,4<x<6,NO
543,0.196372799,0.493126718,2<x<603,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,2<x<4,NO
544,0.947700354,0.401267976,603<x<1205,39<x<57,0<x<24,1<x<15897,23<x<34,0<x<24,x>12,x>73,4<x<6,NO
545,0.414240261,0.237585688,1205<x<1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x>73,0<x<2,NO
546,0.194625748,0.34359379100000004,1205<x<1807,x>75,0<x<24,1<x<15897,23<x<34,x>73,x<4,0<x<24,2<x<4,NO
547,0.13306279,0.630046584,603<x<1205,21<x<39,0<x<24,1<x<15897,0<x<11,x>73,0<x<4,0<x<24,2<x<4,NO
548,0.037379559,0.446688128,2<x<603,39<x<57,0<x<24,x<15897,0<x<11,0<x<24,8<x<12,0<x<24,0<x<2,YES
549,0.023237542000000003,0.142385321,x>1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,x>73,2<x<4,NO
550,0.741505663,0.139694329,603<x<1205,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,x<24,x>6,NO
551,2.760956175,0.206326315,1205<x<1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,2<x<4,YES
552,0.003554418,0.785229953,1205<x<1807,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,x>73,2<x<4,NO
553,0.096113878,0.154133002,x>1807,57<x<75,0<x<24,1<x<15897,11<x<23,x>73,4<x<8,0<x<24,4<x<6,YES
554,0.046458026,0.179793912,x>1807,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,2<x<4,NO
555,0.101810554,0.358101135,x>1807,x>75,x>73,1<x<15897,0<x<11,x>73,4<x<8,0<x<24,2<x<4,NO
556,0.088911089,0.326283407,2<x<603,21<x<39,0<x<24,15897<x<31794,0<x<11,0<x<24,x<4,0<x<24,x<2,NO
557,0.016066131,0.425821711,603<x<1205,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,x>6,NO
558,0.121557062,0.281642229,603<x<1205,39<x<57,0<x<24,1<x<15897,0<x<11,x<24,0<x<4,0<x<24,0<x<2,NO
559,0.477367751,0.405168436,1205<x<1807,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,x>12,0<x<24,x<2,NO
560,0.50009998,0.783073131,2<x<603,x>75,x>73,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,4<x<6,NO
561,0.57762185,0.024303074,603<x<1205,x>75,0<x<24,1<x<15897,11<x<23,x<24,0<x<4,0<x<24,4<x<6,NO
562,0.008632035,0.790613718,x>1807,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,0<x<2,YES
563,0.099815157,0.165314965,1205<x<1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,4<x<6,YES
564,0.507972665,0.483205749,x>1807,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,x>6,NO
565,0.956529549,0.261369315,2<x<603,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,x>6,NO
566,0.29304181100000004,0.252527295,603<x<1205,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,2<x<4,NO
567,0.093598023,0.751294548,2<x<603,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,8<x<12,0<x<24,0<x<2,YES
568,0.611865678,0.046662778,1205<x<1807,57<x<75,0<x<24,1<x<15897,23<x<34,x>73,4<x<8,0<x<24,x<2,NO
569,0.01519924,0.411417144,1205<x<1807,21<x<39,x>73,1<x<15897,x>34,x<24,x<4,0<x<24,4<x<6,NO
570,0.154398948,0.073538769,1205<x<1807,39<x<57,x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,2<x<4,NO
571,0.354125994,0.401267976,2<x<603,21<x<39,x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x>73,0<x<2,NO
572,0.635720859,0.420291743,603<x<1205,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,x>73,4<x<6,NO
573,0.299786422,0.389627295,1205<x<1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,2<x<4,NO
574,0.077358439,0.430297475,2<x<603,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,4<x<6,NO
575,0.414240261,1.055530875,603<x<1205,57<x<75,0<x<24,1<x<15897,23<x<34,x<24,0<x<4,0<x<24,4<x<6,NO
576,0.128842063,0.123752495,603<x<1205,39<x<57,0<x<24,1<x<15897,x>34,0<x<24,x<4,x>73,2<x<4,NO
577,0.265898391,0.092163472,603<x<1205,39<x<57,0<x<24,1<x<15897,23<x<34,x<24,x<4,0<x<24,4<x<6,NO
578,0.127202141,0.432814229,603<x<1205,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,x<24,0<x<2,NO
579,0.8114710190000001,0.219132029,x>1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x>73,0<x<2,NO
580,0.311954668,0.04587156,1205<x<1807,x>75,x<24,1<x<15897,11<x<23,0<x<24,x>12,x>73,4<x<6,NO
581,0.7697654209999999,0.238432226,1205<x<1807,x>75,x>73,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,x>6,NO
582,0.363636364,0.324611033,603<x<1205,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,8<x<12,x<24,x>6,NO
583,0.269257489,0.156888693,2<x<603,57<x<75,0<x<24,1<x<15897,11<x<23,x<24,0<x<4,0<x<24,0<x<2,YES
584,0.4275909000000001,0.10875,x>1807,39<x<57,x>73,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,2<x<4,NO
585,1.305389222,0.250074993,1205<x<1807,x>75,x<24,1<x<15897,11<x<23,0<x<24,8<x<12,0<x<24,x<2,YES
586,0.309359655,0.319171724,x<603,x>75,x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,4<x<6,NO
587,0.096737158,0.235855487,x>1807,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,x>12,x>73,4<x<6,NO
