id,workclass,education,relationship,race,sex,native_country,age,fnlwgt,education_num,hours_per_week,class
440, Local_gov, Assoc_acdm, Own_child, Amer_Indian_Eskimo, Male, Columbia,35<x<53,21174<x<274186,x>12,1<x<25,LOW
441, State_gov, Bachelors, Not_in_family, Asian_Pac_Islander, Female, Poland,35<x<53,527198<x<780210,4<x<8,25<x<50,LOW
442, Federal_gov, 11th, Wife, Amer_Indian_Eskimo, Male, Yugoslavia,53<x<71,274186<x<527198,8<x<12,x<25,LOW
443, Federal_gov, Assoc_voc, Other_relative, Asian_Pac_Islander, Female, Laos,17<x<35,21174<x<274186,4<x<8,1<x<25,LOW
444, Self_emp_inc, 9th, Own_child, White, Male, Ecuador,53<x<71,274186<x<527198,x>12,x>74,LOW
445, Self_emp_inc, 1st_4th, Wife, White, Female, Mexico,x>71,21174<x<274186,x<4,25<x<50,LOW
446, Self_emp_inc, HS_grad, Other_relative, Amer_Indian_Eskimo, Female, Puerto_Rico,53<x<71,21174<x<274186,1<x<4,25<x<50,LOW
447, Self_emp_inc, Preschool, Not_in_family, Black, Female, Cambodia,x>71,21174<x<274186,x>12,25<x<50,LOW
448, Self_emp_not_inc, 1st_4th, Not_in_family, Amer_Indian_Eskimo, Male, Canada,35<x<53,21174<x<274186,1<x<4,50<x<74,LOW
449, Federal_gov, 9th, Wife, White, Female, Portugal,17<x<35,21174<x<274186,8<x<12,1<x<25,HIGH
450, Federal_gov, 9th, Wife, Amer_Indian_Eskimo, Male, Yugoslavia,35<x<53,274186<x<527198,8<x<12,25<x<50,HIGH
451, Self_emp_inc, Doctorate, Not_in_family, Asian_Pac_Islander, Male, Haiti,35<x<53,21174<x<274186,x>12,25<x<50,LOW
452, Local_gov, HS_grad, Wife, Black, Female, Puerto_Rico,35<x<53,274186<x<527198,1<x<4,1<x<25,LOW
453, State_gov, HS_grad, Other_relative, White, Male, El_Salvador,53<x<71,21174<x<274186,4<x<8,25<x<50,LOW
454, Private, Some_college, Wife, Amer_Indian_Eskimo, Female, Taiwan,17<x<35,21174<x<274186,1<x<4,25<x<50,LOW
455, Local_gov, Masters, Not_in_family, Asian_Pac_Islander, Female, Guatemala,x<35,21174<x<274186,x>12,25<x<50,LOW
456, Self_emp_inc, HS_grad, Unmarried, Other, Male, Dominican_Republic,17<x<35,21174<x<274186,8<x<12,1<x<25,LOW
457, Self_emp_not_inc, 12th, Not_in_family, Asian_Pac_Islander, Male, Yugoslavia,x>71,21174<x<274186,x>12,1<x<25,LOW
458, Local_gov, 1st_4th, Other_relative, Amer_Indian_Eskimo, Female, Guatemala,53<x<71,274186<x<527198,x>12,x>74,LOW
459, Private, Bachelors, Husband, White, Female, United_States,17<x<35,21174<x<274186,x>12,x<25,HIGH
460, State_gov, Some_college, Unmarried, Other, Male, Ecuador,35<x<53,21174<x<274186,x>12,50<x<74,LOW
461, Federal_gov, 7th_8th, Not_in_family, White, Male, Poland,53<x<71,21174<x<274186,4<x<8,50<x<74,LOW
462, Local_gov, 10th, Own_child, Asian_Pac_Islander, Female, Thailand,53<x<71,21174<x<274186,4<x<8,25<x<50,LOW
463, Private, Doctorate, Wife, Other, Female, Puerto_Rico,53<x<71,21174<x<274186,1<x<4,25<x<50,LOW
464, Private, 9th, Husband, White, Male, Dominican_Republic,x>71,21174<x<274186,1<x<4,1<x<25,LOW
465, Local_gov, 5th_6th, Unmarried, Amer_Indian_Eskimo, Male, Dominican_Republic,35<x<53,274186<x<527198,4<x<8,50<x<74,LOW
466, Self_emp_not_inc, Assoc_voc, Own_child, Black, Male, England,x>71,21174<x<274186,8<x<12,50<x<74,LOW
467, Local_gov, Assoc_voc, Other_relative, Black, Male, Italy,x>71,21174<x<274186,x>12,x>74,LOW
468, Self_emp_not_inc, 7th_8th, Unmarried, Black, Female, South,35<x<53,21174<x<274186,4<x<8,25<x<50,LOW
469, State_gov, 7th_8th, Unmarried, Asian_Pac_Islander, Male, Thailand,53<x<71,21174<x<274186,8<x<12,1<x<25,LOW
470, Self_emp_not_inc, Preschool, Unmarried, Black, Male, El_Salvador,53<x<71,274186<x<527198,x>12,25<x<50,LOW
471, Local_gov, Some_college, Own_child, Amer_Indian_Eskimo, Male, Haiti,17<x<35,21174<x<274186,x>12,1<x<25,LOW
472, State_gov, HS_grad, Husband, Amer_Indian_Eskimo, Female, Haiti,17<x<35,21174<x<274186,x>12,1<x<25,LOW
473, Federal_gov, Assoc_voc, Husband, Other, Male, China,x>71,21174<x<274186,8<x<12,50<x<74,HIGH
474, Self_emp_inc, Bachelors, Wife, Asian_Pac_Islander, Female, Mexico,17<x<35,21174<x<274186,x>12,25<x<50,LOW
475, Private, 5th_6th, Husband, Other, Male, Poland,17<x<35,21174<x<274186,x>12,50<x<74,HIGH
476, Local_gov, 1st_4th, Unmarried, White, Female, Mexico,x<35,21174<x<274186,1<x<4,25<x<50,LOW
477, Self_emp_not_inc, Bachelors, Other_relative, Other, Male, Italy,35<x<53,21174<x<274186,4<x<8,50<x<74,LOW
478, Self_emp_not_inc, 5th_6th, Husband, Other, Male, China,x>71,21174<x<274186,x>12,1<x<25,LOW
479, Self_emp_not_inc, 5th_6th, Unmarried, Black, Female, England,35<x<53,21174<x<274186,4<x<8,50<x<74,LOW
480, Local_gov, 10th, Unmarried, Amer_Indian_Eskimo, Male, Taiwan,x>71,274186<x<527198,4<x<8,1<x<25,LOW
481, Local_gov, Masters, Own_child, Amer_Indian_Eskimo, Female, Laos,53<x<71,21174<x<274186,x>12,50<x<74,LOW
482, Self_emp_not_inc, Some_college, Husband, Black, Female, Taiwan,53<x<71,21174<x<274186,8<x<12,1<x<25,LOW
483, Self_emp_not_inc, Assoc_voc, Husband, Black, Male, Canada,53<x<71,21174<x<274186,4<x<8,1<x<25,LOW
484, Local_gov, 11th, Own_child, Other, Female, Columbia,35<x<53,274186<x<527198,4<x<8,1<x<25,LOW
485, Federal_gov, Assoc_acdm, Unmarried, Asian_Pac_Islander, Female, Philippines,35<x<53,21174<x<274186,4<x<8,25<x<50,LOW
486, Federal_gov, HS_grad, Other_relative, Asian_Pac_Islander, Female, Iran,35<x<53,21174<x<274186,4<x<8,x>74,LOW
487, Local_gov, Assoc_acdm, Other_relative, Other, Female, China,17<x<35,21174<x<274186,4<x<8,1<x<25,LOW
488, State_gov, Bachelors, Other_relative, Black, Male, Italy,53<x<71,21174<x<274186,1<x<4,50<x<74,LOW
489, Self_emp_inc, Masters, Other_relative, Black, Male, Germany,17<x<35,21174<x<274186,1<x<4,x>74,LOW
490, Self_emp_not_inc, Assoc_acdm, Other_relative, Amer_Indian_Eskimo, Male, El_Salvador,35<x<53,21174<x<274186,1<x<4,25<x<50,LOW
491, Local_gov, 5th_6th, Not_in_family, Black, Male, Dominican_Republic,17<x<35,21174<x<274186,x>12,1<x<25,LOW
492, Local_gov, 11th, Own_child, Amer_Indian_Eskimo, Female, Taiwan,35<x<53,21174<x<274186,4<x<8,x>74,LOW
493, State_gov, Bachelors, Unmarried, Black, Female, South,35<x<53,21174<x<274186,8<x<12,1<x<25,LOW
494, Local_gov, 9th, Wife, White, Female, Poland,35<x<53,21174<x<274186,x>12,1<x<25,HIGH
495, Local_gov, 12th, Other_relative, Amer_Indian_Eskimo, Female, Philippines,x>71,21174<x<274186,1<x<4,25<x<50,LOW
496, Local_gov, 10th, Unmarried, White, Male, Canada,35<x<53,21174<x<274186,x>12,50<x<74,LOW
497, Federal_gov, Some_college, Not_in_family, Black, Male, Poland,53<x<71,21174<x<274186,1<x<4,1<x<25,LOW
498, Self_emp_inc, 12th, Other_relative, Asian_Pac_Islander, Male, Canada,35<x<53,274186<x<527198,x>12,25<x<50,LOW
499, Self_emp_inc, HS_grad, Other_relative, Asian_Pac_Islander, Male, Germany,53<x<71,527198<x<780210,1<x<4,25<x<50,LOW
500, Self_emp_not_inc, Assoc_voc, Own_child, Amer_Indian_Eskimo, Female, Ecuador,17<x<35,21174<x<274186,8<x<12,1<x<25,LOW
501, Federal_gov, 11th, Wife, White, Female, Japan,53<x<71,21174<x<274186,4<x<8,1<x<25,LOW
502, Federal_gov, 10th, Husband, Amer_Indian_Eskimo, Female, Honduras,35<x<53,21174<x<274186,8<x<12,50<x<74,LOW
503, Self_emp_not_inc, Prof_school, Own_child, Other, Female, Honduras,35<x<53,21174<x<274186,8<x<12,50<x<74,LOW
504, Federal_gov, Some_college, Husband, Asian_Pac_Islander, Female, Guatemala,17<x<35,21174<x<274186,x>12,1<x<25,LOW
505, Private, 1st_4th, Not_in_family, Amer_Indian_Eskimo, Female, United_States,53<x<71,274186<x<527198,8<x<12,1<x<25,LOW
506, Self_emp_not_inc, HS_grad, Unmarried, Other, Female, Germany,53<x<71,21174<x<274186,4<x<8,25<x<50,LOW
507, Self_emp_inc, 12th, Unmarried, Amer_Indian_Eskimo, Male, El_Salvador,35<x<53,21174<x<274186,x>12,25<x<50,LOW
508, Self_emp_not_inc, 10th, Wife, Black, Male, Ecuador,35<x<53,x>780210,8<x<12,1<x<25,LOW
509, Federal_gov, Some_college, Own_child, Asian_Pac_Islander, Female, Haiti,53<x<71,21174<x<274186,1<x<4,25<x<50,LOW
510, Self_emp_inc, HS_grad, Husband, Black, Female, Cuba,17<x<35,21174<x<274186,4<x<8,25<x<50,LOW
511, State_gov, Assoc_voc, Not_in_family, Black, Female, Philippines,17<x<35,21174<x<274186,8<x<12,50<x<74,LOW
512, State_gov, 12th, Not_in_family, Amer_Indian_Eskimo, Female, Japan,35<x<53,21174<x<274186,x>12,50<x<74,LOW
513, Private, 12th, Husband, Black, Male, Yugoslavia,35<x<53,21174<x<274186,x>12,25<x<50,HIGH
514, Local_gov, 1st_4th, Other_relative, Asian_Pac_Islander, Female, Poland,17<x<35,21174<x<274186,4<x<8,25<x<50,LOW
515, State_gov, 11th, Husband, Asian_Pac_Islander, Male, Thailand,17<x<35,274186<x<527198,8<x<12,x>74,LOW
516, Local_gov, Assoc_acdm, Unmarried, White, Female, Columbia,35<x<53,21174<x<274186,x>12,1<x<25,LOW
517, Federal_gov, Bachelors, Husband, Amer_Indian_Eskimo, Female, Thailand,35<x<53,21174<x<274186,4<x<8,x>74,HIGH
518, Self_emp_not_inc, 1st_4th, Own_child, Asian_Pac_Islander, Male, Guatemala,53<x<71,21174<x<274186,4<x<8,25<x<50,LOW
519, Self_emp_inc, Bachelors, Unmarried, White, Male, Taiwan,17<x<35,21174<x<274186,x<4,x>74,LOW
520, Local_gov, Assoc_voc, Unmarried, Other, Female, Laos,35<x<53,274186<x<527198,4<x<8,1<x<25,LOW
521, Local_gov, Assoc_acdm, Own_child, Asian_Pac_Islander, Female, Philippines,53<x<71,274186<x<527198,8<x<12,25<x<50,LOW
522, Private, Bachelors, Own_child, Other, Female, Philippines,17<x<35,21174<x<274186,4<x<8,1<x<25,LOW
523, Private, 9th, Other_relative, Amer_Indian_Eskimo, Male, France,53<x<71,21174<x<274186,8<x<12,1<x<25,LOW
524, Local_gov, Bachelors, Wife, Black, Female, Dominican_Republic,53<x<71,21174<x<274186,8<x<12,1<x<25,LOW
525, Private, Preschool, Unmarried, Amer_Indian_Eskimo, Female, Guatemala,x>71,21174<x<274186,4<x<8,50<x<74,LOW
526, Self_emp_inc, Assoc_acdm, Not_in_family, Other, Male, England,35<x<53,21174<x<274186,4<x<8,25<x<50,LOW
527, Self_emp_not_inc, 12th, Own_child, Amer_Indian_Eskimo, Male, Thailand,17<x<35,21174<x<274186,x>12,50<x<74,LOW
528, State_gov, Bachelors, Other_relative, Black, Male, Poland,53<x<71,21174<x<274186,4<x<8,25<x<50,LOW
529, State_gov, Masters, Not_in_family, Black, Female, Taiwan,35<x<53,21174<x<274186,x>12,25<x<50,LOW
530, State_gov, 1st_4th, Husband, Black, Male, Ecuador,17<x<35,21174<x<274186,x>12,25<x<50,HIGH
531, Self_emp_not_inc, Masters, Unmarried, Asian_Pac_Islander, Male, Poland,17<x<35,21174<x<274186,x>12,25<x<50,LOW
532, Self_emp_inc, 7th_8th, Not_in_family, Other, Female, Thailand,17<x<35,21174<x<274186,x>12,1<x<25,LOW
533, State_gov, Some_college, Unmarried, Black, Male, Laos,53<x<71,21174<x<274186,4<x<8,x>74,LOW
534, Self_emp_not_inc, Prof_school, Other_relative, Asian_Pac_Islander, Male, Poland,17<x<35,21174<x<274186,8<x<12,25<x<50,LOW
535, Federal_gov, 12th, Husband, Black, Male, Dominican_Republic,17<x<35,21174<x<274186,1<x<4,1<x<25,LOW
536, State_gov, Doctorate, Unmarried, White, Female, Dominican_Republic,53<x<71,21174<x<274186,x>12,25<x<50,LOW
537, Federal_gov, 12th, Husband, Amer_Indian_Eskimo, Female, Columbia,x>71,21174<x<274186,4<x<8,25<x<50,LOW
538, Local_gov, Doctorate, Husband, Amer_Indian_Eskimo, Female, Honduras,17<x<35,21174<x<274186,8<x<12,50<x<74,LOW
539, Federal_gov, Assoc_voc, Own_child, White, Female, India,17<x<35,274186<x<527198,x>12,25<x<50,LOW
540, Local_gov, 5th_6th, Other_relative, Asian_Pac_Islander, Male, Mexico,17<x<35,21174<x<274186,x<4,x>74,LOW
541, Self_emp_not_inc, 9th, Own_child, Amer_Indian_Eskimo, Male, Mexico,17<x<35,21174<x<274186,8<x<12,25<x<50,LOW
542, Self_emp_inc, Masters, Husband, White, Male, Ecuador,35<x<53,21174<x<274186,x>12,1<x<25,LOW
543, Self_emp_not_inc, 12th, Not_in_family, Black, Female, Cuba,17<x<35,21174<x<274186,4<x<8,25<x<50,LOW
544, State_gov, Masters, Wife, Asian_Pac_Islander, Female, Japan,35<x<53,21174<x<274186,x<4,x>74,LOW
545, Federal_gov, 10th, Own_child, Other, Male, Laos,53<x<71,21174<x<274186,1<x<4,1<x<25,LOW
546, Private, Preschool, Other_relative, Amer_Indian_Eskimo, Male, Cuba,35<x<53,21174<x<274186,1<x<4,25<x<50,LOW
547, Self_emp_inc, HS_grad, Wife, White, Female, England,35<x<53,21174<x<274186,8<x<12,50<x<74,HIGH
548, Local_gov, 9th, Other_relative, Amer_Indian_Eskimo, Male, Italy,17<x<35,21174<x<274186,4<x<8,50<x<74,LOW
549, Private, Doctorate, Wife, Asian_Pac_Islander, Male, France,17<x<35,21174<x<274186,8<x<12,25<x<50,LOW
550, State_gov, Assoc_acdm, Other_relative, Amer_Indian_Eskimo, Male, England,x>71,21174<x<274186,x>12,25<x<50,LOW
551, Local_gov, 9th, Not_in_family, Amer_Indian_Eskimo, Female, Honduras,17<x<35,21174<x<274186,1<x<4,1<x<25,LOW
552, Federal_gov, 10th, Husband, Other, Male, Haiti,35<x<53,21174<x<274186,x<4,25<x<50,LOW
553, Private, Masters, Not_in_family, Black, Female, Jamaica,17<x<35,274186<x<527198,4<x<8,50<x<74,LOW
554, Federal_gov, 1st_4th, Not_in_family, Black, Male, Mexico,35<x<53,21174<x<274186,8<x<12,1<x<25,LOW
555, Private, Prof_school, Husband, Asian_Pac_Islander, Male, India,53<x<71,274186<x<527198,8<x<12,25<x<50,HIGH
556, Federal_gov, Doctorate, Wife, White, Male, India,x>71,21174<x<274186,1<x<4,1<x<25,LOW
557, Local_gov, 9th, Wife, Black, Female, Ecuador,17<x<35,21174<x<274186,4<x<8,1<x<25,LOW
558, Self_emp_inc, Assoc_voc, Wife, Black, Male, Canada,x>71,274186<x<527198,4<x<8,25<x<50,LOW
559, State_gov, 12th, Unmarried, Other, Female, Yugoslavia,35<x<53,21174<x<274186,x<4,25<x<50,LOW
560, State_gov, Masters, Own_child, Asian_Pac_Islander, Female, Portugal,17<x<35,21174<x<274186,8<x<12,50<x<74,LOW
561, Self_emp_inc, Assoc_voc, Own_child, Other, Male, Haiti,17<x<35,21174<x<274186,1<x<4,1<x<25,LOW
562, Federal_gov, 7th_8th, Unmarried, Black, Male, Haiti,35<x<53,21174<x<274186,1<x<4,25<x<50,LOW
563, Federal_gov, Prof_school, Wife, Asian_Pac_Islander, Female, Iran,53<x<71,21174<x<274186,1<x<4,50<x<74,LOW
564, Self_emp_inc, Bachelors, Wife, Other, Female, Taiwan,x<35,21174<x<274186,1<x<4,50<x<74,LOW
565, Private, Bachelors, Wife, Amer_Indian_Eskimo, Female, Cambodia,53<x<71,21174<x<274186,x>12,1<x<25,LOW
566, Private, Doctorate, Unmarried, Black, Female, Thailand,x>71,21174<x<274186,x>12,25<x<50,LOW
567, Private, 9th, Other_relative, Amer_Indian_Eskimo, Male, Guatemala,35<x<53,21174<x<274186,1<x<4,25<x<50,LOW
568, Local_gov, 1st_4th, Own_child, Amer_Indian_Eskimo, Male, Japan,17<x<35,21174<x<274186,8<x<12,25<x<50,LOW
569, Federal_gov, 7th_8th, Other_relative, White, Female, Japan,53<x<71,21174<x<274186,x>12,25<x<50,HIGH
570, Federal_gov, 5th_6th, Unmarried, Asian_Pac_Islander, Female, United_States,35<x<53,274186<x<527198,8<x<12,1<x<25,LOW
571, Local_gov, 9th, Husband, Other, Female, Laos,35<x<53,21174<x<274186,4<x<8,25<x<50,LOW
572, Self_emp_inc, 10th, Husband, Amer_Indian_Eskimo, Female, Cuba,17<x<35,21174<x<274186,1<x<4,25<x<50,LOW
573, Self_emp_not_inc, 5th_6th, Husband, Black, Female, Italy,35<x<53,21174<x<274186,x>12,50<x<74,HIGH
574, Private, Bachelors, Wife, Other, Female, Honduras,53<x<71,21174<x<274186,4<x<8,1<x<25,LOW
575, Self_emp_inc, 7th_8th, Other_relative, Asian_Pac_Islander, Female, Honduras,x>71,274186<x<527198,4<x<8,50<x<74,LOW
576, Self_emp_not_inc, Some_college, Wife, Asian_Pac_Islander, Female, Haiti,35<x<53,21174<x<274186,8<x<12,25<x<50,LOW
577, Self_emp_not_inc, Some_college, Not_in_family, Asian_Pac_Islander, Male, South,17<x<35,274186<x<527198,x<4,1<x<25,LOW
578, Self_emp_not_inc, Preschool, Wife, Amer_Indian_Eskimo, Male, Yugoslavia,35<x<53,21174<x<274186,1<x<4,50<x<74,LOW
579, Private, 7th_8th, Not_in_family, Other, Female, Puerto_Rico,53<x<71,274186<x<527198,4<x<8,50<x<74,LOW
580, Self_emp_inc, Bachelors, Unmarried, Other, Female, South,53<x<71,21174<x<274186,x>12,1<x<25,LOW
581, Local_gov, 1st_4th, Unmarried, Asian_Pac_Islander, Female, China,53<x<71,21174<x<274186,x>12,25<x<50,LOW
582, Private, Prof_school, Not_in_family, White, Female, Mexico,x<35,21174<x<274186,x>12,25<x<50,LOW
583, Private, Preschool, Own_child, Asian_Pac_Islander, Male, Philippines,35<x<53,21174<x<274186,8<x<12,25<x<50,LOW
584, Self_emp_inc, Prof_school, Husband, Black, Female, Laos,53<x<71,21174<x<274186,8<x<12,25<x<50,LOW
585, Private, 11th, Own_child, Amer_Indian_Eskimo, Male, Cuba,17<x<35,21174<x<274186,8<x<12,1<x<25,LOW
586, Federal_gov, HS_grad, Own_child, Asian_Pac_Islander, Female, Cuba,53<x<71,21174<x<274186,1<x<4,1<x<25,LOW
587, Federal_gov, Doctorate, Unmarried, Black, Female, India,x>71,21174<x<274186,8<x<12,50<x<74,LOW
588, Federal_gov, Doctorate, Own_child, Amer_Indian_Eskimo, Male, Dominican_Republic,17<x<35,274186<x<527198,1<x<4,25<x<50,LOW
589, Self_emp_inc, 5th_6th, Own_child, Black, Female, Cuba,17<x<35,21174<x<274186,8<x<12,50<x<74,LOW
590, Local_gov, 1st_4th, Other_relative, Asian_Pac_Islander, Female, Italy,35<x<53,21174<x<274186,x>12,1<x<25,LOW
591, Self_emp_inc, Preschool, Wife, Black, Male, Poland,17<x<35,x<274186,4<x<8,1<x<25,LOW
592, Private, Some_college, Unmarried, Black, Male, Taiwan,x>71,274186<x<527198,8<x<12,25<x<50,LOW
593, Local_gov, 5th_6th, Not_in_family, Black, Male, United_States,35<x<53,274186<x<527198,x>12,25<x<50,LOW
594, Self_emp_not_inc, Assoc_acdm, Not_in_family, Black, Female, Philippines,35<x<53,21174<x<274186,8<x<12,25<x<50,LOW
595, Federal_gov, HS_grad, Wife, Amer_Indian_Eskimo, Female, Japan,53<x<71,21174<x<274186,x>12,1<x<25,LOW
596, Self_emp_inc, HS_grad, Other_relative, White, Male, Italy,17<x<35,21174<x<274186,4<x<8,1<x<25,LOW
597, State_gov, Prof_school, Own_child, Asian_Pac_Islander, Female, Ecuador,35<x<53,21174<x<274186,x>12,1<x<25,LOW
598, Local_gov, 5th_6th, Unmarried, Black, Male, Taiwan,35<x<53,21174<x<274186,8<x<12,25<x<50,LOW
599, Self_emp_not_inc, Assoc_acdm, Wife, White, Male, Jamaica,35<x<53,21174<x<274186,8<x<12,1<x<25,HIGH
600, Private, Bachelors, Own_child, Asian_Pac_Islander, Female, Haiti,53<x<71,21174<x<274186,8<x<12,25<x<50,LOW
601, State_gov, Masters, Wife, Black, Male, Yugoslavia,17<x<35,21174<x<274186,x>12,1<x<25,LOW
602, State_gov, Doctorate, Not_in_family, Amer_Indian_Eskimo, Female, Poland,53<x<71,21174<x<274186,x>12,1<x<25,LOW
603, Local_gov, Doctorate, Husband, Black, Female, Haiti,17<x<35,21174<x<274186,4<x<8,50<x<74,LOW
604, State_gov, 1st_4th, Husband, Amer_Indian_Eskimo, Male, Mexico,53<x<71,21174<x<274186,4<x<8,25<x<50,LOW
605, Private, Bachelors, Husband, Asian_Pac_Islander, Female, Guatemala,17<x<35,21174<x<274186,8<x<12,x<25,LOW
606, Private, 11th, Own_child, Black, Female, Germany,17<x<35,21174<x<274186,x>12,25<x<50,LOW
607, Local_gov, 11th, Husband, Amer_Indian_Eskimo, Female, Laos,53<x<71,21174<x<274186,8<x<12,50<x<74,LOW
608, Federal_gov, HS_grad, Husband, Black, Female, Thailand,53<x<71,21174<x<274186,1<x<4,1<x<25,LOW
609, State_gov, 11th, Unmarried, Other, Male, Thailand,35<x<53,274186<x<527198,4<x<8,1<x<25,LOW
610, Federal_gov, 9th, Other_relative, Other, Female, Philippines,35<x<53,21174<x<274186,x>12,1<x<25,LOW
611, Local_gov, 11th, Not_in_family, Other, Male, Mexico,35<x<53,21174<x<274186,4<x<8,25<x<50,LOW
612, Self_emp_inc, 9th, Wife, White, Female, Guatemala,35<x<53,21174<x<274186,8<x<12,1<x<25,HIGH
613, Self_emp_not_inc, Bachelors, Other_relative, Black, Male, Yugoslavia,17<x<35,21174<x<274186,8<x<12,x>74,LOW
614, State_gov, Preschool, Other_relative, Amer_Indian_Eskimo, Female, South,53<x<71,21174<x<274186,x>12,1<x<25,LOW
615, Self_emp_not_inc, Assoc_acdm, Not_in_family, White, Male, Mexico,53<x<71,21174<x<274186,8<x<12,1<x<25,LOW
616, State_gov, HS_grad, Not_in_family, Black, Male, Mexico,35<x<53,21174<x<274186,1<x<4,1<x<25,LOW
617, Local_gov, 10th, Own_child, Other, Male, Cambodia,35<x<53,21174<x<274186,4<x<8,1<x<25,LOW
618, Federal_gov, 7th_8th, Wife, White, Female, France,35<x<53,21174<x<274186,x>12,25<x<50,HIGH
619, State_gov, Assoc_acdm, Husband, Black, Male, Jamaica,35<x<53,21174<x<274186,8<x<12,25<x<50,LOW
620, Self_emp_not_inc, 1st_4th, Husband, White, Female, Laos,17<x<35,21174<x<274186,4<x<8,1<x<25,LOW
621, Self_emp_inc, 12th, Unmarried, Black, Male, Portugal,53<x<71,274186<x<527198,8<x<12,50<x<74,LOW
622, Private, Prof_school, Not_in_family, Asian_Pac_Islander, Male, El_Salvador,x>71,21174<x<274186,4<x<8,1<x<25,LOW
623, State_gov, Assoc_acdm, Own_child, White, Male, Germany,17<x<35,274186<x<527198,x>12,25<x<50,LOW
624, State_gov, Doctorate, Not_in_family, Black, Male, Portugal,x>71,21174<x<274186,8<x<12,25<x<50,LOW
625, Private, 5th_6th, Husband, Amer_Indian_Eskimo, Female, Guatemala,53<x<71,21174<x<274186,4<x<8,x>74,LOW
626, Self_emp_not_inc, Bachelors, Wife, White, Male, England,17<x<35,21174<x<274186,x>12,25<x<50,HIGH
627, Private, Prof_school, Not_in_family, Other, Female, Canada,53<x<71,21174<x<274186,4<x<8,25<x<50,LOW
628, Self_emp_inc, Doctorate, Not_in_family, Asian_Pac_Islander, Female, England,53<x<71,21174<x<274186,4<x<8,x>74,LOW
629, State_gov, Some_college, Other_relative, Black, Male, Honduras,35<x<53,21174<x<274186,x>12,25<x<50,LOW
630, State_gov, Doctorate, Wife, White, Male, Philippines,17<x<35,274186<x<527198,8<x<12,25<x<50,HIGH
631, Private, Assoc_voc, Not_in_family, Amer_Indian_Eskimo, Male, Laos,53<x<71,21174<x<274186,8<x<12,50<x<74,LOW
632, Self_emp_inc, Masters, Wife, Black, Female, Columbia,17<x<35,274186<x<527198,4<x<8,1<x<25,LOW
633, State_gov, 1st_4th, Husband, White, Male, Guatemala,35<x<53,274186<x<527198,x>12,1<x<25,LOW
634, Local_gov, Doctorate, Wife, Black, Male, Japan,35<x<53,21174<x<274186,4<x<8,25<x<50,LOW
635, State_gov, 10th, Wife, Amer_Indian_Eskimo, Female, Laos,35<x<53,21174<x<274186,1<x<4,25<x<50,LOW
636, Local_gov, Bachelors, Husband, White, Male, Philippines,35<x<53,21174<x<274186,8<x<12,25<x<50,HIGH
637, Private, Preschool, Other_relative, White, Male, Columbia,53<x<71,21174<x<274186,4<x<8,1<x<25,LOW
638, Self_emp_not_inc, 11th, Other_relative, Black, Male, Portugal,53<x<71,274186<x<527198,x>12,25<x<50,LOW
639, State_gov, 10th, Other_relative, Asian_Pac_Islander, Male, Cuba,53<x<71,21174<x<274186,8<x<12,1<x<25,LOW
640, Local_gov, Assoc_acdm, Husband, Asian_Pac_Islander, Male, Mexico,x>71,21174<x<274186,4<x<8,25<x<50,LOW
641, Self_emp_not_inc, 11th, Husband, Black, Male, Thailand,35<x<53,21174<x<274186,x>12,50<x<74,LOW
642, Self_emp_inc, 12th, Not_in_family, Black, Female, China,17<x<35,21174<x<274186,4<x<8,1<x<25,LOW
643, Local_gov, Masters, Husband, Other, Female, Cambodia,x>71,21174<x<274186,x>12,1<x<25,LOW
644, State_gov, 7th_8th, Own_child, Asian_Pac_Islander, Male, Yugoslavia,53<x<71,21174<x<274186,x<4,1<x<25,LOW
645, Local_gov, 9th, Wife, Other, Female, Germany,35<x<53,274186<x<527198,x>12,25<x<50,LOW
646, Private, Doctorate, Not_in_family, White, Female, Poland,x>71,21174<x<274186,x>12,x>74,HIGH
647, Self_emp_not_inc, 1st_4th, Unmarried, Other, Male, Guatemala,x<35,21174<x<274186,x<4,1<x<25,LOW
648, Self_emp_not_inc, Bachelors, Own_child, Amer_Indian_Eskimo, Male, Dominican_Republic,17<x<35,21174<x<274186,x<4,25<x<50,LOW
649, Federal_gov, Assoc_voc, Other_relative, Other, Female, Mexico,53<x<71,21174<x<274186,x>12,1<x<25,LOW
650, Local_gov, Some_college, Unmarried, Other, Female, Haiti,35<x<53,274186<x<527198,8<x<12,50<x<74,LOW
651, Self_emp_inc, 11th, Wife, Asian_Pac_Islander, Male, China,53<x<71,274186<x<527198,8<x<12,25<x<50,LOW
652, Local_gov, 1st_4th, Own_child, Other, Female, Haiti,53<x<71,21174<x<274186,x>12,1<x<25,LOW
653, Private, Some_college, Other_relative, Asian_Pac_Islander, Female, Puerto_Rico,35<x<53,21174<x<274186,x>12,x>74,LOW
654, Self_emp_inc, 12th, Not_in_family, Amer_Indian_Eskimo, Female, Puerto_Rico,35<x<53,21174<x<274186,8<x<12,25<x<50,LOW
655, State_gov, Doctorate, Husband, Other, Female, Honduras,35<x<53,274186<x<527198,x>12,50<x<74,HIGH
656, Self_emp_inc, 11th, Own_child, Amer_Indian_Eskimo, Male, El_Salvador,53<x<71,274186<x<527198,8<x<12,25<x<50,LOW
