id,job,marital,education,default,housing,loan,contact,month,poutcome,age,balance,day,duration,campaign,pdays,previous,class
362,admin.,married,tertiary,no,no,yes,cellular,jun,unknown,37<x<56,-2712<x<18267,16<x<23,971<x<1941,16<x<32,212<x<426,14<x<29,yes
363,services,married,secondary,no,no,no,telephone,may,other,56<x<75,-2712<x<18267,8<x<16,2<x<971,1<x<16,212<x<426,0<x<14,yes
364,entrepreneur,married,unknown,no,no,no,cellular,sep,success,56<x<75,-2712<x<18267,16<x<23,2<x<971,1<x<16,x>640,14<x<29,yes
365,housemaid,divorced,primary,yes,yes,no,telephone,dec,success,37<x<56,-2712<x<18267,8<x<16,2<x<971,1<x<16,426<x<640,14<x<29,yes
366,technician,single,unknown,yes,no,yes,unknown,jan,other,56<x<75,-2712<x<18267,x>23,2<x<971,32<x<47,-1<x<212,14<x<29,no
367,housemaid,married,unknown,no,yes,no,telephone,feb,unknown,37<x<56,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,14<x<29,no
368,unemployed,married,unknown,no,no,yes,unknown,jun,failure,37<x<56,-2712<x<18267,16<x<23,1941<x<2911,16<x<32,212<x<426,x>43,yes
369,admin.,single,tertiary,yes,no,no,unknown,apr,success,x>75,-2712<x<18267,8<x<16,2<x<971,16<x<32,-1<x<212,0<x<14,yes
370,unemployed,married,tertiary,no,yes,no,telephone,jul,success,37<x<56,-2712<x<18267,x>23,971<x<1941,1<x<16,x>640,0<x<14,yes
371,blue-collar,single,primary,yes,yes,yes,cellular,jul,success,x>75,-2712<x<18267,8<x<16,2<x<971,16<x<32,-1<x<212,0<x<14,yes
372,unemployed,single,primary,yes,no,no,unknown,nov,unknown,18<x<37,-2712<x<18267,16<x<23,2<x<971,16<x<32,-1<x<212,0<x<14,no
373,management,married,primary,yes,no,yes,telephone,jan,other,x>75,-2712<x<18267,x>23,971<x<1941,16<x<32,-1<x<212,14<x<29,no
374,management,single,primary,yes,yes,yes,telephone,aug,failure,37<x<56,-2712<x<18267,8<x<16,2<x<971,1<x<16,-1<x<212,x>43,no
375,technician,single,secondary,yes,yes,no,telephone,jan,failure,37<x<56,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,14<x<29,no
376,unemployed,married,tertiary,yes,yes,no,cellular,mar,unknown,18<x<37,-2712<x<18267,8<x<16,971<x<1941,16<x<32,212<x<426,14<x<29,yes
377,technician,single,tertiary,yes,yes,no,telephone,may,failure,18<x<37,-2712<x<18267,1<x<8,2<x<971,1<x<16,212<x<426,0<x<14,no
378,unknown,single,tertiary,no,no,yes,unknown,jan,other,37<x<56,-2712<x<18267,x>23,2<x<971,x>47,426<x<640,14<x<29,no
379,housemaid,single,secondary,yes,yes,no,cellular,mar,other,18<x<37,-2712<x<18267,x>23,2<x<971,32<x<47,212<x<426,14<x<29,no
380,self-employed,married,tertiary,no,yes,yes,unknown,jul,success,18<x<37,-2712<x<18267,1<x<8,2<x<971,16<x<32,426<x<640,14<x<29,no
381,management,divorced,tertiary,no,yes,no,unknown,apr,success,18<x<37,-2712<x<18267,16<x<23,2<x<971,1<x<16,-1<x<212,29<x<43,yes
382,admin.,single,tertiary,yes,no,no,cellular,sep,unknown,18<x<37,-2712<x<18267,16<x<23,2<x<971,x>47,212<x<426,0<x<14,yes
383,unknown,married,secondary,no,no,yes,telephone,jun,other,56<x<75,-2712<x<18267,1<x<8,2<x<971,16<x<32,x>640,29<x<43,no
384,entrepreneur,single,unknown,yes,no,no,cellular,feb,failure,x>75,-2712<x<18267,16<x<23,2<x<971,1<x<16,426<x<640,0<x<14,yes
385,retired,married,secondary,no,yes,yes,cellular,mar,success,18<x<37,-2712<x<18267,1<x<8,971<x<1941,16<x<32,212<x<426,14<x<29,yes
386,unemployed,single,secondary,no,yes,yes,unknown,jan,other,37<x<56,-2712<x<18267,x>23,971<x<1941,16<x<32,212<x<426,29<x<43,yes
387,housemaid,single,secondary,yes,no,no,cellular,dec,other,18<x<37,-2712<x<18267,x>23,2<x<971,1<x<16,-1<x<212,14<x<29,yes
388,retired,divorced,tertiary,no,no,no,unknown,apr,other,18<x<37,-2712<x<18267,16<x<23,971<x<1941,1<x<16,426<x<640,14<x<29,yes
389,admin.,married,tertiary,yes,yes,yes,telephone,sep,success,56<x<75,-2712<x<18267,x>23,2<x<971,x>47,-1<x<212,0<x<14,yes
390,blue-collar,single,unknown,no,no,no,unknown,aug,success,18<x<37,-2712<x<18267,8<x<16,2<x<971,1<x<16,-1<x<212,0<x<14,yes
391,admin.,married,tertiary,no,yes,yes,cellular,nov,other,18<x<37,-2712<x<18267,x>23,2<x<971,1<x<16,426<x<640,x<14,yes
392,housemaid,single,tertiary,yes,no,no,telephone,jul,unknown,18<x<37,-2712<x<18267,x>23,2<x<971,32<x<47,-1<x<212,0<x<14,yes
393,admin.,divorced,tertiary,no,no,no,cellular,sep,unknown,37<x<56,-2712<x<18267,1<x<8,2<x<971,1<x<16,x>640,14<x<29,no
394,admin.,divorced,secondary,yes,yes,yes,unknown,may,success,56<x<75,-2712<x<18267,x>23,2<x<971,1<x<16,426<x<640,x>43,no
395,retired,married,unknown,yes,no,yes,cellular,nov,other,18<x<37,-2712<x<18267,1<x<8,2<x<971,16<x<32,212<x<426,29<x<43,no
396,unemployed,single,tertiary,yes,yes,yes,unknown,sep,unknown,56<x<75,-2712<x<18267,8<x<16,2<x<971,16<x<32,-1<x<212,14<x<29,no
397,housemaid,married,primary,no,no,no,unknown,nov,unknown,18<x<37,-2712<x<18267,1<x<8,2<x<971,1<x<16,212<x<426,0<x<14,yes
398,management,single,primary,no,yes,yes,cellular,jun,success,x>75,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,x>43,yes
399,student,single,tertiary,yes,yes,no,unknown,oct,other,56<x<75,-2712<x<18267,x>23,2<x<971,1<x<16,212<x<426,14<x<29,yes
400,unknown,single,unknown,no,yes,no,telephone,jan,unknown,18<x<37,-2712<x<18267,8<x<16,2<x<971,16<x<32,-1<x<212,x>43,no
401,student,single,unknown,yes,no,no,cellular,aug,unknown,18<x<37,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,no
402,student,married,primary,no,yes,no,telephone,mar,success,18<x<37,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,x>43,no
403,unknown,divorced,unknown,no,no,no,cellular,mar,other,18<x<37,-2712<x<18267,x>23,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
404,student,married,secondary,no,no,yes,telephone,may,failure,37<x<56,-2712<x<18267,1<x<8,2<x<971,16<x<32,212<x<426,14<x<29,no
405,retired,single,unknown,yes,yes,yes,unknown,oct,success,56<x<75,-2712<x<18267,16<x<23,2<x<971,1<x<16,x>640,0<x<14,yes
406,housemaid,divorced,secondary,no,no,yes,unknown,sep,other,18<x<37,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,0<x<14,yes
407,retired,single,secondary,yes,no,yes,unknown,apr,unknown,x>75,-2712<x<18267,8<x<16,2<x<971,16<x<32,-1<x<212,x<14,no
408,unknown,divorced,unknown,no,no,yes,telephone,oct,failure,x>75,-2712<x<18267,8<x<16,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
409,management,divorced,tertiary,no,yes,yes,unknown,jan,failure,18<x<37,18267<x<39246,1<x<8,2<x<971,1<x<16,426<x<640,14<x<29,yes
410,unknown,single,tertiary,no,yes,no,telephone,jul,success,56<x<75,-2712<x<18267,16<x<23,2<x<971,1<x<16,-1<x<212,0<x<14,yes
411,entrepreneur,married,unknown,no,yes,no,telephone,oct,failure,56<x<75,-2712<x<18267,1<x<8,2<x<971,16<x<32,-1<x<212,14<x<29,no
412,housemaid,married,tertiary,no,yes,no,unknown,feb,other,37<x<56,18267<x<39246,16<x<23,2<x<971,1<x<16,426<x<640,29<x<43,yes
413,student,married,primary,yes,yes,yes,telephone,apr,unknown,37<x<56,-2712<x<18267,1<x<8,2<x<971,32<x<47,212<x<426,0<x<14,no
414,housemaid,married,primary,yes,no,yes,cellular,jul,success,56<x<75,-2712<x<18267,x>23,2<x<971,1<x<16,-1<x<212,29<x<43,no
415,technician,divorced,secondary,yes,yes,yes,telephone,sep,failure,56<x<75,-2712<x<18267,1<x<8,2<x<971,32<x<47,-1<x<212,x>43,no
416,retired,divorced,primary,yes,no,yes,cellular,feb,failure,56<x<75,-2712<x<18267,x>23,2<x<971,32<x<47,426<x<640,14<x<29,no
417,self-employed,divorced,unknown,no,yes,no,telephone,sep,unknown,x>75,-2712<x<18267,8<x<16,971<x<1941,16<x<32,212<x<426,0<x<14,yes
418,blue-collar,divorced,unknown,yes,no,no,cellular,aug,failure,56<x<75,-2712<x<18267,16<x<23,2<x<971,16<x<32,-1<x<212,14<x<29,no
419,unknown,married,tertiary,yes,no,yes,unknown,nov,failure,18<x<37,-2712<x<18267,1<x<8,2<x<971,16<x<32,-1<x<212,x>43,no
420,unemployed,divorced,unknown,no,no,yes,telephone,sep,unknown,18<x<37,-2712<x<18267,x>23,971<x<1941,16<x<32,212<x<426,14<x<29,yes
421,unknown,divorced,secondary,no,no,no,cellular,aug,failure,18<x<37,-2712<x<18267,8<x<16,2<x<971,1<x<16,212<x<426,0<x<14,no
422,retired,divorced,secondary,yes,yes,no,telephone,jun,failure,37<x<56,-2712<x<18267,1<x<8,971<x<1941,16<x<32,212<x<426,14<x<29,yes
423,technician,divorced,primary,yes,no,yes,unknown,nov,success,37<x<56,-2712<x<18267,1<x<8,971<x<1941,16<x<32,x>640,x<14,yes
424,unknown,married,primary,no,yes,yes,cellular,mar,failure,56<x<75,-2712<x<18267,8<x<16,2<x<971,16<x<32,426<x<640,14<x<29,yes
425,management,divorced,tertiary,no,no,no,unknown,apr,unknown,18<x<37,-2712<x<18267,x>23,2<x<971,1<x<16,212<x<426,29<x<43,yes
426,blue-collar,divorced,primary,no,no,yes,unknown,may,success,56<x<75,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,0<x<14,yes
427,services,divorced,primary,yes,no,no,cellular,nov,other,x>75,18267<x<39246,8<x<16,971<x<1941,1<x<16,x>640,0<x<14,yes
428,admin.,single,primary,no,yes,no,cellular,aug,other,56<x<75,-2712<x<18267,16<x<23,2<x<971,1<x<16,-1<x<212,0<x<14,no
429,unknown,divorced,secondary,no,no,yes,cellular,jul,failure,x>75,-2712<x<18267,16<x<23,971<x<1941,16<x<32,426<x<640,0<x<14,yes
430,technician,married,tertiary,no,no,yes,unknown,jul,success,37<x<56,-2712<x<18267,16<x<23,2<x<971,16<x<32,212<x<426,14<x<29,no
431,entrepreneur,divorced,primary,yes,no,yes,telephone,nov,failure,18<x<37,-2712<x<18267,1<x<8,2<x<971,16<x<32,212<x<426,0<x<14,no
432,technician,married,tertiary,yes,yes,no,cellular,jan,unknown,x>75,-2712<x<18267,16<x<23,2<x<971,16<x<32,-1<x<212,29<x<43,yes
433,housemaid,single,tertiary,no,no,no,cellular,feb,failure,18<x<37,-2712<x<18267,x>23,2<x<971,1<x<16,426<x<640,14<x<29,yes
434,housemaid,divorced,secondary,no,yes,yes,telephone,jul,other,18<x<37,-2712<x<18267,8<x<16,971<x<1941,1<x<16,x>640,0<x<14,yes
435,housemaid,divorced,unknown,yes,yes,no,telephone,sep,other,37<x<56,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,29<x<43,no
436,services,single,secondary,yes,no,yes,unknown,jul,unknown,56<x<75,-2712<x<18267,x>23,971<x<1941,16<x<32,212<x<426,14<x<29,yes
437,unknown,divorced,unknown,no,yes,yes,cellular,apr,failure,37<x<56,-2712<x<18267,x>23,2<x<971,32<x<47,-1<x<212,0<x<14,no
438,technician,married,primary,no,no,yes,cellular,jul,unknown,18<x<37,-2712<x<18267,x>23,2<x<971,1<x<16,-1<x<212,0<x<14,yes
439,blue-collar,single,tertiary,no,yes,no,telephone,apr,other,37<x<56,-2712<x<18267,16<x<23,2<x<971,1<x<16,-1<x<212,14<x<29,no
440,student,single,tertiary,no,yes,no,unknown,jun,failure,x>75,-2712<x<18267,8<x<16,2<x<971,1<x<16,-1<x<212,0<x<14,yes
441,technician,married,primary,yes,yes,no,unknown,jul,unknown,56<x<75,-2712<x<18267,x>23,2<x<971,1<x<16,212<x<426,14<x<29,no
442,management,married,unknown,yes,yes,no,cellular,oct,other,56<x<75,-2712<x<18267,1<x<8,971<x<1941,16<x<32,212<x<426,14<x<29,no
443,admin.,single,primary,yes,yes,no,unknown,oct,failure,37<x<56,-2712<x<18267,16<x<23,1941<x<2911,1<x<16,212<x<426,0<x<14,yes
444,blue-collar,married,unknown,no,yes,yes,unknown,may,other,37<x<56,-2712<x<18267,8<x<16,2<x<971,1<x<16,426<x<640,14<x<29,no
445,blue-collar,single,unknown,yes,yes,no,telephone,oct,unknown,18<x<37,-2712<x<18267,8<x<16,2<x<971,1<x<16,212<x<426,0<x<14,yes
446,self-employed,single,secondary,yes,yes,no,cellular,aug,failure,x>75,-2712<x<18267,x>23,2<x<971,x<16,212<x<426,29<x<43,no
447,unemployed,divorced,unknown,no,yes,yes,telephone,may,success,37<x<56,-2712<x<18267,8<x<16,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
448,unknown,married,unknown,yes,yes,yes,telephone,may,other,37<x<56,-2712<x<18267,8<x<16,2<x<971,16<x<32,-1<x<212,14<x<29,no
449,unemployed,single,tertiary,yes,no,no,unknown,apr,other,37<x<56,-2712<x<18267,x>23,971<x<1941,x<16,-1<x<212,14<x<29,yes
450,unemployed,single,secondary,no,no,no,telephone,jun,other,18<x<37,-2712<x<18267,8<x<16,971<x<1941,x<16,426<x<640,0<x<14,yes
451,admin.,divorced,tertiary,yes,no,no,unknown,apr,other,37<x<56,-2712<x<18267,1<x<8,2<x<971,16<x<32,212<x<426,14<x<29,yes
452,retired,single,secondary,yes,yes,yes,cellular,jul,failure,18<x<37,-2712<x<18267,16<x<23,2<x<971,16<x<32,-1<x<212,14<x<29,no
453,student,divorced,tertiary,no,yes,yes,telephone,may,failure,18<x<37,-2712<x<18267,16<x<23,971<x<1941,16<x<32,212<x<426,14<x<29,yes
454,housemaid,divorced,unknown,no,yes,no,telephone,feb,other,x>75,-2712<x<18267,x<8,2<x<971,1<x<16,212<x<426,0<x<14,yes
455,unknown,single,primary,yes,no,yes,unknown,oct,other,x>75,-2712<x<18267,16<x<23,2<x<971,1<x<16,-1<x<212,0<x<14,yes
456,admin.,divorced,tertiary,yes,yes,yes,telephone,dec,failure,37<x<56,-2712<x<18267,8<x<16,971<x<1941,1<x<16,-1<x<212,29<x<43,yes
457,unknown,divorced,tertiary,no,yes,yes,cellular,jan,unknown,56<x<75,-2712<x<18267,8<x<16,2<x<971,16<x<32,-1<x<212,29<x<43,no
458,admin.,divorced,unknown,yes,no,no,unknown,mar,unknown,18<x<37,-2712<x<18267,x>23,2<x<971,1<x<16,-1<x<212,0<x<14,yes
459,self-employed,married,primary,no,yes,no,unknown,jan,failure,18<x<37,-2712<x<18267,16<x<23,971<x<1941,1<x<16,-1<x<212,29<x<43,yes
460,admin.,divorced,primary,yes,yes,no,cellular,nov,unknown,56<x<75,-2712<x<18267,16<x<23,971<x<1941,32<x<47,212<x<426,29<x<43,yes
461,unemployed,single,secondary,yes,no,no,cellular,nov,failure,18<x<37,-2712<x<18267,x>23,2<x<971,1<x<16,212<x<426,29<x<43,yes
462,student,divorced,primary,yes,yes,no,unknown,jan,failure,56<x<75,-2712<x<18267,16<x<23,2<x<971,32<x<47,212<x<426,x<14,no
463,self-employed,divorced,tertiary,no,no,yes,cellular,mar,other,37<x<56,-2712<x<18267,1<x<8,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
464,housemaid,married,tertiary,yes,yes,yes,telephone,nov,unknown,18<x<37,-2712<x<18267,1<x<8,2<x<971,16<x<32,212<x<426,0<x<14,no
465,management,married,unknown,no,no,yes,unknown,jul,failure,56<x<75,-2712<x<18267,1<x<8,971<x<1941,16<x<32,426<x<640,0<x<14,yes
466,unemployed,divorced,secondary,yes,no,yes,unknown,nov,success,x>75,-2712<x<18267,8<x<16,2<x<971,32<x<47,-1<x<212,14<x<29,no
467,unemployed,married,unknown,no,no,no,cellular,may,failure,56<x<75,-2712<x<18267,8<x<16,2<x<971,1<x<16,-1<x<212,14<x<29,yes
468,unknown,single,primary,no,yes,no,telephone,jan,success,37<x<56,-2712<x<18267,x>23,2<x<971,16<x<32,426<x<640,29<x<43,yes
469,self-employed,divorced,primary,no,yes,yes,cellular,apr,success,x>75,-2712<x<18267,16<x<23,2<x<971,16<x<32,426<x<640,0<x<14,yes
470,student,single,secondary,yes,yes,yes,cellular,jun,other,x>75,-2712<x<18267,16<x<23,2<x<971,1<x<16,-1<x<212,14<x<29,yes
471,retired,single,unknown,no,no,yes,cellular,aug,success,18<x<37,-2712<x<18267,8<x<16,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
472,unemployed,married,unknown,no,no,no,telephone,nov,unknown,56<x<75,-2712<x<18267,x>23,x>2911,16<x<32,-1<x<212,0<x<14,yes
473,technician,divorced,primary,no,no,no,unknown,oct,success,x>75,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,14<x<29,no
474,blue-collar,single,tertiary,yes,no,no,cellular,jun,unknown,37<x<56,-2712<x<18267,8<x<16,2<x<971,16<x<32,-1<x<212,29<x<43,no
475,unknown,married,tertiary,yes,yes,yes,telephone,dec,other,37<x<56,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,no
476,unemployed,divorced,primary,yes,yes,yes,unknown,mar,other,37<x<56,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,no
477,admin.,single,unknown,no,no,yes,telephone,jan,other,56<x<75,-2712<x<18267,16<x<23,2<x<971,x<16,212<x<426,14<x<29,no
478,student,divorced,secondary,yes,yes,yes,unknown,jan,unknown,37<x<56,x>60225,x<8,971<x<1941,16<x<32,212<x<426,0<x<14,yes
479,unknown,single,tertiary,yes,no,no,cellular,mar,success,x>75,-2712<x<18267,1<x<8,2<x<971,16<x<32,x>640,0<x<14,yes
480,entrepreneur,single,tertiary,yes,yes,yes,cellular,sep,failure,37<x<56,-2712<x<18267,x>23,2<x<971,1<x<16,-1<x<212,14<x<29,no
481,admin.,single,secondary,yes,yes,yes,telephone,oct,unknown,56<x<75,-2712<x<18267,1<x<8,2<x<971,1<x<16,-1<x<212,0<x<14,yes
482,services,divorced,tertiary,yes,no,no,telephone,jun,failure,18<x<37,-2712<x<18267,1<x<8,2<x<971,16<x<32,426<x<640,0<x<14,yes
483,admin.,single,unknown,no,yes,yes,unknown,mar,other,56<x<75,-2712<x<18267,x>23,2<x<971,16<x<32,212<x<426,0<x<14,no
484,entrepreneur,married,primary,no,no,no,telephone,nov,failure,x>75,-2712<x<18267,x>23,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
485,management,divorced,secondary,no,yes,yes,cellular,mar,other,56<x<75,-2712<x<18267,8<x<16,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
486,technician,married,primary,no,yes,no,cellular,oct,unknown,56<x<75,-2712<x<18267,1<x<8,2<x<971,16<x<32,-1<x<212,0<x<14,yes
487,technician,divorced,tertiary,no,no,yes,unknown,feb,success,x>75,-2712<x<18267,x<8,2<x<971,1<x<16,426<x<640,14<x<29,yes
488,services,single,primary,yes,yes,yes,unknown,nov,other,37<x<56,-2712<x<18267,1<x<8,971<x<1941,16<x<32,426<x<640,14<x<29,yes
489,unemployed,divorced,primary,no,no,no,unknown,may,other,18<x<37,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,14<x<29,yes
490,self-employed,married,unknown,yes,no,yes,cellular,jun,success,x>75,-2712<x<18267,1<x<8,2<x<971,16<x<32,212<x<426,x>43,no
491,entrepreneur,married,tertiary,no,no,no,cellular,aug,other,18<x<37,-2712<x<18267,1<x<8,2<x<971,1<x<16,212<x<426,14<x<29,yes
492,blue-collar,single,primary,yes,no,yes,cellular,dec,unknown,x<37,-2712<x<18267,1<x<8,2<x<971,16<x<32,212<x<426,14<x<29,no
493,unknown,divorced,tertiary,yes,yes,no,telephone,jul,unknown,18<x<37,-2712<x<18267,8<x<16,971<x<1941,16<x<32,-1<x<212,29<x<43,yes
494,unknown,divorced,tertiary,no,yes,no,cellular,mar,success,37<x<56,-2712<x<18267,8<x<16,2<x<971,1<x<16,-1<x<212,14<x<29,yes
495,technician,single,unknown,yes,no,yes,telephone,jan,failure,56<x<75,-2712<x<18267,8<x<16,2<x<971,16<x<32,-1<x<212,0<x<14,no
496,entrepreneur,single,secondary,yes,yes,no,telephone,jan,unknown,37<x<56,-2712<x<18267,8<x<16,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
497,technician,married,primary,yes,yes,yes,telephone,mar,unknown,37<x<56,-2712<x<18267,1<x<8,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
498,services,single,tertiary,yes,yes,yes,telephone,may,failure,18<x<37,-2712<x<18267,8<x<16,971<x<1941,16<x<32,-1<x<212,29<x<43,yes
499,technician,divorced,unknown,yes,no,no,cellular,mar,failure,56<x<75,-2712<x<18267,16<x<23,2<x<971,16<x<32,-1<x<212,14<x<29,no
500,retired,single,primary,yes,yes,no,unknown,may,success,37<x<56,-2712<x<18267,x>23,2<x<971,x<16,426<x<640,29<x<43,yes
501,technician,single,tertiary,yes,no,no,unknown,feb,success,x>75,-2712<x<18267,1<x<8,2<x<971,16<x<32,212<x<426,0<x<14,no
502,housemaid,married,tertiary,no,no,no,cellular,jun,unknown,56<x<75,-2712<x<18267,1<x<8,971<x<1941,1<x<16,-1<x<212,x<14,yes
503,management,divorced,tertiary,no,yes,no,telephone,aug,other,56<x<75,-2712<x<18267,16<x<23,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
504,student,single,primary,yes,no,yes,unknown,jan,success,37<x<56,-2712<x<18267,16<x<23,971<x<1941,16<x<32,x>640,14<x<29,yes
505,services,divorced,unknown,yes,yes,yes,unknown,jun,failure,x>75,-2712<x<18267,16<x<23,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
506,housemaid,married,secondary,no,yes,yes,cellular,dec,success,37<x<56,-2712<x<18267,x>23,2<x<971,16<x<32,426<x<640,0<x<14,yes
507,self-employed,single,unknown,yes,yes,no,telephone,sep,unknown,37<x<56,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,14<x<29,no
508,student,married,tertiary,no,no,no,unknown,feb,other,18<x<37,-2712<x<18267,1<x<8,2<x<971,16<x<32,212<x<426,14<x<29,no
509,retired,single,tertiary,no,yes,no,cellular,feb,failure,56<x<75,-2712<x<18267,8<x<16,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
510,admin.,divorced,secondary,no,no,no,unknown,mar,other,37<x<56,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,no
511,blue-collar,married,tertiary,no,no,no,cellular,jul,unknown,37<x<56,-2712<x<18267,8<x<16,971<x<1941,1<x<16,212<x<426,14<x<29,yes
512,entrepreneur,single,unknown,no,no,yes,telephone,nov,failure,37<x<56,-2712<x<18267,16<x<23,2<x<971,16<x<32,-1<x<212,0<x<14,no
513,housemaid,single,secondary,yes,no,yes,unknown,mar,success,x>75,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,0<x<14,yes
514,student,single,unknown,no,yes,yes,telephone,mar,success,18<x<37,-2712<x<18267,8<x<16,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
515,unknown,single,unknown,yes,yes,yes,cellular,jul,failure,37<x<56,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,29<x<43,no
516,admin.,single,secondary,no,yes,no,cellular,feb,other,37<x<56,-2712<x<18267,16<x<23,971<x<1941,16<x<32,212<x<426,0<x<14,yes
517,unknown,single,tertiary,yes,no,yes,telephone,oct,unknown,18<x<37,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,29<x<43,yes
518,unemployed,married,primary,yes,no,no,unknown,dec,failure,37<x<56,-2712<x<18267,16<x<23,971<x<1941,1<x<16,212<x<426,0<x<14,yes
519,management,single,secondary,yes,yes,yes,unknown,nov,other,x>75,-2712<x<18267,8<x<16,2<x<971,16<x<32,426<x<640,0<x<14,no
520,management,single,secondary,no,yes,no,unknown,may,unknown,18<x<37,-2712<x<18267,x>23,2<x<971,1<x<16,-1<x<212,0<x<14,no
521,unemployed,divorced,primary,yes,no,no,cellular,jun,success,18<x<37,-2712<x<18267,16<x<23,x>2911,16<x<32,-1<x<212,14<x<29,yes
522,technician,married,tertiary,yes,no,no,unknown,apr,failure,x<37,-2712<x<18267,8<x<16,2<x<971,x<16,-1<x<212,x>43,no
523,blue-collar,married,primary,yes,no,no,telephone,aug,unknown,18<x<37,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,14<x<29,no
524,entrepreneur,single,primary,no,yes,no,unknown,feb,failure,37<x<56,-2712<x<18267,1<x<8,2<x<971,1<x<16,x>640,0<x<14,yes
525,unknown,single,secondary,yes,no,no,telephone,nov,other,18<x<37,-2712<x<18267,x>23,971<x<1941,16<x<32,212<x<426,0<x<14,yes
526,services,divorced,unknown,no,yes,yes,unknown,oct,unknown,18<x<37,-2712<x<18267,8<x<16,2<x<971,1<x<16,212<x<426,0<x<14,yes
527,entrepreneur,divorced,primary,no,no,yes,telephone,jun,success,18<x<37,-2712<x<18267,8<x<16,971<x<1941,1<x<16,212<x<426,0<x<14,yes
528,unknown,single,unknown,no,yes,yes,telephone,nov,unknown,x>75,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,0<x<14,yes
529,self-employed,single,secondary,no,no,yes,cellular,feb,failure,x>75,-2712<x<18267,x>23,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
530,unemployed,married,secondary,no,no,yes,cellular,aug,unknown,18<x<37,-2712<x<18267,x<8,2<x<971,16<x<32,-1<x<212,14<x<29,yes
531,management,married,primary,yes,yes,yes,cellular,jun,failure,37<x<56,-2712<x<18267,x<8,2<x<971,1<x<16,-1<x<212,29<x<43,no
532,retired,single,primary,no,yes,no,cellular,jan,failure,18<x<37,-2712<x<18267,1<x<8,2<x<971,1<x<16,426<x<640,0<x<14,yes
533,housemaid,single,primary,yes,yes,yes,cellular,feb,success,56<x<75,-2712<x<18267,1<x<8,971<x<1941,16<x<32,x>640,0<x<14,yes
534,self-employed,single,primary,no,yes,yes,telephone,oct,failure,56<x<75,-2712<x<18267,1<x<8,2<x<971,1<x<16,-1<x<212,0<x<14,no
535,housemaid,divorced,unknown,no,yes,yes,telephone,aug,failure,18<x<37,-2712<x<18267,8<x<16,1941<x<2911,16<x<32,-1<x<212,x>43,yes
536,unemployed,single,unknown,yes,no,no,telephone,oct,success,56<x<75,-2712<x<18267,1<x<8,2<x<971,16<x<32,-1<x<212,0<x<14,yes
537,housemaid,divorced,tertiary,no,yes,yes,cellular,nov,other,18<x<37,-2712<x<18267,x>23,2<x<971,16<x<32,212<x<426,0<x<14,no
538,retired,single,tertiary,no,yes,no,telephone,mar,failure,18<x<37,-2712<x<18267,x>23,971<x<1941,1<x<16,212<x<426,14<x<29,yes
539,blue-collar,divorced,primary,yes,yes,yes,cellular,aug,unknown,x>75,-2712<x<18267,16<x<23,971<x<1941,16<x<32,212<x<426,29<x<43,yes
540,management,single,primary,no,no,yes,unknown,oct,failure,x>75,-2712<x<18267,1<x<8,2<x<971,1<x<16,-1<x<212,0<x<14,yes
541,management,married,secondary,no,no,no,unknown,mar,unknown,18<x<37,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,0<x<14,yes
542,self-employed,married,secondary,yes,no,no,unknown,oct,success,56<x<75,-2712<x<18267,16<x<23,2<x<971,x<16,212<x<426,29<x<43,yes
