id,job,marital,education,default,housing,loan,contact,month,poutcome,age,balance,day,duration,campaign,pdays,previous,class
363,student,divorced,tertiary,yes,no,yes,telephone,jun,failure,18<x<37,18843<x<39630,16<x<23,2<x<971,1<x<16,212<x<426,14<x<29,yes
364,housemaid,single,unknown,yes,yes,yes,cellular,aug,other,x>75,-1944<x<18843,1<x<8,2<x<971,16<x<32,426<x<640,0<x<14,no
365,unemployed,divorced,secondary,no,yes,no,cellular,feb,unknown,37<x<56,-1944<x<18843,8<x<16,971<x<1941,16<x<32,x>640,14<x<29,yes
366,unknown,married,tertiary,yes,no,yes,unknown,oct,failure,18<x<37,-1944<x<18843,1<x<8,2<x<971,1<x<16,426<x<640,14<x<29,yes
367,admin.,single,tertiary,yes,no,yes,cellular,feb,success,x>75,-1944<x<18843,x<8,2<x<971,1<x<16,426<x<640,0<x<14,yes
368,retired,married,secondary,no,no,yes,unknown,nov,other,37<x<56,-1944<x<18843,1<x<8,971<x<1941,1<x<16,-1<x<212,29<x<43,no
369,unemployed,divorced,secondary,no,no,yes,cellular,jan,success,18<x<37,-1944<x<18843,16<x<23,2<x<971,x>47,x>640,14<x<29,yes
370,housemaid,married,unknown,no,yes,no,cellular,jul,other,18<x<37,-1944<x<18843,16<x<23,971<x<1941,32<x<47,-1<x<212,0<x<14,yes
371,management,married,secondary,yes,no,yes,telephone,feb,failure,56<x<75,-1944<x<18843,x>23,971<x<1941,1<x<16,212<x<426,0<x<14,yes
372,entrepreneur,single,unknown,yes,no,no,cellular,jan,failure,56<x<75,-1944<x<18843,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,no
373,admin.,married,primary,yes,yes,no,cellular,jan,failure,x>75,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,0<x<14,yes
374,self-employed,married,primary,yes,yes,no,cellular,feb,other,x>75,-1944<x<18843,1<x<8,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
375,unemployed,single,primary,yes,yes,no,unknown,nov,success,56<x<75,-1944<x<18843,16<x<23,2<x<971,32<x<47,212<x<426,14<x<29,no
376,blue-collar,divorced,secondary,yes,yes,yes,cellular,jan,other,x>75,-1944<x<18843,8<x<16,2<x<971,x>47,-1<x<212,0<x<14,yes
377,technician,married,unknown,no,no,yes,unknown,jun,failure,18<x<37,-1944<x<18843,8<x<16,2<x<971,16<x<32,426<x<640,29<x<43,no
378,housemaid,married,tertiary,no,yes,no,cellular,apr,other,37<x<56,-1944<x<18843,8<x<16,2<x<971,x>47,x>640,0<x<14,no
379,management,single,secondary,yes,yes,yes,telephone,aug,failure,x>75,-1944<x<18843,8<x<16,2<x<971,16<x<32,212<x<426,0<x<14,yes
380,retired,divorced,tertiary,no,yes,no,unknown,aug,failure,37<x<56,-1944<x<18843,1<x<8,971<x<1941,1<x<16,212<x<426,0<x<14,yes
381,student,single,primary,no,yes,yes,cellular,feb,failure,37<x<56,-1944<x<18843,x>23,971<x<1941,1<x<16,212<x<426,29<x<43,no
382,self-employed,single,primary,no,yes,yes,telephone,jan,other,18<x<37,-1944<x<18843,8<x<16,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
383,management,divorced,primary,yes,no,yes,telephone,nov,failure,37<x<56,-1944<x<18843,16<x<23,2<x<971,16<x<32,x>640,29<x<43,no
384,admin.,married,secondary,no,no,no,cellular,jul,unknown,x>75,-1944<x<18843,8<x<16,2<x<971,16<x<32,212<x<426,14<x<29,no
385,management,single,secondary,yes,yes,no,telephone,apr,failure,37<x<56,-1944<x<18843,8<x<16,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
386,retired,single,primary,no,yes,no,unknown,sep,success,18<x<37,-1944<x<18843,16<x<23,971<x<1941,16<x<32,212<x<426,14<x<29,yes
387,unemployed,single,primary,no,yes,no,cellular,mar,failure,56<x<75,-1944<x<18843,x>23,2<x<971,16<x<32,212<x<426,0<x<14,yes
388,unknown,divorced,primary,yes,yes,no,cellular,sep,failure,37<x<56,-1944<x<18843,1<x<8,2<x<971,1<x<16,426<x<640,29<x<43,yes
389,entrepreneur,married,primary,no,yes,no,unknown,jan,other,56<x<75,-1944<x<18843,16<x<23,971<x<1941,16<x<32,426<x<640,x>43,no
390,housemaid,divorced,tertiary,yes,yes,yes,cellular,nov,unknown,18<x<37,-1944<x<18843,8<x<16,2<x<971,1<x<16,-1<x<212,0<x<14,no
391,unknown,single,primary,no,no,yes,unknown,oct,failure,56<x<75,-1944<x<18843,x>23,2<x<971,16<x<32,426<x<640,29<x<43,yes
392,retired,married,secondary,no,yes,no,unknown,may,success,x>75,-1944<x<18843,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,no
393,admin.,married,unknown,no,yes,yes,cellular,sep,success,37<x<56,-1944<x<18843,16<x<23,971<x<1941,16<x<32,212<x<426,0<x<14,yes
394,unknown,single,primary,yes,no,yes,telephone,jul,success,x>75,-1944<x<18843,x>23,2<x<971,1<x<16,x>640,x>43,no
395,admin.,single,primary,no,yes,yes,cellular,jan,unknown,x>75,-1944<x<18843,x>23,971<x<1941,x<16,212<x<426,14<x<29,yes
396,management,single,tertiary,no,no,no,unknown,jul,success,x>75,-1944<x<18843,1<x<8,2<x<971,1<x<16,-1<x<212,x<14,no
397,self-employed,divorced,primary,yes,no,yes,unknown,aug,unknown,56<x<75,-1944<x<18843,8<x<16,971<x<1941,1<x<16,212<x<426,29<x<43,no
398,technician,divorced,unknown,yes,yes,no,unknown,jul,failure,18<x<37,-1944<x<18843,x>23,2<x<971,16<x<32,426<x<640,0<x<14,yes
399,technician,divorced,tertiary,no,no,no,telephone,mar,success,18<x<37,-1944<x<18843,x<8,2<x<971,1<x<16,212<x<426,0<x<14,yes
400,blue-collar,single,tertiary,yes,yes,yes,cellular,jan,other,37<x<56,-1944<x<18843,16<x<23,2<x<971,16<x<32,212<x<426,0<x<14,no
401,unemployed,single,primary,no,no,no,telephone,oct,success,56<x<75,-1944<x<18843,8<x<16,2<x<971,1<x<16,212<x<426,0<x<14,yes
402,admin.,married,tertiary,no,yes,yes,telephone,oct,other,37<x<56,-1944<x<18843,1<x<8,2<x<971,16<x<32,426<x<640,0<x<14,no
403,unknown,married,primary,yes,no,no,cellular,nov,other,37<x<56,-1944<x<18843,16<x<23,2<x<971,1<x<16,426<x<640,0<x<14,yes
404,services,single,tertiary,no,yes,yes,cellular,apr,other,56<x<75,-1944<x<18843,x>23,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
405,admin.,divorced,unknown,yes,no,yes,telephone,sep,success,56<x<75,-1944<x<18843,x>23,2<x<971,1<x<16,-1<x<212,0<x<14,yes
406,services,married,unknown,no,no,no,cellular,jan,success,18<x<37,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,14<x<29,yes
407,services,divorced,secondary,no,yes,no,telephone,nov,success,56<x<75,-1944<x<18843,8<x<16,2<x<971,1<x<16,-1<x<212,0<x<14,yes
408,entrepreneur,single,secondary,no,yes,yes,telephone,jan,success,x>75,-1944<x<18843,1<x<8,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
409,student,divorced,primary,no,yes,no,cellular,may,success,56<x<75,-1944<x<18843,16<x<23,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
410,retired,single,primary,yes,no,no,cellular,jul,success,37<x<56,-1944<x<18843,1<x<8,2<x<971,1<x<16,212<x<426,14<x<29,yes
411,technician,divorced,secondary,no,yes,no,unknown,apr,failure,x>75,-1944<x<18843,x>23,2<x<971,16<x<32,-1<x<212,0<x<14,yes
412,housemaid,single,primary,yes,no,no,telephone,mar,other,56<x<75,-1944<x<18843,1<x<8,2<x<971,16<x<32,-1<x<212,0<x<14,yes
413,housemaid,single,primary,yes,yes,no,cellular,sep,unknown,37<x<56,-1944<x<18843,16<x<23,2<x<971,16<x<32,426<x<640,x<14,no
414,student,divorced,tertiary,yes,yes,yes,telephone,aug,other,56<x<75,-1944<x<18843,8<x<16,971<x<1941,16<x<32,x>640,0<x<14,yes
415,services,married,tertiary,yes,yes,no,cellular,jan,other,37<x<56,-1944<x<18843,1<x<8,1941<x<2911,1<x<16,212<x<426,29<x<43,yes
416,services,divorced,secondary,no,yes,yes,telephone,feb,success,37<x<56,-1944<x<18843,8<x<16,2<x<971,1<x<16,426<x<640,14<x<29,no
417,admin.,married,tertiary,no,yes,yes,cellular,feb,other,x>75,-1944<x<18843,x>23,2<x<971,16<x<32,212<x<426,14<x<29,yes
418,services,single,secondary,yes,yes,no,cellular,nov,unknown,x>75,-1944<x<18843,16<x<23,2<x<971,1<x<16,426<x<640,14<x<29,no
419,services,single,secondary,no,yes,yes,cellular,oct,unknown,37<x<56,-1944<x<18843,8<x<16,2<x<971,1<x<16,212<x<426,14<x<29,no
420,retired,divorced,secondary,yes,no,yes,cellular,apr,failure,37<x<56,-1944<x<18843,1<x<8,2<x<971,16<x<32,212<x<426,14<x<29,yes
421,unemployed,divorced,unknown,no,yes,no,unknown,oct,failure,37<x<56,-1944<x<18843,1<x<8,971<x<1941,16<x<32,212<x<426,14<x<29,no
422,housemaid,single,primary,no,no,no,telephone,mar,failure,18<x<37,-1944<x<18843,8<x<16,2<x<971,1<x<16,-1<x<212,0<x<14,yes
423,unemployed,divorced,unknown,no,yes,no,telephone,feb,other,18<x<37,-1944<x<18843,x>23,971<x<1941,16<x<32,x>640,29<x<43,yes
424,technician,divorced,secondary,yes,no,yes,unknown,aug,failure,18<x<37,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,x>43,no
425,services,single,primary,yes,yes,yes,cellular,oct,success,x>75,-1944<x<18843,16<x<23,2<x<971,16<x<32,-1<x<212,14<x<29,yes
426,services,married,unknown,no,no,yes,telephone,nov,unknown,56<x<75,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,x<14,no
427,student,divorced,primary,yes,no,yes,telephone,may,failure,18<x<37,-1944<x<18843,8<x<16,2<x<971,16<x<32,-1<x<212,29<x<43,yes
428,unemployed,single,secondary,yes,yes,no,telephone,mar,other,x>75,-1944<x<18843,1<x<8,2<x<971,1<x<16,-1<x<212,0<x<14,yes
429,student,single,unknown,no,yes,no,unknown,aug,failure,56<x<75,-1944<x<18843,1<x<8,2<x<971,16<x<32,212<x<426,14<x<29,yes
430,self-employed,married,secondary,no,yes,no,unknown,jun,failure,18<x<37,-1944<x<18843,x>23,2<x<971,16<x<32,212<x<426,0<x<14,no
431,unknown,single,secondary,yes,yes,yes,telephone,sep,success,x>75,-1944<x<18843,8<x<16,1941<x<2911,1<x<16,212<x<426,14<x<29,yes
432,unknown,married,secondary,yes,no,yes,unknown,sep,success,37<x<56,-1944<x<18843,1<x<8,2<x<971,1<x<16,-1<x<212,14<x<29,yes
433,student,married,secondary,yes,no,no,telephone,dec,other,x>75,-1944<x<18843,8<x<16,2<x<971,32<x<47,212<x<426,14<x<29,yes
434,student,married,unknown,yes,yes,no,telephone,jun,success,x>75,-1944<x<18843,x>23,2<x<971,1<x<16,426<x<640,14<x<29,no
435,services,single,secondary,yes,yes,no,unknown,may,failure,x>75,-1944<x<18843,16<x<23,971<x<1941,16<x<32,212<x<426,14<x<29,yes
436,admin.,single,tertiary,yes,yes,no,telephone,jul,unknown,18<x<37,-1944<x<18843,8<x<16,2<x<971,16<x<32,-1<x<212,0<x<14,no
437,retired,single,primary,no,no,no,cellular,mar,other,18<x<37,-1944<x<18843,8<x<16,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
438,technician,married,secondary,no,yes,no,cellular,feb,other,56<x<75,-1944<x<18843,x<8,2<x<971,16<x<32,426<x<640,0<x<14,no
439,entrepreneur,divorced,unknown,no,yes,yes,telephone,feb,failure,37<x<56,-1944<x<18843,x>23,2<x<971,1<x<16,-1<x<212,0<x<14,yes
440,management,single,tertiary,no,yes,yes,telephone,mar,failure,18<x<37,-1944<x<18843,8<x<16,2<x<971,16<x<32,212<x<426,29<x<43,yes
441,blue-collar,single,primary,yes,yes,no,telephone,jan,failure,x<37,-1944<x<18843,8<x<16,2<x<971,16<x<32,212<x<426,0<x<14,no
442,admin.,single,tertiary,yes,yes,yes,unknown,jan,failure,37<x<56,-1944<x<18843,8<x<16,2<x<971,x>47,-1<x<212,29<x<43,no
443,self-employed,married,primary,no,yes,yes,unknown,aug,unknown,37<x<56,-1944<x<18843,x>23,2<x<971,1<x<16,-1<x<212,0<x<14,no
444,management,single,secondary,no,yes,yes,cellular,dec,failure,x>75,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,14<x<29,yes
445,admin.,divorced,primary,yes,yes,no,unknown,jul,unknown,56<x<75,-1944<x<18843,8<x<16,2<x<971,16<x<32,212<x<426,0<x<14,no
446,management,married,tertiary,no,no,yes,unknown,oct,success,x>75,-1944<x<18843,8<x<16,2<x<971,16<x<32,212<x<426,0<x<14,yes
447,unknown,single,tertiary,no,yes,yes,cellular,apr,success,x>75,-1944<x<18843,8<x<16,2<x<971,16<x<32,212<x<426,x<14,yes
448,entrepreneur,divorced,primary,yes,yes,yes,cellular,may,success,18<x<37,-1944<x<18843,16<x<23,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
449,student,married,primary,no,no,yes,telephone,nov,unknown,56<x<75,-1944<x<18843,1<x<8,2<x<971,16<x<32,-1<x<212,0<x<14,yes
450,housemaid,married,secondary,no,no,no,unknown,apr,success,18<x<37,-1944<x<18843,16<x<23,2<x<971,1<x<16,212<x<426,14<x<29,yes
451,services,married,unknown,no,yes,no,telephone,dec,failure,18<x<37,-1944<x<18843,8<x<16,2<x<971,1<x<16,212<x<426,0<x<14,no
452,entrepreneur,married,primary,yes,yes,no,cellular,dec,success,37<x<56,-1944<x<18843,8<x<16,2<x<971,x<16,212<x<426,0<x<14,yes
453,blue-collar,single,primary,yes,no,yes,cellular,may,other,18<x<37,-1944<x<18843,16<x<23,2<x<971,32<x<47,426<x<640,14<x<29,no
454,blue-collar,married,tertiary,yes,no,yes,telephone,may,unknown,18<x<37,-1944<x<18843,1<x<8,2<x<971,1<x<16,-1<x<212,0<x<14,no
455,admin.,single,secondary,yes,no,no,telephone,apr,success,56<x<75,-1944<x<18843,16<x<23,2<x<971,1<x<16,426<x<640,14<x<29,no
456,management,divorced,secondary,no,no,no,unknown,may,other,18<x<37,-1944<x<18843,16<x<23,2<x<971,16<x<32,-1<x<212,0<x<14,yes
457,unemployed,divorced,primary,no,yes,yes,unknown,feb,success,56<x<75,-1944<x<18843,1<x<8,971<x<1941,1<x<16,-1<x<212,29<x<43,yes
458,blue-collar,divorced,unknown,no,yes,yes,cellular,oct,success,x>75,-1944<x<18843,x>23,2<x<971,16<x<32,-1<x<212,29<x<43,yes
459,services,single,primary,yes,no,no,cellular,jan,success,56<x<75,-1944<x<18843,16<x<23,2<x<971,32<x<47,426<x<640,0<x<14,yes
460,self-employed,married,secondary,yes,no,yes,telephone,aug,unknown,x>75,-1944<x<18843,8<x<16,2<x<971,16<x<32,426<x<640,29<x<43,no
461,student,married,primary,no,yes,yes,unknown,dec,unknown,18<x<37,-1944<x<18843,8<x<16,2<x<971,16<x<32,212<x<426,14<x<29,yes
462,self-employed,married,primary,yes,no,no,telephone,may,success,18<x<37,-1944<x<18843,1<x<8,2<x<971,32<x<47,212<x<426,14<x<29,no
463,housemaid,single,secondary,no,no,yes,unknown,feb,success,18<x<37,-1944<x<18843,x>23,2<x<971,1<x<16,426<x<640,0<x<14,yes
464,services,single,secondary,no,yes,no,telephone,jul,failure,37<x<56,-1944<x<18843,1<x<8,2<x<971,16<x<32,-1<x<212,29<x<43,no
465,admin.,divorced,primary,yes,yes,yes,cellular,feb,failure,56<x<75,-1944<x<18843,16<x<23,2<x<971,16<x<32,426<x<640,14<x<29,yes
466,unknown,single,primary,yes,no,no,cellular,nov,success,56<x<75,-1944<x<18843,x<8,2<x<971,1<x<16,x>640,0<x<14,yes
467,admin.,married,primary,yes,no,yes,unknown,mar,unknown,37<x<56,-1944<x<18843,16<x<23,2<x<971,1<x<16,x>640,0<x<14,no
468,student,single,tertiary,no,yes,no,telephone,nov,failure,x>75,18843<x<39630,x>23,2<x<971,16<x<32,426<x<640,14<x<29,no
469,services,divorced,tertiary,no,no,yes,telephone,feb,unknown,37<x<56,-1944<x<18843,16<x<23,2<x<971,32<x<47,426<x<640,x>43,yes
470,admin.,single,unknown,yes,yes,no,unknown,aug,failure,37<x<56,x>60417,1<x<8,2<x<971,1<x<16,212<x<426,14<x<29,no
471,management,married,tertiary,no,yes,yes,telephone,jul,unknown,56<x<75,-1944<x<18843,16<x<23,2<x<971,32<x<47,-1<x<212,14<x<29,no
472,management,divorced,unknown,no,no,no,cellular,feb,failure,37<x<56,-1944<x<18843,1<x<8,2<x<971,16<x<32,-1<x<212,14<x<29,yes
473,retired,married,tertiary,yes,yes,no,unknown,oct,unknown,x>75,-1944<x<18843,8<x<16,971<x<1941,1<x<16,212<x<426,14<x<29,no
474,technician,divorced,unknown,yes,no,yes,telephone,nov,failure,x>75,-1944<x<18843,8<x<16,2<x<971,x>47,212<x<426,x>43,yes
475,blue-collar,divorced,tertiary,yes,yes,yes,cellular,sep,unknown,37<x<56,-1944<x<18843,1<x<8,2<x<971,1<x<16,426<x<640,29<x<43,yes
476,unknown,single,secondary,yes,no,yes,telephone,dec,failure,37<x<56,-1944<x<18843,1<x<8,971<x<1941,x<16,-1<x<212,14<x<29,yes
477,unemployed,single,tertiary,no,yes,yes,cellular,nov,other,37<x<56,-1944<x<18843,8<x<16,2<x<971,1<x<16,426<x<640,29<x<43,no
478,unemployed,divorced,unknown,no,yes,yes,telephone,jun,failure,37<x<56,-1944<x<18843,x>23,971<x<1941,16<x<32,212<x<426,0<x<14,yes
479,student,married,secondary,no,no,no,telephone,oct,other,56<x<75,-1944<x<18843,8<x<16,2<x<971,32<x<47,212<x<426,0<x<14,yes
480,retired,married,unknown,yes,yes,no,cellular,may,success,x>75,-1944<x<18843,x>23,2<x<971,16<x<32,-1<x<212,0<x<14,yes
481,management,divorced,unknown,no,yes,no,unknown,aug,failure,56<x<75,-1944<x<18843,8<x<16,2<x<971,1<x<16,212<x<426,14<x<29,no
482,housemaid,divorced,primary,no,yes,no,telephone,oct,success,56<x<75,-1944<x<18843,8<x<16,2<x<971,x<16,212<x<426,29<x<43,yes
483,unknown,married,secondary,no,yes,no,cellular,mar,failure,56<x<75,-1944<x<18843,1<x<8,2<x<971,16<x<32,-1<x<212,0<x<14,yes
484,housemaid,single,unknown,no,yes,no,telephone,jan,unknown,18<x<37,-1944<x<18843,16<x<23,2<x<971,1<x<16,212<x<426,14<x<29,yes
485,management,single,secondary,no,yes,yes,cellular,aug,unknown,x>75,-1944<x<18843,x>23,971<x<1941,16<x<32,426<x<640,0<x<14,yes
486,housemaid,married,secondary,no,no,yes,telephone,aug,success,37<x<56,-1944<x<18843,8<x<16,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
487,blue-collar,divorced,secondary,yes,yes,no,unknown,apr,other,37<x<56,-1944<x<18843,1<x<8,971<x<1941,1<x<16,-1<x<212,x>43,yes
488,management,married,tertiary,no,no,yes,cellular,oct,success,37<x<56,-1944<x<18843,16<x<23,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
489,self-employed,single,primary,no,yes,yes,cellular,mar,success,37<x<56,-1944<x<18843,8<x<16,2<x<971,1<x<16,426<x<640,0<x<14,yes
490,retired,divorced,secondary,no,yes,yes,unknown,may,success,56<x<75,-1944<x<18843,1<x<8,971<x<1941,16<x<32,-1<x<212,14<x<29,no
491,blue-collar,divorced,primary,yes,no,yes,unknown,jul,success,37<x<56,-1944<x<18843,8<x<16,971<x<1941,16<x<32,-1<x<212,x>43,no
492,admin.,divorced,tertiary,yes,yes,no,telephone,nov,unknown,18<x<37,18843<x<39630,8<x<16,2<x<971,1<x<16,-1<x<212,14<x<29,no
493,services,divorced,primary,yes,yes,no,cellular,nov,success,x>75,-1944<x<18843,x>23,2<x<971,1<x<16,-1<x<212,14<x<29,yes
494,entrepreneur,married,secondary,yes,yes,no,cellular,sep,other,56<x<75,-1944<x<18843,8<x<16,2<x<971,1<x<16,212<x<426,0<x<14,no
495,services,married,unknown,no,yes,no,unknown,sep,success,x<37,-1944<x<18843,16<x<23,2<x<971,16<x<32,212<x<426,x>43,no
496,housemaid,divorced,unknown,no,no,no,cellular,apr,success,x>75,-1944<x<18843,1<x<8,971<x<1941,16<x<32,426<x<640,0<x<14,yes
497,admin.,married,unknown,no,no,no,unknown,apr,failure,x>75,-1944<x<18843,8<x<16,2<x<971,16<x<32,212<x<426,14<x<29,no
498,unknown,married,tertiary,no,yes,yes,telephone,may,unknown,18<x<37,-1944<x<18843,x>23,2<x<971,1<x<16,426<x<640,0<x<14,no
499,housemaid,single,tertiary,yes,yes,yes,cellular,apr,other,56<x<75,-1944<x<18843,8<x<16,2<x<971,1<x<16,212<x<426,0<x<14,no
500,housemaid,married,tertiary,yes,no,no,telephone,dec,other,56<x<75,-1944<x<18843,8<x<16,971<x<1941,32<x<47,-1<x<212,0<x<14,yes
501,entrepreneur,single,primary,yes,no,yes,telephone,jul,failure,37<x<56,-1944<x<18843,8<x<16,2<x<971,x<16,-1<x<212,0<x<14,no
502,self-employed,single,unknown,yes,no,yes,unknown,sep,success,x>75,-1944<x<18843,x>23,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
503,student,single,primary,no,yes,yes,cellular,aug,unknown,18<x<37,-1944<x<18843,16<x<23,2<x<971,16<x<32,212<x<426,29<x<43,yes
504,admin.,divorced,unknown,no,no,yes,telephone,aug,unknown,x>75,-1944<x<18843,x>23,2<x<971,32<x<47,212<x<426,0<x<14,no
505,housemaid,divorced,primary,yes,yes,no,telephone,dec,failure,x>75,-1944<x<18843,8<x<16,2<x<971,16<x<32,-1<x<212,14<x<29,yes
506,retired,single,unknown,yes,yes,yes,telephone,sep,unknown,18<x<37,-1944<x<18843,1<x<8,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
507,entrepreneur,divorced,tertiary,no,no,no,unknown,dec,other,37<x<56,-1944<x<18843,x>23,2<x<971,16<x<32,212<x<426,0<x<14,yes
508,technician,single,unknown,yes,yes,no,telephone,jul,success,37<x<56,-1944<x<18843,8<x<16,2<x<971,1<x<16,212<x<426,29<x<43,no
509,management,married,secondary,yes,no,yes,cellular,sep,failure,x>75,-1944<x<18843,x>23,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
510,retired,single,unknown,no,yes,no,telephone,jun,other,18<x<37,-1944<x<18843,8<x<16,971<x<1941,16<x<32,212<x<426,x>43,yes
511,admin.,divorced,primary,yes,yes,yes,unknown,apr,success,37<x<56,-1944<x<18843,8<x<16,2<x<971,1<x<16,426<x<640,14<x<29,no
512,retired,married,secondary,no,yes,yes,telephone,nov,success,56<x<75,-1944<x<18843,1<x<8,2<x<971,1<x<16,212<x<426,14<x<29,no
513,admin.,married,primary,no,no,yes,unknown,nov,success,18<x<37,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,0<x<14,no
514,blue-collar,married,secondary,yes,no,yes,cellular,apr,unknown,18<x<37,18843<x<39630,x<8,2<x<971,32<x<47,212<x<426,x<14,no
515,self-employed,divorced,primary,no,yes,yes,unknown,dec,failure,37<x<56,-1944<x<18843,16<x<23,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
516,blue-collar,divorced,tertiary,yes,no,yes,cellular,jun,failure,37<x<56,-1944<x<18843,x>23,971<x<1941,16<x<32,-1<x<212,29<x<43,yes
517,technician,married,secondary,yes,yes,yes,cellular,jul,failure,37<x<56,-1944<x<18843,8<x<16,2<x<971,16<x<32,-1<x<212,0<x<14,yes
518,retired,single,secondary,yes,yes,yes,telephone,aug,other,56<x<75,-1944<x<18843,1<x<8,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
519,admin.,married,secondary,yes,yes,yes,cellular,may,failure,x>75,x>60417,16<x<23,x>2911,1<x<16,-1<x<212,14<x<29,no
520,self-employed,single,primary,yes,yes,yes,telephone,apr,failure,18<x<37,-1944<x<18843,x>23,971<x<1941,1<x<16,212<x<426,x>43,yes
521,unemployed,divorced,primary,yes,no,yes,cellular,apr,failure,x>75,-1944<x<18843,16<x<23,2<x<971,16<x<32,212<x<426,x<14,yes
522,student,single,tertiary,yes,yes,yes,telephone,apr,unknown,56<x<75,-1944<x<18843,16<x<23,971<x<1941,16<x<32,x>640,0<x<14,yes
523,services,married,primary,no,no,yes,unknown,jul,success,x>75,-1944<x<18843,16<x<23,2<x<971,x>47,212<x<426,0<x<14,no
524,unemployed,married,secondary,no,yes,no,telephone,oct,failure,56<x<75,-1944<x<18843,1<x<8,2<x<971,1<x<16,x>640,14<x<29,no
525,housemaid,divorced,secondary,yes,no,no,telephone,oct,success,x>75,-1944<x<18843,8<x<16,2<x<971,1<x<16,-1<x<212,14<x<29,yes
526,blue-collar,divorced,secondary,no,no,yes,cellular,dec,success,x>75,-1944<x<18843,8<x<16,971<x<1941,1<x<16,212<x<426,14<x<29,yes
527,housemaid,married,tertiary,yes,yes,yes,telephone,may,other,x>75,-1944<x<18843,1<x<8,2<x<971,x>47,212<x<426,0<x<14,no
528,technician,married,unknown,no,yes,no,unknown,aug,failure,56<x<75,-1944<x<18843,8<x<16,2<x<971,16<x<32,x>640,14<x<29,yes
529,management,divorced,primary,yes,yes,yes,telephone,jan,success,37<x<56,-1944<x<18843,x>23,2<x<971,1<x<16,-1<x<212,14<x<29,no
530,unemployed,married,primary,yes,no,no,cellular,nov,success,56<x<75,-1944<x<18843,x>23,2<x<971,16<x<32,426<x<640,14<x<29,yes
531,unknown,married,unknown,no,no,yes,unknown,aug,other,37<x<56,-1944<x<18843,8<x<16,2<x<971,16<x<32,212<x<426,14<x<29,no
532,admin.,married,unknown,yes,no,no,cellular,may,success,18<x<37,-1944<x<18843,16<x<23,1941<x<2911,1<x<16,-1<x<212,0<x<14,yes
533,blue-collar,divorced,secondary,yes,yes,yes,telephone,jun,failure,56<x<75,-1944<x<18843,1<x<8,2<x<971,16<x<32,212<x<426,14<x<29,no
534,services,divorced,unknown,no,yes,no,unknown,aug,success,56<x<75,-1944<x<18843,1<x<8,2<x<971,1<x<16,-1<x<212,29<x<43,yes
535,housemaid,single,secondary,yes,no,no,cellular,sep,unknown,x>75,-1944<x<18843,x>23,2<x<971,16<x<32,-1<x<212,29<x<43,yes
536,services,single,unknown,yes,yes,no,cellular,jan,failure,56<x<75,-1944<x<18843,1<x<8,2<x<971,32<x<47,212<x<426,14<x<29,yes
537,admin.,single,primary,yes,no,no,cellular,jul,unknown,37<x<56,-1944<x<18843,16<x<23,2<x<971,x<16,212<x<426,29<x<43,no
538,management,single,unknown,no,yes,no,unknown,nov,failure,56<x<75,-1944<x<18843,16<x<23,2<x<971,16<x<32,-1<x<212,0<x<14,no
539,retired,married,unknown,yes,no,yes,cellular,dec,unknown,37<x<56,-1944<x<18843,1<x<8,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
540,retired,single,unknown,no,yes,no,unknown,apr,failure,x>75,-1944<x<18843,1<x<8,971<x<1941,16<x<32,212<x<426,0<x<14,yes
541,retired,divorced,secondary,no,yes,yes,cellular,aug,other,x>75,-1944<x<18843,1<x<8,971<x<1941,32<x<47,212<x<426,29<x<43,yes
542,unknown,divorced,secondary,no,yes,yes,unknown,dec,other,18<x<37,-1944<x<18843,8<x<16,2<x<971,16<x<32,212<x<426,x>43,no
543,services,married,tertiary,no,no,no,cellular,dec,success,37<x<56,-1944<x<18843,1<x<8,2<x<971,32<x<47,-1<x<212,14<x<29,yes
544,blue-collar,divorced,unknown,yes,no,yes,cellular,jan,failure,37<x<56,-1944<x<18843,x>23,971<x<1941,16<x<32,212<x<426,0<x<14,yes
