gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,raisedhands,VisITedResources,AnnouncementsView,Discussion,class
M,Palestine,KuwaIT,MiddleSchool,G-04,B,History,S,Father,No,Bad,Above-7,x<0,24<x<49,x>73,1<x<25,2
M,SaudiArabia,Palestine,MiddleSchool,G-02,C,French,F,Father,No,Good,Under-7,x>75,x>74,24<x<49,50<x<74,2
F,Jordan,Egypt,HighSchool,G-11,A,Spanish,F,Father,Yes,Bad,Above-7,50<x<75,x>74,x>73,1<x<25,2
F,USA,USA,lowerlevel,G-11,C,History,F,Mum,No,Good,Under-7,x>75,49<x<74,24<x<49,50<x<74,0
F,Palestine,Iraq,lowerlevel,G-02,B,Chemistry,F,Mum,No,Good,Under-7,50<x<75,x>74,49<x<73,x>74,0
F,venzuela,Jordan,HighSchool,G-04,C,Biology,F,Father,No,Bad,Above-7,50<x<75,24<x<49,0<x<24,x>74,2
M,Iraq,Jordan,lowerlevel,G-08,C,Geology,S,Mum,No,Good,Above-7,0<x<25,24<x<49,24<x<49,25<x<50,2
F,lebanon,Palestine,MiddleSchool,G-12,C,English,F,Father,No,Bad,Above-7,x>75,x>74,24<x<49,25<x<50,2
M,Morocco,lebanon,lowerlevel,G-11,C,Chemistry,F,Mum,No,Good,Above-7,x>75,24<x<49,0<x<24,50<x<74,1
F,Tunis,Jordan,HighSchool,G-06,B,Quran,F,Father,Yes,Bad,Above-7,0<x<25,0<x<24,x>73,50<x<74,1
F,Iran,KuwaIT,MiddleSchool,G-04,C,History,F,Father,Yes,Bad,Under-7,0<x<25,x>74,49<x<73,50<x<74,2
M,Syria,Tunis,HighSchool,G-05,A,Geology,F,Mum,No,Good,Under-7,0<x<25,24<x<49,0<x<24,25<x<50,2
F,Tunis,lebanon,HighSchool,G-09,A,Chemistry,S,Mum,No,Bad,Above-7,0<x<25,x>74,0<x<24,x>74,2
F,Syria,Palestine,HighSchool,G-09,A,Biology,S,Mum,Yes,Bad,Under-7,25<x<50,x>74,x>73,x>74,0
M,lebanon,Morocco,MiddleSchool,G-02,B,History,S,Father,No,Good,Above-7,x>75,49<x<74,x>73,x>74,2
M,Egypt,Jordan,MiddleSchool,G-02,A,Chemistry,F,Mum,Yes,Good,Above-7,50<x<75,49<x<74,24<x<49,1<x<25,2
M,SaudiArabia,Syria,HighSchool,G-11,A,Math,S,Father,No,Bad,Above-7,50<x<75,0<x<24,49<x<73,50<x<74,2
M,Tunis,SaudiArabia,MiddleSchool,G-04,A,Chemistry,F,Mum,No,Bad,Above-7,25<x<50,x>74,x>73,1<x<25,2
F,Syria,Tunis,HighSchool,G-08,A,IT,F,Mum,No,Bad,Under-7,25<x<50,x>74,0<x<24,50<x<74,0
M,SaudiArabia,Morocco,HighSchool,G-07,B,Biology,F,Father,No,Bad,Above-7,x>75,x>74,0<x<24,25<x<50,2
M,Jordan,Tunis,MiddleSchool,G-04,C,English,F,Mum,No,Bad,Above-7,50<x<75,0<x<24,49<x<73,50<x<74,2
M,Iran,Palestine,HighSchool,G-06,B,Spanish,F,Father,No,Good,Above-7,25<x<50,49<x<74,24<x<49,x>74,2
F,venzuela,Iraq,MiddleSchool,G-02,B,IT,S,Father,Yes,Bad,Under-7,0<x<25,49<x<74,49<x<73,25<x<50,2
F,lebanon,Iraq,lowerlevel,G-10,C,Chemistry,F,Father,Yes,Bad,Under-7,25<x<50,x>74,x>73,x>74,0
F,Iraq,KuwaIT,MiddleSchool,G-12,C,Spanish,F,Mum,Yes,Good,Above-7,50<x<75,0<x<24,24<x<49,25<x<50,2
F,Morocco,lebanon,HighSchool,G-06,C,Spanish,S,Father,No,Bad,Above-7,x>75,x>74,x>73,x>74,2
M,Iraq,lebanon,MiddleSchool,G-02,B,Geology,S,Father,Yes,Good,Under-7,50<x<75,x>74,x>73,25<x<50,0
M,USA,Egypt,HighSchool,G-10,B,Biology,S,Father,Yes,Good,Above-7,x>75,x>74,0<x<24,1<x<25,2
M,Lybia,Syria,lowerlevel,G-08,A,IT,S,Mum,No,Good,Above-7,25<x<50,0<x<24,24<x<49,25<x<50,2
M,Palestine,USA,MiddleSchool,G-11,A,Arabic,S,Mum,No,Bad,Above-7,0<x<25,24<x<49,24<x<49,x>74,1
F,Tunis,Lybia,MiddleSchool,G-11,B,Science,S,Mum,Yes,Good,Under-7,x>75,49<x<74,24<x<49,1<x<25,0
F,Tunis,Iraq,MiddleSchool,G-12,C,Quran,F,Mum,Yes,Good,Above-7,50<x<75,49<x<74,x>73,50<x<74,0
M,Egypt,Palestine,HighSchool,G-05,A,Geology,S,Father,Yes,Good,Under-7,x>75,x>74,24<x<49,x>74,2
M,Jordan,SaudiArabia,lowerlevel,G-05,B,Arabic,S,Mum,No,Bad,Under-7,x>75,24<x<49,24<x<49,25<x<50,2
F,venzuela,Jordan,MiddleSchool,G-04,C,History,F,Mum,No,Bad,Above-7,50<x<75,0<x<24,0<x<24,50<x<74,1
M,venzuela,Jordan,lowerlevel,G-04,C,French,F,Mum,Yes,Good,Above-7,0<x<25,0<x<24,x>73,x>74,1
M,Jordan,Syria,MiddleSchool,G-05,A,IT,S,Mum,No,Good,Above-7,25<x<50,49<x<74,49<x<73,1<x<25,2
F,Syria,Syria,HighSchool,G-11,B,History,S,Mum,Yes,Good,Above-7,50<x<75,0<x<24,0<x<24,x>74,1
F,lebanon,Iran,lowerlevel,G-05,C,Science,F,Father,No,Bad,Under-7,50<x<75,x>74,0<x<24,1<x<25,2
M,SaudiArabia,KuwaIT,MiddleSchool,G-12,A,Biology,F,Mum,Yes,Good,Under-7,50<x<75,24<x<49,49<x<73,1<x<25,2
F,Syria,SaudiArabia,lowerlevel,G-10,C,Biology,S,Father,No,Bad,Under-7,x>75,x>74,x>73,25<x<50,2
M,Egypt,Iraq,lowerlevel,G-02,C,English,S,Father,Yes,Good,Above-7,0<x<25,x>74,x>73,50<x<74,2
F,KW,SaudiArabia,MiddleSchool,G-11,B,Biology,F,Mum,Yes,Good,Under-7,0<x<25,0<x<24,24<x<49,x>74,0
F,Syria,Iran,MiddleSchool,G-09,B,IT,F,Father,Yes,Good,Under-7,x>75,49<x<74,24<x<49,50<x<74,2
M,Egypt,SaudiArabia,MiddleSchool,G-04,C,Arabic,F,Mum,No,Bad,Under-7,0<x<25,x>74,24<x<49,50<x<74,2
M,Egypt,Morocco,MiddleSchool,G-09,A,Math,S,Father,No,Good,Under-7,x>75,x>74,49<x<73,1<x<25,0
F,Iran,lebanon,HighSchool,G-06,B,Chemistry,S,Mum,No,Good,Above-7,x>75,0<x<24,x>73,25<x<50,2
F,KW,Morocco,lowerlevel,G-11,A,English,S,Mum,No,Good,Under-7,50<x<75,x>74,0<x<24,x>74,0
F,venzuela,USA,HighSchool,G-11,B,English,S,Mum,No,Good,Above-7,50<x<75,49<x<74,x>73,25<x<50,2
M,Tunis,Syria,HighSchool,G-08,A,Quran,F,Mum,Yes,Good,Above-7,0<x<25,24<x<49,49<x<73,50<x<74,1
M,lebanon,Iraq,lowerlevel,G-02,A,Chemistry,F,Mum,Yes,Bad,Above-7,25<x<50,24<x<49,x>73,1<x<25,1
M,Syria,Tunis,MiddleSchool,G-09,C,English,F,Father,No,Good,Under-7,0<x<25,x>74,0<x<24,x>74,2
F,SaudiArabia,Iraq,MiddleSchool,G-09,C,English,S,Mum,No,Good,Above-7,x>75,0<x<24,24<x<49,50<x<74,2
M,Iraq,Egypt,MiddleSchool,G-09,C,Quran,S,Mum,No,Bad,Under-7,0<x<25,49<x<74,24<x<49,1<x<25,2
F,Morocco,venzuela,MiddleSchool,G-12,B,Quran,S,Mum,No,Bad,Above-7,0<x<25,49<x<74,0<x<24,x>74,1
F,venzuela,venzuela,HighSchool,G-08,B,Chemistry,S,Mum,No,Bad,Above-7,50<x<75,24<x<49,24<x<49,1<x<25,1
F,SaudiArabia,venzuela,MiddleSchool,G-05,B,English,F,Mum,Yes,Good,Above-7,x>75,0<x<24,49<x<73,25<x<50,1
F,Morocco,Palestine,MiddleSchool,G-07,A,Chemistry,S,Father,No,Bad,Under-7,0<x<25,x>74,49<x<73,1<x<25,2
M,Iran,venzuela,MiddleSchool,G-10,A,Chemistry,F,Mum,Yes,Bad,Under-7,0<x<25,49<x<74,x>73,x>74,0
M,Egypt,USA,HighSchool,G-02,A,English,S,Father,No,Bad,Above-7,25<x<50,x>74,24<x<49,x>74,2
F,Jordan,Tunis,lowerlevel,G-09,A,Biology,F,Father,No,Good,Above-7,x>75,x>74,0<x<24,1<x<25,2
F,KW,Jordan,lowerlevel,G-10,B,Chemistry,F,Mum,No,Good,Under-7,25<x<50,0<x<24,0<x<24,1<x<25,2
F,USA,Syria,HighSchool,G-05,C,Quran,S,Mum,No,Bad,Under-7,25<x<50,x>74,x>73,25<x<50,2
M,Tunis,Morocco,lowerlevel,G-02,A,Science,S,Father,Yes,Bad,Under-7,50<x<75,0<x<24,x>73,1<x<25,0
M,Iran,SaudiArabia,MiddleSchool,G-10,C,Spanish,S,Father,Yes,Bad,Under-7,25<x<50,49<x<74,24<x<49,25<x<50,2
F,Morocco,Palestine,HighSchool,G-08,C,Quran,S,Father,No,Bad,Above-7,0<x<25,x>74,24<x<49,25<x<50,2
F,Lybia,KuwaIT,HighSchool,G-02,C,Arabic,S,Mum,No,Good,Above-7,50<x<75,0<x<24,49<x<73,50<x<74,1
M,Syria,Egypt,MiddleSchool,G-11,C,Spanish,S,Father,Yes,Good,Above-7,0<x<25,x>74,24<x<49,50<x<74,2
M,Jordan,Tunis,lowerlevel,G-02,C,Math,F,Father,Yes,Bad,Above-7,25<x<50,x>74,x>73,x>74,2
F,Syria,Egypt,lowerlevel,G-09,C,English,F,Father,Yes,Bad,Above-7,0<x<25,x>74,x>73,x>74,2
F,Iran,SaudiArabia,HighSchool,G-07,C,Spanish,S,Mum,No,Good,Under-7,0<x<25,49<x<74,0<x<24,50<x<74,0
F,Jordan,venzuela,lowerlevel,G-07,A,Biology,S,Father,No,Good,Above-7,x>75,x>74,24<x<49,25<x<50,2
M,KW,Jordan,lowerlevel,G-05,B,Spanish,F,Mum,Yes,Good,Under-7,50<x<75,49<x<74,x>73,1<x<25,0
M,Jordan,Iraq,HighSchool,G-09,C,Biology,S,Mum,Yes,Bad,Under-7,25<x<50,0<x<24,49<x<73,25<x<50,0
M,Morocco,Lybia,HighSchool,G-06,B,Arabic,S,Mum,Yes,Good,Above-7,0<x<25,x>74,24<x<49,50<x<74,2
F,KW,Tunis,HighSchool,G-05,B,Geology,S,Father,Yes,Good,Above-7,50<x<75,49<x<74,24<x<49,x>74,2
F,Palestine,venzuela,MiddleSchool,G-02,B,Biology,S,Mum,Yes,Good,Under-7,x>75,24<x<49,49<x<73,1<x<25,0
F,lebanon,Palestine,lowerlevel,G-12,C,Science,S,Mum,Yes,Bad,Under-7,0<x<25,24<x<49,x>73,25<x<50,2
F,Palestine,Iraq,MiddleSchool,G-11,A,Science,S,Mum,Yes,Bad,Under-7,x>75,24<x<49,0<x<24,1<x<25,0
F,lebanon,Syria,HighSchool,G-12,C,History,F,Mum,Yes,Bad,Under-7,50<x<75,24<x<49,49<x<73,x>74,0
F,Jordan,Iran,MiddleSchool,G-10,C,Chemistry,S,Father,Yes,Good,Under-7,0<x<25,49<x<74,0<x<24,50<x<74,2
F,Lybia,USA,lowerlevel,G-09,A,Quran,S,Mum,Yes,Bad,Under-7,0<x<25,49<x<74,24<x<49,x>74,0
M,Lybia,venzuela,lowerlevel,G-10,B,Geology,S,Mum,Yes,Good,Under-7,25<x<50,x>74,0<x<24,1<x<25,0
F,USA,Lybia,HighSchool,G-11,C,French,S,Mum,Yes,Good,Under-7,25<x<50,24<x<49,x>73,x>74,0
M,Morocco,Lybia,HighSchool,G-05,B,Chemistry,S,Father,No,Good,Above-7,x>75,24<x<49,x>73,1<x<25,1
M,lebanon,lebanon,HighSchool,G-09,A,Science,S,Father,Yes,Bad,Under-7,0<x<25,49<x<74,24<x<49,x>74,2
M,Jordan,Egypt,lowerlevel,G-02,B,IT,S,Mum,No,Good,Under-7,25<x<50,x>74,x>73,25<x<50,0
M,USA,Tunis,lowerlevel,G-05,B,Arabic,S,Mum,No,Bad,Above-7,25<x<50,24<x<49,24<x<49,50<x<74,1
M,Tunis,venzuela,HighSchool,G-06,A,English,S,Mum,Yes,Bad,Under-7,25<x<50,0<x<24,24<x<49,50<x<74,0
M,Palestine,SaudiArabia,MiddleSchool,G-11,A,Biology,F,Mum,No,Good,Above-7,x>75,x>74,24<x<49,x>74,2
M,Syria,Morocco,lowerlevel,G-10,C,Arabic,S,Mum,Yes,Good,Above-7,0<x<25,0<x<24,0<x<24,50<x<74,1
M,USA,Tunis,MiddleSchool,G-06,A,Biology,F,Father,Yes,Good,Under-7,50<x<75,0<x<24,49<x<73,25<x<50,2
F,Jordan,Iran,MiddleSchool,G-04,B,Geology,S,Mum,No,Bad,Above-7,50<x<75,49<x<74,49<x<73,x>74,2
M,USA,Jordan,MiddleSchool,G-02,B,Geology,F,Father,No,Bad,Above-7,50<x<75,0<x<24,x>73,1<x<25,1
M,SaudiArabia,lebanon,HighSchool,G-11,B,Biology,F,Father,No,Bad,Above-7,25<x<50,x>74,x>73,50<x<74,2
F,venzuela,KuwaIT,MiddleSchool,G-05,B,English,S,Father,No,Good,Under-7,x>75,0<x<24,49<x<73,x>74,2
M,Iraq,Egypt,MiddleSchool,G-04,C,French,F,Father,Yes,Bad,Above-7,25<x<50,x>74,24<x<49,1<x<25,2
F,Palestine,Morocco,HighSchool,G-08,B,Geology,S,Father,Yes,Bad,Above-7,50<x<75,x>74,24<x<49,25<x<50,2
M,Iran,Egypt,lowerlevel,G-11,A,Quran,F,Father,No,Bad,Under-7,x>75,24<x<49,x>73,1<x<25,2
M,USA,Tunis,MiddleSchool,G-09,A,English,F,Father,Yes,Good,Under-7,50<x<75,0<x<24,24<x<49,25<x<50,2
M,Iran,Tunis,MiddleSchool,G-09,B,Biology,F,Mum,No,Good,Under-7,25<x<50,0<x<24,49<x<73,x>74,2
M,Lybia,venzuela,HighSchool,G-11,C,Geology,S,Mum,No,Bad,Above-7,25<x<50,0<x<24,x>73,x<1,1
F,KW,Palestine,MiddleSchool,G-09,A,History,S,Mum,Yes,Bad,Above-7,x>75,24<x<49,0<x<24,50<x<74,1
F,Palestine,Syria,MiddleSchool,G-08,A,Math,F,Father,Yes,Bad,Under-7,50<x<75,x>74,x>73,25<x<50,2
M,Iraq,Morocco,lowerlevel,G-09,C,IT,F,Father,No,Bad,Under-7,x>75,0<x<24,0<x<24,25<x<50,2
F,Morocco,SaudiArabia,HighSchool,G-10,B,Quran,S,Father,Yes,Good,Above-7,25<x<50,49<x<74,24<x<49,x>74,2
F,Iraq,Tunis,lowerlevel,G-08,C,Biology,S,Mum,No,Good,Above-7,0<x<25,x>74,0<x<24,1<x<25,2
F,Iraq,Iran,lowerlevel,G-09,C,Spanish,S,Mum,Yes,Good,Above-7,x>75,x>74,24<x<49,25<x<50,2
F,venzuela,Egypt,HighSchool,G-06,C,Quran,S,Father,No,Bad,Above-7,x<0,49<x<74,24<x<49,25<x<50,2
F,venzuela,Palestine,HighSchool,G-05,B,Chemistry,F,Mum,No,Bad,Under-7,25<x<50,0<x<24,0<x<24,1<x<25,2
F,Lybia,lebanon,HighSchool,G-11,C,Quran,F,Mum,Yes,Good,Above-7,0<x<25,0<x<24,24<x<49,50<x<74,1
M,KW,Iran,MiddleSchool,G-10,A,IT,F,Father,Yes,Good,Under-7,50<x<75,0<x<24,0<x<24,25<x<50,2
M,Iran,Syria,lowerlevel,G-09,C,French,F,Mum,No,Bad,Above-7,50<x<75,x>74,x<0,1<x<25,2
F,USA,lebanon,lowerlevel,G-07,A,Spanish,F,Mum,No,Bad,Under-7,50<x<75,49<x<74,24<x<49,25<x<50,2
F,Palestine,USA,HighSchool,G-12,C,Biology,F,Father,No,Good,Above-7,50<x<75,x>74,x>73,50<x<74,2
F,Lybia,Egypt,HighSchool,G-07,C,Biology,S,Mum,No,Bad,Under-7,50<x<75,0<x<24,24<x<49,25<x<50,2
F,Egypt,Morocco,lowerlevel,G-09,A,Math,S,Mum,No,Good,Under-7,50<x<75,49<x<74,0<x<24,25<x<50,2
F,Morocco,Palestine,MiddleSchool,G-11,B,Science,F,Father,Yes,Good,Under-7,50<x<75,0<x<24,49<x<73,50<x<74,2
F,SaudiArabia,Iran,MiddleSchool,G-06,B,Quran,F,Mum,No,Good,Under-7,0<x<25,24<x<49,0<x<24,1<x<25,2
F,Syria,USA,lowerlevel,G-07,A,Science,S,Father,No,Good,Above-7,50<x<75,0<x<24,24<x<49,x>74,2
M,venzuela,Tunis,MiddleSchool,G-04,B,Quran,S,Father,No,Bad,Above-7,25<x<50,24<x<49,0<x<24,x>74,2
M,venzuela,Lybia,MiddleSchool,G-10,C,Spanish,F,Mum,Yes,Good,Above-7,0<x<25,24<x<49,49<x<73,1<x<25,1
F,Lybia,Syria,MiddleSchool,G-10,C,History,F,Father,Yes,Good,Under-7,25<x<50,49<x<74,0<x<24,25<x<50,2
M,lebanon,Morocco,lowerlevel,G-11,A,Biology,F,Father,No,Good,Under-7,50<x<75,0<x<24,0<x<24,50<x<74,2
M,Tunis,Palestine,HighSchool,G-07,C,Math,S,Father,Yes,Good,Above-7,50<x<75,x>74,0<x<24,x>74,2
M,Syria,KuwaIT,HighSchool,G-12,A,Geology,F,Father,Yes,Bad,Under-7,0<x<25,24<x<49,24<x<49,50<x<74,2
F,Tunis,Jordan,MiddleSchool,G-10,C,Arabic,S,Father,Yes,Good,Under-7,x>75,0<x<24,x>73,1<x<25,2
M,Egypt,Iran,MiddleSchool,G-09,A,Math,S,Mum,No,Bad,Above-7,0<x<25,x>74,x>73,x<1,2
M,SaudiArabia,Iran,MiddleSchool,G-10,C,Geology,F,Father,Yes,Good,Under-7,x>75,0<x<24,49<x<73,50<x<74,2
F,Palestine,venzuela,HighSchool,G-09,C,Quran,S,Father,No,Bad,Under-7,0<x<25,x>74,49<x<73,25<x<50,2
F,KW,SaudiArabia,lowerlevel,G-04,A,English,F,Father,No,Good,Above-7,25<x<50,x>74,49<x<73,25<x<50,2
F,KW,Morocco,HighSchool,G-09,A,Science,F,Mum,No,Good,Under-7,50<x<75,x>74,0<x<24,25<x<50,2
M,lebanon,Jordan,MiddleSchool,G-10,C,Geology,F,Father,Yes,Bad,Above-7,25<x<50,x>74,x>73,x>74,2
M,lebanon,Iran,HighSchool,G-04,A,Geology,F,Father,No,Good,Above-7,50<x<75,x>74,0<x<24,50<x<74,2
M,Syria,Syria,HighSchool,G-10,A,French,F,Father,Yes,Good,Above-7,50<x<75,0<x<24,24<x<49,x>74,2
F,Palestine,lebanon,lowerlevel,G-12,A,History,S,Mum,Yes,Good,Above-7,0<x<25,0<x<24,24<x<49,25<x<50,2
F,Palestine,USA,HighSchool,G-10,A,IT,S,Father,Yes,Good,Above-7,50<x<75,x<0,49<x<73,50<x<74,2
F,Palestine,Iraq,lowerlevel,G-12,C,Quran,S,Mum,Yes,Bad,Above-7,0<x<25,49<x<74,0<x<24,25<x<50,2
M,Morocco,Iran,lowerlevel,G-09,A,Biology,F,Father,No,Bad,Above-7,0<x<25,0<x<24,0<x<24,1<x<25,1
M,USA,lebanon,HighSchool,G-11,B,French,F,Mum,No,Good,Above-7,x>75,0<x<24,49<x<73,50<x<74,1
F,Morocco,Iraq,MiddleSchool,G-10,B,Biology,S,Father,No,Bad,Under-7,0<x<25,0<x<24,x>73,50<x<74,2
F,Egypt,Lybia,HighSchool,G-09,C,French,F,Mum,No,Good,Above-7,x>75,0<x<24,49<x<73,25<x<50,2
M,KW,venzuela,lowerlevel,G-04,A,IT,S,Father,No,Good,Under-7,0<x<25,49<x<74,x>73,1<x<25,2
M,USA,Palestine,HighSchool,G-10,A,IT,S,Father,Yes,Good,Above-7,50<x<75,0<x<24,0<x<24,x>74,2
F,Lybia,Palestine,HighSchool,G-06,C,Science,F,Father,No,Bad,Under-7,50<x<75,x>74,49<x<73,1<x<25,2
M,venzuela,lebanon,lowerlevel,G-04,A,History,F,Mum,Yes,Good,Above-7,50<x<75,24<x<49,0<x<24,x>74,1
M,Iraq,Syria,lowerlevel,G-11,A,Quran,F,Father,No,Good,Under-7,50<x<75,49<x<74,0<x<24,1<x<25,2
M,KW,Tunis,MiddleSchool,G-09,C,Science,S,Mum,Yes,Bad,Above-7,x>75,x>74,49<x<73,1<x<25,2
F,Tunis,Syria,HighSchool,G-11,B,Arabic,S,Father,Yes,Good,Above-7,50<x<75,x>74,24<x<49,1<x<25,2
M,Jordan,Iran,MiddleSchool,G-06,B,Spanish,F,Father,Yes,Bad,Above-7,x>75,x<0,49<x<73,1<x<25,2
M,Egypt,USA,MiddleSchool,G-11,C,Math,F,Father,Yes,Good,Under-7,x>75,24<x<49,24<x<49,x>74,2
F,Iran,Iran,lowerlevel,G-05,A,Chemistry,S,Father,No,Bad,Above-7,0<x<25,x>74,49<x<73,1<x<25,2
F,USA,Jordan,lowerlevel,G-10,A,Quran,S,Father,No,Bad,Under-7,x<0,x>74,49<x<73,x<1,2
F,KW,KuwaIT,MiddleSchool,G-07,B,Math,S,Father,No,Good,Above-7,50<x<75,49<x<74,49<x<73,1<x<25,2
M,Tunis,Lybia,lowerlevel,G-02,B,Arabic,F,Mum,Yes,Good,Above-7,0<x<25,0<x<24,0<x<24,1<x<25,1
M,lebanon,Syria,MiddleSchool,G-05,B,Biology,F,Father,No,Bad,Under-7,0<x<25,0<x<24,0<x<24,50<x<74,2
F,KW,Egypt,lowerlevel,G-02,A,Spanish,S,Mum,No,Bad,Under-7,x>75,x>74,24<x<49,x>74,0
F,lebanon,Egypt,MiddleSchool,G-12,B,History,S,Father,No,Good,Above-7,25<x<50,24<x<49,49<x<73,x>74,2
M,Egypt,Syria,MiddleSchool,G-04,B,Science,S,Father,No,Bad,Above-7,x>75,x>74,24<x<49,50<x<74,2
F,Syria,Iran,lowerlevel,G-04,A,IT,F,Mum,No,Good,Above-7,0<x<25,x>74,0<x<24,50<x<74,2
M,Palestine,Egypt,HighSchool,G-08,C,French,F,Mum,No,Bad,Under-7,0<x<25,0<x<24,0<x<24,1<x<25,2
M,Iran,Lybia,MiddleSchool,G-05,A,Biology,F,Father,No,Bad,Under-7,25<x<50,24<x<49,x>73,50<x<74,2
M,Iraq,lebanon,lowerlevel,G-05,A,Math,S,Father,No,Good,Under-7,0<x<25,49<x<74,49<x<73,1<x<25,2
M,Palestine,Lybia,MiddleSchool,G-12,A,Geology,F,Father,Yes,Bad,Under-7,50<x<75,24<x<49,24<x<49,x>74,2
M,Palestine,USA,lowerlevel,G-12,B,French,S,Father,Yes,Bad,Above-7,50<x<75,x>74,24<x<49,50<x<74,2
F,Lybia,Tunis,HighSchool,G-12,B,French,S,Mum,No,Bad,Under-7,0<x<25,24<x<49,49<x<73,50<x<74,2
M,lebanon,Syria,lowerlevel,G-09,B,Math,F,Mum,No,Bad,Above-7,x>75,49<x<74,49<x<73,50<x<74,0
F,Palestine,venzuela,HighSchool,G-04,B,Geology,S,Mum,No,Bad,Under-7,25<x<50,49<x<74,24<x<49,1<x<25,2
M,Jordan,Jordan,lowerlevel,G-05,A,Science,S,Mum,Yes,Bad,Above-7,x>75,49<x<74,0<x<24,x>74,2
F,USA,SaudiArabia,HighSchool,G-07,C,English,F,Mum,No,Good,Above-7,50<x<75,x>74,0<x<24,x>74,2
M,Iran,Egypt,MiddleSchool,G-07,B,Arabic,S,Father,No,Good,Under-7,50<x<75,49<x<74,24<x<49,1<x<25,2
F,Egypt,Syria,lowerlevel,G-12,B,Science,S,Father,No,Good,Under-7,50<x<75,24<x<49,x>73,1<x<25,2
M,venzuela,Jordan,MiddleSchool,G-09,A,Math,S,Father,Yes,Bad,Under-7,50<x<75,x>74,49<x<73,50<x<74,2
M,lebanon,Jordan,HighSchool,G-12,B,English,S,Mum,Yes,Good,Above-7,x>75,24<x<49,0<x<24,25<x<50,1
F,Syria,Iraq,MiddleSchool,G-08,B,Biology,S,Father,Yes,Good,Under-7,x>75,0<x<24,49<x<73,50<x<74,2
F,venzuela,Iraq,HighSchool,G-06,C,Spanish,F,Father,No,Good,Above-7,0<x<25,0<x<24,0<x<24,50<x<74,1
M,Morocco,venzuela,HighSchool,G-09,A,Science,F,Father,Yes,Bad,Under-7,25<x<50,24<x<49,24<x<49,x>74,2
F,SaudiArabia,Morocco,MiddleSchool,G-04,B,Quran,S,Mum,No,Good,Above-7,0<x<25,24<x<49,x>73,1<x<25,1
F,Lybia,Jordan,lowerlevel,G-09,C,Arabic,S,Mum,Yes,Good,Under-7,25<x<50,49<x<74,x>73,50<x<74,0
M,Lybia,Syria,HighSchool,G-06,C,IT,F,Father,No,Bad,Above-7,50<x<75,49<x<74,49<x<73,1<x<25,2
F,venzuela,lebanon,HighSchool,G-06,C,Biology,S,Father,Yes,Good,Above-7,50<x<75,x>74,x>73,1<x<25,2
F,Egypt,Syria,MiddleSchool,G-06,B,IT,F,Mum,No,Bad,Under-7,50<x<75,24<x<49,24<x<49,1<x<25,2
F,lebanon,Tunis,HighSchool,G-12,C,IT,S,Father,Yes,Bad,Under-7,x>75,0<x<24,x>73,25<x<50,2
M,Iraq,Iran,HighSchool,G-02,A,IT,S,Mum,Yes,Bad,Under-7,x>75,24<x<49,x>73,25<x<50,0
F,Palestine,Egypt,lowerlevel,G-06,C,Arabic,F,Father,No,Good,Under-7,x>75,24<x<49,0<x<24,1<x<25,2
M,Morocco,Jordan,MiddleSchool,G-11,A,Quran,S,Father,Yes,Good,Above-7,50<x<75,x>74,24<x<49,50<x<74,2
M,Jordan,Lybia,HighSchool,G-06,B,Science,F,Mum,Yes,Good,Above-7,25<x<50,24<x<49,0<x<24,25<x<50,2
M,Lybia,Palestine,lowerlevel,G-11,C,French,S,Mum,No,Bad,Under-7,x>75,24<x<49,49<x<73,x>74,2
F,USA,Tunis,lowerlevel,G-10,B,Chemistry,F,Mum,Yes,Good,Above-7,25<x<50,49<x<74,49<x<73,25<x<50,1
M,lebanon,Palestine,HighSchool,G-02,C,Math,F,Father,Yes,Good,Above-7,0<x<25,49<x<74,49<x<73,25<x<50,1
M,Iran,Palestine,HighSchool,G-10,A,English,S,Mum,Yes,Good,Under-7,x>75,0<x<24,49<x<73,25<x<50,2
M,Jordan,KuwaIT,MiddleSchool,G-11,C,French,F,Father,No,Good,Above-7,25<x<50,x>74,24<x<49,x>74,2
M,Morocco,Jordan,lowerlevel,G-05,A,Science,F,Father,No,Good,Above-7,50<x<75,24<x<49,x>73,x>74,2
F,Iran,Iran,lowerlevel,G-04,B,Math,F,Mum,No,Good,Above-7,0<x<25,x>74,0<x<24,50<x<74,2
F,Palestine,Palestine,HighSchool,G-07,C,Arabic,F,Father,Yes,Good,Under-7,0<x<25,x>74,49<x<73,1<x<25,2
F,Lybia,Egypt,lowerlevel,G-05,A,IT,S,Father,Yes,Bad,Above-7,25<x<50,x>74,x>73,25<x<50,2
F,Tunis,Lybia,MiddleSchool,G-04,B,IT,S,Father,Yes,Good,Under-7,50<x<75,x>74,24<x<49,50<x<74,2
F,Lybia,SaudiArabia,lowerlevel,G-07,A,Biology,F,Mum,No,Good,Under-7,0<x<25,49<x<74,0<x<24,x>74,0
F,Lybia,SaudiArabia,HighSchool,G-06,A,Biology,F,Mum,Yes,Good,Under-7,x>75,49<x<74,x>73,1<x<25,0
F,Morocco,Iran,HighSchool,G-12,B,Geology,F,Mum,Yes,Good,Above-7,25<x<50,x>74,x>73,x>74,2
F,Morocco,venzuela,MiddleSchool,G-10,A,Spanish,S,Mum,Yes,Bad,Under-7,25<x<50,x>74,24<x<49,50<x<74,0
