,age,workcla,fnlwgt,education,education_num,relationship,race,sex,hours_per_week,native_country,class
493,53<x<71, Private,21174<x<274186, 1st_4th,1<x<4, Not_in_family, Black, Female,25<x<50, United_States,LOW
494,17<x<35, Private,21174<x<274186, Assoc_voc,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
495,17<x<35, Self_emp_inc,21174<x<274186, Bachelors,x>12, Not_in_family, White, Female,25<x<50, United_States,LOW
496,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
497,17<x<35, Private,21174<x<274186, Doctorate,x>12, Own_child, White, Male,25<x<50, United_States,LOW
498,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Unmarried, White, Female,25<x<50, United_States,LOW
499,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
500,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
501,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
502,53<x<71, Private,21174<x<274186, 10th,4<x<8, Wife, White, Female,1<x<25, United_States,LOW
503,17<x<35, Local_gov,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
504,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
505,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Unmarried, White, Male,25<x<50, United_States,LOW
506,35<x<53, Self_emp_not_inc,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
507,35<x<53, Self_emp_not_inc,21174<x<274186, HS_grad,8<x<12, Unmarried, White, Female,25<x<50, United_States,LOW
508,x>71, Private,21174<x<274186, 11th,4<x<8, Unmarried, White, Female,25<x<50, United_States,LOW
509,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Wife, Black, Female,25<x<50, United_States,LOW
510,17<x<35, Federal_gov,274186<x<527198, Assoc_voc,8<x<12, Unmarried, Black, Female,25<x<50, United_States,HIGH
511,53<x<71, Private,21174<x<274186, 11th,4<x<8, Not_in_family, White, Female,25<x<50, United_States,LOW
512,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
513,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Wife, White, Female,25<x<50, United_States,LOW
514,17<x<35, Private,21174<x<274186, 11th,4<x<8, Husband, White, Male,25<x<50, Mexico,LOW
515,17<x<35, Private,21174<x<274186, Bachelors,x>12, Not_in_family, White, Male,50<x<74, United_States,LOW
516,53<x<71, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
517,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
518,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Unmarried, Black, Female,25<x<50, United_States,LOW
519,35<x<53, Self_emp_not_inc,274186<x<527198, Bachelors,x>12, Husband, White, Male,50<x<74, United_States,HIGH
520,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Own_child, Amer_Indian_Eskimo, Male,25<x<50, United_States,LOW
521,35<x<53, Self_emp_inc,21174<x<274186, Masters,x>12, Husband, White, Male,25<x<50, United_States,LOW
522,35<x<53, Private,274186<x<527198, 7th_8th,1<x<4, Unmarried, White, Female,25<x<50, Mexico,LOW
523,17<x<35, Self_emp_not_inc,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
524,35<x<53, Private,21174<x<274186, Masters,x>12, Unmarried, White, Male,25<x<50, United_States,LOW
525,17<x<35, Private,274186<x<527198, HS_grad,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
526,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
527,x<17, Private,21174<x<274186, 11th,4<x<8, Own_child, White, Male,1<x<25, United_States,LOW
528,35<x<53, Private,21174<x<274186, Assoc_voc,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
529,17<x<35, Private,21174<x<274186, Doctorate,x>12, Not_in_family, White, Female,50<x<74, United_States,LOW
530,17<x<35, Private,274186<x<527198, Bachelors,x>12, Wife, White, Male,25<x<50, United_States,HIGH
531,35<x<53, Self_emp_not_inc,21174<x<274186, Assoc_acdm,8<x<12, Unmarried, White, Female,25<x<50, United_States,LOW
532,53<x<71, Local_gov,274186<x<527198, Bachelors,x>12, Not_in_family, White, Female,25<x<50, United_States,LOW
533,17<x<35, Self_emp_not_inc,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
534,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
535,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
536,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
537,17<x<35, Self_emp_not_inc,274186<x<527198, Bachelors,x>12, Not_in_family, White, Male,25<x<50, United_States,LOW
538,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Own_child, White, Female,1<x<25, United_States,LOW
539,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Male,50<x<74, United_States,LOW
540,17<x<35, Private,21174<x<274186, 11th,4<x<8, Own_child, White, Male,25<x<50, United_States,LOW
541,35<x<53, Private,21174<x<274186, 10th,4<x<8, Husband, White, Male,25<x<50, United_States,HIGH
542,53<x<71, Self_emp_inc,21174<x<274186, Bachelors,x>12, Not_in_family, White, Male,x>74, United_States,LOW
543,53<x<71, Private,21174<x<274186, 7th_8th,1<x<4, Not_in_family, White, Male,25<x<50, United_States,HIGH
544,17<x<35, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, Canada,HIGH
545,17<x<35, Private,21174<x<274186, Bachelors,x>12, Own_child, White, Female,25<x<50, United_States,LOW
546,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
547,35<x<53, Self_emp_not_inc,21174<x<274186, Prof_school,x>12, Husband, White, Male,25<x<50, United_States,HIGH
548,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
549,35<x<53, Private,21174<x<274186, Bachelors,x>12, Not_in_family, White, Female,25<x<50, United_States,LOW
550,17<x<35, Private,21174<x<274186, Bachelors,x>12, Not_in_family, White, Male,25<x<50, United_States,LOW
551,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
552,53<x<71, Private,21174<x<274186, 7th_8th,1<x<4, Not_in_family, White, Female,25<x<50, United_States,LOW
553,35<x<53, Local_gov,21174<x<274186, 9th,4<x<8, Husband, White, Male,25<x<50, United_States,LOW
554,17<x<35, Self_emp_not_inc,21174<x<274186, Assoc_acdm,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
555,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Unmarried, Black, Female,25<x<50, United_States,LOW
556,35<x<53, Private,274186<x<527198, Masters,x>12, Husband, White, Male,25<x<50, United_States,HIGH
557,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, Amer_Indian_Eskimo, Male,25<x<50, United_States,LOW
558,35<x<53, Local_gov,274186<x<527198, HS_grad,8<x<12, Not_in_family, Black, Male,25<x<50, United_States,LOW
559,x<17, Private,21174<x<274186, 10th,4<x<8, Own_child, White, Female,1<x<25, United_States,LOW
560,35<x<53, Private,21174<x<274186, Masters,x>12, Not_in_family, White, Female,50<x<74, United_States,LOW
561,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
562,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
563,17<x<35, Local_gov,21174<x<274186, Bachelors,x>12, Own_child, White, Male,25<x<50, United_States,LOW
564,17<x<35, Private,21174<x<274186, Bachelors,x>12, Own_child, White, Female,1<x<25, United_States,LOW
565,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Own_child, White, Male,50<x<74, United_States,LOW
566,17<x<35, Private,274186<x<527198, HS_grad,8<x<12, Husband, Black, Male,25<x<50, United_States,LOW
567,35<x<53, Self_emp_not_inc,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
568,35<x<53, Self_emp_inc,21174<x<274186, Bachelors,x>12, Husband, White, Male,50<x<74, United_States,LOW
569,35<x<53, Private,21174<x<274186, Prof_school,x>12, Husband, White, Male,25<x<50, United_States,HIGH
570,17<x<35, Private,21174<x<274186, Bachelors,x>12, Own_child, White, Female,1<x<25, United_States,LOW
571,35<x<53, Private,274186<x<527198, 11th,4<x<8, Not_in_family, Black, Female,1<x<25, United_States,LOW
572,53<x<71, Private,21174<x<274186, 9th,4<x<8, Unmarried, Black, Female,1<x<25, United_States,LOW
573,17<x<35, Private,21174<x<274186, Assoc_voc,8<x<12, Husband, White, Male,50<x<74, United_States,LOW
574,35<x<53, Private,21174<x<274186, 9th,4<x<8, Unmarried, White, Male,25<x<50, El_Salvador,LOW
575,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Own_child, Black, Male,50<x<74, United_States,LOW
576,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
577,35<x<53, Self_emp_not_inc,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,50<x<74, United_States,LOW
578,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
579,35<x<53, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
580,35<x<53, Self_emp_not_inc,21174<x<274186, Some_college,8<x<12, Unmarried, Black, Female,25<x<50, United_States,LOW
581,35<x<53, Local_gov,21174<x<274186, 10th,4<x<8, Unmarried, Black, Female,25<x<50, United_States,LOW
582,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,50<x<74, United_States,HIGH
583,17<x<35, Private,21174<x<274186, Bachelors,x>12, Wife, Black, Female,25<x<50, United_States,HIGH
584,53<x<71, Self_emp_not_inc,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,50<x<74, United_States,LOW
585,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Own_child, White, Female,1<x<25, United_States,LOW
586,17<x<35, Private,21174<x<274186, Bachelors,x>12, Not_in_family, White, Male,25<x<50, United_States,LOW
587,17<x<35, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,50<x<74, United_States,HIGH
588,35<x<53, Self_emp_inc,21174<x<274186, 5th_6th,1<x<4, Husband, White, Male,25<x<50, Cuba,LOW
589,35<x<53, Self_emp_not_inc,274186<x<527198, Doctorate,x>12, Husband, White, Male,50<x<74, United_States,HIGH
590,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,50<x<74, United_States,LOW
591,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
592,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
593,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
594,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
595,35<x<53, Self_emp_inc,21174<x<274186, Doctorate,x>12, Not_in_family, White, Male,25<x<50, United_States,HIGH
596,17<x<35, Local_gov,274186<x<527198, HS_grad,8<x<12, Unmarried, White, Female,25<x<50, United_States,LOW
597,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,1<x<25, United_States,LOW
598,17<x<35, State_gov,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
599,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Own_child, White, Male,1<x<25, United_States,LOW
600,17<x<35, Private,527198<x<780210, HS_grad,8<x<12, Other_relative, White, Male,25<x<50, United_States,LOW
601,17<x<35, Private,274186<x<527198, Doctorate,x>12, Husband, Asian_Pac_Islander, Male,25<x<50, Taiwan,HIGH
602,35<x<53, State_gov,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
603,17<x<35, Private,274186<x<527198, HS_grad,8<x<12, Own_child, White, Female,25<x<50, United_States,LOW
604,17<x<35, State_gov,21174<x<274186, Some_college,8<x<12, Unmarried, Asian_Pac_Islander, Female,25<x<50, Philippines,LOW
605,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
606,35<x<53, Private,21174<x<274186, 7th_8th,1<x<4, Husband, White, Male,25<x<50, United_States,LOW
607,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
608,35<x<53, Self_emp_not_inc,274186<x<527198, 12th,4<x<8, Husband, Black, Male,25<x<50, United_States,HIGH
609,17<x<35, Private,21174<x<274186, Masters,x>12, Not_in_family, White, Male,50<x<74, United_States,LOW
610,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
611,35<x<53, Local_gov,21174<x<274186, Masters,x>12, Not_in_family, White, Male,25<x<50, United_States,LOW
612,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Female,1<x<25, United_States,LOW
613,35<x<53, Private,274186<x<527198, Assoc_acdm,8<x<12, Unmarried, White, Female,25<x<50, United_States,HIGH
614,17<x<35, State_gov,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
615,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Husband, Black, Male,25<x<50, United_States,HIGH
616,17<x<35, Private,21174<x<274186, 9th,4<x<8, Not_in_family, White, Male,25<x<50, United_States,LOW
617,35<x<53, Federal_gov,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
618,x<17, Self_emp_not_inc,274186<x<527198, 11th,4<x<8, Own_child, White, Male,1<x<25, United_States,LOW
619,17<x<35, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
620,35<x<53, Self_emp_inc,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
621,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Own_child, White, Female,25<x<50, United_States,LOW
622,x<17, Private,21174<x<274186, 12th,4<x<8, Own_child, White, Male,1<x<25, United_States,LOW
623,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, Mexico,LOW
624,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
625,53<x<71, Self_emp_not_inc,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
626,17<x<35, Local_gov,21174<x<274186, HS_grad,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
627,35<x<53, Private,21174<x<274186, Assoc_voc,8<x<12, Husband, White, Male,25<x<50, Portugal,HIGH
628,17<x<35, Self_emp_not_inc,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
629,17<x<35, Local_gov,274186<x<527198, Some_college,8<x<12, Unmarried, Black, Male,25<x<50, United_States,LOW
630,17<x<35, State_gov,21174<x<274186, 11th,4<x<8, Own_child, White, Female,1<x<25, United_States,LOW
631,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
632,35<x<53, Local_gov,21174<x<274186, Bachelors,x>12, Wife, White, Female,50<x<74, United_States,LOW
633,35<x<53, Private,21174<x<274186, Masters,x>12, Not_in_family, White, Male,25<x<50, Dominican_Republic,LOW
634,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Other_relative, White, Male,25<x<50, United_States,LOW
635,53<x<71, Local_gov,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
636,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Own_child, Black, Female,25<x<50, United_States,LOW
637,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
638,17<x<35, Private,274186<x<527198, Some_college,8<x<12, Own_child, White, Male,1<x<25, United_States,LOW
639,17<x<35, State_gov,274186<x<527198, Bachelors,x>12, Not_in_family, White, Female,1<x<25, United_States,LOW
640,17<x<35, Private,21174<x<274186, Masters,x>12, Not_in_family, White, Male,50<x<74, United_States,HIGH
641,17<x<35, Private,21174<x<274186, Masters,x>12, Husband, White, Male,25<x<50, United_States,HIGH
642,17<x<35, Private,21174<x<274186, Bachelors,x>12, Own_child, White, Female,25<x<50, Poland,LOW
643,17<x<35, Private,274186<x<527198, HS_grad,8<x<12, Own_child, White, Female,1<x<25, United_States,LOW
644,35<x<53, Local_gov,21174<x<274186, Bachelors,x>12, Not_in_family, White, Male,25<x<50, United_States,LOW
645,17<x<35, Private,21174<x<274186, Bachelors,x>12, Unmarried, White, Female,25<x<50, Cuba,LOW
646,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
647,17<x<35, Self_emp_not_inc,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
648,35<x<53, Private,274186<x<527198, Doctorate,x>12, Unmarried, White, Female,50<x<74, United_States,HIGH
649,35<x<53, Private,21174<x<274186, Bachelors,x>12, Own_child, White, Female,25<x<50, United_States,HIGH
650,35<x<53, Private,21174<x<274186, 12th,4<x<8, Husband, Black, Male,25<x<50, Jamaica,LOW
651,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, Black, Male,25<x<50, United_States,LOW
652,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
653,17<x<35, Private,21174<x<274186, 11th,4<x<8, Other_relative, White, Male,1<x<25, United_States,LOW
654,17<x<35, Private,274186<x<527198, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,LOW
655,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Unmarried, Black, Female,25<x<50, United_States,LOW
656,35<x<53, Private,21174<x<274186, Assoc_voc,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
657,35<x<53, Local_gov,274186<x<527198, Bachelors,x>12, Unmarried, White, Female,25<x<50, Honduras,LOW
658,17<x<35, Private,274186<x<527198, HS_grad,8<x<12, Unmarried, Black, Female,25<x<50, United_States,LOW
659,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
660,17<x<35, State_gov,274186<x<527198, HS_grad,8<x<12, Own_child, White, Female,25<x<50, United_States,LOW
661,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Own_child, White, Female,1<x<25, United_States,LOW
662,17<x<35, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
663,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
664,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,50<x<74, United_States,LOW
665,17<x<35, Private,21174<x<274186, Bachelors,x>12, Not_in_family, White, Male,25<x<50, United_States,LOW
666,35<x<53, Local_gov,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
667,35<x<53, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
668,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Wife, White, Female,25<x<50, United_States,LOW
669,17<x<35, Private,274186<x<527198, Some_college,8<x<12, Not_in_family, White, Female,1<x<25, United_States,LOW
670,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, Mexico,LOW
671,17<x<35, Private,274186<x<527198, Some_college,8<x<12, Not_in_family, White, Female,1<x<25, United_States,LOW
672,53<x<71, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, Asian_Pac_Islander, Female,25<x<50, United_States,LOW
673,17<x<35, Private,21174<x<274186, Assoc_voc,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
674,17<x<35, Private,274186<x<527198, Assoc_voc,8<x<12, Own_child, White, Female,1<x<25, United_States,LOW
675,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
676,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, Black, Female,25<x<50, United_States,LOW
677,35<x<53, State_gov,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,LOW
678,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Unmarried, Black, Female,1<x<25, United_States,LOW
679,35<x<53, Private,274186<x<527198, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
680,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Other_relative, White, Female,1<x<25, United_States,LOW
681,53<x<71, Self_emp_not_inc,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,50<x<74, United_States,LOW
682,35<x<53, Private,21174<x<274186, Masters,x>12, Not_in_family, White, Female,25<x<50, United_States,HIGH
683,17<x<35, Private,21174<x<274186, Assoc_voc,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
684,x<17, Private,274186<x<527198, 12th,4<x<8, Own_child, White, Male,1<x<25, United_States,LOW
685,35<x<53, Local_gov,21174<x<274186, Bachelors,x>12, Wife, White, Female,25<x<50, United_States,HIGH
686,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
687,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Own_child, Black, Female,25<x<50, United_States,LOW
688,17<x<35, Private,21174<x<274186, 11th,4<x<8, Own_child, Black, Male,25<x<50, Haiti,LOW
689,35<x<53, State_gov,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,LOW
690,17<x<35, State_gov,274186<x<527198, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
691,17<x<35, Private,21174<x<274186, Bachelors,x>12, Unmarried, White, Male,1<x<25, United_States,LOW
692,53<x<71, Self_emp_not_inc,21174<x<274186, 10th,4<x<8, Husband, White, Male,25<x<50, United_States,LOW
693,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Unmarried, White, Male,25<x<50, United_States,LOW
694,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
695,17<x<35, Private,21174<x<274186, Assoc_voc,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
696,53<x<71, Private,274186<x<527198, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
697,17<x<35, Local_gov,21174<x<274186, Bachelors,x>12, Not_in_family, White, Female,25<x<50, United_States,LOW
698,35<x<53, Federal_gov,21174<x<274186, HS_grad,8<x<12, Wife, White, Female,25<x<50, United_States,HIGH
699,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, Black, Male,25<x<50, United_States,LOW
700,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Female,1<x<25, United_States,LOW
701,53<x<71, Local_gov,274186<x<527198, HS_grad,8<x<12, Wife, White, Female,25<x<50, United_States,HIGH
702,17<x<35, Local_gov,21174<x<274186, HS_grad,8<x<12, Unmarried, White, Male,25<x<50, Portugal,LOW
703,35<x<53, Self_emp_inc,21174<x<274186, Doctorate,x>12, Husband, White, Male,50<x<74, United_States,HIGH
704,35<x<53, Private,274186<x<527198, Bachelors,x>12, Not_in_family, White, Male,50<x<74, United_States,HIGH
705,17<x<35, Private,274186<x<527198, 10th,4<x<8, Unmarried, White, Female,25<x<50, United_States,LOW
706,17<x<35, State_gov,274186<x<527198, Some_college,8<x<12, Other_relative, White, Male,25<x<50, United_States,LOW
707,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Wife, White, Female,25<x<50, Germany,LOW
708,35<x<53, Self_emp_not_inc,21174<x<274186, Bachelors,x>12, Not_in_family, White, Female,25<x<50, United_States,LOW
709,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
710,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
711,35<x<53, Private,274186<x<527198, 5th_6th,1<x<4, Not_in_family, White, Male,25<x<50, Guatemala,LOW
712,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Unmarried, White, Male,50<x<74, United_States,LOW
713,35<x<53, Private,274186<x<527198, Assoc_voc,8<x<12, Wife, White, Female,1<x<25, United_States,HIGH
714,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
715,17<x<35, Local_gov,274186<x<527198, Assoc_voc,8<x<12, Not_in_family, White, Male,50<x<74, United_States,LOW
716,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Unmarried, White, Female,25<x<50, United_States,LOW
717,35<x<53, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
718,53<x<71, Private,274186<x<527198, Some_college,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
719,17<x<35, Private,21174<x<274186, Assoc_voc,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
720,35<x<53, Private,21174<x<274186, Assoc_voc,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
721,35<x<53, Self_emp_not_inc,21174<x<274186, Some_college,8<x<12, Husband, White, Male,50<x<74, United_States,LOW
722,35<x<53, Private,21174<x<274186, Bachelors,x>12, Not_in_family, Other, Female,50<x<74, United_States,HIGH
723,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, Black, Female,25<x<50, United_States,LOW
724,53<x<71, Self_emp_not_inc,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
725,17<x<35, Private,21174<x<274186, 12th,4<x<8, Own_child, White, Male,25<x<50, United_States,LOW
726,35<x<53, Private,21174<x<274186, Assoc_voc,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
727,35<x<53, Self_emp_inc,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,LOW
728,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
729,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,50<x<74, United_States,HIGH
730,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Other_relative, Black, Male,1<x<25, United_States,LOW
731,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
732,17<x<35, Private,274186<x<527198, HS_grad,8<x<12, Not_in_family, Black, Male,25<x<50, United_States,LOW
733,35<x<53, Private,21174<x<274186, Masters,x>12, Not_in_family, White, Male,25<x<50, United_States,HIGH
734,35<x<53, Private,274186<x<527198, Bachelors,x>12, Husband, White, Male,25<x<50, England,HIGH
735,35<x<53, Private,21174<x<274186, Assoc_acdm,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
736,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Own_child, Black, Male,25<x<50, United_States,LOW
737,53<x<71, Self_emp_not_inc,274186<x<527198, 11th,4<x<8, Unmarried, White, Male,1<x<25, United_States,LOW
738,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Unmarried, White, Female,25<x<50, United_States,LOW
739,x<17, Private,21174<x<274186, 11th,4<x<8, Own_child, White, Female,1<x<25, United_States,LOW
