RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,class
0.9999999,38,0,0.110878973,6700,3,0,0,0,3,NO
0,45,0,0.365016502,7574,10,0,2,0,1,NO
0.002072256,58,0,0.210742857,8749,12,0,2,0,0,NO
0.220201834,34,0,0.462354974,4050,10,0,2,0,1,NO
0.788340389,43,0,0.099845092,7100,3,0,0,0,1,NO
0,43,0,0.281729338,15450,10,0,2,0,5,NO
0.68028326,80,0,0.42985336,4568,6,0,1,0,0,NO
0.179110121,41,0,0.27491843,9500,10,1,1,0,2,NO
0.211367652,60,0,0.24045329,10500,19,0,2,0,0,NO
0.012987013,22,0,0,0,2,0,0,0,0,NO
0.247135843,34,0,0.090524087,5666,3,0,0,0,1,NO
0.9999999,43,0,0.129623459,3000,1,0,0,0,0,NO
0.00073798,41,0,0.493126718,4000,4,0,1,0,2,YES
0.946978196,34,0,0.335438375,9500,12,0,2,0,2,NO
0.866344471,34,0,0.14802475,2100,1,0,0,0,0,NO
0,87,0,0.067381539,6900,4,0,0,0,1,NO
0.9999999,66,0,0.229471417,11142,6,0,1,0,0,NO
0.096113878,41,0,0.224395714,8025,10,0,0,0,4,NO
0,37,0,0.372395469,7150,3,0,2,0,2,NO
0.275326535,66,1,0.38317757,5884,17,0,1,0,0,NO
0.595112469,33,0,0.378525482,2020,3,0,0,0,0,NO
0.026147183,67,0,0.329780147,1500,7,0,1,0,0,NO
0.28927034,48,0,0.691654173,2000,7,0,1,0,2,NO
0.223677632,67,0,0.326283407,5200,4,0,1,0,2,NO
0.077246781,32,0,0.368421053,4084,7,0,1,0,0,NO
0.328303003,59,1,0.480057771,9000,9,0,2,0,0,NO
0.572324438,50,0,1.052171197,3200,12,0,1,0,3,NO
0.966275454,37,0,0.683523654,4290,8,0,1,0,2,NO
0.075327056,62,0,0.071378477,12832,7,0,1,0,0,NO
0.011073664,52,0,0.012372578,12850,4,0,0,0,3,NO
0.369171682,82,0,0.048228914,26000,12,0,1,0,0,NO
0.960431398,63,0,0.31506036,5052,3,0,1,0,1,NO
0.123471362,63,0,0.364188164,2635,6,0,1,0,1,NO
0.127493625,64,0,0.09438021,14875,6,0,2,0,1,NO
0.087910156,54,0,0.520623969,20000,8,0,3,0,2,NO
0.083766009,53,0,0.34210815,9116,6,0,2,0,1,NO
0.48092721,62,0,1.031724668,5200,14,0,3,0,1,NO
0.009917446,64,0,0.447430975,5468,12,0,2,0,0,NO
0.9999999,37,0,0.377631696,11256,11,0,2,0,1,NO
0.135042385,71,0,0.017903057,10500,14,0,0,0,0,NO
0.099190841,57,0,0.604398743,3500,9,0,2,0,0,NO
0.29739805,52,0,0.579717373,6014,8,0,1,0,3,NO
0.307191593,39,0,0.607185223,5900,5,0,2,0,0,NO
0.125014705,66,2,0.404638145,2500,4,0,1,0,0,NO
0.004104171,55,1,1,0,5,0,0,1,0,NO
0.013713796,47,0,0.401267976,6466,6,0,2,0,0,NO
0.267352626,72,0,0.426685865,4166,10,0,2,0,0,NO
0.163836164,53,1,0.092762895,2500,5,0,0,0,0,NO
0.428382755,36,0,0.2706115,6573,12,0,1,0,0,NO
0.0199992,52,0,0.188452887,4000,6,0,1,0,1,NO
0.089146989,45,1,0.25974805,5000,7,0,2,0,0,NO
0.612030682,74,2,0.76967187,3138,10,1,2,0,0,NO
0,48,0,0.05692407,10838,4,0,0,0,1,NO
0.801764544,35,1,0.430314406,2130,5,0,0,1,2,NO
0,46,0,0.450288902,5018,9,0,1,0,0,NO
0.010751197,76,0,0.117910841,3790,17,0,0,0,0,NO
0.901795412,47,1,0.52674524,3308,6,0,1,0,3,NO
0,70,0,0.252527295,4945,9,0,1,0,0,NO
0.001759965,46,0,0.214688239,5500,5,0,1,0,2,NO
0.390088472,39,0,0.326036484,3014,6,0,0,0,0,NO
0.007353556,80,0,0.29991431,3500,16,0,0,0,1,NO
0.061173533,28,0,0.08997001,3000,3,0,0,0,0,NO
0.39142696,58,2,0.384779992,7476,6,0,2,0,0,NO
0.132820925,42,0,0.914452555,3424,16,0,2,0,1,NO
0.842078961,60,0,0.150494324,2730,10,0,0,0,1,NO
0.804681521,43,0,0.533815481,10231,12,0,2,0,4,NO
0.751585703,56,0,1.478577549,2333,8,0,2,0,0,NO
0.28910532,55,0,0.939430965,5728,17,0,3,0,0,NO
0.684020951,50,0,0.894878706,11500,21,0,3,0,0,NO
0.81054584,57,2,1.141452126,3456,29,0,1,1,1,YES
0,45,1,0.012529992,3750,8,0,0,0,3,NO
0,53,0,0.460725507,3500,7,1,1,1,0,NO
0.17988008,23,0,0.003127443,2557,2,0,0,0,0,NO
0.226957563,80,0,0.4375,4079,11,0,1,0,1,NO
0.941447055,54,0,1.843949701,4850,15,0,4,0,1,NO
0.023237542,58,0,0.812428571,6999,19,0,3,0,1,NO
0.01718597,48,0,0.348886815,7500,8,0,3,0,2,NO
0.506995336,29,0,0.5029988,2500,6,0,1,1,0,NO
0.120355791,59,0,0.151986183,11000,10,0,2,0,0,NO
0.247597087,56,0,0.702749471,5200,8,0,1,0,2,NO
0.099482078,44,0,0.431368631,5004,7,0,1,0,3,NO
0.418397882,58,0,0.414148447,7180,14,0,2,0,0,NO
0.537344212,57,0,0.627822789,5800,19,0,1,0,0,NO
0.002776037,55,0,0.37584925,7800,11,0,2,0,1,NO
0.9999999,82,0,0,1400,0,0,0,0,0,NO
0.9999999,71,1,0.313816494,2800,2,0,1,1,0,YES
0.317047101,65,0,0.173402868,2300,14,0,0,0,0,NO
0.186223251,58,1,0.251769464,8900,11,0,1,0,3,NO
0.386875937,48,0,0.119083018,20850,19,0,0,0,2,NO
0.809765043,64,0,0.476433476,10777,11,0,1,0,0,NO
0.281812558,79,1,0.304637654,10500,16,0,2,0,1,NO
0.058309113,70,0,0.723310676,2500,12,0,2,0,0,NO
0.075662361,63,0,0.315812527,6848,7,0,2,0,0,NO
0.087649402,27,0,0.009995457,2200,2,0,0,1,1,YES
0.544761241,58,0,0.592103062,5976,13,0,2,0,1,NO
0.099272518,58,0,0.034020012,8494,3,0,0,0,3,NO
0.201132761,65,0,0.248417722,7583,9,0,2,0,0,NO
0,48,0,0.31834083,2000,5,0,0,0,1,NO
0.963614554,46,0,0.224283305,3557,5,1,1,0,3,NO
0.027130865,43,0,0.256738293,8050,6,0,1,0,1,NO
0.19129696,70,0,0.213109877,10083,15,0,1,0,0,NO
0.1031864,75,0,0.136302675,14166,5,0,2,0,0,NO
0.9999999,50,0,0.914857386,2348,5,0,1,0,0,NO
0.030586236,36,1,0.310935893,2916,5,0,0,0,2,NO
0.041084962,64,0,0.264227981,12000,8,0,1,0,0,NO
0,36,0,0.157678245,4375,7,0,0,0,2,YES
0.375897212,62,0,0.29563096,9017,21,0,1,0,0,NO
0.9999999,68,0,0.196745562,1351,3,0,0,0,0,NO
0.9999999,59,0,0.020359935,5500,1,0,0,0,1,NO
0.096009775,53,0,0.545157068,4583,8,0,1,0,1,NO
0.028200734,56,0,0.084599116,5200,10,0,1,0,0,NO
0.076703026,41,0,0.388436652,4790,14,0,2,0,0,NO
0.227820379,77,0,0.554915922,6600,24,0,2,0,0,NO
0,53,0,0,3000,2,0,0,0,1,NO
0.019391297,68,0,0.064577141,3700,9,0,0,0,1,NO
0.149113358,68,0,0.699205217,4906,8,0,2,0,0,NO
0.726759759,55,0,0.65170345,9333,9,0,3,0,2,NO
0.099815157,57,0,0.232339826,4260,8,0,1,0,1,NO
0.00077776,74,0,0.209539523,13333,6,0,3,0,0,NO
0.51835032,73,0,0.685146095,9000,13,0,2,0,0,NO
0.047286367,69,0,0.012931609,7500,5,0,0,0,0,NO
0.058416154,29,0,0.299711296,5541,10,0,0,0,0,NO
0.062081558,28,0,0.012387188,5650,6,0,0,0,0,NO
0.9999999,27,0,0.014697237,1700,0,0,0,0,1,NO
0,43,0,0.437351223,4620,7,0,1,0,0,NO
0.065421016,56,1,0.238432226,1836,9,0,0,0,0,NO
0.901408451,27,0,0.15104398,2250,5,0,0,0,0,NO
0.072018143,50,0,1.434782609,2000,12,0,1,0,1,NO
0.392192869,43,0,0.150205533,9000,8,0,0,0,2,NO
0.507497501,68,0,0.012468828,3608,3,0,0,0,0,NO
0,37,0,1.687366167,1400,8,0,2,0,0,NO
0.9999999,60,1,0.540617473,4566,2,0,1,1,0,YES
0.016118843,38,0,0.1247501,2500,12,0,0,0,1,NO
0.361682297,41,0,0.19675058,5600,9,0,0,0,2,NO
0.811623025,33,1,0.439755691,1800,8,0,0,0,4,NO
0.213456163,64,0,0.735554618,2370,9,0,2,0,0,NO
0.040253329,54,0,0.401668012,7433,12,0,1,0,2,NO
0.443626281,53,0,0.253686578,4000,6,0,0,0,1,NO
0.05575925,62,0,0.014802119,6417,6,0,0,0,0,NO
0.007749806,60,0,0.220213749,7578,8,0,1,0,0,NO
0.696495633,46,0,0.276620563,6000,10,0,0,0,1,NO
0.58069462,39,1,0.785196922,4417,8,0,2,0,0,NO
0.120179936,52,1,0.427216786,9912,10,0,3,0,1,NO
0.017594819,52,0,0.306472244,3908,7,0,1,0,1,NO
0.9999999,65,1,0.061422414,5567,1,0,0,0,0,NO
0.874912509,46,0,0.302199741,8500,4,0,1,0,0,NO
0.037273952,63,0,0.953488372,1805,8,0,1,0,0,NO
0.141762552,78,0,0.028257457,5732,5,0,0,0,0,NO
0.017926392,62,0,0.005187456,4240,6,0,0,0,0,NO
0.07372713,53,0,0.139694329,7000,16,0,0,0,0,NO
0.06781117,71,0,0.332303218,5500,19,0,2,0,1,NO
0.887080965,45,0,0.482275525,4710,4,0,1,1,2,YES
0.030153714,58,0,0.003999,4000,6,0,0,0,0,NO
0.853239735,62,0,0.48771563,1912,4,0,0,0,0,NO
0.004195682,45,1,0.478190226,8000,12,0,2,0,1,NO
0.767840152,74,3,0.2964495,2900,4,1,0,1,0,YES
0.041191762,31,0,0.261369315,2000,3,0,0,0,0,YES
0.015200908,63,0,0.007998609,5750,3,0,0,0,0,NO
0.839792644,54,0,0.68240621,3091,9,0,1,0,1,NO
0.021418674,57,0,0.281414439,4750,13,0,1,0,1,NO
0.924271715,45,4,0.441760601,3725,7,2,0,0,2,NO
0.028458411,54,0,0.21915701,9750,22,0,1,0,0,NO
0.845719252,50,0,0.323338331,2000,6,0,0,0,1,NO
0.9999999,29,0,0.080187299,6833,3,0,0,0,0,NO
0.965034965,35,0,0.062791628,7500,2,0,1,1,2,YES
0.033203829,71,0,0.318874019,6500,11,0,1,0,0,NO
0.036422035,30,0,1756,1,10,0,2,0,0,NO
0.760016551,48,2,0.917543584,6366,10,0,1,0,1,NO
0.9999999,41,0,0.007664112,3000,0,0,0,0,0,NO
1.0085156,59,1,2.219737309,5633,23,0,4,0,0,YES
0,68,0,0.634674923,1614,9,0,1,0,1,NO
0.119775556,31,0,0.041959578,4551,3,1,0,0,0,NO
0.251354973,39,1,0.385015331,7500,7,0,1,0,1,NO
0.078912031,50,1,0.596621408,6333,7,0,1,0,0,NO
0.065464485,80,0,0.006854172,8461,1,0,0,0,0,NO
0.018856544,35,1,0.234095738,8000,11,0,0,0,0,NO
0.551440662,44,0,0.418147936,6975,14,0,2,0,1,NO
0.020212314,55,0,0.302395774,5300,13,0,1,0,0,NO
0.239551535,51,0,0.357444651,5916,10,0,1,0,1,NO
0.9999999,34,0,0.254256527,6166,5,1,1,1,2,YES
0.024688074,45,0,0.199100928,6895,12,0,1,0,0,NO
0.9999999,30,0,0.015108425,5625,2,0,0,0,1,YES
0.623875225,41,0,0.037185126,2500,2,0,0,0,1,NO
0.176443529,67,0,0.182522829,9417,15,0,2,0,0,NO
0,42,0,0.483205749,6400,3,0,1,0,4,NO
0.06769731,75,0,0.082053743,2083,11,0,0,0,0,NO
0.330939503,41,3,0.316851482,5500,6,0,1,0,2,NO
0.070324183,39,0,0.351426383,10445,12,0,1,0,4,NO
0.012739234,70,0,0.008663779,3000,6,0,0,0,0,NO
0.019477727,41,0,0.365306454,6150,12,0,2,0,0,NO
0.447465042,59,0,0.496729238,7031,10,0,2,0,2,NO
0.983078225,42,0,0.884470118,4500,17,0,2,0,2,YES
0.972150876,59,0,1.473797947,1850,12,0,2,0,0,YES
0.714456939,49,2,1.60215311,4179,15,0,3,0,3,NO
0.073037127,49,0,0.249922094,6417,8,0,2,0,0,NO
0.575314156,59,0,0.653881071,4405,6,0,1,0,0,NO
0.086460416,27,0,1.055530875,2250,7,0,2,0,0,NO
0.254093195,57,0,0.457734957,5500,12,0,2,0,0,NO
0,67,0,0.031403337,2037,4,0,0,0,1,NO
0.433365292,32,1,0.619267168,4120,5,0,1,0,1,NO
0.288425263,77,0,0.533965245,2531,8,0,1,0,0,NO
0.195256512,48,0,0.484398217,5383,20,0,3,0,0,NO
0.846574881,45,0,0.158640227,6000,5,0,0,0,2,NO
0.123564228,45,0,0.202103511,13215,5,0,1,0,2,NO
0.011753293,63,0,0.104972376,3800,3,0,1,0,0,NO
0.078534132,49,0,0.380691598,6390,7,0,1,0,0,NO
0.160060865,41,1,0.370769853,7416,8,1,1,0,1,NO
0.16351208,50,0,0.507061617,8000,14,0,4,0,3,NO
0.032008214,73,0,0.226599205,8300,11,0,2,0,0,NO
0.994133464,53,1,0.53749837,7666,10,0,1,0,0,NO
0.322649069,38,0,0.267259537,4272,5,0,2,0,0,NO
0.002983261,80,0,0.00012837,7789,2,0,0,0,0,NO
0.617025827,26,0,0.160912815,3417,5,0,0,0,0,YES
0.409985282,69,1,0.279980823,14600,15,0,2,0,0,YES
0.002427884,77,0,0.238471257,3165,13,0,1,0,0,NO
0.04719764,74,0,0.37567161,9305,8,0,5,0,8,NO
0.087406258,32,0,0.288977727,1750,8,0,0,0,2,NO
0,39,0,0.055915527,4166,5,0,0,0,0,NO
0.04569372,49,0,0.300174956,4000,14,0,1,0,1,NO
0.022780051,53,0,0.323067693,10000,14,0,2,0,1,NO
0.036934189,56,0,0.287934952,8362,8,0,1,0,2,NO
0.832104651,47,0,0.754365541,11166,18,0,3,0,2,NO
0.644710579,27,0,0.087017653,6400,7,0,0,0,0,NO
0.472495626,42,0,0.381654964,11250,11,0,3,0,3,NO
0,43,0,3278,0,7,0,3,0,0,NO
0.017509173,59,0,0.365119461,9500,8,0,2,0,0,NO
0.09514671,30,0,0.262804799,7750,9,0,1,0,0,NO
0.111327624,32,0,0.37043826,6000,11,0,1,0,1,NO
0.279441118,57,0,0.001332889,3000,1,0,0,0,1,NO
0.170165967,42,0,0.005084401,4916,2,0,0,0,0,NO
0.525349959,44,0,0.265853034,11716,8,0,2,0,1,NO
0.00712519,67,1,0.186116269,7000,25,0,1,0,0,NO
0.871073356,35,0,0.390764509,7167,12,0,1,0,0,NO
0.074231442,25,0,0.155248456,3400,4,0,0,0,0,NO
0.161644287,52,0,0.134433192,6121,8,0,0,0,0,NO
0,46,0,0.014388489,833,5,0,0,0,0,NO
0.685700235,44,0,0.372925415,5000,10,0,2,0,0,NO
0.011834818,47,0,0.684559617,6482,8,0,1,0,2,NO
0.018456616,53,0,0.248861238,9000,7,0,2,0,2,NO
0,37,0,0.372540812,7166,6,0,1,0,0,NO
0.001786497,87,0,0.010723861,1864,10,0,0,0,1,NO
0.032924722,65,0,1.034372502,1250,21,0,1,0,0,NO
0.200990693,33,0,0.732948234,4500,7,0,1,0,0,NO
0.009985653,72,0,0.277165033,9791,8,0,2,0,0,NO
0.443944541,65,1,0.662545192,13829,19,0,3,0,1,NO
0.113400284,31,0,0.254913728,6664,9,0,2,0,0,NO
0.081353789,59,0,0.028554343,60200,13,0,1,0,1,NO
0.173713417,80,0,0.391101483,6000,7,0,2,0,0,NO
0.013095711,55,0,0.363039132,3500,10,0,2,0,0,NO
0.01519924,59,0,0.280407101,21910,5,0,4,0,1,NO
0.113955442,33,0,0.282588669,8683,7,0,2,0,1,NO
0.04296902,60,0,0.016795866,5417,9,0,0,0,0,NO
0.022440925,63,0,0.012506724,7435,19,0,0,0,0,NO
0.878880524,61,1,0.950642674,3889,19,0,1,0,1,NO
0.979195663,61,0,0.320731136,6400,7,0,1,0,0,NO
0.029406119,62,1,0.246739697,3833,10,0,0,0,0,NO
0.171691856,44,1,0.252374763,10000,7,0,2,0,2,NO
0.480988269,59,0,0.164019337,11583,18,0,1,0,1,NO
0.006489024,67,0,0.099890231,12753,5,0,1,0,1,NO
0.010653436,39,0,0.00252605,3166,2,0,0,0,0,NO
0.9999999,44,0,0.117095508,4585,1,0,0,0,5,NO
0.635388319,44,1,0.429330591,11666,19,0,2,0,4,NO
0.018475688,49,0,0.162335066,2500,6,0,0,0,1,NO
0.82644118,38,0,0.6536804,5800,9,0,1,0,2,YES
0.299786422,76,0,0.138246215,3500,11,0,0,0,0,NO
0.654211301,37,0,0.26991654,10543,10,0,3,0,0,NO
0.877124547,56,1,0.389627295,14595,11,0,2,0,2,NO
0,67,0,0.345825195,16383,20,0,3,0,1,YES
0.46273576,64,0,0.575630741,8600,32,0,3,0,0,NO
0.9999999,44,0,0.514308746,2480,7,0,1,0,5,NO
0.268399353,38,0,0.507758759,6250,12,0,1,0,2,NO
0,61,0,0.248972297,5594,7,0,2,0,0,NO
0.103318532,84,0,0.278180455,4000,12,0,0,0,0,NO
0.625696469,50,3,0.55618104,4440,12,0,2,0,2,NO
0.00126708,40,0,0.730317064,2806,15,0,2,0,3,NO
0.028907777,41,0,0.768520892,3900,6,0,2,0,1,NO
0.029542412,82,0,0.018150601,4076,8,0,0,0,0,NO
0.10835629,63,0,0.005165806,6000,3,0,0,0,0,NO
0.004171309,66,0,0.304592315,3200,8,0,1,0,0,NO
0,59,0,0.160813579,6833,9,0,1,0,0,NO
0.324715615,58,2,0.104809516,5800,10,0,1,1,2,NO
0.080481775,38,0,0.273972603,10000,12,0,1,0,1,NO
0,41,1,0.526684164,8000,4,1,2,1,1,YES
0.017028691,72,0,0.068935962,8166,22,0,0,0,0,NO
0.008288705,64,0,0.002893975,3800,2,0,0,0,0,NO
1.089825848,60,1,0.63353639,3118,7,0,1,0,0,NO
0.199666147,49,1,0.684568131,10743,15,0,4,0,2,NO
0.487837796,41,0,0.249076288,4600,5,0,1,0,2,NO
0.003811909,50,0,0.362583537,24090,27,0,5,0,1,NO
0.033191773,57,0,0.283543291,5000,17,0,1,0,0,NO
0.9999999,34,0,0.196640721,2440,2,0,0,0,5,NO
0.9999999,52,0,0.001938402,4642,2,0,0,0,0,NO
0.68346203,48,0,0.129354508,3903,4,0,0,0,0,NO
0.380440179,58,0,0.321542384,6275,9,0,1,0,0,NO
0,66,0,0.363573148,18694,16,0,5,0,0,NO
0.02329767,30,0,0.162629758,2600,6,0,0,0,0,NO
0.971002416,46,0,0.498110831,1587,3,2,0,1,0,NO
0,48,1,0.143671858,4558,8,0,0,0,0,NO
0.286564178,53,0,1.333712265,7916,17,0,7,0,0,NO
0.18805926,55,1,0.542411134,5316,19,0,1,0,2,NO
0.209546792,39,0,0.100164204,2435,12,0,0,0,0,NO
0.477140863,71,0,0.349572725,11350,11,0,3,0,0,NO
0.523570467,40,0,0.152938343,8303,7,0,1,0,2,NO
0.2670805,51,0,0.841945289,6250,25,0,3,0,3,NO
0.363993614,45,0,0.248252006,13586,6,0,2,0,3,NO
0.857122203,64,0,0.469695416,9750,8,0,2,0,0,NO
0.027789211,52,0,0.226816225,7666,7,0,2,0,2,NO
0.353103186,45,0,0.878525593,6700,22,0,2,0,3,NO
0.444218359,44,1,0.478291378,11400,6,0,2,0,0,NO
0.673189544,35,0,0.424098921,3800,5,0,1,0,0,NO
0.55613391,36,0,0.151914167,4100,4,0,0,0,0,NO
0.057155929,60,0,0.224294881,6700,10,0,1,0,0,NO
0.212957409,61,0,0.49910018,5000,4,0,2,0,0,NO
0.702381432,54,0,0.866732547,14166,21,0,6,0,3,YES
0.196222729,67,0,0.158012596,7144,9,0,1,0,0,NO
0.040857428,51,0,0.385322935,5000,9,0,1,0,0,NO
0.9999999,65,0,0.282883462,9335,10,0,2,1,2,NO
0.96673631,64,0,0.419895026,4000,8,0,2,0,0,NO
0.685583993,41,0,0.450440529,10895,13,0,5,0,1,NO
0.019999721,48,0,0.090381924,5000,11,0,1,0,0,NO
0,60,0,0.254106556,7000,9,0,2,0,0,NO
0.9999999,51,0,1.123247319,8486,11,0,9,0,1,NO
0.004396358,80,0,0.23319682,4150,10,0,2,0,1,NO
0.216826619,56,1,0.854103343,3618,16,0,3,0,2,NO
0.205031355,39,0,0.602840353,4083,10,0,2,0,2,NO
0.9999999,36,0,0.082448854,6500,6,0,0,0,1,NO
0.555938038,53,0,0.451816271,3330,10,0,0,0,0,NO
0.002288418,66,0,0.000499917,6000,3,0,0,0,0,NO
0.143187518,46,0,0.048500555,2700,3,0,0,0,0,NO
1.083405734,55,3,0.490218316,3526,10,0,1,1,1,YES
0.688665867,34,0,1.034152436,2400,12,0,1,0,3,NO
0.600289222,26,0,0.411100659,2125,3,0,0,0,0,NO
0.220222137,26,1,0.843945069,800,6,0,0,0,0,NO
0.030141422,52,0,0.090074333,2286,6,0,0,0,0,NO
0.239963423,58,0,0.195229306,7042,8,1,1,0,4,NO
0.443379207,42,0,1.412587413,1000,8,0,0,0,0,NO
0.198454901,51,0,0.246160694,4492,7,0,1,0,2,NO
0.439512098,66,0,0.027951606,2396,2,0,0,0,0,NO
0.270429421,62,0,0.477690571,9300,14,0,3,0,1,NO
0,87,0,0.01910828,6436,8,0,0,0,0,NO
0.023945636,63,0,0.032692543,8166,13,0,1,0,0,NO
0.570122822,30,0,0.737718568,1200,5,0,0,0,0,NO
0,57,0,0.324611033,4241,7,0,1,0,1,NO
0.128842063,37,0,0.44555542,8200,10,0,2,0,2,NO
0.339647837,65,0,0.265089623,8200,6,0,1,0,1,NO
0.014370016,69,0,0.432807679,5833,9,0,1,0,0,NO
0.511248875,38,1,0.476190476,4304,10,0,1,0,2,NO
0.16805774,43,0,0.313671582,4000,7,0,1,0,0,NO
0.005971329,54,0,0.280197575,4453,13,0,1,0,2,NO
0.123206192,44,0,0.643262895,4400,10,0,2,0,2,NO
0.003499865,48,0,0.32941435,9100,7,0,2,0,1,NO
0.054783369,63,0,0.099980004,5000,15,0,0,0,1,NO
0.041735628,46,0,0.036921329,7041,22,0,0,0,0,NO
0.386691448,41,3,0.276689324,2500,14,0,0,0,0,NO
0.689770077,34,0,0.308230874,5855,5,0,2,1,0,NO
0.121532709,29,0,0.155711072,4000,4,0,0,0,0,NO
0.031140633,45,0,0.075146243,20000,9,0,0,0,0,NO
0.478720045,35,0,0.353107815,6000,7,0,1,0,0,NO
0.246369867,73,0,0.289518318,5895,5,0,1,0,0,NO
0.351892829,45,0,0.563852484,3280,18,0,3,0,4,NO
0.430444733,53,0,0.281642229,8524,12,0,2,0,0,NO
0.033498604,29,0,0.450358041,5166,7,0,2,0,0,NO
0.072494634,74,0,0.523546435,3800,9,0,2,0,0,NO
0.072093448,63,1,0.673983917,4600,17,0,1,0,1,NO
0.418715107,35,0,0.114119117,2400,2,0,0,0,0,NO
0.088336591,43,0,0.216678332,10000,15,0,1,0,2,NO
0.457431884,42,1,0.700270556,8500,17,0,3,0,2,NO
0.029570959,80,0,0.048762191,1332,13,0,0,0,0,NO
0.168772615,58,0,0.289779829,10400,11,0,1,0,1,NO
0.032438862,86,0,0.141974187,5500,14,0,1,0,0,NO
0.9999999,28,0,0.154551135,4800,4,0,0,0,3,NO
0.83121405,42,0,0.105620649,17666,12,0,0,0,0,NO
0.063226971,59,0,0.263461966,13500,22,0,3,0,0,NO
0.019139302,43,0,8.007968127,250,11,0,1,0,2,NO
0.436410214,27,0,0.133777672,4200,5,0,0,1,0,NO
0.483301113,40,0,0.303013393,3583,11,0,1,0,2,NO
0.510293034,59,0,0.31697841,61000,13,0,2,0,1,NO
0.070741157,65,0,0.146763902,2193,5,0,0,0,0,NO
0.55986436,63,0,0.589572193,2243,6,0,1,0,0,NO
0,30,0,0.149209191,3350,10,0,0,0,0,NO
0.093446262,80,0,0.123590725,4700,14,0,0,0,0,NO
0.098019024,55,0,0.025917927,4166,7,0,0,0,1,NO
0.135407518,61,0,0.343653846,5199,12,0,1,0,0,NO
0.9999999,83,0,0,9704,4,0,0,0,0,NO
0.198673754,44,0,2.699720112,2500,13,0,3,0,0,NO
0.905468868,31,1,0.35297212,1900,6,0,0,2,0,NO
0.011986243,77,0,0.010284245,7000,21,0,0,0,0,NO
0.31309339,57,0,1.64846981,2417,8,0,1,0,0,NO
0.12724513,46,0,0.643,14999,11,0,5,0,0,NO
0,42,0,0.108598726,12559,5,0,1,0,3,NO
0.312571479,33,0,0.107851172,6100,5,0,0,0,0,NO
0,34,0,0.062897655,5500,2,0,0,0,0,NO
0.809738087,49,0,0.196738963,6500,5,0,0,0,2,NO
0.085108409,54,0,0.160825176,9500,7,0,1,0,1,NO
0.973447395,42,0,0.468198992,3175,9,0,1,0,0,NO
0.639081992,48,0,0.362545818,3000,5,1,1,0,1,NO
0,88,1,0,9265,7,0,0,0,0,NO
0.05968851,76,0,0.282181539,10432,20,0,2,0,0,NO
0.085783584,72,0,0.16900596,5200,12,0,0,0,1,NO
0.132240176,59,0,0.549862534,4000,9,0,1,0,0,NO
0.085633991,49,0,0.227886057,2000,14,0,0,0,0,NO
0.924107143,24,0,0.135388461,4800,7,0,0,0,2,NO
0.009495252,56,0,0.055031668,7104,2,0,0,0,1,NO
0.952798882,54,0,0.558740602,6383,10,0,1,0,1,NO
5.37E-05,41,0,0.108461814,5577,7,0,0,0,1,NO
0.655147395,46,0,0.378128675,5952,6,0,1,0,3,NO
0.329152121,41,0,0.534155364,4054,8,0,2,0,1,NO
0.017050203,64,0,0.583655513,7500,19,0,4,0,0,NO
0.9999999,30,1,0.154187958,4500,4,0,0,1,0,NO
0.602746575,42,0,0.260608705,9166,4,0,0,0,1,YES
0.004769675,89,0,0.000572902,3490,9,0,0,0,0,NO
0.034247393,43,0,0.159026599,5300,10,0,1,0,1,NO
0.170115934,63,0,0.208084051,6852,20,0,1,0,0,NO
0.310076467,37,0,0.255326195,9058,7,0,1,0,0,NO
0.999578992,55,4,0.148483601,7286,6,0,0,0,0,NO
0,26,0,0,2400,2,0,0,0,0,NO
0.380480301,68,0,0.051771117,2568,2,0,0,0,3,NO
0.187409279,38,0,0.49730054,5000,7,0,1,0,2,NO
0,26,0,0.337244676,2300,4,1,1,0,0,NO
0.273435385,48,0,0.218109655,10833,10,0,1,0,0,NO
0.284951627,52,0,0.380131887,4700,9,0,1,0,0,NO
0.336222047,44,0,0.234941265,4000,14,0,0,0,0,NO
0.030024681,61,0,0.852235551,1833,5,0,1,0,0,NO
0.008247756,66,0,0.943611278,5000,7,0,2,0,0,NO
0.137528803,42,0,0.504559635,8333,13,0,2,0,3,NO
0.9999999,35,1,0.900911497,3400,6,0,2,0,0,YES
0.205274463,51,0,0.361329834,8000,10,0,1,0,0,NO
0,49,1,0.544228523,9416,11,0,3,0,2,NO
0.464195875,53,0,0.120938628,4985,8,0,0,0,0,NO
0.466768944,58,0,0.327109783,4016,8,0,1,0,0,NO
0.014088028,51,0,0.007997715,3500,6,0,0,0,1,NO
0.536461805,45,1,0.142285905,3000,3,2,0,0,1,NO
0.918342055,33,0,0.270289344,2833,4,1,0,2,0,NO
0.023224944,64,0,0.391854139,6800,18,0,4,0,3,NO
1.034893879,39,0,0.439362795,9729,10,0,1,0,3,NO
0.983338887,27,0,0.106808245,1600,9,0,0,0,0,YES
0.839907542,29,0,364,2,8,0,0,0,0,NO
0.267368644,50,0,0.420291743,23033,46,0,6,0,0,NO
0.28369669,61,0,0.61966257,4800,14,0,1,0,0,NO
